,Tenth_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_3_Scoring_Average_AVG,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Steve Stricker,73,2.75,11,4
1,T1,T1,Tiger Woods,69,2.75,11,4
2,3,3,Phil Mickelson,79,2.8,14,5
3,4,4,Rickie Fowler,84,2.82,48,17
4,5,5,Geoff Ogilvy,73,2.84,128,45
5,6,6,Jason Dufner,83,2.89,81,28
6,T7,T7,Zach Johnson,95,2.9,61,21
7,T7,T7,Bo Van Pelt,84,2.9,142,49
8,T9,T9,John Huh,99,2.91,306,105
9,T9,T9,Martin Laird,77,2.91,189,65
10,11,11,Brendon de Jonge,115,2.93,214,73
11,T12,T12,Matt Kuchar,86,2.94,47,16
12,T12,T12,Justin Rose,69,2.94,47,16
13,T12,T12,Adam Scott,59,2.94,47,16
14,T15,T15,Freddie Jacobson,61,2.95,118,40
15,T15,T15,Seung-Yul Noh,105,2.95,224,76
16,T15,T15,Nick Watney,97,2.95,65,22
17,T18,T18,James Driscoll,83,2.96,166,56
18,T18,T18,David Hearn,95,2.96,225,76
19,T18,T18,David Toms,60,2.96,74,25
20,T21,T21,Nathan Green,73,2.97,193,65
21,T21,T21,Jeff Maggert,83,2.97,193,65
22,T21,T21,Ryan Palmer,81,2.97,226,76
23,T24,T24,Ricky Barnes,92,2.98,197,66
24,T24,T24,Kevin Kisner,69,2.98,170,57
25,T24,T24,Sean O'Hair,84,2.98,182,61
26,T24,T24,Pat Perez,81,2.98,131,44
27,28,28,Troy Matteson,100,2.99,203,68
28,T29,T29,Keegan Bradley,90,3.0,12,4
29,T29,T29,Tim Clark,60,3.0,99,33
30,T29,T29,Luke Donald,63,3.0,24,8
31,T29,T29,Bill Haas,79,3.0,87,29
32,T29,T29,Brandt Jobe,57,3.0,120,40
33,T29,T29,Troy Kelly,68,3.0,195,65
34,T29,T29,Richard Lee,71,3.0,84,28
35,T29,T29,Brandt Snedeker,81,3.0,96,32
36,T29,T29,Chris Stroud,86,3.0,216,72
37,T38,T38,Chris DiMarco,83,3.01,208,69
