,Late_Round_2_Scoring_Average_RANK THIS WEEK,Late_Round_2_Scoring_Average_RANK LAST WEEK,Late_Round_2_Scoring_Average_PLAYER NAME,Late_Round_2_Scoring_Average_AVG,Late_Round_2_Scoring_Average_TOTAL STROKES,Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Jason Dufner,67.9,679,10
1,2,2,Bobby Gates,68.5,959,14
2,3,3,Brandt Snedeker,68.9,689,10
3,4,4,Justin Rose,69.0,621,9
4,5,5,Matt Kuchar,69.08,898,13
5,6,6,Sangmoon Bae,69.14,484,7
6,7,7,Tiger Woods,69.15,899,13
7,8,8,Bo Van Pelt,69.27,762,11
8,9,9,Billy Horschel,69.33,624,9
9,10,10,Jason Kokrak,69.36,971,14
10,T11,T11,Adam Scott,69.42,833,12
11,T11,T11,Camilo Villegas,69.42,833,12
12,13,13,Tom Gillis,69.43,486,7
13,14,14,Charlie Beljan,69.44,625,9
14,15,15,Rocco Mediate,69.45,764,11
15,16,16,John Daly,69.5,556,8
16,17,17,Chris Kirk,69.57,974,14
17,18,18,Jeff Maggert,69.71,976,14
18,19,19,Chad Campbell,69.77,907,13
19,20,20,Brendon de Jonge,69.81,1117,16
20,21,21,Ryan Moore,69.83,838,12
21,22,22,John Senden,69.88,559,8
22,T23,T23,Trevor Immelman,69.92,909,13
23,T23,T23,Nick Watney,69.92,839,12
24,25,25,Jim Furyk,70.0,840,12
25,26,26,Zach Johnson,70.08,911,13
26,27,27,Steve Stricker,70.11,631,9
27,28,28,Bryce Molder,70.15,912,13
28,29,29,Webb Simpson,70.17,842,12
29,30,30,Brian Harman,70.18,772,11
30,31,31,J.B. Holmes,70.2,702,10
31,32,32,Ricky Barnes,70.21,983,14
32,33,33,Will Claxton,70.25,843,12
33,34,34,Graeme McDowell,70.29,492,7
34,35,35,Chris Couch,70.3,703,10
35,T36,T36,Jonathan Byrd,70.33,633,9
36,T36,T36,Kevin Streelman,70.33,844,12
37,38,38,Cameron Tringale,70.36,774,11
38,T39,T39,Ernie Els,70.43,493,7
39,T39,T39,Sergio Garcia,70.43,493,7
40,41,41,Phil Mickelson,70.44,634,9
41,42,42,Jonas Blixt,70.5,846,12
42,T43,T43,J.J. Henry,70.54,917,13
43,T43,T43,Heath Slocum,70.54,917,13
44,45,45,Danny Lee,70.55,776,11
45,46,46,Kevin Chappell,70.58,847,12
46,47,47,Justin Leonard,70.62,918,13
47,48,48,Kevin Stadler,70.64,777,11
48,T49,T49,Jason Bohn,70.67,1060,15
49,T49,T49,Kevin Kisner,70.67,848,12
50,T49,T49,Sean O'Hair,70.67,636,9
51,52,52,Michael Bradley,70.69,919,13
52,T53,T53,Miguel Angel Carballo,70.71,495,7
53,T53,T53,John Rollins,70.71,990,14
54,T53,T53,Henrik Stenson,70.71,495,7
55,56,56,Bubba Watson,70.75,566,8
56,T57,T57,Daniel Summerhays,70.77,920,13
57,T57,T57,Charlie Wi,70.77,920,13
58,59,59,George McNeill,70.78,637,9
59,60,60,Bud Cauley,70.8,1062,15
60,61,61,Padraig Harrington,70.82,779,11
61,62,62,Harris English,70.83,850,12
62,63,63,Charley Hoffman,70.85,921,13
63,T64,T64,Rory McIlroy,70.86,496,7
64,T64,T64,Geoff Ogilvy,70.86,496,7
65,T66,T66,John Huh,70.87,1063,15
66,T66,T66,Jerry Kelly,70.87,1063,15
67,68,68,Garth Mulroy,70.88,567,8
68,69,69,Scott Dunlap,70.9,709,10
69,70,70,John Merrick,70.92,922,13
70,T71,T71,Cameron Beckman,70.93,993,14
71,T71,T71,Bob Estes,70.93,993,14
72,T71,T71,David Hearn,70.93,1064,15
73,T74,T74,Hunter Mahan,71.0,568,8
74,T74,T74,Jhonattan Vegas,71.0,852,12
75,76,76,Bill Haas,71.07,995,14
76,77,77,Jeff Overton,71.08,853,12
77,78,78,Mark Wilson,71.09,782,11
78,79,79,Chez Reavie,71.1,711,10
79,T80,T80,Nathan Green,71.11,640,9
80,T80,T80,Steve Wheatcroft,71.11,640,9
81,T82,T82,Keegan Bradley,71.13,1138,16
82,T82,T82,Scott Piercy,71.13,1067,15
83,84,84,Martin Laird,71.14,498,7
84,85,85,Davis Love III,71.18,783,11
85,86,86,Ken Duke,71.19,1139,16
86,T87,T87,Chris DiMarco,71.2,1068,15
87,T87,T87,Billy Mayfair,71.2,1068,15
88,T89,T89,Arjun Atwal,71.21,997,14
89,T89,T89,John Mallinger,71.21,997,14
90,T91,T91,Stuart Appleby,71.25,855,12
91,T91,T91,Luke Donald,71.25,570,8
92,T91,T91,Matt Every,71.25,855,12
93,T91,T91,Boo Weekley,71.25,570,8
94,95,95,Vijay Singh,71.3,713,10
95,T96,T96,Tim Herron,71.33,856,12
96,T96,T96,Ryo Ishikawa,71.33,642,9
97,T96,T96,Louis Oosthuizen,71.33,642,9
98,T99,T99,Charles Howell III,71.38,928,13
99,T99,T99,Brendon Todd,71.38,928,13
100,T99,T99,Lee Westwood,71.38,571,8
101,T102,T102,Roberto Castro,71.4,714,10
102,T102,T102,James Driscoll,71.4,1071,15
103,T102,T102,Dustin Johnson,71.4,714,10
104,105,105,D.J. Trahan,71.43,1000,14
105,106,106,Richard Lee,71.44,643,9
106,107,107,Seung-Yul Noh,71.45,786,11
107,108,108,Chris Stroud,71.47,1072,15
108,T109,T109,Daniel Chopra,71.5,858,12
109,T109,T109,Marc Leishman,71.5,715,10
110,T109,T109,Spencer Levin,71.5,858,12
111,T109,T109,Pat Perez,71.5,715,10
112,T109,T109,Jimmy Walker,71.5,858,12
113,T114,T114,Blake Adams,71.57,1002,14
114,T114,T114,Ryan Palmer,71.57,1002,14
115,T114,T114,Josh Teater,71.57,1002,14
116,T117,T117,Kyle Reifers,71.58,859,12
117,T117,T117,Michael Thompson,71.58,859,12
118,119,119,Russell Knox,71.63,573,8
119,T120,T120,Kris Blanks,71.64,788,11
120,T120,T120,Ben Crane,71.64,788,11
121,T120,T120,Edward Loar,71.64,788,11
122,T123,T123,Stewart Cink,71.67,860,12
123,T123,T123,Rod Pampling,71.67,860,12
124,T125,T125,Martin Flores,71.73,1076,15
125,T125,T125,Kyle Stanley,71.73,1076,15
126,T125,T125,Brendan Steele,71.73,789,11
127,T125,T125,Vaughn Taylor,71.73,789,11
128,T125,T125,Y.E. Yang,71.73,789,11
129,130,130,Troy Matteson,71.75,1148,16
130,131,131,Kevin Na,71.77,933,13
131,132,132,Bill Lunde,71.79,1005,14
132,133,133,Carl Pettersson,71.85,934,13
133,134,134,Ian Poulter,71.88,575,8
134,135,135,Ben Curtis,71.89,647,9
135,136,136,Rickie Fowler,71.9,719,10
136,137,137,Graham DeLaet,71.91,791,11
137,T138,T138,Gary Christian,72.0,792,11
138,T138,T138,Gavin Coles,72.0,792,11
139,T138,T138,Matt Jones,72.0,648,9
140,T138,T138,Derek Lamely,72.0,1080,15
141,T138,T138,David Mathis,72.0,1080,15
142,T143,T143,D.A. Points,72.07,1081,15
143,T143,T143,Rory Sabbatini,72.07,1081,15
144,145,145,Erik Compton,72.09,793,11
145,T146,T146,Troy Kelly,72.13,577,8
146,T146,T146,Alexandre Rocha,72.13,577,8
147,T148,T148,Stephen Ames,72.14,1010,14
148,T148,T148,Brian Davis,72.14,1010,14
149,150,150,Greg Chalmers,72.17,866,12
150,151,151,K.J. Choi,72.18,794,11
151,152,152,Marco Dawson,72.2,722,10
152,153,153,J.J. Killeen,72.23,939,13
153,154,154,William McGirt,72.27,1084,15
154,155,155,David Toms,72.29,506,7
155,T156,T156,Hunter Haas,72.33,651,9
156,T156,T156,"Ted Potter, Jr.",72.33,868,12
157,T158,T158,Brian Gay,72.38,941,13
158,T158,T158,Charl Schwartzel,72.38,579,8
159,T160,T160,Robert Allenby,72.42,869,12
160,T160,T160,Greg Owen,72.42,869,12
161,162,162,Nick O'Hern,72.46,942,13
162,T163,T163,Brandt Jobe,72.5,725,10
163,T163,T163,Andres Romero,72.5,580,8
164,T163,T163,Kyle Thompson,72.5,580,8
165,166,166,Scott Stallings,72.54,943,13
166,T167,T167,Tim Clark,72.55,798,11
167,T167,T167,Mathew Goggin,72.55,798,11
168,T167,T167,Gary Woodland,72.55,798,11
169,170,170,Robert Karlsson,72.56,653,9
170,171,171,Johnson Wagner,72.59,1234,17
171,172,172,Harrison Frazar,72.6,726,10
172,173,173,Tommy Biershenk,72.62,944,13
173,174,174,Robert Garrigus,72.77,946,13
174,175,175,Roland Thatcher,72.78,655,9
175,176,176,Stephen Gangluff,72.8,728,10
176,177,177,Mark Anderson,72.82,801,11
177,178,178,Tommy Gainey,72.85,947,13
178,179,179,Freddie Jacobson,72.88,583,8
179,180,180,Patrick Sheehan,72.89,656,9
180,T181,T181,Matt Bettencourt,73.07,1096,15
181,T181,T181,Sung Kang,73.07,1096,15
182,183,183,Ryuji Imada,73.08,950,13
183,184,184,Aaron Baddeley,73.1,731,10
184,185,185,Colt Knost,73.14,1024,14
185,186,186,Tom Pernice Jr.,73.33,880,12
186,187,187,Dicky Pride,73.38,587,8
187,188,188,Scott Brown,73.5,882,12
188,189,189,Jason Day,73.83,443,6
189,190,190,Billy Hurley III,74.08,889,12
190,191,191,Ángel Cabrera,74.25,594,8
