,Tenth_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_4_Scoring_Average_AVG,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Bart Bryant,63.0,63,1
1,T2,T2,Spike McRoy,64.0,64,1
2,T2,T2,Rory Sabbatini,64.0,64,1
3,T4,T4,Robert Gamez,65.0,65,1
4,T4,T4,Phil Mickelson,65.0,65,1
5,T4,T4,Duffy Waldorf,65.0,65,1
6,7,7,Rich Beem,65.5,131,2
7,T8,T8,Kent Jones,66.0,66,1
8,T8,T8,Bob May,66.0,66,1
9,T8,T8,Kirk Triplett,66.0,132,2
10,T11,T11,Mark Brooks,67.0,134,2
11,T11,T11,Mark Calcavecchia,67.0,67,1
12,T11,T11,Stephen Gangluff,67.0,67,1
13,T11,T11,Brian Henninger,67.0,67,1
14,T11,T11,John Rollins,67.0,67,1
15,T11,T11,Paul Stankowski,67.0,67,1
16,T17,T17,Chad Campbell,67.5,135,2
17,T17,T17,Paul Goydos,67.5,135,2
18,T17,T17,Glen Hnatiuk,67.5,270,4
19,T17,T17,Frank Nobilo,67.5,135,2
20,T17,T17,Rod Pampling,67.5,135,2
21,T22,T22,Greg Chalmers,68.0,68,1
22,T22,T22,Tim Clark,68.0,68,1
23,T22,T22,Chris DiMarco,68.0,68,1
24,T22,T22,David Duval,68.0,136,2
25,T22,T22,Matt Gogel,68.0,272,4
26,T22,T22,Retief Goosen,68.0,68,1
27,T22,T22,Peter Lonard,68.0,68,1
28,T22,T22,Michael Long,68.0,136,2
29,T22,T22,Davis Love III,68.0,68,1
30,T22,T22,Steve Lowery,68.0,68,1
31,T22,T22,Deane Pappas,68.0,136,2
32,T22,T22,Steve Pate,68.0,136,2
33,T22,T22,Tim Petrovic,68.0,204,3
34,T22,T22,Steve Stricker,68.0,68,1
35,T22,T22,Bob Tway,68.0,68,1
36,T22,T22,Bo Van Pelt,68.0,68,1
37,T22,T22,Tiger Woods,68.0,68,1
38,39,39,Michael Clark II,68.25,273,4
39,40,40,Dennis Paulson,68.33,205,3
40,T41,T41,Ben Crane,68.5,137,2
41,T41,T41,Vijay Singh,68.5,137,2
42,T43,T43,Robert Allenby,69.0,69,1
43,T43,T43,Jonathan Byrd,69.0,69,1
44,T43,T43,Steve Elkington,69.0,69,1
45,T43,T43,Brandt Jobe,69.0,69,1
46,T43,T43,Steve Jones,69.0,69,1
47,T43,T43,Lee Porter,69.0,69,1
48,T43,T43,Scott Verplank,69.0,69,1
49,50,50,Kenneth Staton,69.2,346,5
50,T51,T51,Jeff Sluman,69.25,277,4
51,T51,T51,Grant Waite,69.25,277,4
52,T53,T53,"David Berganio, Jr.",69.33,208,3
53,T53,T53,Jeff Brehaut,69.33,208,3
54,T53,T53,Skip Kendall,69.33,208,3
55,T53,T53,Frank Lickliter II,69.33,208,3
56,T57,T57,Stewart Cink,69.5,278,4
57,T57,T57,Lee Janzen,69.5,139,2
58,T57,T57,Bernhard Langer,69.5,139,2
59,T60,T60,Edward Fryatt,69.67,209,3
60,T60,T60,Geoff Ogilvy,69.67,209,3
61,62,62,Neal Lancaster,69.75,279,4
62,T63,T63,Stephen Ames,70.0,70,1
63,T63,T63,Stuart Appleby,70.0,70,1
64,T63,T63,Pat Bates,70.0,350,5
65,T63,T63,Jim Carter,70.0,140,2
66,T63,T63,K.J. Choi,70.0,70,1
67,T63,T63,Joe Durant,70.0,70,1
68,T63,T63,Joel Edwards,70.0,70,1
69,T63,T63,Jim Furyk,70.0,140,2
70,T63,T63,Brian Gay,70.0,210,3
71,T63,T63,Pete Jordan,70.0,210,3
72,T63,T63,Matt Kuchar,70.0,70,1
73,T63,T63,Justin Leonard,70.0,70,1
74,T63,T63,Andrew Magee,70.0,70,1
75,T63,T63,Len Mattiace,70.0,70,1
76,T63,T63,Billy Mayfair,70.0,70,1
77,T63,T63,Blaine McCallister,70.0,140,2
78,T63,T63,John Riegger,70.0,140,2
79,T63,T63,Tom Scherrer,70.0,70,1
80,T63,T63,Mike Weir,70.0,210,3
81,T82,T82,Mike Sposa,70.33,211,3
82,T82,T82,Phil Tataurangi,70.33,211,3
83,T84,T84,Steve Allan,70.5,141,2
84,T84,T84,Luke Donald,70.5,141,2
85,T84,T84,Harrison Frazar,70.5,141,2
86,T84,T84,Brent Geiberger,70.5,141,2
87,T84,T84,John Senden,70.5,141,2
88,T84,T84,Hal Sutton,70.5,141,2
89,T90,T90,Notah Begay III,71.0,71,1
90,T90,T90,John Daly,71.0,142,2
91,T90,T90,Scott Hoch,71.0,71,1
92,T90,T90,J.L. Lewis,71.0,142,2
93,T90,T90,Scott McCarron,71.0,71,1
94,T90,T90,Gary Nicklaus,71.0,142,2
95,T90,T90,Brenden Pappas,71.0,71,1
96,T90,T90,Matt Peterson,71.0,213,3
97,98,98,Bob Burns,71.25,285,4
98,T99,T99,Olin Browne,71.5,429,6
99,T99,T99,Charles Howell III,71.5,143,2
100,T99,T99,Craig Parry,71.5,143,2
101,T99,T99,David Peoples,71.5,143,2
102,103,103,Carlos Franco,71.6,358,5
103,T104,T104,Paul Claxton,71.67,215,3
104,T104,T104,Greg Kraft,71.67,215,3
105,T106,T106,Billy Andrade,72.0,72,1
106,T106,T106,Jay Don Blake,72.0,72,1
107,T106,T106,Tom Byrum,72.0,72,1
108,T106,T106,Jess Daley,72.0,72,1
109,T106,T106,Glen Day,72.0,72,1
110,T106,T106,Scott Dunlap,72.0,72,1
111,T106,T106,David Frost,72.0,72,1
112,T106,T106,Jeff Gove,72.0,72,1
113,T106,T106,Jason Hill,72.0,72,1
114,T106,T106,Per-Ulrik Johansson,72.0,144,2
115,T106,T106,Pat Perez,72.0,72,1
116,T106,T106,Chris Riley,72.0,72,1
117,T106,T106,Brett Wetterich,72.0,72,1
118,T106,T106,Richard Zokol,72.0,72,1
119,T120,T120,Tim Herron,72.33,217,3
120,T120,T120,Kevin Sutherland,72.33,217,3
121,T122,T122,Woody Austin,72.5,145,2
122,T122,T122,Donnie Hammond,72.5,145,2
123,T122,T122,Jonathan Kaye,72.5,145,2
124,T122,T122,Tommy Tolles,72.5,145,2
125,T126,T126,Tommy Armour III,73.0,73,1
126,T126,T126,Briny Baird,73.0,73,1
127,T126,T126,Sergio Garcia,73.0,73,1
128,T126,T126,Bradley Hughes,73.0,146,2
129,T126,T126,Peter Jacobsen,73.0,73,1
130,T126,T126,José María Olazábal,73.0,73,1
131,T126,T126,Jesper Parnevik,73.0,73,1
132,T126,T126,Corey Pavin,73.0,73,1
133,T126,T126,Heath Slocum,73.0,73,1
134,135,135,John Cook,73.67,221,3
135,136,136,Esteban Toledo,73.75,295,4
136,T137,T137,Steve Flesch,74.0,74,1
137,T137,T137,Robin Freeman,74.0,148,2
138,T137,T137,Franklin Langham,74.0,74,1
139,T137,T137,Brad Lardon,74.0,74,1
140,T137,T137,Jeff Maggert,74.0,74,1
141,T137,T137,Jay Williamson,74.0,74,1
142,T137,T137,Kaname Yokoo,74.0,74,1
143,T144,T144,Brian Bateman,74.5,149,2
144,T144,T144,Michael Muehr,74.5,149,2
145,T146,T146,Brad Faxon,75.0,150,2
146,T146,T146,J.P. Hayes,75.0,75,1
147,148,148,Russ Cochran,75.5,151,2
148,T149,T149,Michael Allen,76.0,76,1
149,T149,T149,Dan Forsman,76.0,76,1
150,T151,T151,Ian Leggatt,77.0,77,1
151,T151,T151,Shaun Micheel,77.0,77,1
152,153,153,Carl Paulson,78.0,78,1
153,154,154,Mike Hulbert,80.0,80,1
154,155,155,José Coceres,84.0,84,1
