,Back_9_Round_1_Scoring_Average_RANK THIS WEEK,Back_9_Round_1_Scoring_Average_RANK LAST WEEK,Back_9_Round_1_Scoring_Average_PLAYER NAME,Back_9_Round_1_Scoring_Average_AVG,Back_9_Round_1_Scoring_Average_TOTAL STROKES,Back_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Vijay Singh,34.46,896,26
1,2,2,Charles Howell III,34.7,1041,30
2,T3,T3,David Gossett,34.71,972,28
3,T3,T3,Tiger Woods,34.71,590,17
4,T5,T5,Chris DiMarco,34.74,938,27
5,T5,T5,Jeff Sluman,34.74,1077,31
6,7,7,Tim Clark,34.77,765,22
7,8,8,Fred Funk,34.79,1009,29
8,9,9,Grant Waite,34.8,1044,30
9,T10,T10,Phil Mickelson,34.83,836,24
10,T10,T10,Hidemichi Tanaka,34.83,1045,30
11,12,12,John Huston,34.84,871,25
12,13,13,Retief Goosen,34.86,488,14
13,T14,T14,José Coceres,34.88,558,16
14,T14,T14,Bob Estes,34.88,837,24
15,T14,T14,David Toms,34.88,907,26
16,17,17,Tom Lehman,34.9,698,20
17,T18,T18,Steve Allan,34.93,1013,29
18,T18,T18,Glen Day,34.93,1048,30
19,20,20,José María Olazábal,34.94,629,18
20,T21,T21,Bart Bryant,34.95,664,19
21,T21,T21,Jay Haas,34.95,769,22
22,T23,T23,Robert Allenby,34.96,909,26
23,T23,T23,Loren Roberts,34.96,874,25
24,25,25,Stephen Ames,35.0,945,27
25,26,26,Kent Jones,35.06,1122,32
26,27,27,Billy Andrade,35.07,1017,29
27,T28,T28,K.J. Choi,35.08,912,26
28,T28,T28,Kenny Perry,35.08,877,25
29,T28,T28,Phil Tataurangi,35.08,842,24
30,T31,T31,Brian Gay,35.09,1158,33
31,T31,T31,J.J. Henry,35.09,1158,33
32,T33,T33,Scott Hoch,35.1,702,20
33,T33,T33,David Peoples,35.1,1053,30
34,T35,T35,Stewart Cink,35.12,878,25
35,T35,T35,Fred Couples,35.12,597,17
36,T37,T37,Carlos Franco,35.13,1054,30
37,T37,T37,Peter Lonard,35.13,843,24
38,T37,T37,Tim Petrovic,35.13,1054,30
39,T40,T40,David Frost,35.14,1019,29
40,T40,T40,Shaun Micheel,35.14,1019,29
41,T40,T40,Rod Pampling,35.14,984,28
42,T43,T43,Per-Ulrik Johansson,35.15,949,27
43,T43,T43,Steve Lowery,35.15,914,26
44,T45,T45,Brian Bateman,35.17,1055,30
45,T45,T45,Luke Donald,35.17,1020,29
46,T45,T45,J.P. Hayes,35.17,809,23
47,48,48,Lee Janzen,35.19,950,27
48,49,49,Brian Henninger,35.2,704,20
49,50,50,Miguel Angel Jiménez,35.22,634,18
50,T51,T51,Craig Barlow,35.24,740,21
51,T51,T51,Rich Beem,35.24,1022,29
52,T51,T51,Donnie Hammond,35.24,599,17
53,T51,T51,Peter Jacobsen,35.24,740,21
54,T51,T51,Rory Sabbatini,35.24,740,21
55,T56,T56,Ernie Els,35.25,564,16
56,T56,T56,Davis Love III,35.25,846,24
57,58,58,Chris Riley,35.26,952,27
58,59,59,Jonathan Kaye,35.27,917,26
59,T60,T60,Bob Burns,35.28,1023,29
60,T60,T60,Jesper Parnevik,35.28,882,25
61,T62,T62,Pat Bates,35.29,988,28
62,T62,T62,Jim Furyk,35.29,847,24
63,T62,T62,Robert Gamez,35.29,741,21
64,T62,T62,Brent Geiberger,35.29,988,28
65,T62,T62,Nick Price,35.29,600,17
66,67,67,Scott McCarron,35.31,918,26
67,68,68,Steve Elkington,35.32,777,22
68,T69,T69,Cameron Beckman,35.33,848,24
69,T69,T69,Craig Parry,35.33,742,21
70,T71,T71,Brad Faxon,35.35,813,23
71,T71,T71,Corey Pavin,35.35,813,23
72,T71,T71,Kirk Triplett,35.35,813,23
