,Late_Round_3_Scoring_Average_RANK THIS WEEK,Late_Round_3_Scoring_Average_RANK LAST WEEK,Late_Round_3_Scoring_Average_PLAYER NAME,Late_Round_3_Scoring_Average_AVG,Late_Round_3_Scoring_Average_TOTAL STROKES,Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Matt Kuchar,67.6,338,5
1,T1,T1,Craig Stadler,67.6,338,5
2,3,3,Fred Couples,68.0,68,1
3,4,4,Davis Love III,68.14,477,7
4,5,5,Scott Hoch,68.38,547,8
5,6,6,Matt Gogel,68.4,342,5
6,7,7,Greg Kraft,68.5,274,4
7,8,8,David Toms,68.59,1166,17
8,9,9,Tim Herron,68.7,687,10
9,10,10,Chris Smith,68.8,688,10
10,11,11,Notah Begay III,68.86,482,7
11,12,12,Brandt Jobe,68.91,758,11
12,13,13,John Huston,68.92,827,12
13,T14,T14,Brad Faxon,69.0,483,7
14,T14,T14,Jonathan Kaye,69.0,483,7
15,T14,T14,Justin Leonard,69.0,897,13
16,T14,T14,Heath Slocum,69.0,552,8
17,T14,T14,Jeff Sluman,69.0,1104,16
18,19,19,Kirk Triplett,69.1,691,10
19,20,20,Tiger Woods,69.2,692,10
20,21,21,Jim Furyk,69.22,623,9
21,22,22,Loren Roberts,69.25,831,12
22,T23,T23,Jerry Kelly,69.27,762,11
23,T23,T23,David Peoples,69.27,762,11
24,T25,T25,Olin Browne,69.29,485,7
25,T25,T25,Craig Parry,69.29,485,7
26,27,27,Chris Riley,69.33,832,12
27,T28,T28,Mathew Goggin,69.4,347,5
28,T28,T28,Tim Petrovic,69.4,347,5
29,T30,T30,Robert Allenby,69.5,556,8
30,T30,T30,Stewart Cink,69.5,556,8
31,T30,T30,José María Olazábal,69.5,278,4
32,33,33,John Riegger,69.57,487,7
33,T34,T34,K.J. Choi,69.58,835,12
34,T34,T34,Lee Janzen,69.58,835,12
35,T36,T36,Greg Chalmers,69.63,557,8
36,T36,T36,Billy Mayfair,69.63,557,8
37,38,38,Kenny Perry,69.64,766,11
38,T39,T39,Woody Austin,69.67,418,6
39,T39,T39,"David Berganio, Jr.",69.67,418,6
40,T39,T39,Hal Sutton,69.67,209,3
41,T39,T39,Grant Waite,69.67,418,6
42,43,43,Jim Carter,69.71,488,7
43,44,44,Shigeki Maruyama,69.78,628,9
44,T45,T45,Jeff Brehaut,69.8,349,5
45,T45,T45,Miguel Angel Jiménez,69.8,349,5
46,T45,T45,J.L. Lewis,69.8,349,5
47,T45,T45,Kaname Yokoo,69.8,349,5
48,49,49,Joel Edwards,69.82,768,11
49,T50,T50,Sergio Garcia,69.83,419,6
50,T50,T50,Bryce Molder,69.83,419,6
51,52,52,Rocco Mediate,69.88,559,8
52,T53,T53,Glen Hnatiuk,69.89,629,9
53,T53,T53,Duffy Waldorf,69.89,629,9
54,55,55,Charles Howell III,69.91,769,11
55,T56,T56,Phil Mickelson,69.93,1049,15
56,T56,T56,Vijay Singh,69.93,1049,15
57,T58,T58,Bob Burns,70.0,770,11
58,T58,T58,Ben Crane,70.0,770,11
59,T58,T58,Paul Goydos,70.0,140,2
60,T58,T58,Donnie Hammond,70.0,350,5
61,T58,T58,Mike Hulbert,70.0,210,3
62,T58,T58,Skip Kendall,70.0,700,10
63,T58,T58,Steve Lowery,70.0,840,12
64,T58,T58,Dicky Pride,70.0,140,2
65,T58,T58,John Senden,70.0,280,4
66,T58,T58,Kevin Sutherland,70.0,490,7
67,68,68,Scott McCarron,70.1,701,10
68,69,69,Stephen Ames,70.13,561,8
69,T70,T70,Chad Campbell,70.14,982,14
70,T70,T70,Ernie Els,70.14,491,7
71,T70,T70,Bob Estes,70.14,491,7
72,T70,T70,Bob May,70.14,491,7
73,T74,T74,Jess Daley,70.17,421,6
74,T74,T74,Mark O'Meara,70.17,421,6
75,76,76,Dan Forsman,70.18,772,11
76,T77,T77,Fred Funk,70.2,702,10
77,T77,T77,Andrew Magee,70.2,351,5
78,79,79,Steve Flesch,70.21,983,14
79,T80,T80,Chris DiMarco,70.23,913,13
80,T80,T80,Len Mattiace,70.23,913,13
81,T82,T82,Briny Baird,70.25,562,8
82,T82,T82,Brandel Chamblee,70.25,281,4
83,T82,T82,Jay Williamson,70.25,562,8
84,85,85,Brent Geiberger,70.29,492,7
85,86,86,Shaun Micheel,70.31,914,13
86,T87,T87,Stuart Appleby,70.33,633,9
87,T87,T87,Bernhard Langer,70.33,211,3
88,T89,T89,Per-Ulrik Johansson,70.36,774,11
89,T89,T89,Bob Tway,70.36,985,14
90,91,91,Nick Price,70.38,563,8
91,T92,T92,Brad Elder,70.4,352,5
92,T92,T92,Paul Gow,70.4,352,5
93,T92,T92,Esteban Toledo,70.4,704,10
94,95,95,Peter Lonard,70.43,493,7
95,96,96,Pat Perez,70.45,775,11
96,T97,T97,Robert Damron,70.5,282,4
97,T97,T97,Robin Freeman,70.5,282,4
98,T97,T97,Dudley Hart,70.5,705,10
99,T97,T97,Pete Jordan,70.5,282,4
100,T97,T97,Neal Lancaster,70.5,705,10
101,T97,T97,Frank Nobilo,70.5,564,8
102,T97,T97,Deane Pappas,70.5,282,4
103,T97,T97,Dennis Paulson,70.5,564,8
104,T97,T97,Scott Verplank,70.5,987,14
105,T106,T106,Jay Don Blake,70.57,494,7
106,T106,T106,Tim Clark,70.57,494,7
107,T106,T106,Frank Lickliter II,70.57,494,7
108,T106,T106,Brett Quigley,70.57,494,7
109,110,110,Brian Bateman,70.6,353,5
110,111,111,Steve Pate,70.63,565,8
111,112,112,Cameron Beckman,70.64,777,11
112,T113,T113,J.P. Hayes,70.67,424,6
113,T113,T113,Gary Nicklaus,70.67,212,3
114,T115,T115,Paul Azinger,70.71,495,7
115,T115,T115,John Cook,70.71,495,7
116,T115,T115,Kent Jones,70.71,495,7
117,T115,T115,Spike McRoy,70.71,495,7
118,T115,T115,Craig Perks,70.71,495,7
119,T115,T115,Rory Sabbatini,70.71,495,7
120,121,121,Scott Simpson,70.75,283,4
121,122,122,Robert Gamez,70.8,708,10
122,123,123,Tripp Isenhour,70.83,425,6
123,124,124,Tom Byrum,70.86,496,7
124,125,125,Jonathan Byrd,70.88,567,8
125,126,126,David Duval,70.89,638,9
126,127,127,Billy Andrade,70.9,709,10
127,T128,T128,John Daly,71.0,355,5
128,T128,T128,Luke Donald,71.0,1136,16
129,T128,T128,Peter Jacobsen,71.0,355,5
130,T128,T128,David Morland IV,71.0,355,5
131,T128,T128,Brett Wetterich,71.0,355,5
132,133,133,Pat Bates,71.17,427,6
133,134,134,David Gossett,71.18,783,11
134,135,135,Carlos Franco,71.22,641,9
135,136,136,Steve Jones,71.25,285,4
136,T137,T137,Jeff Gove,71.29,499,7
137,T137,T137,Jeff Maggert,71.29,499,7
138,T139,T139,Edward Fryatt,71.33,428,6
139,T139,T139,Joey Sindelar,71.33,642,9
140,T141,T141,Geoff Ogilvy,71.38,571,8
141,T141,T141,Mike Weir,71.38,571,8
142,143,143,Ian Leggatt,71.42,857,12
143,T144,T144,Bob Heintz,71.5,429,6
144,T144,T144,Joe Ogilvie,71.5,143,2
145,T146,T146,Mark Calcavecchia,71.57,501,7
146,T146,T146,John Rollins,71.57,1002,14
147,T146,T146,Phil Tataurangi,71.57,501,7
148,T149,T149,Tommy Armour III,71.6,358,5
149,T149,T149,Matt Peterson,71.6,358,5
150,T151,T151,Harrison Frazar,71.67,645,9
151,T151,T151,Corey Pavin,71.67,430,6
152,T153,T153,Bart Bryant,71.75,287,4
153,T153,T153,José Coceres,71.75,287,4
154,T153,T153,Tom Lehman,71.75,287,4
155,T153,T153,Blaine McCallister,71.75,574,8
156,T153,T153,Steve Stricker,71.75,287,4
157,158,158,Scott Dunlap,71.8,359,5
158,T159,T159,Retief Goosen,71.83,431,6
159,T159,T159,Hidemichi Tanaka,71.83,862,12
160,161,161,Russ Cochran,71.86,503,7
161,162,162,Mike Sposa,71.9,719,10
162,T163,T163,Paul Claxton,72.0,144,2
163,T163,T163,Jason Hill,72.0,216,3
164,T163,T163,Kenneth Staton,72.0,288,4
165,T163,T163,Boo Weekley,72.0,360,5
166,T163,T163,Garrett Willis,72.0,216,3
167,168,168,Brian Gay,72.09,793,11
168,169,169,Jesper Parnevik,72.13,577,8
169,170,170,Rod Pampling,72.14,1010,14
170,T171,T171,Craig Barlow,72.25,289,4
171,T171,T171,Glen Day,72.25,578,8
172,T171,T171,Eduardo Herrera,72.25,289,4
173,174,174,Franklin Langham,72.29,506,7
174,175,175,Tommy Tolles,72.33,434,6
175,176,176,Brian Henninger,72.4,362,5
176,177,177,Tom Pernice Jr.,72.5,725,10
177,178,178,Carl Paulson,72.57,508,7
178,179,179,Jay Haas,72.62,944,13
179,180,180,Mark Brooks,72.63,581,8
180,T181,T181,Steve Allan,72.67,218,3
181,T181,T181,Rich Beem,72.67,654,9
182,183,183,Paul Stankowski,72.71,509,7
183,184,184,Stephen Gangluff,72.8,364,5
184,185,185,Michael Long,72.83,437,6
185,186,186,Steve Elkington,72.91,802,11
186,T187,T187,David Frost,73.0,584,8
187,T187,T187,Bradley Hughes,73.0,219,3
188,T187,T187,Michael Muehr,73.0,292,4
189,190,190,Joe Durant,73.29,513,7
190,191,191,Lee Porter,73.4,367,5
191,192,192,Michael Clark II,73.5,294,4
192,193,193,J.J. Henry,73.56,662,9
193,194,194,Bo Van Pelt,73.6,368,5
194,195,195,Richard Zokol,73.67,221,3
195,T196,T196,Fulton Allem,74.0,222,3
196,T196,T196,Tom Scherrer,74.0,148,2
197,T196,T196,Jerry Smith,74.0,296,4
198,199,199,Michael Allen,74.2,371,5
199,200,200,Brad Lardon,74.67,224,3
200,T201,T201,Brenden Pappas,75.5,151,2
201,T201,T201,Brian Watts,75.5,151,2
