,Lowest_Round_RANK THIS WEEK,Lowest_Round_RANK LAST WEEK,Lowest_Round_PLAYER NAME,Lowest_Round_ROUNDS,Lowest_Round_VALUE,Lowest_Round_TOURN/COURSE,Lowest_Round_ROUND
0,T1,T1,J.P. Hayes,78,61,John Deere Clas,2
1,T1,T1,John Huston,99,61,Buick Challenge,3
2,T1,T1,Garrett Willis,80,61,Texas Open/LaCa,2
3,T4,T4,Robert Allenby,96,62,Air Canada/Nort,2
4,T4,T4,Pat Bates,94,62,John Deere Clas,2
5,T4,T4,John Cook,85,62,Sony Open/Waial,2
6,T4,T4,Joel Edwards,101,62,Invensys Las V/,3
7,T4,T4,Bob Estes,93,62,Invensys Las V/,3
8,T4,T4,Sergio Garcia,79,62,WGC-Am Express/,4
9,T4,T4,Retief Goosen,56,62,WGC-Am Express/,4
10,T4,T4,Charles Howell III,118,62,Sony Open/Waial,2
11,T4,T4,Lee Janzen,101,62,Invensys Las V/,3
12,T4,T4,Steve Jones,71,62,Invensys Las V/,1
13,T4,T4,Cliff Kresge,8,62,B.C. Open/En-Jo,4
14,T4,T4,Davis Love III,92,62,WORLDCOM/Harbou,1
15,T4,T4,Pat Perez,89,62,Texas Open/LaCa,2
16,T4,T4,Kenny Perry,98,62,Bob Hope Chrysl,4
17,T4,T4,Matt Peterson,80,62,Texas Open/LaCa,2
18,T4,T4,Jeff Sluman,118,62,Buick Challenge,4
19,T4,T4,Phil Tataurangi,88,62,Invensys Las V/,5
20,T21,T21,Tommy Armour III,82,63,Greater Milwauk,1
21,T21,T21,Cameron Beckman,87,63,WORLDCOM/Harbou,2
22,T21,T21,Bart Bryant,69,63,Greater Milwauk,4
23,T21,T21,Bob Burns,99,63,Disney Classic/,1
24,T21,T21,Jonathan Byrd,96,63,Buick Challenge,4
25,T21,T21,Tom Byrum,77,63,FedEx St. Jude/,2
26,T21,T21,Greg Chalmers,94,63,Buick Invitatio,4
27,T21,T21,Brandel Chamblee,85,63,Bob Hope Chrysl,1
28,T21,T21,K.J. Choi,93,63,Tampa Bay/Westi,1
29,T21,T21,Paul Claxton,83,63,FedEx St. Jude/,3
30,T21,T21,Robert Damron,85,63,Greater Milwauk,2
31,T21,T21,Chris DiMarco,111,63,Disney Classic/,2
32,T21,T21,Joe Durant,87,63,Verizon/Cottonw,1
33,T21,T21,David Duval,78,63,Invensys Las V/,4
