,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Briny Baird,33,100.0,1.0
1,T1,T1,Notah Begay III,26,100.0,1.0
2,T1,T1,"David Berganio, Jr.",30,100.0,1.0
3,T1,T1,Mark Brooks,32,100.0,2.0
4,T1,T1,Tom Byrum,23,100.0,2.0
5,T1,T1,Greg Chalmers,31,100.0,2.0
6,T1,T1,Glen Day,31,100.0,2.0
7,T1,T1,J.J. Henry,34,100.0,1.0
8,T1,T1,Bernhard Langer,16,100.0,1.0
9,T1,T1,Billy Mayfair,31,100.0,3.0
10,T1,T1,Spike McRoy,25,100.0,2.0
11,T1,T1,Shaun Micheel,30,100.0,1.0
12,T1,T1,José María Olazábal,20,100.0,3.0
13,T1,T1,Rod Pampling,29,100.0,1.0
14,T1,T1,Craig Parry,21,100.0,2.0
15,T1,T1,Carl Paulson,28,100.0,1.0
16,T1,T1,Tom Pernice Jr.,31,100.0,1.0
17,T1,T1,Jerry Smith,33,100.0,1.0
18,T1,T1,Garrett Willis,29,100.0,1.0
19,20,20,K.J. Choi,27,85.7,6.0
20,T21,T21,Chris DiMarco,29,83.3,5.0
21,T21,T21,Davis Love III,26,83.3,5.0
22,T21,T21,Shigeki Maruyama,24,83.3,5.0
23,T21,T21,Phil Mickelson,26,83.3,10.0
24,T25,T25,Rich Beem,30,80.0,4.0
25,T25,T25,Tiger Woods,18,80.0,8.0
26,T27,T27,John Cook,25,75.0,3.0
27,T27,T27,Retief Goosen,15,75.0,3.0
28,T27,T27,John Huston,26,75.0,3.0
29,T27,T27,Len Mattiace,28,75.0,3.0
30,T27,T27,Rocco Mediate,23,75.0,3.0
31,T27,T27,Geoff Ogilvy,27,75.0,3.0
32,T27,T27,Loren Roberts,25,75.0,3.0
33,T34,T34,Ernie Els,18,71.4,5.0
34,T34,T34,Charles Howell III,32,71.4,5.0
35,T34,T34,Jeff Sluman,32,71.4,5.0
36,T37,T37,Fred Funk,29,70.0,7.0
37,T37,T37,David Toms,27,70.0,7.0
38,T39,T39,Craig Barlow,22,66.7,2.0
39,T39,T39,Bob Burns,30,66.7,2.0
40,T39,T39,Jonathan Byrd,32,66.7,2.0
41,T39,T39,Stewart Cink,27,66.7,2.0
42,T39,T39,Ben Crane,30,66.7,2.0
43,T39,T39,John Daly,21,66.7,2.0
44,T39,T39,Steve Elkington,23,66.7,2.0
45,T39,T39,Brian Gay,34,66.7,2.0
46,T39,T39,Brent Geiberger,29,66.7,2.0
47,T39,T39,David Gossett,29,66.7,2.0
48,T39,T39,Dudley Hart,26,66.7,2.0
49,T39,T39,J.P. Hayes,24,66.7,2.0
50,T39,T39,Jonathan Kaye,27,66.7,2.0
51,T39,T39,Matt Kuchar,27,66.7,2.0
52,T39,T39,J.L. Lewis,31,66.7,2.0
53,T39,T39,Mark O'Meara,24,66.7,2.0
54,T39,T39,Craig Perks,28,66.7,2.0
55,T39,T39,Kenny Perry,27,66.7,4.0
56,T39,T39,Nick Price,18,66.7,2.0
57,T39,T39,Chris Riley,28,66.7,4.0
58,T39,T39,Phil Tataurangi,25,66.7,2.0
59,60,60,Vijay Singh,28,63.6,7.0
60,T61,T61,Brad Faxon,25,60.0,3.0
61,T61,T61,Pat Perez,30,60.0,3.0
62,T61,T61,John Rollins,34,60.0,3.0
63,T61,T61,Chris Smith,30,60.0,3.0
64,65,65,Jerry Kelly,29,55.6,5.0
65,T66,T66,Robert Allenby,27,50.0,4.0
66,T66,T66,Stephen Ames,28,50.0,1.0
67,T66,T66,Stuart Appleby,28,50.0,2.0
68,T66,T66,Tommy Armour III,30,50.0,1.0
69,T66,T66,Mark Calcavecchia,25,50.0,2.0
70,T66,T66,Chad Campbell,34,50.0,2.0
71,T66,T66,Jim Carter,29,50.0,2.0
72,T66,T66,Russ Cochran,24,50.0,1.0
73,T66,T66,Fred Couples,18,50.0,1.0
74,T66,T66,Brad Elder,26,50.0,1.0
75,T66,T66,Bob Estes,26,50.0,2.0
76,T66,T66,Dan Forsman,25,50.0,2.0
77,T66,T66,Jim Furyk,25,50.0,3.0
