,Late_Round_2_Scoring_Average_RANK THIS WEEK,Late_Round_2_Scoring_Average_RANK LAST WEEK,Late_Round_2_Scoring_Average_PLAYER NAME,Late_Round_2_Scoring_Average_AVG,Late_Round_2_Scoring_Average_TOTAL STROKES,Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Peter Lonard,67.6,676,10
1,2,2,Phil Mickelson,68.1,681,10
2,3,3,Tiger Woods,68.29,478,7
3,4,4,Ernie Els,68.33,410,6
4,5,5,Justin Leonard,68.4,684,10
5,6,6,Charles Howell III,68.62,892,13
6,7,7,Scott McCarron,68.8,688,10
7,8,8,David Toms,68.92,896,13
8,9,9,Matt Peterson,69.0,621,9
9,10,10,Ian Leggatt,69.08,829,12
10,11,11,John Huston,69.09,760,11
11,12,12,Scott Verplank,69.2,692,10
12,13,13,Fred Funk,69.27,762,11
13,14,14,Jeff Sluman,69.33,1040,15
14,15,15,Shaun Micheel,69.38,1110,16
15,T16,T16,Billy Andrade,69.43,972,14
16,T16,T16,Vijay Singh,69.43,972,14
17,18,18,Tripp Isenhour,69.44,625,9
18,T19,T19,Lee Janzen,69.45,764,11
19,T19,T19,Phil Tataurangi,69.45,764,11
20,21,21,Bob Tway,69.46,903,13
21,22,22,Pat Perez,69.47,1042,15
22,23,23,Shigeki Maruyama,69.5,695,10
23,24,24,Duffy Waldorf,69.54,904,13
24,25,25,Chris DiMarco,69.57,974,14
25,26,26,Retief Goosen,69.63,557,8
26,27,27,Len Mattiace,69.64,766,11
27,T28,T28,Scott Hoch,69.67,627,9
28,T28,T28,Nick Price,69.67,627,9
29,30,30,Brian Gay,69.69,906,13
30,31,31,Steve Pate,69.71,488,7
31,32,32,Geoff Ogilvy,69.75,837,12
32,33,33,Jerry Kelly,69.77,907,13
33,T34,T34,Tom Lehman,69.83,419,6
34,T34,T34,Mike Weir,69.83,838,12
35,36,36,Kenny Perry,69.85,908,13
36,37,37,Esteban Toledo,69.87,1048,15
37,38,38,Stephen Gangluff,69.9,699,10
