,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Loren Roberts,34.28,857,25
1,2,2,Tripp Isenhour,34.45,689,20
2,3,3,Nick Price,34.47,586,17
3,4,4,Kenny Perry,34.48,862,25
4,5,5,Robert Allenby,34.5,897,26
5,6,6,Tiger Woods,34.53,587,17
6,T7,T7,Cameron Beckman,34.54,829,24
7,T7,T7,Justin Leonard,34.54,829,24
8,T7,T7,Scott McCarron,34.54,898,26
9,T10,T10,Briny Baird,34.55,1071,31
10,T10,T10,Brian Gay,34.55,1140,33
11,12,12,Phil Mickelson,34.58,830,24
12,13,13,Bob Tway,34.59,934,27
13,14,14,Ernie Els,34.63,554,16
14,T15,T15,Brian Henninger,34.65,693,20
15,T15,T15,Shigeki Maruyama,34.65,797,23
16,17,17,Rich Beem,34.67,936,27
17,18,18,Len Mattiace,34.68,971,28
18,19,19,Fred Funk,34.71,972,28
19,20,20,Scott Verplank,34.75,834,24
20,T21,T21,Geoff Ogilvy,34.77,904,26
21,T21,T21,Jeff Sluman,34.77,1078,31
22,23,23,Tom Byrum,34.78,800,23
23,24,24,Steve Pate,34.8,696,20
24,25,25,Vijay Singh,34.81,905,26
25,T26,T26,Bob May,34.82,975,28
26,T26,T26,Rod Pampling,34.82,975,28
27,28,28,Dudley Hart,34.83,836,24
28,29,29,John Riegger,34.84,871,25
29,T30,T30,Charles Howell III,34.87,1046,30
30,T30,T30,Neal Lancaster,34.87,1046,30
31,T30,T30,Phil Tataurangi,34.87,802,23
32,T33,T33,Bob Estes,34.88,837,24
33,T33,T33,Peter Lonard,34.88,837,24
34,35,35,Kirk Triplett,34.91,768,22
35,T36,T36,Glen Day,34.93,1013,29
36,T36,T36,Brent Geiberger,34.93,943,27
37,T36,T36,Tom Pernice Jr.,34.93,1048,30
38,39,39,Jay Don Blake,34.94,1153,33
39,T40,T40,Ben Crane,34.96,944,27
40,T40,T40,Matt Peterson,34.96,909,26
41,T42,T42,Tim Herron,34.97,1014,29
42,T42,T42,Skip Kendall,34.97,1049,30
43,T44,T44,Chris DiMarco,35.0,945,27
44,T44,T44,Carlos Franco,35.0,1015,29
45,T44,T44,Retief Goosen,35.0,490,14
46,T44,T44,Bernhard Langer,35.0,525,15
47,T44,T44,Ian Leggatt,35.0,910,26
48,T44,T44,Chris Riley,35.0,945,27
49,50,50,John Huston,35.04,876,25
50,T51,T51,Sergio Garcia,35.05,666,19
51,T51,T51,Tommy Tolles,35.05,701,20
52,53,53,John Rollins,35.06,1157,33
53,T54,T54,Pat Bates,35.07,982,28
54,T54,T54,Shaun Micheel,35.07,982,28
55,T54,T54,Chris Smith,35.07,1017,29
56,57,57,Steve Elkington,35.09,772,22
57,T58,T58,Brandt Jobe,35.11,948,27
58,T58,T58,Craig Perks,35.11,948,27
59,60,60,David Peoples,35.13,1054,30
60,T61,T61,Luke Donald,35.14,1019,29
61,T61,T61,Harrison Frazar,35.14,984,28
62,T61,T61,Peter Jacobsen,35.14,738,21
63,T64,T64,John Daly,35.17,633,18
64,T64,T64,Hidemichi Tanaka,35.17,1055,30
65,66,66,Jay Haas,35.18,774,22
