,Tenth_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_5_Scoring_Average_AVG,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,69,4.33,52,12
1,2,2,David Duval,78,4.34,191,44
2,3,3,Sergio Garcia,79,4.36,48,11
3,4,4,Mark Calcavecchia,84,4.39,145,33
4,T5,T5,Justin Leonard,97,4.41,203,46
5,T5,T5,Peter Lonard,93,4.41,256,58
6,7,7,Carlos Franco,107,4.42,190,43
7,8,8,Steve Stricker,68,4.43,235,53
8,T9,T9,Robert Allenby,96,4.45,129,29
9,T9,T9,John Cook,85,4.45,138,31
10,T9,T9,Fred Funk,106,4.45,236,53
11,T12,T12,Jim Carter,98,4.46,223,50
12,T12,T12,Fred Couples,64,4.46,165,37
13,14,14,John Daly,62,4.47,192,43
14,T15,T15,Cameron Beckman,87,4.48,197,44
15,T15,T15,Scott Hoch,71,4.48,94,21
16,T15,T15,Phil Mickelson,97,4.48,233,52
17,T15,T15,Mark O'Meara,68,4.48,121,27
18,T15,T15,Craig Stadler,72,4.48,179,40
19,T20,T20,David Peoples,105,4.49,305,68
20,T20,T20,Kenny Perry,98,4.49,202,45
21,T20,T20,David Toms,106,4.49,184,41
22,T23,T23,Joel Edwards,101,4.5,162,36
23,T23,T23,Charles Howell III,118,4.5,207,46
24,T23,T23,Ian Leggatt,97,4.5,270,60
25,T23,T23,Rocco Mediate,79,4.5,144,32
26,T27,T27,Jonathan Byrd,96,4.51,275,61
27,T27,T27,Davis Love III,92,4.51,158,35
28,T27,T27,Len Mattiace,106,4.51,316,70
29,T30,T30,Briny Baird,110,4.52,330,73
30,T30,T30,Rod Pampling,98,4.52,217,48
31,T30,T30,Chris Riley,104,4.52,208,46
32,T33,T33,Stephen Ames,89,4.53,204,45
33,T33,T33,Steve Flesch,110,4.53,281,62
34,T33,T33,Rory Sabbatini,69,4.53,181,40
35,T33,T33,Chris Smith,103,4.53,222,49
36,37,37,Jonathan Kaye,83,4.54,127,28
37,38,38,Phil Tataurangi,88,4.55,191,42
38,T39,T39,Retief Goosen,56,4.56,82,18
39,T39,T39,Neal Lancaster,101,4.56,333,73
40,T39,T39,Tom Lehman,78,4.56,114,25
41,T39,T39,Bob May,91,4.56,283,62
42,T43,T43,Harrison Frazar,88,4.57,224,49
43,T43,T43,Jim Furyk,88,4.57,128,28
44,T43,T43,Brenden Pappas,62,4.57,215,47
45,T43,T43,Duffy Waldorf,90,4.57,233,51
46,T47,T47,Billy Andrade,100,4.58,229,50
47,T47,T47,Notah Begay III,76,4.58,261,57
48,T47,T47,Ben Crane,91,4.58,357,78
49,T47,T47,Robert Damron,85,4.58,238,52
50,T47,T47,Lee Janzen,101,4.58,142,31
51,T52,T52,Michael Allen,76,4.59,266,58
52,T52,T52,Pat Bates,94,4.59,289,63
53,T52,T52,Rich Beem,99,4.59,188,41
54,T52,T52,Donnie Hammond,60,4.59,179,39
55,T52,T52,Geoff Ogilvy,90,4.59,225,49
56,T52,T52,Vijay Singh,102,4.59,78,17
57,T58,T58,Stuart Appleby,97,4.6,193,42
58,T58,T58,Bernhard Langer,55,4.6,69,15
59,T58,T58,José María Olazábal,71,4.6,198,43
60,T58,T58,Pat Perez,89,4.6,267,58
61,T58,T58,Bob Tway,103,4.6,239,52
62,T58,T58,Scott Verplank,93,4.6,184,40
63,T64,T64,Mark Brooks,97,4.61,189,41
64,T64,T64,Chris DiMarco,111,4.61,263,57
65,T64,T64,Dan Forsman,83,4.61,406,88
66,T64,T64,David Gossett,95,4.61,258,56
67,T64,T64,Steve Lowery,98,4.61,152,33
68,T64,T64,Loren Roberts,93,4.61,226,49
69,T70,T70,Bob Burns,99,4.62,379,82
70,T70,T70,Chad Campbell,111,4.62,277,60
71,T70,T70,Brad Faxon,93,4.62,208,45
72,T70,T70,Brian Henninger,66,4.62,208,45
73,T70,T70,Jeff Sluman,118,4.62,194,42
74,T70,T70,Paul Stankowski,100,4.62,291,63
75,T76,T76,John Huston,99,4.63,176,38
76,T76,T76,Brandt Jobe,94,4.63,259,56
77,T76,T76,Joe Ogilvie,50,4.63,148,32
78,T76,T76,Carl Paulson,84,4.63,139,30
79,T76,T76,Mike Weir,94,4.63,222,48
80,T81,T81,Jay Don Blake,107,4.64,297,64
81,T81,T81,Olin Browne,107,4.64,385,83
82,T81,T81,Glen Day,107,4.64,353,76
83,T81,T81,Joe Durant,87,4.64,130,28
84,T81,T81,Jeff Gove,89,4.64,487,105
85,T81,T81,John Senden,96,4.64,269,58
86,T81,T81,Jerry Smith,91,4.64,376,81
87,T88,T88,Jeff Brehaut,87,4.65,251,54
88,T88,T88,Greg Chalmers,94,4.65,358,77
89,T88,T88,Russ Cochran,68,4.65,200,43
90,T88,T88,Steve Elkington,82,4.65,293,63
91,T88,T88,Jason Hill,59,4.65,214,46
92,T88,T88,Hidemichi Tanaka,104,4.65,293,63
93,T94,T94,Scott Dunlap,74,4.66,275,59
94,T94,T94,Brian Gay,117,4.66,326,70
95,T94,T94,Matt Kuchar,82,4.66,261,56
96,T94,T94,Bo Van Pelt,78,4.66,368,79
97,T94,T94,Grant Waite,98,4.66,345,74
98,T94,T94,Brian Watts,58,4.66,177,38
99,T100,T100,Steve Allan,93,4.67,168,36
100,T100,T100,Bart Bryant,69,4.67,210,45
101,T100,T100,Shaun Micheel,100,4.67,252,54
102,T100,T100,Boo Weekley,57,4.67,252,54
103,T100,T100,Garrett Willis,80,4.67,257,55
104,T105,T105,Woody Austin,102,4.68,295,63
105,T105,T105,Brian Bateman,94,4.68,304,65
106,T105,T105,Brandel Chamblee,85,4.68,318,68
107,T105,T105,Paul Claxton,83,4.68,192,41
108,T105,T105,Brad Elder,76,4.68,318,68
109,T105,T105,Bradley Hughes,60,4.68,234,50
110,T105,T105,Mike Hulbert,55,4.68,206,44
111,T105,T105,Kent Jones,105,4.68,290,62
112,T105,T105,Andrew Magee,91,4.68,262,56
113,T105,T105,Frank Nobilo,94,4.68,365,78
114,T105,T105,Esteban Toledo,106,4.68,318,68
115,T116,T116,K.J. Choi,93,4.69,305,65
116,T116,T116,Paul Goydos,66,4.69,169,36
117,T116,T116,Steve Jones,71,4.69,239,51
118,T116,T116,Jerry Kelly,99,4.69,136,29
119,T116,T116,Michael Muehr,73,4.69,253,54
120,T116,T116,Steve Pate,64,4.69,244,52
121,T116,T116,Tommy Tolles,64,4.69,169,36
122,T123,T123,Stewart Cink,92,4.7,263,56
123,T123,T123,Jess Daley,76,4.7,348,74
124,T123,T123,Brent Geiberger,95,4.7,371,79
125,T123,T123,Dudley Hart,88,4.7,216,46
126,T123,T123,J.J. Henry,112,4.7,254,54
127,T123,T123,Tim Herron,102,4.7,188,40
128,T123,T123,Michael Long,71,4.7,334,71
129,T123,T123,John Riegger,88,4.7,221,47
130,T123,T123,John Rollins,124,4.7,343,73
131,T123,T123,Kenneth Staton,104,4.7,301,64
132,T123,T123,Kevin Sutherland,96,4.7,254,54
133,T134,T134,Robin Freeman,79,4.71,240,51
134,T134,T134,Matt Gogel,79,4.71,226,48
135,T134,T134,Jeff Maggert,83,4.71,240,51
136,T134,T134,Billy Mayfair,99,4.71,240,51
137,T134,T134,Blaine McCallister,75,4.71,367,78
138,T134,T134,Bryce Molder,65,4.71,179,38
139,T140,T140,Paul Gow,99,4.72,184,39
140,T140,T140,J.P. Hayes,78,4.72,255,54
141,T140,T140,Scott McCarron,106,4.72,222,47
142,T140,T140,Mike Sposa,111,4.72,411,87
143,T140,T140,Jay Williamson,91,4.72,283,60
144,T145,T145,Shigeki Maruyama,87,4.73,123,26
145,T145,T145,Joey Sindelar,104,4.73,260,55
146,T145,T145,Heath Slocum,96,4.73,312,66
147,T148,T148,"David Berganio, Jr.",80,4.74,313,66
148,T148,T148,Tom Byrum,77,4.74,223,47
149,T148,T148,Edward Fryatt,94,4.74,251,53
150,T148,T148,Spike McRoy,69,4.74,218,46
151,T148,T148,Jesper Parnevik,85,4.74,294,62
152,T153,T153,José Coceres,51,4.75,57,12
153,T153,T153,Bob Estes,93,4.75,133,28
154,T153,T153,Eduardo Herrera,59,4.75,228,48
155,T153,T153,Miguel Angel Jiménez,60,4.75,228,48
156,T153,T153,David Morland IV,58,4.75,209,44
157,T153,T153,Scott Simpson,61,4.75,261,55
158,T159,T159,Luke Donald,106,4.76,281,59
159,T159,T159,Jay Haas,83,4.76,262,55
160,T159,T159,Tripp Isenhour,68,4.76,195,41
161,T159,T159,Gary Nicklaus,66,4.76,238,50
162,T159,T159,Tim Petrovic,92,4.76,400,84
163,T164,T164,Tim Clark,76,4.77,143,30
164,T164,T164,Mathew Goggin,64,4.77,229,48
165,T164,T164,Glen Hnatiuk,95,4.77,334,70
166,T164,T164,Skip Kendall,103,4.77,305,64
167,T164,T164,Franklin Langham,72,4.77,248,52
168,T164,T164,Craig Parry,69,4.77,105,22
169,T164,T164,Lee Porter,91,4.77,329,69
170,T164,T164,Nick Price,69,4.77,167,35
171,T164,T164,Kaname Yokoo,74,4.77,267,56
172,T173,T173,Bob Heintz,68,4.78,244,51
173,T173,T173,J.L. Lewis,98,4.78,277,58
174,T173,T173,Brett Quigley,93,4.78,301,63
175,T176,T176,Peter Jacobsen,67,4.79,225,47
176,T176,T176,Dennis Paulson,89,4.79,268,56
177,T176,T176,Tom Scherrer,98,4.79,206,43
178,T179,T179,Tommy Armour III,82,4.8,317,66
179,T179,T179,Corey Pavin,78,4.8,168,35
180,T179,T179,Tom Pernice Jr.,101,4.8,235,49
181,T179,T179,Brett Wetterich,89,4.8,365,76
182,T183,T183,Greg Kraft,86,4.82,275,57
183,T183,T183,Kirk Triplett,84,4.82,183,38
184,185,185,Stephen Gangluff,75,4.83,193,40
185,T186,T186,Per-Ulrik Johansson,87,4.84,295,61
186,T186,T186,Deane Pappas,90,4.84,218,45
187,188,188,Robert Gamez,69,4.85,252,52
188,189,189,Craig Barlow,62,4.87,146,30
189,T190,T190,Michael Clark II,97,4.88,283,58
190,T190,T190,Craig Perks,91,4.88,244,50
191,T190,T190,Matt Peterson,80,4.88,390,80
192,193,193,Paul Azinger,69,4.89,171,35
193,194,194,Frank Lickliter II,94,4.9,206,42
194,T195,T195,Fulton Allem,64,4.92,192,39
195,T195,T195,David Frost,90,4.92,295,60
196,T195,T195,Richard Zokol,53,4.92,182,37
197,198,198,Pete Jordan,78,4.93,335,68
198,199,199,Dicky Pride,51,4.95,188,38
199,T200,T200,Ernie Els,68,5.0,10,2
200,T200,T200,Brad Lardon,59,5.0,210,42
201,202,202,Hal Sutton,74,5.05,192,38
