,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Matt Kuchar,67.67,203,3
1,2,2,Tim Herron,67.83,407,6
2,T3,T3,Fred Couples,68.0,68,1
3,T3,T3,Deane Pappas,68.0,204,3
4,T3,T3,Craig Stadler,68.0,204,3
5,6,6,Scott Hoch,68.29,478,7
6,7,7,Chris Smith,68.33,615,9
7,T8,T8,Greg Chalmers,68.4,342,5
8,T8,T8,Matt Gogel,68.4,342,5
9,10,10,Greg Kraft,68.5,137,2
10,11,11,Robert Allenby,68.71,481,7
11,12,12,Kirk Triplett,68.78,619,9
12,13,13,Heath Slocum,68.8,344,5
13,T14,T14,Brad Faxon,69.0,345,5
14,T14,T14,Paul Goydos,69.0,69,1
15,T14,T14,Jonathan Kaye,69.0,483,7
16,T14,T14,Davis Love III,69.0,345,5
17,T14,T14,Billy Mayfair,69.0,345,5
18,T14,T14,Tim Petrovic,69.0,276,4
19,T14,T14,Jeff Sluman,69.0,1104,16
20,T14,T14,Grant Waite,69.0,207,3
21,22,22,David Toms,69.07,1036,15
22,23,23,Neal Lancaster,69.14,484,7
23,T24,T24,Jim Carter,69.2,346,5
24,T24,T24,Justin Leonard,69.2,692,10
25,T26,T26,Jerry Kelly,69.22,623,9
26,T26,T26,Tiger Woods,69.22,623,9
27,28,28,Chris Riley,69.3,693,10
28,T29,T29,Notah Begay III,69.33,208,3
29,T29,T29,Bob Burns,69.33,416,6
30,T29,T29,Craig Parry,69.33,416,6
31,T29,T29,Kaname Yokoo,69.33,208,3
32,33,33,Woody Austin,69.4,347,5
33,T34,T34,K.J. Choi,69.44,625,9
34,T34,T34,John Huston,69.44,625,9
35,T36,T36,"David Berganio, Jr.",69.5,139,2
36,T36,T36,Chris DiMarco,69.5,695,10
37,T36,T36,Mike Hulbert,69.5,139,2
38,T36,T36,Brandt Jobe,69.5,556,8
39,T36,T36,Pete Jordan,69.5,139,2
40,T36,T36,Bernhard Langer,69.5,139,2
41,T36,T36,Scott McCarron,69.5,556,8
42,T36,T36,David Peoples,69.5,556,8
43,T44,T44,Stewart Cink,69.6,348,5
44,T44,T44,Dan Forsman,69.6,348,5
45,T44,T44,Bob May,69.6,348,5
46,T47,T47,Nick Price,69.67,418,6
47,T47,T47,Hal Sutton,69.67,209,3
48,T49,T49,Brian Bateman,69.75,279,4
49,T49,T49,Miguel Angel Jiménez,69.75,279,4
50,T49,T49,Mark O'Meara,69.75,279,4
51,52,52,Shigeki Maruyama,69.78,628,9
52,T53,T53,Jeff Brehaut,69.8,349,5
53,T53,T53,Glen Hnatiuk,69.8,349,5
54,55,55,Joel Edwards,69.82,768,11
55,56,56,Sergio Garcia,69.83,419,6
56,T57,T57,Rocco Mediate,69.86,489,7
57,T57,T57,Vijay Singh,69.86,978,14
58,59,59,Jim Furyk,69.88,559,8
59,60,60,Kenny Perry,69.9,699,10
60,T61,T61,Olin Browne,70.0,280,4
61,T61,T61,Mathew Goggin,70.0,280,4
62,T61,T61,Donnie Hammond,70.0,350,5
63,T61,T61,Andrew Magee,70.0,280,4
64,T61,T61,David Morland IV,70.0,140,2
65,T61,T61,Joe Ogilvie,70.0,70,1
66,T61,T61,José María Olazábal,70.0,140,2
67,T61,T61,Loren Roberts,70.0,700,10
68,T61,T61,Rory Sabbatini,70.0,350,5
69,T61,T61,Bob Tway,70.0,770,11
70,T71,T71,Lee Janzen,70.09,771,11
71,T71,T71,Len Mattiace,70.09,771,11
72,73,73,Steve Lowery,70.13,561,8
73,T74,T74,Ernie Els,70.14,491,7
74,T74,T74,Bob Estes,70.14,491,7
75,T76,T76,Steve Flesch,70.15,912,13
76,T76,T76,Phil Mickelson,70.15,912,13
77,T78,T78,Frank Lickliter II,70.17,421,6
78,T78,T78,Steve Pate,70.17,421,6
79,T78,T78,Duffy Waldorf,70.17,421,6
80,T78,T78,Jay Williamson,70.17,421,6
81,T82,T82,Paul Azinger,70.2,351,5
82,T82,T82,Peter Lonard,70.2,351,5
83,T82,T82,Craig Perks,70.2,351,5
84,T85,T85,Charles Howell III,70.22,632,9
85,T85,T85,Esteban Toledo,70.22,632,9
86,87,87,J.L. Lewis,70.25,281,4
87,T88,T88,Jay Don Blake,70.33,422,6
88,T88,T88,Fred Funk,70.33,633,9
89,T88,T88,Brent Geiberger,70.33,211,3
90,T88,T88,John Senden,70.33,211,3
91,T88,T88,Scott Verplank,70.33,844,12
92,T93,T93,J.P. Hayes,70.4,352,5
93,T93,T93,Kevin Sutherland,70.4,352,5
94,95,95,Skip Kendall,70.44,634,9
95,96,96,Pat Perez,70.45,775,11
96,T97,T97,Tom Byrum,70.5,423,6
97,T97,T97,Tim Clark,70.5,423,6
98,T97,T97,Robert Damron,70.5,282,4
99,T97,T97,Gary Nicklaus,70.5,141,2
100,T97,T97,John Riegger,70.5,141,2
101,T102,T102,Dudley Hart,70.57,494,7
102,T102,T102,Per-Ulrik Johansson,70.57,494,7
103,104,104,Brett Quigley,70.6,353,5
104,T105,T105,Cameron Beckman,70.64,777,11
105,T105,T105,Chad Campbell,70.64,777,11
106,T107,T107,Billy Andrade,70.67,636,9
107,T107,T107,Brandel Chamblee,70.67,212,3
108,T107,T107,Ben Crane,70.67,424,6
109,T107,T107,Jess Daley,70.67,212,3
110,T107,T107,Brad Elder,70.67,212,3
111,T107,T107,Robin Freeman,70.67,212,3
112,113,113,John Cook,70.71,495,7
113,T114,T114,Stephen Ames,70.75,283,4
114,T114,T114,Paul Gow,70.75,283,4
115,T116,T116,Kent Jones,70.8,354,5
116,T116,T116,Dennis Paulson,70.8,354,5
117,118,118,Shaun Micheel,70.82,779,11
118,119,119,Jonathan Byrd,70.88,567,8
119,T120,T120,Mark Calcavecchia,71.0,426,6
120,T120,T120,Peter Jacobsen,71.0,284,4
121,T120,T120,Bryce Molder,71.0,355,5
122,T120,T120,Frank Nobilo,71.0,355,5
123,T120,T120,Scott Simpson,71.0,213,3
124,T120,T120,Mike Sposa,71.0,284,4
125,126,126,Luke Donald,71.08,853,12
126,127,127,Robert Gamez,71.13,569,8
127,128,128,Geoff Ogilvy,71.17,427,6
128,T129,T129,Edward Fryatt,71.2,356,5
129,T129,T129,Tripp Isenhour,71.2,356,5
130,131,131,Stuart Appleby,71.29,499,7
131,132,132,Tommy Armour III,71.33,214,3
132,T133,T133,Bob Heintz,71.4,357,5
133,T133,T133,Spike McRoy,71.4,357,5
134,135,135,Scott Dunlap,71.5,143,2
135,136,136,Harrison Frazar,71.63,573,8
136,137,137,Mike Weir,71.67,430,6
137,138,138,Hidemichi Tanaka,71.73,789,11
138,T139,T139,José Coceres,71.75,287,4
139,T139,T139,Carlos Franco,71.75,574,8
140,T139,T139,Stephen Gangluff,71.75,287,4
141,T139,T139,Tom Lehman,71.75,287,4
142,T139,T139,Corey Pavin,71.75,287,4
143,T144,T144,Pat Bates,71.8,359,5
144,T144,T144,Tommy Tolles,71.8,359,5
145,146,146,Rod Pampling,71.82,790,11
146,T147,T147,Retief Goosen,71.83,431,6
147,T147,T147,Blaine McCallister,71.83,431,6
148,T147,T147,Phil Tataurangi,71.83,431,6
149,150,150,John Rollins,71.89,647,9
150,T151,T151,Steve Allan,72.0,144,2
151,T151,T151,Paul Claxton,72.0,144,2
152,T151,T151,John Daly,72.0,216,3
153,T151,T151,David Duval,72.0,432,6
154,T151,T151,David Gossett,72.0,576,8
155,T151,T151,Jason Hill,72.0,216,3
156,T151,T151,Jeff Maggert,72.0,360,5
157,T151,T151,Matt Peterson,72.0,144,2
158,T151,T151,Jerry Smith,72.0,72,1
159,T151,T151,Kenneth Staton,72.0,288,4
160,T151,T151,Boo Weekley,72.0,216,3
161,T151,T151,Garrett Willis,72.0,216,3
162,T163,T163,Rich Beem,72.14,505,7
163,T163,T163,Glen Day,72.14,505,7
164,T163,T163,Ian Leggatt,72.14,505,7
165,166,166,Brian Gay,72.2,722,10
166,T167,T167,Briny Baird,72.25,289,4
167,T167,T167,Craig Barlow,72.25,289,4
168,T167,T167,Franklin Langham,72.25,289,4
169,170,170,Mark Brooks,72.29,506,7
170,171,171,Paul Stankowski,72.33,434,6
171,172,172,Jay Haas,72.56,653,9
172,T173,T173,Carl Paulson,72.57,508,7
173,T173,T173,Tom Pernice Jr.,72.57,508,7
174,T175,T175,David Frost,72.6,363,5
175,T175,T175,Jesper Parnevik,72.6,363,5
176,177,177,Steve Elkington,72.63,581,8
177,T178,T178,Russ Cochran,72.67,436,6
178,T178,T178,Brian Henninger,72.67,218,3
179,T178,T178,Steve Jones,72.67,218,3
180,181,181,J.J. Henry,72.86,510,7
181,T182,T182,Michael Clark II,73.0,146,2
182,T182,T182,Jeff Gove,73.0,146,2
183,T182,T182,Brad Lardon,73.0,73,1
184,T182,T182,Michael Long,73.0,219,3
185,T182,T182,Brett Wetterich,73.0,73,1
186,187,187,Joey Sindelar,73.17,439,6
187,188,188,Joe Durant,73.29,513,7
188,T189,T189,Bart Bryant,73.33,220,3
189,T189,T189,Steve Stricker,73.33,220,3
190,T191,T191,Fulton Allem,74.0,222,3
191,T191,T191,Michael Muehr,74.0,222,3
192,T191,T191,Lee Porter,74.0,222,3
193,T191,T191,Tom Scherrer,74.0,148,2
194,195,195,Eduardo Herrera,74.33,223,3
195,196,196,Bradley Hughes,74.5,149,2
196,197,197,Michael Allen,74.75,299,4
197,198,198,Richard Zokol,75.0,75,1
198,T199,T199,Brenden Pappas,75.5,151,2
199,T199,T199,Bo Van Pelt,75.5,151,2
200,T199,T199,Brian Watts,75.5,151,2
