,Front_9_Par_4_Scoring_Average_RANK THIS WEEK,Front_9_Par_4_Scoring_Average_RANK LAST WEEK,Front_9_Par_4_Scoring_Average_PLAYER NAME,Front_9_Par_4_Scoring_Average_ROUNDS,Front_9_Par_4_Scoring_Average_AVG,Front_9_Par_4_Scoring_Average_TOTAL STROKES,Front_9_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Chris DiMarco,111,3.94,2243,569
1,T1,T1,Tiger Woods,69,3.94,1408,357
2,T3,T3,Justin Leonard,97,3.95,1957,495
3,T3,T3,Chris Riley,104,3.95,2052,520
4,T3,T3,John Rollins,124,3.95,2470,625
5,T6,T6,Fred Funk,106,3.96,2218,560
6,T6,T6,Glen Hnatiuk,95,3.96,1868,472
7,T6,T6,John Huston,99,3.96,2029,513
8,T9,T9,"David Berganio, Jr.",80,3.97,1650,416
9,T9,T9,Olin Browne,107,3.97,2154,543
10,T9,T9,Kenny Perry,98,3.97,2017,508
11,T9,T9,Nick Price,69,3.97,1409,355
12,T9,T9,Loren Roberts,93,3.97,1979,498
13,T9,T9,Kirk Triplett,84,3.97,1647,415
14,T15,T15,Cameron Beckman,87,3.98,1816,456
15,T15,T15,Rich Beem,99,3.98,1987,499
16,T15,T15,Joel Edwards,101,3.98,2123,534
17,T15,T15,Steve Elkington,82,3.98,1660,417
18,T15,T15,J.P. Hayes,78,3.98,1550,389
19,T15,T15,Bob Tway,103,3.98,2072,520
20,T15,T15,Scott Verplank,93,3.98,1916,482
21,T22,T22,Pat Bates,94,3.99,1868,468
22,T22,T22,Bob Burns,99,3.99,2014,505
23,T22,T22,Ben Crane,91,3.99,1828,458
24,T22,T22,Glen Day,107,3.99,2107,528
25,T22,T22,Dan Forsman,83,3.99,1677,420
26,T22,T22,Jim Furyk,88,3.99,1819,456
27,T22,T22,Brent Geiberger,95,3.99,1937,485
28,T22,T22,Donnie Hammond,60,3.99,1238,310
29,T22,T22,Jerry Kelly,99,3.99,2044,512
30,T22,T22,Peter Lonard,93,3.99,1970,494
31,T22,T22,Davis Love III,92,3.99,1858,466
32,T22,T22,Phil Mickelson,97,3.99,1990,499
33,T22,T22,Esteban Toledo,106,3.99,2161,541
34,T22,T22,Duffy Waldorf,90,3.99,1825,457
35,T36,T36,Luke Donald,106,4.0,2181,545
36,T36,T36,Bob Estes,93,4.0,1857,464
37,T36,T36,Dudley Hart,88,4.0,1774,443
38,T36,T36,Tripp Isenhour,68,4.0,1392,348
39,T36,T36,Scott McCarron,106,4.0,2091,523
40,T36,T36,David Morland IV,58,4.0,1191,298
41,T36,T36,Frank Nobilo,94,4.0,1922,481
42,T36,T36,John Riegger,88,4.0,1806,451
43,T36,T36,Vijay Singh,102,4.0,2043,511
44,T36,T36,Mike Weir,94,4.0,1910,477
45,T46,T46,Stuart Appleby,97,4.01,1980,494
46,T46,T46,Notah Begay III,76,4.01,1576,393
47,T46,T46,Bart Bryant,69,4.01,1339,334
48,T46,T46,Joe Durant,87,4.01,1791,447
49,T46,T46,Steve Flesch,110,4.01,2215,552
50,T46,T46,Carlos Franco,107,4.01,2141,534
51,T46,T46,Sergio Garcia,79,4.01,1560,389
52,T46,T46,Brandt Jobe,94,4.01,1930,481
53,T46,T46,Per-Ulrik Johansson,87,4.01,1838,458
54,T46,T46,Skip Kendall,103,4.01,2079,519
55,T46,T46,Neal Lancaster,101,4.01,2086,520
56,T46,T46,J.L. Lewis,98,4.01,2047,511
57,T46,T46,Shaun Micheel,100,4.01,1983,495
58,T46,T46,Geoff Ogilvy,90,4.01,1759,439
59,T46,T46,Matt Peterson,80,4.01,1635,408
60,T46,T46,David Toms,106,4.01,2143,535
61,T62,T62,Stephen Ames,89,4.02,1814,451
62,T62,T62,Billy Andrade,100,4.02,2037,507
63,T62,T62,Jay Don Blake,107,4.02,2226,554
64,T62,T62,Jeff Brehaut,87,4.02,1800,448
65,T62,T62,Jonathan Byrd,96,4.02,1973,491
66,T62,T62,Chad Campbell,111,4.02,2293,570
67,T62,T62,Greg Chalmers,94,4.02,1867,464
68,T62,T62,K.J. Choi,93,4.02,1904,474
69,T62,T62,Fred Couples,64,4.02,1271,316
70,T62,T62,Ernie Els,68,4.02,1332,331
71,T62,T62,Brian Gay,117,4.02,2445,608
72,T62,T62,Mathew Goggin,64,4.02,1318,328
73,T62,T62,Brian Henninger,66,4.02,1371,341
74,T62,T62,Eduardo Herrera,59,4.02,1211,301
75,T62,T62,Tim Herron,102,4.02,2092,520
76,T62,T62,Charles Howell III,118,4.02,2394,595
77,T62,T62,Peter Jacobsen,67,4.02,1388,345
78,T62,T62,Andrew Magee,91,4.02,1859,463
