,Back_9_Round_2_Scoring_Average_RANK THIS WEEK,Back_9_Round_2_Scoring_Average_RANK LAST WEEK,Back_9_Round_2_Scoring_Average_PLAYER NAME,Back_9_Round_2_Scoring_Average_AVG,Back_9_Round_2_Scoring_Average_TOTAL STROKES,Back_9_Round_2_Scoring_Average_TOTAL ROUNDS
111,112,112,Paul Stankowski,35.53,1066,30
112,T113,T113,Jerry Kelly,35.54,995,28
113,T113,T113,Billy Mayfair,35.54,995,28
114,T113,T113,Michael Muehr,35.54,853,24
115,T113,T113,Jesper Parnevik,35.54,853,24
116,T113,T113,Scott Verplank,35.54,853,24
117,T118,T118,David Morland IV,35.55,711,20
118,T118,T118,Dennis Paulson,35.55,1031,29
119,T118,T118,Chris Smith,35.55,1031,29
120,T121,T121,Stewart Cink,35.56,889,25
121,T121,T121,Blaine McCallister,35.56,960,27
122,123,123,Skip Kendall,35.57,1067,30
123,124,124,Brett Quigley,35.58,1103,31
124,T125,T125,"David Berganio, Jr.",35.6,890,25
125,T125,T125,Robert Damron,35.6,890,25
126,127,127,David Frost,35.61,997,28
127,128,128,Gary Nicklaus,35.62,926,26
128,T129,T129,Rich Beem,35.63,962,27
129,T129,T129,Andrew Magee,35.63,962,27
130,T129,T129,Tom Pernice Jr.,35.63,1069,30
131,T132,T132,Bob Estes,35.67,856,24
132,T132,T132,Craig Perks,35.67,963,27
133,T132,T132,Mike Weir,35.67,856,24
134,T135,T135,Sergio Garcia,35.68,678,19
135,T135,T135,Jonathan Kaye,35.68,892,25
136,137,137,Kenneth Staton,35.71,1250,35
137,T138,T138,Michael Clark II,35.72,1143,32
138,T138,T138,Miguel Angel Jiménez,35.72,643,18
139,T138,T138,Tom Scherrer,35.72,1143,32
140,T141,T141,Steve Elkington,35.73,786,22
141,T141,T141,Bernhard Langer,35.73,536,15
142,T141,T141,Steve Lowery,35.73,929,26
143,144,144,John Rollins,35.76,1180,33
144,145,145,Michael Allen,35.78,966,27
145,T146,T146,Mike Hulbert,35.79,680,19
146,T146,T146,Richard Zokol,35.79,680,19
147,148,148,Brian Bateman,35.8,1074,30
148,149,149,Ben Crane,35.81,967,27
149,T150,T150,Woody Austin,35.82,1218,34
150,T150,T150,Edward Fryatt,35.82,1182,33
151,T152,T152,José María Olazábal,35.83,645,18
152,T152,T152,Corey Pavin,35.83,824,23
153,154,154,John Riegger,35.84,896,25
154,155,155,Paul Goydos,35.85,717,20
155,T156,T156,Billy Andrade,35.86,1040,29
156,T156,T156,Bob Burns,35.86,1040,29
157,158,158,Nick Price,35.88,610,17
158,159,159,Brandel Chamblee,35.89,1005,28
159,T160,T160,Jim Carter,35.9,1041,29
160,T160,T160,Steve Pate,35.9,718,20
161,T160,T160,Steve Stricker,35.9,718,20
162,163,163,J.P. Hayes,35.91,826,23
163,T164,T164,Matt Gogel,35.96,827,23
164,T164,T164,Matt Kuchar,35.96,935,26
165,T164,T164,Hal Sutton,35.96,899,25
166,T167,T167,Paul Azinger,36.0,684,19
167,T167,T167,Mark Brooks,36.0,1044,29
168,T167,T167,Greg Chalmers,36.0,1080,30
169,T167,T167,Stephen Gangluff,36.0,972,27
170,T167,T167,Dudley Hart,36.0,864,24
171,T167,T167,Greg Kraft,36.0,1008,28
172,T167,T167,Joe Ogilvie,36.0,684,19
173,T167,T167,Dicky Pride,36.0,576,16
174,175,175,Jason Hill,36.04,829,23
175,T176,T176,Notah Begay III,36.08,902,25
176,T176,T176,Frank Lickliter II,36.08,938,26
177,T176,T176,Scott Simpson,36.08,866,24
178,T179,T179,Mathew Goggin,36.1,722,20
179,T179,T179,Brad Lardon,36.1,758,21
180,T179,T179,Lee Porter,36.1,1119,31
181,182,182,Brad Elder,36.12,903,25
182,183,183,Pete Jordan,36.14,1048,29
183,184,184,Brent Geiberger,36.15,976,27
184,185,185,Heath Slocum,36.16,1121,31
185,186,186,Paul Gow,36.18,1230,34
186,T187,T187,Scott Dunlap,36.21,1014,28
187,T187,T187,Brenden Pappas,36.21,869,24
188,189,189,Steve Jones,36.23,797,22
189,T190,T190,Bo Van Pelt,36.25,1015,28
190,T190,T190,Brian Watts,36.25,725,20
191,T192,T192,Robin Freeman,36.27,943,26
192,T192,T192,Kaname Yokoo,36.27,943,26
193,T194,T194,Fulton Allem,36.33,872,24
194,T194,T194,Peter Jacobsen,36.33,763,21
195,196,196,Boo Weekley,36.35,836,23
196,197,197,Spike McRoy,36.38,873,24
197,198,198,Bradley Hughes,36.45,802,22
198,199,199,John Daly,36.5,657,18
199,200,200,Bob Heintz,36.68,1027,28
200,201,201,Deane Pappas,36.87,1143,31
201,202,202,Eduardo Herrera,36.91,849,23
