,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
0,1,1,John Daly,62,36.84,7,19
1,2,2,Steve Allan,93,28.81,17,59
2,3,3,Tiger Woods,69,27.5,11,40
3,4,4,J.L. Lewis,98,25.93,14,54
4,5,5,Bo Van Pelt,78,25.71,9,35
5,6,6,Vijay Singh,102,25.49,13,51
6,7,7,Mark Calcavecchia,84,25.0,7,28
7,8,8,Deane Pappas,90,24.44,11,45
8,9,9,Tim Herron,102,23.4,11,47
9,10,10,Michael Clark II,97,23.08,12,52
10,11,11,Phil Mickelson,97,22.92,11,48
11,12,12,Scott McCarron,106,22.41,13,58
12,13,13,Grant Waite,98,22.03,13,59
13,T14,T14,Bradley Hughes,60,21.95,9,41
14,T14,T14,Brenden Pappas,62,21.95,9,41
15,16,16,Tom Byrum,77,21.82,12,55
16,17,17,K.J. Choi,93,21.74,10,46
17,18,18,Davis Love III,92,21.05,8,38
18,19,19,John Senden,96,20.9,14,67
19,T20,T20,Tommy Tolles,64,20.83,10,48
20,T20,T20,Scott Verplank,93,20.83,10,48
21,T20,T20,Boo Weekley,57,20.83,5,24
22,23,23,Kenny Perry,98,20.41,10,49
23,T24,T24,Michael Allen,76,20.0,11,55
24,T24,T24,Stuart Appleby,97,20.0,7,35
25,T24,T24,Sergio Garcia,79,20.0,7,35
26,27,27,Joey Sindelar,104,19.72,14,71
27,28,28,David Duval,78,19.44,7,36
28,T29,T29,Carl Paulson,84,19.35,12,62
29,T29,T29,Chris Smith,103,19.35,6,31
30,T31,T31,Stephen Gangluff,75,19.23,10,52
31,T31,T31,Brett Wetterich,89,19.23,10,52
32,33,33,Steve Elkington,82,18.75,9,48
33,34,34,Jerry Kelly,99,18.46,12,65
34,35,35,Jesper Parnevik,85,18.42,7,38
35,36,36,Frank Lickliter II,94,18.37,9,49
36,37,37,Per-Ulrik Johansson,87,18.33,11,60
37,38,38,Joe Durant,87,18.03,11,61
38,T39,T39,Stephen Ames,89,18.0,9,50
39,T39,T39,Ben Crane,91,18.0,9,50
40,41,41,Chris Riley,104,17.86,15,84
41,42,42,Brett Quigley,93,17.65,9,51
42,43,43,Brad Elder,76,17.54,10,57
43,T44,T44,John Cook,85,17.39,8,46
44,T44,T44,Mark O'Meara,68,17.39,4,23
45,T44,T44,Rod Pampling,98,17.39,8,46
46,47,47,Craig Parry,69,17.31,9,52
47,48,48,Neal Lancaster,101,17.24,10,58
48,49,49,Billy Andrade,100,17.19,11,64
49,50,50,Jess Daley,76,17.07,7,41
50,51,51,Geoff Ogilvy,90,16.98,9,53
51,52,52,Bob Estes,93,16.95,10,59
52,T53,T53,Steve Jones,71,16.67,7,42
53,T53,T53,Gary Nicklaus,66,16.67,8,48
54,T53,T53,Scott Simpson,61,16.67,7,42
55,56,56,Chad Campbell,111,16.44,12,73
56,57,57,Skip Kendall,103,16.42,11,67
57,58,58,Corey Pavin,78,16.39,10,61
58,59,59,Harrison Frazar,88,16.36,9,55
59,60,60,Stewart Cink,92,16.33,8,49
60,T61,T61,Pete Jordan,78,16.13,10,62
61,T61,T61,Steve Pate,64,16.13,5,31
62,T63,T63,Paul Gow,99,16.07,9,56
63,T63,T63,Jay Williamson,91,16.07,9,56
64,65,65,Jim Furyk,88,16.0,8,50
65,66,66,Bob Tway,103,15.87,10,63
66,67,67,Fred Funk,106,15.79,12,76
67,68,68,Craig Perks,91,15.69,8,51
68,69,69,Briny Baird,110,15.66,13,83
69,70,70,Brian Bateman,94,15.63,10,64
70,71,71,Charles Howell III,118,15.56,7,45
71,72,72,Mike Weir,94,15.52,9,58
72,73,73,Jay Haas,83,15.38,8,52
73,74,74,Carlos Franco,107,15.22,7,46
74,75,75,Mike Hulbert,55,15.15,5,33
75,76,76,Olin Browne,107,15.12,13,86
