,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
0,1,1,David Toms,27,56
1,T2,T2,Charles Howell III,32,52
2,T2,T2,John Rollins,34,52
3,4,4,Fred Funk,29,51
4,T5,T5,Chris DiMarco,29,49
5,T5,T5,Brian Gay,34,49
6,7,7,David Peoples,30,48
7,8,8,Vijay Singh,28,47
8,9,9,Joel Edwards,28,45
9,T10,T10,Justin Leonard,26,44
10,T10,T10,Phil Mickelson,26,44
11,T10,T10,Kenny Perry,27,44
12,T13,T13,Carlos Franco,31,43
13,T13,T13,Chris Riley,28,43
14,T13,T13,Jeff Sluman,32,43
15,T16,T16,John Huston,26,42
16,T16,T16,Scott Verplank,26,42
17,T18,T18,Robert Allenby,27,41
18,T18,T18,Chad Campbell,34,41
19,T18,T18,Luke Donald,30,41
20,T18,T18,Len Mattiace,28,41
21,T22,T22,Rich Beem,30,40
22,T22,T22,Jonathan Byrd,32,40
23,T22,T22,Glen Day,31,40
24,T22,T22,Peter Lonard,24,40
25,T22,T22,Davis Love III,26,40
26,T22,T22,Chris Smith,30,40
27,T28,T28,Billy Andrade,31,39
28,T28,T28,Glen Hnatiuk,28,39
29,T28,T28,Hidemichi Tanaka,31,39
30,T28,T28,Bob Tway,28,39
31,T32,T32,Olin Browne,33,38
32,T32,T32,J.J. Henry,34,38
33,T32,T32,Jerry Kelly,29,38
34,T32,T32,J.L. Lewis,31,38
35,T32,T32,Scott McCarron,28,38
36,T32,T32,Rod Pampling,29,38
37,T32,T32,Loren Roberts,25,38
38,T32,T32,Tiger Woods,18,38
39,T40,T40,Briny Baird,33,37
40,T40,T40,Joey Sindelar,32,37
41,T40,T40,Esteban Toledo,32,37
42,T43,T43,Bob Burns,30,36
43,T43,T43,Bob Estes,26,36
44,T43,T43,Dan Forsman,25,36
45,T43,T43,Jim Furyk,25,36
46,T43,T43,Shaun Micheel,30,36
47,T43,T43,Duffy Waldorf,27,36
48,T49,T49,K.J. Choi,27,35
49,T49,T49,Ben Crane,30,35
50,T49,T49,David Gossett,29,35
51,T49,T49,Tim Herron,30,35
52,T49,T49,Lee Janzen,29,35
53,T49,T49,Per-Ulrik Johansson,27,35
54,T49,T49,Kirk Triplett,25,35
55,T56,T56,Cameron Beckman,26,34
56,T56,T56,Jay Don Blake,34,34
57,T56,T56,Steve Flesch,32,34
58,T56,T56,Brent Geiberger,29,34
59,T56,T56,Brandt Jobe,28,34
60,T56,T56,Steve Lowery,28,34
61,T56,T56,John Riegger,29,34
62,T63,T63,Pat Bates,29,33
63,T63,T63,Greg Chalmers,31,33
64,T63,T63,Skip Kendall,31,33
65,T66,T66,Stuart Appleby,28,32
66,T66,T66,Pat Perez,30,32
67,T66,T66,John Senden,30,32
68,T66,T66,Mike Sposa,34,32
69,T70,T70,Joe Durant,28,31
70,T70,T70,Ian Leggatt,29,31
71,T70,T70,Shigeki Maruyama,24,31
72,T70,T70,Tom Pernice Jr.,31,31
73,T70,T70,Nick Price,18,31
74,T70,T70,Mike Weir,25,31
75,T76,T76,Jim Carter,29,30
76,T76,T76,Stewart Cink,27,30
77,T76,T76,Brad Faxon,25,30
78,T76,T76,Jay Haas,24,30
79,T76,T76,J.P. Hayes,24,30
80,T76,T76,Kent Jones,33,30
81,T76,T76,Frank Lickliter II,30,30
82,T76,T76,Kenneth Staton,36,30
83,T84,T84,Brian Bateman,31,29
84,T84,T84,Greg Kraft,31,29
85,T84,T84,Geoff Ogilvy,27,29
86,T84,T84,Kevin Sutherland,28,29
87,T84,T84,Phil Tataurangi,25,29
88,T84,T84,Grant Waite,31,29
89,T84,T84,Jay Williamson,30,29
90,T91,T91,Steve Allan,30,28
91,T91,T91,Notah Begay III,26,28
92,T91,T91,John Cook,25,28
93,T91,T91,Robert Damron,28,28
94,T91,T91,Steve Elkington,23,28
95,T91,T91,Robert Gamez,21,28
96,T91,T91,Scott Hoch,21,28
97,T91,T91,Jonathan Kaye,27,28
98,T91,T91,Matt Kuchar,27,28
99,T91,T91,Andrew Magee,28,28
100,T91,T91,Rocco Mediate,23,28
101,T91,T91,Tim Petrovic,31,28
102,T103,T103,Stephen Ames,28,27
103,T103,T103,Tommy Armour III,30,27
104,T103,T103,Mark Brooks,32,27
105,T103,T103,Mark Calcavecchia,25,27
106,T103,T103,Tim Clark,23,27
107,T103,T103,David Duval,24,27
108,T103,T103,Retief Goosen,15,27
109,T103,T103,Paul Gow,35,27
110,T103,T103,Dudley Hart,26,27
111,T103,T103,Billy Mayfair,31,27
112,T103,T103,Craig Parry,21,27
113,T103,T103,Paul Stankowski,31,27
114,T115,T115,Woody Austin,36,26
115,T115,T115,"David Berganio, Jr.",30,26
116,T115,T115,Ernie Els,18,26
117,T115,T115,David Frost,29,26
118,T115,T115,Sergio Garcia,21,26
119,T115,T115,Peter Jacobsen,21,26
120,T115,T115,Neal Lancaster,31,26
121,T115,T115,Bob May,30,26
122,T115,T115,Dennis Paulson,30,26
123,T124,T124,Jeff Brehaut,29,25
124,T124,T124,Bart Bryant,20,25
125,T124,T124,Brandel Chamblee,30,25
126,T124,T124,Michael Clark II,33,25
127,T124,T124,Fred Couples,18,25
128,T124,T124,Frank Nobilo,30,25
129,T124,T124,Corey Pavin,24,25
130,T131,T131,Harrison Frazar,28,24
131,T131,T131,Edward Fryatt,34,24
132,T131,T131,Matt Gogel,25,24
133,T131,T131,Jeff Gove,30,24
134,T131,T131,Tripp Isenhour,21,24
135,T131,T131,Jeff Maggert,27,24
136,T131,T131,Carl Paulson,28,24
137,T131,T131,Matt Peterson,27,24
138,T131,T131,Brett Quigley,32,24
139,T131,T131,Heath Slocum,32,24
140,T141,T141,Tom Byrum,23,23
141,T141,T141,Donnie Hammond,17,23
142,T141,T141,Rory Sabbatini,23,23
143,T141,T141,Steve Stricker,22,23
144,T145,T145,Stephen Gangluff,27,22
145,T145,T145,Brian Henninger,20,22
146,T145,T145,Deane Pappas,34,22
147,T145,T145,Tom Scherrer,34,22
148,T145,T145,Kaname Yokoo,28,22
149,T150,T150,Mathew Goggin,20,21
