,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Phil Mickelson,97,20.52,204,994
1,2,2,Robert Gamez,69,19.97,144,721
2,3,3,Chris Riley,104,19.47,205,1053
3,4,4,Justin Leonard,97,19.42,194,999
4,5,5,John Huston,99,19.27,194,1007
5,6,6,Fred Funk,106,19.07,214,1122
6,7,7,Chris DiMarco,111,18.95,214,1129
7,8,8,Davis Love III,92,18.91,177,936
8,9,9,David Morland IV,58,18.88,115,609
9,10,10,David Toms,106,18.83,203,1078
10,11,11,Tripp Isenhour,68,18.79,133,708
11,12,12,Vijay Singh,102,18.74,190,1014
12,13,13,Mark Calcavecchia,84,18.65,155,831
13,14,14,Bart Bryant,69,18.63,125,671
14,15,15,Stuart Appleby,97,18.62,183,983
15,16,16,Tommy Tolles,64,18.6,122,656
16,T17,T17,Rich Beem,99,18.48,185,1001
17,T17,T17,K.J. Choi,93,18.48,173,936
18,19,19,Scott Verplank,93,18.46,177,959
19,T20,T20,Ben Crane,91,18.44,170,922
20,T20,T20,Duffy Waldorf,90,18.44,168,911
21,22,22,Kenny Perry,98,18.39,185,1006
22,23,23,Rod Pampling,98,18.37,178,969
23,24,24,Luke Donald,106,18.34,201,1096
24,25,25,Pat Perez,89,18.31,167,912
25,26,26,Glen Hnatiuk,95,18.3,176,962
26,T27,T27,Billy Andrade,100,18.07,182,1007
27,T27,T27,Tiger Woods,69,18.07,129,714
28,29,29,Frank Lickliter II,94,18.05,172,953
29,30,30,Brian Gay,117,18.03,218,1209
30,T31,T31,Cameron Beckman,87,18.01,163,905
31,T31,T31,Jonathan Byrd,96,18.01,176,977
32,33,33,Olin Browne,107,17.95,194,1081
33,34,34,Kirk Triplett,84,17.92,148,826
34,T35,T35,Stewart Cink,92,17.88,164,917
35,T35,T35,John Rollins,124,17.88,224,1253
36,37,37,Andrew Magee,91,17.85,164,919
37,38,38,Geoff Ogilvy,90,17.81,158,887
38,39,39,J.P. Hayes,78,17.74,140,789
39,40,40,Skip Kendall,103,17.72,183,1033
40,41,41,J.L. Lewis,98,17.62,179,1016
41,T42,T42,Greg Chalmers,94,17.6,166,943
42,T42,T42,Sergio Garcia,79,17.6,138,784
43,44,44,Joel Edwards,101,17.59,187,1063
44,45,45,Scott McCarron,106,17.55,182,1037
45,46,46,Jeff Maggert,83,17.43,153,878
46,47,47,Dan Forsman,83,17.41,145,833
47,T48,T48,Chad Campbell,111,17.39,197,1133
48,T48,T48,David Duval,78,17.39,137,788
49,T50,T50,Stephen Ames,89,17.38,159,915
50,T50,T50,Fred Couples,64,17.38,109,627
51,52,52,Tim Clark,76,17.35,132,761
52,53,53,Bob Heintz,68,17.33,122,704
53,T54,T54,Lee Janzen,101,17.32,172,993
54,T54,T54,John Riegger,88,17.32,158,912
55,T56,T56,Steve Allan,93,17.28,165,955
56,T56,T56,Jeff Brehaut,87,17.28,156,903
57,T56,T56,Nick Price,69,17.28,123,712
58,59,59,Stephen Gangluff,75,17.25,134,777
59,T60,T60,Brad Faxon,93,17.18,155,902
60,T60,T60,Rocco Mediate,79,17.18,134,780
61,62,62,Dudley Hart,88,17.13,153,893
62,T63,T63,Pat Bates,94,17.1,163,953
63,T63,T63,Bryce Molder,65,17.1,113,661
64,T65,T65,Joe Durant,87,17.09,155,907
65,T65,T65,Kent Jones,105,17.09,183,1071
66,T65,T65,Hidemichi Tanaka,104,17.09,183,1071
67,T68,T68,Retief Goosen,56,17.08,97,568
68,T68,T68,Charles Howell III,118,17.08,202,1183
69,T70,T70,Peter Lonard,93,17.07,169,990
70,T70,T70,Steve Stricker,68,17.07,113,662
71,72,72,Phil Tataurangi,88,17.02,151,887
72,73,73,Bob Burns,99,17.01,171,1005
73,74,74,Carl Paulson,84,16.98,146,860
74,75,75,Joey Sindelar,104,16.97,177,1043
75,76,76,Ernie Els,68,16.92,113,668
76,77,77,Robert Damron,85,16.88,142,841
77,78,78,"David Berganio, Jr.",80,16.83,138,820
