,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Scott Verplank,33.96,849,25
1,2,2,Tiger Woods,34.06,579,17
2,3,3,Chris DiMarco,34.33,927,27
3,4,4,Phil Mickelson,34.54,829,24
4,T5,T5,Steve Flesch,34.63,1039,30
5,T5,T5,Mike Weir,34.63,831,24
6,7,7,Bob Tway,34.67,936,27
7,8,8,Steve Lowery,34.69,902,26
8,9,9,Chris Riley,34.7,937,27
9,T10,T10,Justin Leonard,34.71,833,24
10,T10,T10,Rocco Mediate,34.71,729,21
11,12,12,David Toms,34.73,903,26
12,13,13,Dan Forsman,34.75,834,24
13,14,14,Len Mattiace,34.79,974,28
14,T15,T15,Jonathan Byrd,34.84,1080,31
15,T15,T15,John Huston,34.84,871,25
16,T15,T15,Loren Roberts,34.84,871,25
17,T18,T18,David Duval,34.86,767,22
18,T18,T18,Retief Goosen,34.86,488,14
19,T18,T18,Peter Jacobsen,34.86,732,21
20,21,21,John Rollins,34.88,1151,33
21,22,22,Bart Bryant,34.89,663,19
22,23,23,Bryce Molder,34.9,733,21
23,T24,T24,Jim Furyk,34.92,838,24
24,T24,T24,Davis Love III,34.92,838,24
25,T24,T24,Vijay Singh,34.92,908,26
26,27,27,Per-Ulrik Johansson,34.93,943,27
27,T28,T28,Donnie Hammond,35.0,595,17
28,T28,T28,Peter Lonard,35.0,840,24
29,30,30,Bob Burns,35.03,1016,29
30,T31,T31,Pat Bates,35.04,981,28
31,T31,T31,Spike McRoy,35.04,841,24
32,T33,T33,Miguel Angel Jiménez,35.06,631,18
33,T33,T33,Nick Price,35.06,596,17
34,T35,T35,David Gossett,35.07,982,28
35,T35,T35,Glen Hnatiuk,35.07,947,27
36,37,37,Duffy Waldorf,35.08,912,26
37,T38,T38,Brandel Chamblee,35.1,1018,29
38,T38,T38,David Morland IV,35.1,737,21
39,T40,T40,Joel Edwards,35.11,983,28
40,T40,T40,Sergio Garcia,35.11,667,19
41,T40,T40,Ian Leggatt,35.11,983,28
42,T43,T43,Dudley Hart,35.12,878,25
43,T43,T43,Kenny Perry,35.12,878,25
44,45,45,Corey Pavin,35.13,808,23
45,46,46,Shaun Micheel,35.14,1019,29
46,47,47,Lee Janzen,35.15,949,27
47,T48,T48,John Cook,35.17,844,24
