,First_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_5_Scoring_Average_ROUNDS,First_Tee_Late_Par_5_Scoring_Average_AVG,First_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,69,4.34,473,109
1,2,2,Scott McCarron,106,4.37,529,121
2,3,3,David Toms,106,4.42,689,156
3,4,4,Jonathan Byrd,96,4.44,493,111
4,T5,T5,Dan Forsman,83,4.45,338,76
5,T5,T5,Sergio Garcia,79,4.45,418,94
6,7,7,Tim Petrovic,92,4.47,286,64
7,8,8,Charles Howell III,118,4.48,569,127
8,9,9,Vijay Singh,102,4.49,759,169
9,10,10,Nick Price,69,4.51,307,68
10,11,11,Bob May,91,4.52,375,83
11,T12,T12,Stuart Appleby,97,4.53,526,116
12,T12,T12,Ernie Els,68,4.53,394,87
13,T12,T12,Retief Goosen,56,4.53,335,74
14,T12,T12,Brandt Jobe,94,4.53,525,116
15,T12,T12,Bryce Molder,65,4.53,344,76
16,T12,T12,John Senden,96,4.53,408,90
17,T18,T18,Brad Elder,76,4.54,218,48
18,T18,T18,Greg Kraft,86,4.54,327,72
19,T18,T18,Rocco Mediate,79,4.54,427,94
20,T18,T18,Dennis Paulson,89,4.54,477,105
21,T22,T22,Paul Azinger,69,4.55,300,66
22,T22,T22,John Daly,62,4.55,223,49
23,T22,T22,Chris DiMarco,111,4.55,605,133
24,T22,T22,Tim Herron,102,4.55,510,112
25,T22,T22,John Huston,99,4.55,519,114
26,T22,T22,Per-Ulrik Johansson,87,4.55,373,82
27,T22,T22,Jerry Kelly,99,4.55,646,142
28,T22,T22,Phil Mickelson,97,4.55,564,124
29,T22,T22,Kenny Perry,98,4.55,496,109
30,T22,T22,Bob Tway,103,4.55,600,132
31,32,32,Jonathan Kaye,83,4.56,451,99
32,T33,T33,Notah Begay III,76,4.57,297,65
33,T33,T33,Dudley Hart,88,4.57,425,93
34,T33,T33,Shaun Micheel,100,4.57,626,137
35,T33,T33,Deane Pappas,90,4.57,411,90
36,T33,T33,Jesper Parnevik,85,4.57,279,61
37,T38,T38,Brent Geiberger,95,4.58,293,64
38,T38,T38,Jason Hill,59,4.58,243,53
39,T38,T38,Tripp Isenhour,68,4.58,298,65
40,T38,T38,Davis Love III,92,4.58,426,93
41,T38,T38,Billy Mayfair,99,4.58,316,69
42,T38,T38,Craig Stadler,72,4.58,330,72
43,T38,T38,Duffy Waldorf,90,4.58,380,83
44,T45,T45,J.L. Lewis,98,4.59,418,91
45,T45,T45,José María Olazábal,71,4.59,179,39
46,T45,T45,Brett Quigley,93,4.59,390,85
47,T45,T45,Chris Smith,103,4.59,537,117
48,T49,T49,Ben Crane,91,4.6,409,89
49,T49,T49,Robin Freeman,79,4.6,244,53
