,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
62,63,63,Tom Pernice Jr.,70.57,2117,30
63,T64,T64,Bart Bryant,70.58,1341,19
64,T64,T64,K.J. Choi,70.58,1835,26
65,T64,T64,Jim Furyk,70.58,1694,24
66,67,67,Kent Jones,70.59,2259,32
67,T68,T68,J.J. Henry,70.61,2330,33
68,T68,T68,Brett Wetterich,70.61,2189,31
69,T70,T70,Jeff Maggert,70.62,1836,26
70,T70,T70,Chris Smith,70.62,2048,29
71,T70,T70,Craig Stadler,70.62,1483,21
72,T73,T73,Brandt Jobe,70.63,1907,27
73,T73,T73,Mike Sposa,70.63,2260,32
74,75,75,Donnie Hammond,70.65,1201,17
75,T76,T76,John Senden,70.66,2049,29
76,T76,T76,Esteban Toledo,70.66,2049,29
77,T78,T78,John Cook,70.67,1696,24
78,T78,T78,Glen Hnatiuk,70.67,1908,27
79,80,80,John Riegger,70.68,1767,25
80,T81,T81,Lee Janzen,70.7,1909,27
81,T81,T81,J.L. Lewis,70.7,2121,30
82,T81,T81,Steve Pate,70.7,1414,20
83,84,84,Russ Cochran,70.71,1485,21
84,T85,T85,Stephen Ames,70.73,1839,26
85,T85,T85,Bernhard Langer,70.73,1061,15
86,T87,T87,Sergio Garcia,70.74,1344,19
87,T87,T87,Joey Sindelar,70.74,2193,31
88,89,89,Tim Petrovic,70.77,2123,30
89,T90,T90,Ben Crane,70.78,1911,27
90,T90,T90,Craig Perks,70.78,1911,27
91,92,92,Stuart Appleby,70.81,1841,26
92,T93,T93,Fred Couples,70.82,1204,17
93,T93,T93,Steve Elkington,70.82,1558,22
94,T93,T93,John Rollins,70.82,2337,33
95,T96,T96,Dudley Hart,70.83,1700,24
96,T96,T96,Davis Love III,70.83,1700,24
97,98,98,Joe Durant,70.85,1913,27
98,99,99,David Duval,70.86,1559,22
99,100,100,Paul Stankowski,70.87,2126,30
100,101,101,Mike Weir,70.88,1701,24
101,102,102,Grant Waite,70.9,2127,30
102,103,103,Jerry Kelly,70.93,1986,28
103,T104,T104,Tim Clark,70.95,1561,22
104,T104,T104,Tom Lehman,70.95,1419,20
105,106,106,Jess Daley,70.96,1916,27
106,T107,T107,Brad Faxon,71.0,1633,23
107,T107,T107,Dan Forsman,71.0,1704,24
108,T107,T107,Mike Hulbert,71.0,1349,19
109,T107,T107,Bryce Molder,71.0,1491,21
110,T107,T107,Rory Sabbatini,71.0,1491,21
111,112,112,Mark Calcavecchia,71.04,1634,23
112,T113,T113,Brent Geiberger,71.07,1919,27
113,T113,T113,Frank Nobilo,71.07,2061,29
114,T113,T113,Carl Paulson,71.07,1919,27
115,T116,T116,Olin Browne,71.09,2275,32
116,T116,T116,Mark O'Meara,71.09,1564,22
117,118,118,Steve Allan,71.1,2062,29
118,119,119,Michael Long,71.12,1849,26
119,120,120,Brett Quigley,71.13,2205,31
120,121,121,Scott Hoch,71.15,1423,20
121,122,122,Stewart Cink,71.16,1779,25
122,123,123,Brian Bateman,71.17,2135,30
123,124,124,Michael Clark II,71.19,2278,32
124,125,125,Jonathan Kaye,71.2,1780,25
125,T126,T126,Bob Burns,71.21,2065,29
126,T126,T126,Paul Claxton,71.21,2065,29
127,128,128,Per-Ulrik Johansson,71.22,1923,27
128,129,129,Jay Williamson,71.24,2066,29
129,130,130,Jesper Parnevik,71.25,1710,24
130,T131,T131,Jason Hill,71.26,1639,23
131,T131,T131,Joe Ogilvie,71.26,1354,19
132,T133,T133,Andrew Magee,71.3,1925,27
133,T133,T133,Garrett Willis,71.3,1640,23
134,T135,T135,Billy Andrade,71.31,2068,29
135,T135,T135,Dicky Pride,71.31,1141,16
136,137,137,"David Berganio, Jr.",71.32,1783,25
137,T138,T138,Blaine McCallister,71.33,1926,27
138,T138,T138,Craig Parry,71.33,1498,21
139,140,140,Dennis Paulson,71.34,2069,29
140,141,141,Mathew Goggin,71.35,1427,20
141,142,142,Billy Mayfair,71.36,1998,28
142,143,143,Stephen Gangluff,71.37,1927,27
143,144,144,Steve Lowery,71.38,1856,26
144,145,145,José María Olazábal,71.39,1285,18
145,T146,T146,Craig Barlow,71.4,1428,20
146,T146,T146,Brad Elder,71.4,1785,25
147,T146,T146,Jeff Gove,71.4,2142,30
148,T146,T146,Kenneth Staton,71.4,2499,35
149,150,150,Franklin Langham,71.42,1714,24
150,T151,T151,Brandel Chamblee,71.46,2001,28
151,T151,T151,David Gossett,71.46,2001,28
152,T151,T151,Michael Muehr,71.46,1715,24
153,T154,T154,Mark Brooks,71.48,2073,29
154,T154,T154,Matt Gogel,71.48,1644,23
155,T154,T154,Peter Jacobsen,71.48,1501,21
156,T157,T157,Scott Simpson,71.5,1716,24
157,T157,T157,Jerry Smith,71.5,2288,32
158,T159,T159,Jim Carter,71.52,2074,29
159,T159,T159,J.P. Hayes,71.52,1645,23
160,161,161,Paul Goydos,71.55,1431,20
161,162,162,David Frost,71.57,2004,28
162,T163,T163,Matt Kuchar,71.58,1861,26
163,T163,T163,Frank Lickliter II,71.58,1861,26
164,T163,T163,Heath Slocum,71.58,2219,31
165,166,166,Robert Damron,71.6,1790,25
166,167,167,John Daly,71.67,1290,18
167,168,168,Lee Porter,71.74,2224,31
168,T169,T169,José Coceres,71.75,1148,16
169,T169,T169,David Morland IV,71.75,1435,20
170,T171,T171,Woody Austin,71.76,2440,34
171,T171,T171,Edward Fryatt,71.76,2368,33
172,173,173,Greg Chalmers,71.77,2153,30
173,T174,T174,Tommy Armour III,71.78,1938,27
174,T174,T174,Corey Pavin,71.78,1651,23
175,176,176,Brian Watts,71.8,1436,20
176,177,177,Steve Stricker,71.85,1437,20
177,178,178,Scott Dunlap,71.86,2012,28
178,179,179,Richard Zokol,71.89,1366,19
179,180,180,Paul Gow,71.91,2445,34
180,T181,T181,Notah Begay III,71.92,1798,25
181,T181,T181,Hal Sutton,71.92,1798,25
182,183,183,Michael Allen,71.96,1943,27
183,184,184,Tom Scherrer,71.97,2303,32
184,185,185,Bo Van Pelt,72.04,2017,28
185,186,186,Miguel Angel Jiménez,72.17,1299,18
186,187,187,Robin Freeman,72.23,1878,26
187,188,188,Brad Lardon,72.24,1517,21
188,189,189,Fulton Allem,72.25,1734,24
189,190,190,Paul Azinger,72.26,1373,19
190,T191,T191,Bradley Hughes,72.27,1590,22
191,T191,T191,Kaname Yokoo,72.27,1879,26
192,193,193,Boo Weekley,72.35,1664,23
193,194,194,Steve Jones,72.41,1593,22
194,195,195,Gary Nicklaus,72.42,1883,26
195,196,196,Eduardo Herrera,72.43,1666,23
196,197,197,Brenden Pappas,72.54,1741,24
197,198,198,Pete Jordan,72.62,2106,29
198,199,199,Bob Heintz,72.71,2036,28
199,200,200,Greg Kraft,72.82,2039,28
200,201,201,Spike McRoy,72.88,1749,24
201,202,202,Deane Pappas,72.9,2260,31
