,First_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_1_Scoring_Average_AVG,First_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Phil Mickelson,67.6,338,5
1,T2,T2,José Coceres,68.0,204,3
2,T2,T2,Mathew Goggin,68.0,408,6
3,T2,T2,Loren Roberts,68.0,340,5
4,T2,T2,Esteban Toledo,68.0,408,6
5,6,6,Chris DiMarco,68.14,477,7
6,T7,T7,Bart Bryant,68.25,273,4
7,T7,T7,Jay Haas,68.25,273,4
8,9,9,Brent Geiberger,68.5,137,2
9,10,10,David Toms,68.57,480,7
10,11,11,Scott Verplank,68.6,343,5
11,T12,T12,Retief Goosen,68.67,206,3
12,T12,T12,Miguel Angel Jiménez,68.67,206,3
13,14,14,Joe Durant,68.7,687,10
14,15,15,Jeff Sluman,68.71,481,7
15,T16,T16,Fred Couples,68.75,275,4
16,T16,T16,Glen Day,68.75,275,4
17,T16,T16,Bernhard Langer,68.75,275,4
18,19,19,David Gossett,68.8,344,5
19,20,20,Tiger Woods,68.83,413,6
20,21,21,Steve Flesch,68.89,620,9
21,T22,T22,Fred Funk,69.0,552,8
22,T22,T22,Shaun Micheel,69.0,552,8
23,T22,T22,José María Olazábal,69.0,207,3
24,T22,T22,Chris Riley,69.0,276,4
25,T22,T22,Rory Sabbatini,69.0,345,5
26,T22,T22,Bob Tway,69.0,483,7
27,T22,T22,Duffy Waldorf,69.0,276,4
28,29,29,Jonathan Kaye,69.08,898,13
29,30,30,Tom Pernice Jr.,69.1,691,10
30,31,31,Peter Jacobsen,69.17,415,6
31,32,32,Blaine McCallister,69.25,277,4
32,33,33,Brad Elder,69.29,485,7
33,34,34,Tom Lehman,69.33,416,6
34,T35,T35,Billy Andrade,69.5,278,4
35,T35,T35,Rocco Mediate,69.5,278,4
36,T35,T35,John Rollins,69.5,417,6
37,T35,T35,Vijay Singh,69.5,556,8
38,39,39,Billy Mayfair,69.57,487,7
39,T40,T40,J.P. Hayes,69.6,348,5
40,T40,T40,Per-Ulrik Johansson,69.6,348,5
41,42,42,Jay Williamson,69.63,557,8
42,43,43,Jim Furyk,69.67,418,6
43,44,44,Deane Pappas,69.77,907,13
44,45,45,Brett Quigley,69.78,628,9
45,46,46,Donnie Hammond,69.8,349,5
46,47,47,Paul Goydos,69.86,489,7
47,T48,T48,Pat Bates,70.0,350,5
48,T48,T48,Joel Edwards,70.0,280,4
49,T48,T48,Brad Faxon,70.0,490,7
50,T48,T48,Matt Gogel,70.0,210,3
51,T48,T48,Lee Janzen,70.0,700,10
52,T48,T48,Matt Kuchar,70.0,280,4
53,T48,T48,Justin Leonard,70.0,350,5
54,T48,T48,Jeff Maggert,70.0,490,7
55,T48,T48,Craig Parry,70.0,630,9
56,T48,T48,Kenny Perry,70.0,280,4
57,T58,T58,Robert Allenby,70.17,421,6
58,T58,T58,Davis Love III,70.17,421,6
59,T58,T58,Steve Lowery,70.17,421,6
60,61,61,Steve Elkington,70.2,351,5
61,62,62,Skip Kendall,70.22,632,9
62,63,63,Brian Henninger,70.25,281,4
63,T64,T64,Stuart Appleby,70.29,492,7
64,T64,T64,Paul Stankowski,70.29,492,7
65,T66,T66,Craig Barlow,70.33,211,3
66,T66,T66,Brian Gay,70.33,422,6
67,T66,T66,John Huston,70.33,422,6
68,69,69,Rod Pampling,70.36,774,11
69,T70,T70,K.J. Choi,70.4,352,5
70,T70,T70,Tim Petrovic,70.4,352,5
71,72,72,David Frost,70.43,493,7
72,T73,T73,J.L. Lewis,70.44,634,9
73,T73,T73,Grant Waite,70.44,634,9
74,T75,T75,Paul Azinger,70.5,282,4
75,T75,T75,Frank Lickliter II,70.5,423,6
76,T75,T75,Kirk Triplett,70.5,564,8
77,T78,T78,Jim Carter,70.57,494,7
78,T78,T78,Bob May,70.57,494,7
79,T78,T78,Hidemichi Tanaka,70.57,494,7
80,T81,T81,Brandel Chamblee,70.6,353,5
81,T81,T81,Scott Hoch,70.6,353,5
82,T83,T83,Dudley Hart,70.63,565,8
83,T83,T83,J.J. Henry,70.63,565,8
84,T85,T85,Stewart Cink,70.67,424,6
85,T85,T85,David Duval,70.67,212,3
86,T85,T85,Frank Nobilo,70.67,424,6
87,T85,T85,Richard Zokol,70.67,212,3
88,T89,T89,Robert Damron,70.75,566,8
89,T89,T89,Spike McRoy,70.75,283,4
90,T91,T91,Dan Forsman,70.83,425,6
91,T91,T91,Bryce Molder,70.83,425,6
92,T93,T93,Charles Howell III,70.86,496,7
93,T93,T93,Mike Sposa,70.86,496,7
94,T95,T95,Sergio Garcia,70.88,567,8
95,T95,T95,Tim Herron,70.88,567,8
96,97,97,Jerry Kelly,70.89,638,9
97,T98,T98,Steve Allan,71.0,710,10
98,T98,T98,John Cook,71.0,355,5
99,T98,T98,Ernie Els,71.0,355,5
100,T98,T98,Stephen Gangluff,71.0,781,11
101,T98,T98,Mike Hulbert,71.0,213,3
102,T98,T98,Nick Price,71.0,142,2
103,T98,T98,Joey Sindelar,71.0,639,9
104,T98,T98,Steve Stricker,71.0,213,3
105,T98,T98,Brian Watts,71.0,355,5
106,T98,T98,Mike Weir,71.0,142,2
107,T108,T108,Brandt Jobe,71.11,640,9
108,T108,T108,Scott McCarron,71.11,640,9
109,T108,T108,Heath Slocum,71.11,640,9
110,111,111,Carl Paulson,71.13,569,8
111,T112,T112,Rich Beem,71.14,498,7
112,T112,T112,Tripp Isenhour,71.14,498,7
113,114,114,Greg Chalmers,71.17,427,6
114,T115,T115,Robert Gamez,71.2,356,5
115,T115,T115,Len Mattiace,71.2,356,5
116,T117,T117,Harrison Frazar,71.22,641,9
117,T117,T117,Dennis Paulson,71.22,641,9
118,T119,T119,Steve Pate,71.25,285,4
119,T119,T119,Chris Smith,71.25,570,8
120,121,121,Carlos Franco,71.3,713,10
121,T122,T122,Greg Kraft,71.33,856,12
122,T122,T122,Peter Lonard,71.33,214,3
123,T122,T122,Shigeki Maruyama,71.33,428,6
124,T122,T122,David Peoples,71.33,642,9
125,T122,T122,John Senden,71.33,428,6
126,127,127,Mark Calcavecchia,71.4,357,5
127,128,128,Mark Brooks,71.43,500,7
128,T129,T129,Jeff Gove,71.44,643,9
129,T129,T129,John Riegger,71.44,643,9
130,T131,T131,Cameron Beckman,71.5,429,6
131,T131,T131,Luke Donald,71.5,429,6
132,T131,T131,Bob Estes,71.5,286,4
133,T131,T131,Tom Scherrer,71.5,572,8
134,T131,T131,Kaname Yokoo,71.5,429,6
135,136,136,Ian Leggatt,71.56,644,9
136,T137,T137,Michael Clark II,71.57,501,7
137,T137,T137,Glen Hnatiuk,71.57,501,7
138,139,139,Jesper Parnevik,71.6,358,5
139,140,140,Neal Lancaster,71.63,573,8
140,T141,T141,Tim Clark,71.67,430,6
141,T141,T141,Russ Cochran,71.67,430,6
142,T141,T141,Steve Jones,71.67,430,6
143,T141,T141,Kent Jones,71.67,645,9
144,T145,T145,Woody Austin,71.75,861,12
145,T145,T145,Corey Pavin,71.75,574,8
146,T147,T147,Stephen Ames,71.88,575,8
147,T147,T147,Jay Don Blake,71.88,575,8
148,T147,T147,Chad Campbell,71.88,575,8
149,T147,T147,Tommy Tolles,71.88,575,8
150,T151,T151,Bob Burns,72.0,360,5
151,T151,T151,Lee Porter,72.0,432,6
152,T151,T151,Jerry Smith,72.0,432,6
153,154,154,Andrew Magee,72.13,577,8
154,T155,T155,Jason Hill,72.14,505,7
155,T155,T155,Franklin Langham,72.14,505,7
156,157,157,Phil Tataurangi,72.17,433,6
157,158,158,John Daly,72.2,361,5
158,159,159,Paul Gow,72.22,650,9
159,160,160,Brian Bateman,72.25,289,4
160,161,161,Paul Claxton,72.27,795,11
161,162,162,Fulton Allem,72.29,506,7
162,T163,T163,Brad Lardon,72.38,579,8
163,T163,T163,Michael Muehr,72.38,579,8
164,T165,T165,Scott Simpson,72.4,362,5
165,T165,T165,Kenneth Staton,72.4,724,10
166,T165,T165,Kevin Sutherland,72.4,362,5
167,T165,T165,Hal Sutton,72.4,362,5
168,169,169,Jeff Brehaut,72.43,507,7
169,T170,T170,Bob Heintz,72.44,652,9
170,T170,T170,Mark O'Meara,72.44,652,9
171,T172,T172,Olin Browne,72.5,435,6
172,T172,T172,Tom Byrum,72.5,290,4
173,T172,T172,Ben Crane,72.5,435,6
174,T172,T172,Craig Stadler,72.5,145,2
175,176,176,Geoff Ogilvy,72.57,508,7
176,177,177,Dicky Pride,72.6,363,5
177,178,178,Michael Allen,72.63,581,8
