,Tenth_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_3_Scoring_Average_AVG,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Jim Furyk,64.0,64,1
1,T1,T1,Lee Janzen,64.0,64,1
2,T1,T1,Bryce Molder,64.0,64,1
3,4,4,David Toms,65.0,130,2
4,5,5,Loren Roberts,65.5,131,2
5,T6,T6,Eduardo Herrera,66.0,66,1
6,T6,T6,Skip Kendall,66.0,66,1
7,T6,T6,Davis Love III,66.0,132,2
8,T9,T9,Stuart Appleby,67.0,134,2
9,T9,T9,Bart Bryant,67.0,67,1
10,T9,T9,Russ Cochran,67.0,67,1
11,T9,T9,Carlos Franco,67.0,67,1
12,T9,T9,Mathew Goggin,67.0,67,1
13,T9,T9,Steve Jones,67.0,67,1
14,T9,T9,Kenny Perry,67.0,67,1
15,T9,T9,Craig Stadler,67.0,134,2
16,T9,T9,Steve Stricker,67.0,67,1
17,T18,T18,John Huston,67.33,202,3
18,T18,T18,Brandt Jobe,67.33,202,3
19,T20,T20,Matt Kuchar,67.5,135,2
20,T20,T20,Shaun Micheel,67.5,135,2
21,22,22,Joey Sindelar,67.67,203,3
22,T23,T23,Pat Bates,68.0,68,1
23,T23,T23,J.L. Lewis,68.0,68,1
24,25,25,Briny Baird,68.25,273,4
25,T26,T26,Olin Browne,68.33,205,3
26,T26,T26,Chad Campbell,68.33,205,3
27,T26,T26,Justin Leonard,68.33,205,3
28,T29,T29,Notah Begay III,68.5,274,4
29,T29,T29,Charles Howell III,68.5,137,2
30,T29,T29,Greg Kraft,68.5,137,2
31,T29,T29,Phil Mickelson,68.5,137,2
32,T33,T33,David Duval,68.67,206,3
33,T33,T33,David Peoples,68.67,206,3
34,T35,T35,Brandel Chamblee,69.0,69,1
35,T35,T35,Brad Faxon,69.0,138,2
36,T35,T35,Fred Funk,69.0,69,1
37,T35,T35,David Gossett,69.0,207,3
38,T35,T35,Paul Gow,69.0,69,1
39,T35,T35,Scott Hoch,69.0,69,1
40,T35,T35,Tripp Isenhour,69.0,69,1
41,T35,T35,Spike McRoy,69.0,138,2
42,T35,T35,José María Olazábal,69.0,138,2
43,T35,T35,Craig Parry,69.0,69,1
44,T35,T35,John Senden,69.0,69,1
45,T35,T35,Kevin Sutherland,69.0,138,2
46,T35,T35,Tiger Woods,69.0,69,1
47,T48,T48,Ben Crane,69.2,346,5
48,T48,T48,John Riegger,69.2,346,5
49,T50,T50,Stewart Cink,69.33,208,3
50,T50,T50,Heath Slocum,69.33,208,3
51,T50,T50,Duffy Waldorf,69.33,208,3
52,T53,T53,Stephen Ames,69.5,278,4
53,T53,T53,John Daly,69.5,139,2
54,T53,T53,Robert Gamez,69.5,139,2
55,T53,T53,Jerry Kelly,69.5,139,2
56,T53,T53,Jeff Maggert,69.5,139,2
57,T53,T53,Chris Riley,69.5,139,2
58,T59,T59,Jess Daley,69.67,209,3
59,T59,T59,Frank Nobilo,69.67,209,3
60,T61,T61,"David Berganio, Jr.",69.75,279,4
61,T61,T61,Steve Lowery,69.75,279,4
62,T63,T63,K.J. Choi,70.0,210,3
63,T63,T63,Brad Elder,70.0,140,2
64,T63,T63,Robin Freeman,70.0,70,1
65,T63,T63,Tim Herron,70.0,280,4
66,T63,T63,Glen Hnatiuk,70.0,280,4
67,T63,T63,Bradley Hughes,70.0,70,1
68,T63,T63,Miguel Angel Jiménez,70.0,70,1
69,T63,T63,Per-Ulrik Johansson,70.0,280,4
70,T63,T63,Rocco Mediate,70.0,70,1
71,T63,T63,Michael Muehr,70.0,70,1
72,T63,T63,Dennis Paulson,70.0,210,3
73,T63,T63,Dicky Pride,70.0,140,2
74,T63,T63,Scott Simpson,70.0,70,1
75,T63,T63,Phil Tataurangi,70.0,70,1
76,77,77,Brent Geiberger,70.25,281,4
77,T78,T78,Dudley Hart,70.33,211,3
78,T78,T78,Grant Waite,70.33,211,3
79,80,80,Ian Leggatt,70.4,352,5
80,T81,T81,Kent Jones,70.5,141,2
81,T81,T81,Brett Quigley,70.5,141,2
82,T81,T81,Mike Weir,70.5,141,2
83,T81,T81,Brett Wetterich,70.5,282,4
84,T81,T81,Jay Williamson,70.5,141,2
85,T81,T81,Kaname Yokoo,70.5,141,2
86,87,87,Jeff Gove,70.6,353,5
