,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
76,T67,T67,Tom Byrum,77,31
77,T67,T67,Chad Campbell,111,31
78,T67,T67,Jim Carter,98,31
79,T67,T67,Brandel Chamblee,85,31
80,T67,T67,Stewart Cink,92,31
81,T67,T67,Michael Clark II,97,31
82,T67,T67,Paul Claxton,83,31
83,T67,T67,Robert Damron,85,31
84,T67,T67,Chris DiMarco,111,31
85,T67,T67,Joe Durant,87,31
86,T67,T67,David Duval,78,31
87,T67,T67,Joel Edwards,101,31
88,T67,T67,Brad Faxon,93,31
89,T67,T67,Steve Flesch,110,31
90,T67,T67,Carlos Franco,107,31
91,T67,T67,David Frost,90,31
92,T67,T67,Fred Funk,106,31
93,T67,T67,Stephen Gangluff,75,31
94,T67,T67,Brian Gay,117,31
95,T67,T67,Brent Geiberger,95,31
96,T67,T67,Mathew Goggin,64,31
97,T67,T67,David Gossett,95,31
98,T67,T67,Jeff Gove,89,31
99,T67,T67,Jay Haas,83,31
100,T67,T67,Brian Henninger,66,31
101,T67,T67,J.J. Henry,112,31
102,T67,T67,Tim Herron,102,31
103,T67,T67,Jason Hill,59,31
104,T67,T67,Glen Hnatiuk,95,31
105,T67,T67,Scott Hoch,71,31
106,T67,T67,John Huston,99,31
107,T67,T67,Tripp Isenhour,68,31
108,T67,T67,Miguel Angel Jiménez,60,31
109,T67,T67,Brandt Jobe,94,31
110,T67,T67,Steve Jones,71,31
111,T67,T67,Jerry Kelly,99,31
112,T67,T67,Greg Kraft,86,31
113,T67,T67,Neal Lancaster,101,31
114,T67,T67,Franklin Langham,72,31
115,T67,T67,Brad Lardon,59,31
116,T67,T67,Frank Lickliter II,94,31
117,T67,T67,Peter Lonard,93,31
118,T67,T67,Michael Long,71,31
119,T67,T67,Steve Lowery,98,31
120,T67,T67,Andrew Magee,91,31
121,T67,T67,Bob May,91,31
122,T67,T67,Billy Mayfair,99,31
123,T67,T67,Scott McCarron,106,31
124,T67,T67,Shaun Micheel,100,31
125,T67,T67,David Morland IV,58,31
126,T67,T67,Frank Nobilo,94,31
127,T67,T67,Mark O'Meara,68,31
128,T67,T67,Joe Ogilvie,50,31
129,T67,T67,José María Olazábal,71,31
130,T67,T67,Brenden Pappas,62,31
131,T67,T67,Jesper Parnevik,85,31
132,T67,T67,Steve Pate,64,31
133,T67,T67,David Peoples,105,31
134,T67,T67,Craig Perks,91,31
135,T67,T67,Tom Pernice Jr.,101,31
136,T67,T67,Kenny Perry,98,31
137,T67,T67,Matt Peterson,80,31
138,T67,T67,Nick Price,69,31
139,T67,T67,John Riegger,88,31
140,T67,T67,Loren Roberts,93,31
141,T67,T67,Tom Scherrer,98,31
142,T67,T67,John Senden,96,31
143,T67,T67,Joey Sindelar,104,31
144,T67,T67,Jeff Sluman,118,31
145,T67,T67,Paul Stankowski,100,31
146,T67,T67,Kenneth Staton,104,31
147,T67,T67,Steve Stricker,68,31
148,T67,T67,Kevin Sutherland,96,31
149,T67,T67,David Toms,106,31
150,T67,T67,Kirk Triplett,84,31
151,T67,T67,Bob Tway,103,31
152,T67,T67,Grant Waite,98,31
153,T67,T67,Duffy Waldorf,90,31
154,T67,T67,Garrett Willis,80,31
155,T67,T67,Tiger Woods,69,31
156,T67,T67,Kaname Yokoo,74,31
157,T158,T158,Fulton Allem,64,32
158,T158,T158,Tommy Armour III,82,32
159,T158,T158,Woody Austin,102,32
160,T158,T158,Paul Azinger,69,32
161,T158,T158,Brian Bateman,94,32
162,T158,T158,Greg Chalmers,94,32
163,T158,T158,Russ Cochran,68,32
164,T158,T158,Fred Couples,64,32
165,T158,T158,Ben Crane,91,32
166,T158,T158,Jess Daley,76,32
167,T158,T158,Glen Day,107,32
168,T158,T158,Luke Donald,106,32
169,T158,T158,Dan Forsman,83,32
170,T158,T158,Harrison Frazar,88,32
171,T158,T158,Edward Fryatt,94,32
172,T158,T158,Matt Gogel,79,32
173,T158,T158,Paul Goydos,66,32
174,T158,T158,Bob Heintz,68,32
175,T158,T158,Eduardo Herrera,59,32
176,T158,T158,Bradley Hughes,60,32
177,T158,T158,Mike Hulbert,55,32
178,T158,T158,Kent Jones,105,32
179,T158,T158,Pete Jordan,78,32
180,T158,T158,Jonathan Kaye,83,32
181,T158,T158,Skip Kendall,103,32
182,T158,T158,Bernhard Langer,55,32
183,T158,T158,Tom Lehman,78,32
184,T158,T158,Justin Leonard,97,32
185,T158,T158,Jeff Maggert,83,32
186,T158,T158,Blaine McCallister,75,32
187,T158,T158,Rocco Mediate,79,32
188,T158,T158,Dennis Paulson,89,32
189,T158,T158,Carl Paulson,84,32
190,T158,T158,Corey Pavin,78,32
191,T158,T158,Lee Porter,91,32
192,T158,T158,Dicky Pride,51,32
193,T158,T158,John Rollins,124,32
194,T158,T158,Scott Simpson,61,32
195,T158,T158,Heath Slocum,96,32
196,T158,T158,Jerry Smith,91,32
197,T158,T158,Craig Stadler,72,32
198,T158,T158,Bo Van Pelt,78,32
199,T158,T158,Brian Watts,58,32
200,T201,T201,Scott Dunlap,74,33
201,T201,T201,Gary Nicklaus,66,33
