,Late_Round_1_Scoring_Average_RANK THIS WEEK,Late_Round_1_Scoring_Average_RANK LAST WEEK,Late_Round_1_Scoring_Average_PLAYER NAME,Late_Round_1_Scoring_Average_AVG,Late_Round_1_Scoring_Average_TOTAL STROKES,Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Retief Goosen,67.8,339,5
1,2,2,José Coceres,68.0,204,3
2,3,3,Chris Riley,68.1,681,10
3,4,4,Chris DiMarco,68.18,750,11
4,5,5,Loren Roberts,68.55,754,11
5,6,6,Bob Tway,68.64,755,11
6,7,7,David Gossett,68.67,824,12
7,8,8,Phil Mickelson,68.75,825,12
8,9,9,Scott Verplank,68.89,620,9
9,T10,T10,Fred Couples,69.0,483,7
10,T10,T10,Joe Durant,69.0,1035,15
11,12,12,Brad Faxon,69.1,691,10
12,13,13,Tiger Woods,69.14,484,7
13,14,14,Peter Lonard,69.2,692,10
14,15,15,Rocco Mediate,69.25,554,8
15,T16,T16,Jim Furyk,69.27,762,11
16,T16,T16,David Toms,69.27,762,11
17,T18,T18,Bart Bryant,69.3,693,10
18,T18,T18,Vijay Singh,69.3,693,10
19,T20,T20,Tom Lehman,69.33,624,9
20,T20,T20,Duffy Waldorf,69.33,624,9
21,22,22,Jeff Sluman,69.38,902,13
22,23,23,Bernhard Langer,69.4,347,5
23,24,24,Deane Pappas,69.47,1181,17
24,25,25,Lee Janzen,69.5,834,12
25,26,26,Jay Haas,69.57,487,7
26,27,27,Steve Flesch,69.61,1253,18
27,28,28,Jonathan Kaye,69.69,1115,16
28,29,29,Steve Lowery,69.7,697,10
29,30,30,Peter Jacobsen,69.73,767,11
30,31,31,Steve Elkington,69.75,558,8
31,32,32,Joel Edwards,69.78,628,9
32,33,33,Jay Williamson,69.79,977,14
33,T34,T34,David Duval,69.8,698,10
34,T34,T34,Matt Kuchar,69.8,698,10
35,36,36,Craig Parry,69.82,768,11
36,37,37,Hidemichi Tanaka,69.86,978,14
37,38,38,Pat Bates,69.87,1048,15
38,39,39,Spike McRoy,69.88,559,8
39,40,40,Miguel Angel Jiménez,69.89,629,9
40,41,41,Billy Andrade,69.91,769,11
41,42,42,Brian Gay,69.93,1049,15
42,43,43,Fred Funk,69.94,1189,17
43,T44,T44,Stuart Appleby,70.0,700,10
44,T44,T44,Glen Day,70.0,980,14
45,T44,T44,Bob Estes,70.0,630,9
46,T44,T44,Donnie Hammond,70.0,420,6
47,T44,T44,Scott Hoch,70.0,420,6
48,T44,T44,Kenny Perry,70.0,630,9
49,T44,T44,John Rollins,70.0,910,13
50,T51,T51,Justin Leonard,70.11,631,9
