,Back_9_Round_4_Scoring_Average_RANK THIS WEEK,Back_9_Round_4_Scoring_Average_RANK LAST WEEK,Back_9_Round_4_Scoring_Average_PLAYER NAME,Back_9_Round_4_Scoring_Average_AVG,Back_9_Round_4_Scoring_Average_TOTAL STROKES,Back_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,33.82,575,17
1,2,2,Phil Mickelson,34.23,753,22
2,3,3,Rocco Mediate,34.31,549,16
3,4,4,Stephen Gangluff,34.33,309,9
4,T5,T5,Stephen Ames,34.38,550,16
5,T5,T5,Robert Gamez,34.38,447,13
6,7,7,Bob May,34.5,483,14
7,8,8,Dan Forsman,34.53,518,15
8,9,9,Jonathan Byrd,34.57,484,14
9,10,10,Scott Verplank,34.65,693,20
10,T11,T11,Joe Durant,34.67,520,15
11,T11,T11,Jim Furyk,34.67,624,18
12,13,13,Peter Lonard,34.68,763,22
13,14,14,Tim Clark,34.71,486,14
14,T15,T15,Kenneth Staton,34.73,521,15
15,T15,T15,Steve Stricker,34.73,382,11
16,17,17,John Cook,34.75,556,16
17,T18,T18,Tim Petrovic,34.77,452,13
18,T18,T18,John Rollins,34.77,904,26
19,20,20,Brian Gay,34.78,800,23
20,T21,T21,Davis Love III,34.79,661,19
21,T21,T21,Tom Scherrer,34.79,487,14
22,T23,T23,Robert Damron,34.8,522,15
23,T23,T23,Boo Weekley,34.8,174,5
24,25,25,Joel Edwards,34.81,731,21
25,T26,T26,Notah Begay III,34.82,383,11
26,T26,T26,Chris Riley,34.82,766,22
27,28,28,Glen Hnatiuk,34.84,662,19
28,29,29,Retief Goosen,34.85,453,13
29,T30,T30,Craig Barlow,34.88,279,8
30,T30,T30,David Toms,34.88,837,24
31,32,32,Rod Pampling,34.89,628,18
32,33,33,Fred Funk,34.92,838,24
33,34,34,Ernie Els,34.93,524,15
34,T35,T35,Nick Price,34.94,559,16
35,T35,T35,Joey Sindelar,34.94,629,18
36,37,37,Stuart Appleby,34.95,699,20
37,T38,T38,Scott Dunlap,35.0,245,7
38,T38,T38,John Senden,35.0,560,16
39,T40,T40,Jim Carter,35.05,666,19
40,T40,T40,John Huston,35.05,771,22
41,T42,T42,Billy Andrade,35.06,631,18
42,T42,T42,Jay Don Blake,35.06,631,18
43,T42,T42,Sergio Garcia,35.06,596,17
44,45,45,Chris DiMarco,35.08,877,25
45,T46,T46,Peter Jacobsen,35.09,386,11
46,T46,T46,Tommy Tolles,35.09,386,11
