,First_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_2_Scoring_Average_AVG,First_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Retief Goosen,66.0,66,1
1,2,2,Cameron Beckman,67.29,471,7
2,3,3,Mark Brooks,67.75,271,4
3,T4,T4,Briny Baird,68.0,544,8
4,T4,T4,Nick Price,68.0,204,3
5,6,6,Kenny Perry,68.14,477,7
6,7,7,Chris DiMarco,68.25,273,4
7,8,8,Jeff Maggert,68.29,478,7
8,T9,T9,Robert Allenby,68.5,548,8
9,T9,T9,Jim Furyk,68.5,411,6
10,T11,T11,Russ Cochran,68.67,206,3
11,T11,T11,Bernhard Langer,68.67,206,3
12,T11,T11,Scott McCarron,68.67,412,6
13,T14,T14,Tommy Armour III,68.83,413,6
14,T14,T14,David Toms,68.83,413,6
15,16,16,Neal Lancaster,68.9,689,10
16,T17,T17,Stephen Ames,69.0,276,4
17,T17,T17,Jay Haas,69.0,207,3
18,T17,T17,Tripp Isenhour,69.0,276,4
19,T17,T17,Craig Parry,69.0,207,3
20,T17,T17,Vijay Singh,69.0,138,2
21,T17,T17,Duffy Waldorf,69.0,345,5
22,T23,T23,Loren Roberts,69.11,622,9
23,T23,T23,John Rollins,69.11,622,9
24,T25,T25,Carlos Franco,69.2,346,5
25,T25,T25,Bob Tway,69.2,346,5
26,T27,T27,Tim Herron,69.25,277,4
27,T27,T27,Frank Lickliter II,69.25,277,4
28,29,29,Michael Allen,69.33,208,3
29,30,30,Bryce Molder,69.4,347,5
30,T31,T31,Bart Bryant,69.5,417,6
31,T31,T31,John Daly,69.5,278,4
32,T31,T31,Luke Donald,69.5,556,8
33,T31,T31,Lee Janzen,69.5,278,4
34,T31,T31,Rory Sabbatini,69.5,278,4
35,36,36,Justin Leonard,69.57,487,7
36,T37,T37,Joel Edwards,69.6,348,5
37,T37,T37,Dicky Pride,69.6,348,5
38,39,39,Fred Funk,69.64,766,11
39,T40,T40,Jess Daley,69.67,627,9
40,T40,T40,Ernie Els,69.67,209,3
41,T40,T40,Brian Gay,69.67,836,12
42,T40,T40,Matt Gogel,69.67,418,6
43,T40,T40,Mike Hulbert,69.67,209,3
44,T40,T40,Mike Sposa,69.67,836,12
45,T46,T46,Franklin Langham,69.75,279,4
46,T46,T46,Kevin Sutherland,69.75,558,8
47,T48,T48,Pat Bates,69.8,698,10
48,T48,T48,David Duval,69.8,698,10
49,50,50,Jay Don Blake,69.82,768,11
50,51,51,Jim Carter,69.83,419,6
51,T52,T52,Joe Durant,69.86,489,7
52,T52,T52,Bob Estes,69.86,489,7
53,T52,T52,Boo Weekley,69.86,489,7
54,55,55,Pat Perez,69.89,629,9
55,56,56,Steve Flesch,69.9,699,10
56,T57,T57,Chad Campbell,70.0,560,8
57,T57,T57,Stewart Cink,70.0,350,5
58,T57,T57,Tim Clark,70.0,350,5
59,T57,T57,Paul Claxton,70.0,280,4
60,T57,T57,Harrison Frazar,70.0,350,5
61,T57,T57,Donnie Hammond,70.0,70,1
62,T57,T57,Skip Kendall,70.0,420,6
63,T57,T57,Phil Mickelson,70.0,560,8
64,T57,T57,Joe Ogilvie,70.0,350,5
65,T57,T57,Chris Riley,70.0,630,9
66,T57,T57,Chris Smith,70.0,280,4
67,T57,T57,Craig Stadler,70.0,350,5
68,T57,T57,Hidemichi Tanaka,70.0,560,8
69,70,70,Glen Day,70.1,701,10
70,71,71,Paul Gow,70.11,631,9
71,T72,T72,Jeff Brehaut,70.14,491,7
72,T72,T72,J.J. Henry,70.14,491,7
73,T72,T72,Bob May,70.14,491,7
74,T75,T75,Andrew Magee,70.2,351,5
75,T75,T75,Shigeki Maruyama,70.2,351,5
76,T77,T77,Stuart Appleby,70.25,281,4
77,T77,T77,Olin Browne,70.25,562,8
78,T77,T77,Ben Crane,70.25,562,8
79,T77,T77,Peter Jacobsen,70.25,281,4
80,81,81,Jonathan Byrd,70.29,492,7
81,T82,T82,Tom Byrum,70.33,422,6
82,T82,T82,Fred Couples,70.33,211,3
83,T82,T82,Robin Freeman,70.33,422,6
84,T82,T82,Brian Henninger,70.33,422,6
85,T82,T82,Miguel Angel Jiménez,70.33,422,6
86,87,87,Len Mattiace,70.36,774,11
87,T88,T88,K.J. Choi,70.38,563,8
88,T88,T88,Paul Stankowski,70.38,563,8
89,T90,T90,Davis Love III,70.4,352,5
90,T90,T90,Rocco Mediate,70.4,352,5
91,92,92,Brent Geiberger,70.42,845,12
92,93,93,Craig Perks,70.43,493,7
93,94,94,Brett Wetterich,70.44,634,9
94,T95,T95,John Cook,70.5,564,8
95,T95,T95,Brad Faxon,70.5,423,6
96,T95,T95,Robert Gamez,70.5,423,6
97,T95,T95,Brandt Jobe,70.5,564,8
98,T95,T95,Matt Kuchar,70.5,423,6
99,T95,T95,Phil Tataurangi,70.5,423,6
100,T95,T95,Kirk Triplett,70.5,141,2
101,102,102,Dan Forsman,70.56,635,9
102,T103,T103,Jeff Gove,70.57,494,7
103,T103,T103,Geoff Ogilvy,70.57,494,7
104,T103,T103,John Riegger,70.57,494,7
105,T106,T106,Tom Lehman,70.6,353,5
106,T106,T106,Tiger Woods,70.6,353,5
107,108,108,Michael Long,70.63,565,8
108,T109,T109,Mathew Goggin,70.67,424,6
109,T109,T109,Glen Hnatiuk,70.67,424,6
110,T109,T109,Hal Sutton,70.67,424,6
111,T109,T109,Kaname Yokoo,70.67,424,6
112,113,113,Peter Lonard,70.7,707,10
113,114,114,Steve Stricker,70.71,495,7
114,T115,T115,Paul Azinger,70.75,283,4
115,T115,T115,Sergio Garcia,70.75,283,4
116,T115,T115,Jeff Sluman,70.75,566,8
117,118,118,Woody Austin,70.8,354,5
118,T119,T119,Bradley Hughes,70.83,425,6
119,T119,T119,Steve Lowery,70.83,425,6
120,T119,T119,Mark O'Meara,70.83,425,6
121,T122,T122,Notah Begay III,70.86,496,7
122,T122,T122,Bob Heintz,70.86,496,7
123,T124,T124,Steve Allan,71.0,426,6
124,T124,T124,José Coceres,71.0,71,1
125,T124,T124,Steve Elkington,71.0,213,3
126,T124,T124,Charles Howell III,71.0,639,9
127,T124,T124,J.L. Lewis,71.0,497,7
128,T124,T124,Rod Pampling,71.0,355,5
129,T124,T124,Tom Pernice Jr.,71.0,568,8
130,T124,T124,Scott Simpson,71.0,426,6
131,132,132,Jerry Smith,71.08,853,12
132,133,133,David Peoples,71.1,711,10
133,T134,T134,Kent Jones,71.14,498,7
134,T134,T134,Billy Mayfair,71.14,498,7
135,T134,T134,Scott Verplank,71.14,498,7
136,T137,T137,Michael Clark II,71.17,427,6
137,T137,T137,Edward Fryatt,71.17,427,6
138,139,139,Blaine McCallister,71.2,712,10
139,140,140,Matt Peterson,71.22,641,9
140,T141,T141,Jerry Kelly,71.25,285,4
