,Back_9_Par_4_Scoring_Average_RANK THIS WEEK,Back_9_Par_4_Scoring_Average_RANK LAST WEEK,Back_9_Par_4_Scoring_Average_PLAYER NAME,Back_9_Par_4_Scoring_Average_ROUNDS,Back_9_Par_4_Scoring_Average_AVG,Back_9_Par_4_Scoring_Average_TOTAL STROKES,Back_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Robert Gamez,69,3.94,1451,368
1,2,2,Vijay Singh,102,3.95,1987,503
2,T3,T3,Fred Funk,106,3.96,2224,562
3,T3,T3,Jim Furyk,88,3.96,1787,451
4,T3,T3,Phil Mickelson,97,3.96,1962,495
5,T3,T3,Chris Riley,104,3.96,2111,533
6,T7,T7,Glen Hnatiuk,95,3.97,1947,490
7,T7,T7,Tiger Woods,69,3.97,1417,357
8,T9,T9,Bart Bryant,69,3.98,1341,337
9,T9,T9,Joel Edwards,101,3.98,2107,529
10,T9,T9,Charles Howell III,118,3.98,2342,588
11,T9,T9,David Toms,106,3.98,2161,543
12,T13,T13,Retief Goosen,56,3.99,1148,288
13,T13,T13,Tom Lehman,78,3.99,1494,374
14,T13,T13,Rod Pampling,98,3.99,1908,478
15,T13,T13,Rory Sabbatini,69,3.99,1317,330
16,T17,T17,Stephen Ames,89,4.0,1856,464
17,T17,T17,Chris DiMarco,111,4.0,2241,560
18,T17,T17,Luke Donald,106,4.0,2205,551
19,T17,T17,Joe Durant,87,4.0,1838,460
20,T17,T17,John Huston,99,4.0,1975,494
21,T17,T17,Rocco Mediate,79,4.0,1535,384
22,T17,T17,Kenny Perry,98,4.0,1992,498
23,T17,T17,Chris Smith,103,4.0,2110,528
24,T25,T25,Robert Allenby,96,4.01,2051,511
25,T25,T25,Billy Andrade,100,4.01,2007,500
26,T25,T25,Stuart Appleby,97,4.01,1960,489
27,T25,T25,Tom Byrum,77,4.01,1616,403
28,T25,T25,Chad Campbell,111,4.01,2258,563
29,T25,T25,Stewart Cink,92,4.01,1826,455
30,T25,T25,Tim Clark,76,4.01,1551,387
31,T25,T25,John Cook,85,4.01,1725,430
32,T25,T25,Brad Faxon,93,4.01,1809,451
33,T25,T25,Dan Forsman,83,4.01,1655,413
34,T25,T25,Brian Gay,117,4.01,2411,601
35,T25,T25,David Gossett,95,4.01,1986,495
36,T25,T25,Skip Kendall,103,4.01,2063,514
37,T25,T25,Frank Lickliter II,94,4.01,1913,477
38,T25,T25,Shaun Micheel,100,4.01,2055,512
39,T25,T25,David Peoples,105,4.01,2191,547
40,T25,T25,Hidemichi Tanaka,104,4.01,2168,540
41,T25,T25,Phil Tataurangi,88,4.01,1827,456
42,T43,T43,David Frost,90,4.02,1915,476
43,T43,T43,Peter Jacobsen,67,4.02,1392,346
44,T43,T43,Jerry Kelly,99,4.02,2065,514
45,T43,T43,Justin Leonard,97,4.02,2028,504
46,T43,T43,Peter Lonard,93,4.02,1993,496
47,T43,T43,Davis Love III,92,4.02,1890,470
48,T43,T43,Andrew Magee,91,4.02,1833,456
49,T43,T43,Scott McCarron,106,4.02,2064,514
50,T43,T43,Pat Perez,89,4.02,1815,452
51,T43,T43,Tim Petrovic,92,4.02,1862,463
52,T43,T43,John Riegger,88,4.02,1853,461
53,T43,T43,Loren Roberts,93,4.02,2001,498
54,T43,T43,Mike Sposa,111,4.02,2314,575
55,T43,T43,Grant Waite,98,4.02,2010,500
56,T57,T57,Steve Allan,93,4.03,1953,485
57,T57,T57,Cameron Beckman,87,4.03,1809,449
58,T57,T57,Jeff Brehaut,87,4.03,1833,455
59,T57,T57,Jonathan Byrd,96,4.03,1993,494
60,T57,T57,Fred Couples,64,4.03,1253,311
61,T57,T57,Jay Haas,83,4.03,1674,415
62,T57,T57,J.J. Henry,112,4.03,2298,570
63,T57,T57,Tim Herron,102,4.03,2114,525
64,T57,T57,Scott Hoch,71,4.03,1549,384
65,T57,T57,Lee Janzen,101,4.03,2005,498
66,T57,T57,Kent Jones,105,4.03,2162,537
67,T57,T57,Jeff Maggert,83,4.03,1770,439
68,T57,T57,Craig Parry,69,4.03,1454,361
69,T57,T57,Nick Price,69,4.03,1440,357
70,T57,T57,Tom Scherrer,98,4.03,2012,499
71,T57,T57,John Senden,96,4.03,1946,483
72,T57,T57,Jeff Sluman,118,4.03,2470,613
73,T57,T57,Scott Verplank,93,4.03,1924,477
74,T57,T57,Duffy Waldorf,90,4.03,1829,454
75,T76,T76,Briny Baird,110,4.04,2293,568
76,T76,T76,Craig Barlow,62,4.04,1245,308
77,T76,T76,Rich Beem,99,4.04,2030,502
78,T76,T76,Jay Don Blake,107,4.04,2217,549
79,T76,T76,Olin Browne,107,4.04,2172,538
80,T76,T76,K.J. Choi,93,4.04,1868,462
81,T76,T76,Glen Day,107,4.04,2136,529
82,T76,T76,David Duval,78,4.04,1597,395
83,T76,T76,Ernie Els,68,4.04,1360,337
84,T76,T76,Bob Estes,93,4.04,1910,473
85,T76,T76,Carlos Franco,107,4.04,2194,543
86,T76,T76,Sergio Garcia,79,4.04,1595,395
87,T76,T76,Jeff Gove,89,4.04,1900,470
88,T76,T76,Paul Goydos,66,4.04,1399,346
89,T76,T76,Donnie Hammond,60,4.04,1278,316
90,T76,T76,Per-Ulrik Johansson,87,4.04,1831,453
91,T76,T76,Steve Lowery,98,4.04,1941,480
92,T76,T76,Billy Mayfair,99,4.04,2002,496
93,T76,T76,José María Olazábal,71,4.04,1350,334
94,T76,T76,Dennis Paulson,89,4.04,1827,452
95,T76,T76,Carl Paulson,84,4.04,1749,433
96,T76,T76,John Rollins,124,4.04,2535,628
97,T76,T76,Joey Sindelar,104,4.04,2127,527
98,T99,T99,Mark Calcavecchia,84,4.05,1707,421
99,T99,T99,Ben Crane,91,4.05,1880,464
100,T99,T99,Brian Henninger,66,4.05,1436,355
101,T99,T99,Tripp Isenhour,68,4.05,1457,360
102,T99,T99,Matt Kuchar,82,4.05,1738,429
103,T99,T99,J.L. Lewis,98,4.05,2045,505
104,T99,T99,Len Mattiace,106,4.05,2299,567
105,T99,T99,Bob May,91,4.05,1887,466
106,T99,T99,Paul Stankowski,100,4.05,2076,512
107,T99,T99,Bob Tway,103,4.05,2104,519
108,T109,T109,Tommy Armour III,82,4.06,1719,423
109,T109,T109,Paul Azinger,69,4.06,1324,326
110,T109,T109,Pat Bates,94,4.06,1969,485
111,T109,T109,Jim Carter,98,4.06,2103,518
112,T109,T109,Michael Clark II,97,4.06,2024,499
113,T109,T109,José Coceres,51,4.06,1126,277
114,T109,T109,Robert Damron,85,4.06,1710,421
115,T109,T109,Steve Flesch,110,4.06,2215,545
116,T109,T109,Harrison Frazar,88,4.06,1874,462
117,T109,T109,Edward Fryatt,94,4.06,1957,482
118,T109,T109,Matt Gogel,79,4.06,1600,394
119,T109,T109,Brandt Jobe,94,4.06,2025,499
120,T109,T109,Jonathan Kaye,83,4.06,1760,434
121,T109,T109,Ian Leggatt,97,4.06,1998,492
122,T109,T109,Shigeki Maruyama,87,4.06,1900,468
123,T109,T109,David Morland IV,58,4.06,1262,311
124,T109,T109,Corey Pavin,78,4.06,1670,411
125,T109,T109,Matt Peterson,80,4.06,1717,423
126,T109,T109,Steve Stricker,68,4.06,1347,332
127,T109,T109,Kirk Triplett,84,4.06,1669,411
128,T109,T109,Mike Weir,94,4.06,1947,480
129,T130,T130,"David Berganio, Jr.",80,4.07,1645,404
130,T130,T130,Russ Cochran,68,4.07,1429,351
131,T130,T130,Brent Geiberger,95,4.07,1968,483
132,T130,T130,J.P. Hayes,78,4.07,1627,400
133,T130,T130,Deane Pappas,90,4.07,1870,459
134,T130,T130,Dicky Pride,51,4.07,1119,275
135,T130,T130,Craig Stadler,72,4.07,1441,354
136,T130,T130,Kevin Sutherland,96,4.07,1927,473
137,T130,T130,Hal Sutton,74,4.07,1537,378
138,T130,T130,Esteban Toledo,106,4.07,2212,543
139,T130,T130,Tommy Tolles,64,4.07,1361,334
140,T141,T141,Greg Chalmers,94,4.08,1953,479
141,T141,T141,Brandel Chamblee,85,4.08,1780,436
142,T141,T141,Paul Claxton,83,4.08,1775,435
143,T141,T141,Brad Elder,76,4.08,1583,388
144,T141,T141,Steve Elkington,82,4.08,1718,421
145,T141,T141,Stephen Gangluff,75,4.08,1598,392
146,T141,T141,Mathew Goggin,64,4.08,1380,338
147,T141,T141,Steve Jones,71,4.08,1437,352
148,T141,T141,Michael Long,71,4.08,1497,367
149,T141,T141,Spike McRoy,69,4.08,1446,354
150,T141,T141,Frank Nobilo,94,4.08,2009,492
151,T141,T141,Mark O'Meara,68,4.08,1384,339
152,T141,T141,Steve Pate,64,4.08,1281,314
153,T141,T141,Tom Pernice Jr.,101,4.08,2095,513
154,T141,T141,Jay Williamson,91,4.08,1936,475
155,T141,T141,Kaname Yokoo,74,4.08,1545,379
156,T157,T157,Woody Austin,102,4.09,2123,519
157,T157,T157,Brian Bateman,94,4.09,1958,479
158,T157,T157,Notah Begay III,76,4.09,1620,396
159,T157,T157,Mark Brooks,97,4.09,1989,486
160,T157,T157,Bob Burns,99,4.09,2043,500
161,T157,T157,Jess Daley,76,4.09,1657,405
162,T157,T157,Greg Kraft,86,4.09,1777,434
163,T157,T157,Franklin Langham,72,4.09,1484,363
164,T157,T157,Bryce Molder,65,4.09,1380,337
165,T157,T157,Heath Slocum,96,4.09,1920,470
166,T157,T157,Kenneth Staton,104,4.09,2175,532
167,T168,T168,Robin Freeman,79,4.1,1613,393
168,T168,T168,Blaine McCallister,75,4.1,1589,388
169,T168,T168,Gary Nicklaus,66,4.1,1412,344
170,T168,T168,Geoff Ogilvy,90,4.1,1835,448
171,T168,T168,Brett Quigley,93,4.1,1964,479
172,T173,T173,Neal Lancaster,101,4.11,2165,527
173,T173,T173,Brad Lardon,59,4.11,1287,313
174,T173,T173,Michael Muehr,73,4.11,1534,373
175,T173,T173,Jesper Parnevik,85,4.11,1824,444
176,T173,T173,Lee Porter,91,4.11,1908,464
177,T178,T178,Bradley Hughes,60,4.12,1285,312
178,T178,T178,Miguel Angel Jiménez,60,4.12,1273,309
179,T178,T178,Bernhard Langer,55,4.12,1170,284
180,T178,T178,Craig Perks,91,4.12,1860,451
181,T178,T178,Jerry Smith,91,4.12,1873,455
182,T178,T178,Brian Watts,58,4.12,1159,281
183,T178,T178,Brett Wetterich,89,4.12,1865,453
184,T185,T185,Fulton Allem,64,4.13,1389,336
185,T185,T185,Michael Allen,76,4.13,1620,392
186,T185,T185,Paul Gow,99,4.13,2112,512
187,T185,T185,Boo Weekley,57,4.13,1228,297
188,T189,T189,Dudley Hart,88,4.14,1861,450
189,T189,T189,Eduardo Herrera,59,4.14,1296,313
190,T189,T189,Jason Hill,59,4.14,1299,314
191,T192,T192,Scott Dunlap,74,4.15,1592,384
192,T192,T192,Mike Hulbert,55,4.15,1167,281
193,T192,T192,Pete Jordan,78,4.15,1667,402
194,T192,T192,Garrett Willis,80,4.15,1728,416
195,T192,T192,Richard Zokol,53,4.15,1116,269
196,T197,T197,Bob Heintz,68,4.16,1481,356
197,T197,T197,Scott Simpson,61,4.16,1334,321
198,T197,T197,Bo Van Pelt,78,4.16,1700,409
199,T200,T200,John Daly,62,4.19,1311,313
200,T200,T200,Joe Ogilvie,50,4.19,1120,267
201,T200,T200,Brenden Pappas,62,4.19,1358,324
