,Tenth_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_2_Scoring_Average_AVG,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,John Cook,65.33,196,3
1,2,2,Rory Sabbatini,66.6,333,5
2,T3,T3,Jim Furyk,67.0,134,2
3,T3,T3,Retief Goosen,67.0,67,1
4,T3,T3,Len Mattiace,67.0,201,3
5,T3,T3,Nick Price,67.0,67,1
6,T3,T3,Duffy Waldorf,67.0,268,4
7,8,8,Bob Tway,67.17,403,6
8,T9,T9,Luke Donald,67.5,270,4
9,T9,T9,Chris Riley,67.5,270,4
10,T11,T11,Charles Howell III,68.0,340,5
11,T11,T11,Peter Lonard,68.0,68,1
12,T11,T11,Hidemichi Tanaka,68.0,340,5
13,T11,T11,Scott Verplank,68.0,204,3
14,T15,T15,Fred Couples,68.25,273,4
15,T15,T15,Jay Haas,68.25,273,4
16,17,17,Loren Roberts,68.33,205,3
17,18,18,Steve Elkington,68.4,342,5
18,T19,T19,Mark Calcavecchia,68.5,137,2
19,T19,T19,José Coceres,68.5,137,2
20,T19,T19,Phil Mickelson,68.5,137,2
21,T19,T19,Craig Stadler,68.5,137,2
22,T23,T23,Dudley Hart,68.57,480,7
23,T23,T23,Tripp Isenhour,68.57,480,7
24,T25,T25,Rod Pampling,68.6,686,10
25,T25,T25,Phil Tataurangi,68.6,343,5
26,T27,T27,Robert Allenby,68.67,206,3
27,T27,T27,Brian Gay,68.67,412,6
28,29,29,Kirk Triplett,68.75,550,8
29,T30,T30,Rich Beem,68.8,344,5
30,T30,T30,Jeff Sluman,68.8,344,5
31,32,32,K.J. Choi,68.83,413,6
32,T33,T33,Ernie Els,69.0,207,3
33,T33,T33,Fred Funk,69.0,345,5
34,T33,T33,Robert Gamez,69.0,345,5
35,T33,T33,John Huston,69.0,345,5
36,T33,T33,Brandt Jobe,69.0,552,8
37,T33,T33,Ian Leggatt,69.0,483,7
38,T33,T33,Justin Leonard,69.0,207,3
39,T33,T33,Craig Perks,69.0,276,4
40,T33,T33,Tommy Tolles,69.0,552,8
41,T42,T42,David Peoples,69.13,553,8
42,T42,T42,Grant Waite,69.13,553,8
43,44,44,Geoff Ogilvy,69.14,484,7
44,45,45,Vijay Singh,69.17,415,6
45,46,46,Donnie Hammond,69.2,346,5
46,T47,T47,Tom Byrum,69.25,277,4
47,T47,T47,Glen Day,69.25,277,4
48,T47,T47,Bob Estes,69.25,277,4
49,T47,T47,Brian Henninger,69.25,277,4
50,51,51,Harrison Frazar,69.38,555,8
51,52,52,Paul Goydos,69.43,486,7
52,T53,T53,Bernhard Langer,69.5,278,4
53,T53,T53,Rocco Mediate,69.5,139,2
54,T53,T53,Kenny Perry,69.5,139,2
55,T53,T53,Mike Sposa,69.5,417,6
56,T53,T53,Kevin Sutherland,69.5,278,4
57,58,58,Carlos Franco,69.56,626,9
58,59,59,Frank Lickliter II,69.6,348,5
59,60,60,Joe Durant,69.63,557,8
60,T61,T61,Craig Barlow,69.67,209,3
61,T61,T61,Billy Mayfair,69.67,418,6
62,T61,T61,John Senden,69.67,418,6
63,T61,T61,Paul Stankowski,69.67,418,6
64,T65,T65,Cameron Beckman,69.75,279,4
65,T65,T65,Shigeki Maruyama,69.75,279,4
66,T65,T65,Tom Pernice Jr.,69.75,558,8
67,68,68,Joey Sindelar,69.78,628,9
68,69,69,Jesper Parnevik,69.8,349,5
69,70,70,Chad Campbell,69.83,419,6
70,71,71,Craig Parry,69.88,559,8
71,T72,T72,Jay Don Blake,70.0,420,6
72,T72,T72,Joel Edwards,70.0,350,5
73,T72,T72,Sergio Garcia,70.0,210,3
74,T72,T72,Matt Gogel,70.0,140,2
75,T72,T72,David Gossett,70.0,280,4
76,T72,T72,Steve Jones,70.0,210,3
77,T72,T72,Skip Kendall,70.0,560,8
78,T72,T72,Bryce Molder,70.0,420,6
79,T72,T72,Frank Nobilo,70.0,350,5
80,T72,T72,Steve Pate,70.0,350,5
81,T72,T72,Dennis Paulson,70.0,630,9
82,T72,T72,John Rollins,70.0,350,5
83,T72,T72,Mike Weir,70.0,70,1
84,T72,T72,Tiger Woods,70.0,70,1
85,T72,T72,Richard Zokol,70.0,210,3
86,87,87,Steve Flesch,70.13,561,8
87,88,88,Tim Herron,70.14,491,7
88,T89,T89,Jonathan Byrd,70.17,421,6
89,T89,T89,Russ Cochran,70.17,421,6
90,T89,T89,Jonathan Kaye,70.17,842,12
91,T92,T92,Tom Lehman,70.2,351,5
92,T92,T92,David Morland IV,70.2,351,5
93,T94,T94,Per-Ulrik Johansson,70.25,281,4
94,T94,T94,Neal Lancaster,70.25,562,8
95,T94,T94,Tim Petrovic,70.25,281,4
96,T97,T97,Stuart Appleby,70.29,492,7
