,First_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_4_Scoring_Average_AVG,First_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Kenneth Staton,64.0,64,1
1,2,2,Dicky Pride,66.0,66,1
2,3,3,Jeff Gove,67.0,134,2
3,4,4,Tiger Woods,67.6,676,10
4,T5,T5,"David Berganio, Jr.",68.0,68,1
5,T5,T5,Eduardo Herrera,68.0,68,1
6,T7,T7,Jonathan Byrd,68.11,613,9
7,T7,T7,Davis Love III,68.11,613,9
8,9,9,Nick Price,68.25,546,8
9,10,10,Dan Forsman,68.57,480,7
10,11,11,Bob Estes,68.78,619,9
11,12,12,Robert Damron,68.8,344,5
12,T13,T13,John Cook,68.88,551,8
13,T13,T13,Brian Gay,68.88,551,8
14,T13,T13,David Toms,68.88,1102,16
15,T16,T16,Brad Elder,69.0,138,2
16,T16,T16,Paul Goydos,69.0,276,4
17,T16,T16,Brian Henninger,69.0,276,4
18,T16,T16,José María Olazábal,69.0,276,4
19,20,20,John Rollins,69.08,829,12
20,21,21,Sergio Garcia,69.2,692,10
21,22,22,Ben Crane,69.25,277,4
22,23,23,Fred Funk,69.43,972,14
23,24,24,Kenny Perry,69.45,764,11
24,25,25,Vijay Singh,69.47,1042,15
25,T26,T26,Tom Lehman,69.5,278,4
26,T26,T26,Steve Stricker,69.5,278,4
27,T28,T28,Brandel Chamblee,69.6,348,5
28,T28,T28,J.P. Hayes,69.6,348,5
29,30,30,Len Mattiace,69.63,557,8
30,T31,T31,Jim Furyk,69.67,836,12
31,T31,T31,Brent Geiberger,69.67,418,6
32,33,33,Retief Goosen,69.71,488,7
33,T34,T34,Jesper Parnevik,69.75,279,4
34,T34,T34,Tom Pernice Jr.,69.75,279,4
35,T34,T34,Kaname Yokoo,69.75,279,4
36,T37,T37,Notah Begay III,69.8,349,5
37,T37,T37,Scott McCarron,69.8,698,10
38,39,39,Glen Day,69.83,419,6
39,40,40,Jerry Kelly,69.91,769,11
40,T41,T41,Robert Allenby,70.0,840,12
41,T41,T41,Stephen Ames,70.0,420,6
42,T41,T41,Olin Browne,70.0,560,8
43,T41,T41,Tim Clark,70.0,350,5
44,T41,T41,Robert Gamez,70.0,420,6
45,T41,T41,Jason Hill,70.0,140,2
46,T41,T41,Tripp Isenhour,70.0,280,4
47,T41,T41,Jonathan Kaye,70.0,280,4
48,T41,T41,Mark O'Meara,70.0,210,3
49,T41,T41,Scott Simpson,70.0,70,1
50,T41,T41,Chris Smith,70.0,630,9
51,T41,T41,Tommy Tolles,70.0,140,2
52,T41,T41,Scott Verplank,70.0,770,11
53,54,54,Phil Mickelson,70.07,981,14
54,55,55,Chris DiMarco,70.08,911,13
55,56,56,Jim Carter,70.2,351,5
56,T57,T57,Tim Herron,70.22,632,9
57,T57,T57,John Huston,70.22,632,9
58,T57,T57,Joey Sindelar,70.22,632,9
59,T60,T60,Greg Kraft,70.25,281,4
60,T60,T60,Matt Kuchar,70.25,562,8
61,T60,T60,Geoff Ogilvy,70.25,281,4
62,63,63,Charles Howell III,70.27,1054,15
63,64,64,Joel Edwards,70.3,703,10
64,65,65,Hal Sutton,70.33,211,3
65,T66,T66,Stewart Cink,70.38,563,8
66,T66,T66,Brad Faxon,70.38,563,8
67,T66,T66,David Gossett,70.38,563,8
68,T66,T66,Dudley Hart,70.38,563,8
69,T66,T66,J.L. Lewis,70.38,563,8
70,71,71,Tim Petrovic,70.4,352,5
71,72,72,Bob Burns,70.43,493,7
72,73,73,Loren Roberts,70.46,916,13
73,T74,T74,Billy Andrade,70.5,705,10
74,T74,T74,David Duval,70.5,564,8
