,Par_3_Performance_RANK THIS WEEK,Par_3_Performance_RANK LAST WEEK,Par_3_Performance_PLAYER NAME,Par_3_Performance_ROUNDS,Par_3_Performance_STATUS,Par_3_Performance_PAR 3 AVG,Par_3_Performance_TOTAL PAR
0,1,1,Jeff Sluman,118,-30,2.94,1413
1,2,2,Loren Roberts,93,-17,2.95,1128
2,3,3,Scott Hoch,71,-16,2.94,840
3,4,4,Bob May,91,-12,2.97,1086
4,T5,T5,Geoff Ogilvy,90,-10,2.97,1050
5,T5,T5,Tiger Woods,69,-10,2.96,807
6,7,7,Craig Barlow,62,-8,2.97,708
7,8,8,Pat Bates,94,-5,2.99,1107
8,9,9,Bob Estes,93,-4,2.99,1032
9,T10,T10,Glen Day,107,-2,3.0,1269
10,T10,T10,Ernie Els,68,-2,2.99,744
11,T10,T10,Jay Haas,83,-2,2.99,966
12,T13,T13,Dudley Hart,88,-1,3.0,1011
13,T13,T13,Chris Riley,104,-1,3.0,1203
14,15,15,Scott Verplank,93,E,3.0,1086
15,T16,T16,Mike Hulbert,55,+1,3.0,648
16,T16,T16,Kirk Triplett,84,+1,3.0,969
17,T18,T18,Bob Burns,99,+2,3.01,1176
18,T18,T18,Davis Love III,92,+2,3.01,1035
19,20,20,Phil Mickelson,97,+3,3.01,1137
20,T21,T21,Peter Lonard,93,+4,3.01,1116
21,T21,T21,Shigeki Maruyama,87,+4,3.01,1044
22,T23,T23,Chad Campbell,111,+5,3.01,1335
23,T23,T23,Fred Funk,106,+5,3.01,1278
24,T23,T23,David Peoples,105,+5,3.01,1284
25,T23,T23,Tom Pernice Jr.,101,+5,3.01,1191
26,T23,T23,Matt Peterson,80,+5,3.02,984
27,T23,T23,Vijay Singh,102,+5,3.01,1155
28,T23,T23,David Toms,106,+5,3.01,1221
29,T30,T30,David Duval,78,+6,3.02,894
30,T30,T30,Mark O'Meara,68,+6,3.02,801
31,T30,T30,Nick Price,69,+6,3.02,792
32,T33,T33,K.J. Choi,93,+7,3.02,1083
33,T33,T33,José Coceres,51,+7,3.03,612
34,T33,T33,Ian Leggatt,97,+7,3.02,1125
35,T36,T36,Briny Baird,110,+8,3.02,1308
36,T36,T36,Tom Byrum,77,+8,3.03,945
37,T36,T36,Dan Forsman,83,+8,3.02,999
38,T36,T36,Retief Goosen,56,+8,3.04,636
39,T40,T40,Brandel Chamblee,85,+9,3.03,1038
40,T40,T40,Brent Geiberger,95,+9,3.02,1131
41,T40,T40,Donnie Hammond,60,+9,3.04,750
42,T40,T40,Len Mattiace,106,+9,3.02,1275
43,T40,T40,Spike McRoy,69,+9,3.03,819
44,T40,T40,Dicky Pride,51,+9,3.04,627
45,T46,T46,John Cook,85,+10,3.03,978
46,T46,T46,Jesper Parnevik,85,+10,3.03,1002
47,T46,T46,Richard Zokol,53,+10,3.05,627
48,T49,T49,Robert Allenby,96,+11,3.03,1128
49,T49,T49,Glen Hnatiuk,95,+11,3.03,1146
50,T51,T51,Tim Clark,76,+12,3.04,876
51,T51,T51,Russ Cochran,68,+12,3.04,822
52,T51,T51,Paul Gow,99,+12,3.03,1173
53,T51,T51,Justin Leonard,97,+12,3.03,1122
54,T51,T51,J.L. Lewis,98,+12,3.03,1191
55,T51,T51,Brett Quigley,93,+12,3.03,1131
56,T51,T51,Heath Slocum,96,+12,3.03,1131
57,T51,T51,Esteban Toledo,106,+12,3.03,1233
58,T59,T59,Mark Brooks,97,+13,3.03,1134
59,T59,T59,Joel Edwards,101,+13,3.03,1215
