,Par_3_Scoring_Average_RANK THIS WEEK,Par_3_Scoring_Average_RANK LAST WEEK,Par_3_Scoring_Average_PLAYER NAME,Par_3_Scoring_Average_ROUNDS,Par_3_Scoring_Average_AVG,Par_3_Scoring_Average_TOTAL STROKES,Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Scott Hoch,71,2.94,824,280
1,T1,T1,Jeff Sluman,118,2.94,1383,471
2,3,3,Loren Roberts,93,2.95,1111,376
3,4,4,Tiger Woods,69,2.96,797,269
4,T5,T5,Craig Barlow,62,2.97,700,236
5,T5,T5,Bob May,91,2.97,1074,362
6,T5,T5,Geoff Ogilvy,90,2.97,1040,350
7,T8,T8,Pat Bates,94,2.99,1102,369
8,T8,T8,Ernie Els,68,2.99,742,248
9,T8,T8,Bob Estes,93,2.99,1028,344
10,T8,T8,Jay Haas,83,2.99,964,322
11,T12,T12,Glen Day,107,3.0,1267,423
12,T12,T12,Dudley Hart,88,3.0,1010,337
13,T12,T12,Mike Hulbert,55,3.0,649,216
14,T12,T12,Chris Riley,104,3.0,1202,401
15,T12,T12,Kirk Triplett,84,3.0,970,323
16,T12,T12,Scott Verplank,93,3.0,1086,362
17,T18,T18,Bob Burns,99,3.01,1178,392
18,T18,T18,Chad Campbell,111,3.01,1340,445
19,T18,T18,Fred Funk,106,3.01,1283,426
20,T18,T18,Peter Lonard,93,3.01,1120,372
21,T18,T18,Davis Love III,92,3.01,1037,345
22,T18,T18,Shigeki Maruyama,87,3.01,1048,348
23,T18,T18,Phil Mickelson,97,3.01,1140,379
24,T18,T18,David Peoples,105,3.01,1289,428
25,T18,T18,Tom Pernice Jr.,101,3.01,1196,397
26,T18,T18,Vijay Singh,102,3.01,1160,385
27,T18,T18,David Toms,106,3.01,1226,407
28,T29,T29,Briny Baird,110,3.02,1316,436
29,T29,T29,K.J. Choi,93,3.02,1090,361
30,T29,T29,David Duval,78,3.02,900,298
31,T29,T29,Dan Forsman,83,3.02,1007,333
32,T29,T29,Brent Geiberger,95,3.02,1140,377
33,T29,T29,Ian Leggatt,97,3.02,1132,375
34,T29,T29,Len Mattiace,106,3.02,1284,425
35,T29,T29,Mark O'Meara,68,3.02,807,267
36,T29,T29,Matt Peterson,80,3.02,989,328
37,T29,T29,Nick Price,69,3.02,798,264
38,T39,T39,Robert Allenby,96,3.03,1139,376
39,T39,T39,Mark Brooks,97,3.03,1147,378
40,T39,T39,Tom Byrum,77,3.03,953,315
41,T39,T39,Brandel Chamblee,85,3.03,1047,346
42,T39,T39,José Coceres,51,3.03,619,204
43,T39,T39,John Cook,85,3.03,988,326
44,T39,T39,Joel Edwards,101,3.03,1228,405
45,T39,T39,Brian Gay,117,3.03,1412,466
46,T39,T39,Paul Gow,99,3.03,1185,391
47,T39,T39,Glen Hnatiuk,95,3.03,1157,382
48,T39,T39,Neal Lancaster,101,3.03,1246,411
49,T39,T39,Justin Leonard,97,3.03,1134,374
50,T39,T39,J.L. Lewis,98,3.03,1203,397
51,T39,T39,Spike McRoy,69,3.03,828,273
52,T39,T39,Jesper Parnevik,85,3.03,1012,334
53,T39,T39,Brett Quigley,93,3.03,1143,377
54,T39,T39,Heath Slocum,96,3.03,1143,377
55,T39,T39,Esteban Toledo,106,3.03,1245,411
56,T57,T57,Tommy Armour III,82,3.04,1013,333
57,T57,T57,Cameron Beckman,87,3.04,1035,340
58,T57,T57,Tim Clark,76,3.04,888,292
59,T57,T57,Russ Cochran,68,3.04,834,274
60,T57,T57,Carlos Franco,107,3.04,1297,427
61,T57,T57,Jim Furyk,88,3.04,1025,337
62,T57,T57,Retief Goosen,56,3.04,644,212
63,T57,T57,Donnie Hammond,60,3.04,759,250
64,T57,T57,Pete Jordan,78,3.04,971,319
65,T57,T57,Michael Long,71,3.04,880,289
66,T57,T57,Shaun Micheel,100,3.04,1196,393
67,T57,T57,Craig Perks,91,3.04,1062,349
68,T57,T57,Dicky Pride,51,3.04,636,209
69,T57,T57,John Riegger,88,3.04,1055,347
70,T57,T57,John Rollins,124,3.04,1472,485
71,T57,T57,Joey Sindelar,104,3.04,1274,419
72,T57,T57,Mike Weir,94,3.04,1114,367
73,T57,T57,Jay Williamson,91,3.04,1122,369
74,T75,T75,Olin Browne,107,3.05,1295,425
75,T75,T75,Chris DiMarco,111,3.05,1286,422
76,T75,T75,Luke Donald,106,3.05,1282,421
77,T75,T75,Harrison Frazar,88,3.05,1084,355
78,T75,T75,Stephen Gangluff,75,3.05,936,307
79,T75,T75,J.P. Hayes,78,3.05,944,310
80,T75,T75,John Huston,99,3.05,1190,390
81,T75,T75,Lee Janzen,101,3.05,1191,390
82,T75,T75,Brandt Jobe,94,3.05,1166,382
83,T75,T75,Kent Jones,105,3.05,1276,419
84,T75,T75,Skip Kendall,103,3.05,1258,413
85,T75,T75,Blaine McCallister,75,3.05,940,308
86,T75,T75,Rocco Mediate,79,3.05,925,303
87,T75,T75,Frank Nobilo,94,3.05,1168,383
88,T75,T75,Rod Pampling,98,3.05,1168,383
89,T75,T75,Kenny Perry,98,3.05,1165,382
90,T75,T75,Chris Smith,103,3.05,1239,406
91,T75,T75,Kevin Sutherland,96,3.05,1107,363
92,T75,T75,Hidemichi Tanaka,104,3.05,1272,417
93,T75,T75,Bob Tway,103,3.05,1216,399
94,T75,T75,Richard Zokol,53,3.05,637,209
95,T96,T96,Steve Allan,93,3.06,1116,365
96,T96,T96,Jim Carter,98,3.06,1207,395
97,T96,T96,Steve Flesch,110,3.06,1304,426
98,T96,T96,J.J. Henry,112,3.06,1340,438
99,T96,T96,Tim Herron,102,3.06,1235,403
100,T96,T96,Peter Jacobsen,67,3.06,848,277
101,T96,T96,Per-Ulrik Johansson,87,3.06,1085,354
102,T96,T96,Greg Kraft,86,3.06,1056,345
103,T96,T96,Tom Lehman,78,3.06,860,281
104,T96,T96,Billy Mayfair,99,3.06,1161,379
105,T96,T96,Craig Parry,69,3.06,844,276
106,T96,T96,Steve Pate,64,3.06,762,249
107,T96,T96,Craig Stadler,72,3.06,854,279
108,T96,T96,Phil Tataurangi,88,3.06,1042,341
109,T96,T96,Grant Waite,98,3.06,1207,394
110,T111,T111,Stephen Ames,89,3.07,1073,350
111,T111,T111,Billy Andrade,100,3.07,1196,389
112,T111,T111,Stuart Appleby,97,3.07,1160,378
113,T111,T111,Jay Don Blake,107,3.07,1309,427
114,T111,T111,Fred Couples,64,3.07,746,243
115,T111,T111,Ben Crane,91,3.07,1116,364
116,T111,T111,Brad Faxon,93,3.07,1033,337
117,T111,T111,David Frost,90,3.07,1116,364
118,T111,T111,David Gossett,95,3.07,1148,374
119,T111,T111,Jeff Gove,89,3.07,1115,363
120,T111,T111,Charles Howell III,118,3.07,1397,455
121,T111,T111,Miguel Angel Jiménez,60,3.07,715,233
122,T111,T111,Jerry Kelly,99,3.07,1219,397
123,T111,T111,Steve Lowery,98,3.07,1147,374
124,T111,T111,José María Olazábal,71,3.07,788,257
125,T111,T111,Pat Perez,89,3.07,1088,354
126,T111,T111,Tom Scherrer,98,3.07,1179,384
127,T111,T111,Mike Sposa,111,3.07,1356,441
128,T111,T111,Duffy Waldorf,90,3.07,1089,355
129,T130,T130,Bart Bryant,69,3.08,839,272
130,T130,T130,Stewart Cink,92,3.08,1099,357
131,T130,T130,Michael Clark II,97,3.08,1200,389
132,T130,T130,Robert Gamez,69,3.08,872,283
133,T130,T130,Matt Gogel,79,3.08,942,306
134,T130,T130,Mathew Goggin,64,3.08,816,265
135,T130,T130,Paul Goydos,66,3.08,835,271
136,T130,T130,Jonathan Kaye,83,3.08,999,324
137,T130,T130,Matt Kuchar,82,3.08,1024,333
138,T130,T130,Franklin Langham,72,3.08,869,282
139,T130,T130,Bryce Molder,65,3.08,794,258
140,T130,T130,Dennis Paulson,89,3.08,1085,352
141,T130,T130,Tim Petrovic,92,3.08,1118,363
142,T130,T130,Lee Porter,91,3.08,1100,357
143,T130,T130,John Senden,96,3.08,1167,379
144,T145,T145,Paul Claxton,83,3.09,1052,341
145,T145,T145,Robert Damron,85,3.09,1030,333
146,T145,T145,Brian Henninger,66,3.09,840,272
147,T145,T145,Bernhard Langer,55,3.09,667,216
148,T145,T145,Jeff Maggert,83,3.09,1030,333
149,T145,T145,Michael Muehr,73,3.09,896,290
150,T145,T145,Deane Pappas,90,3.09,1113,360
151,T145,T145,Corey Pavin,78,3.09,958,310
152,T145,T145,Rory Sabbatini,69,3.09,806,261
153,T145,T145,Jerry Smith,91,3.09,1097,355
154,T155,T155,Woody Austin,102,3.1,1258,406
155,T155,T155,Rich Beem,99,3.1,1194,385
156,T155,T155,"David Berganio, Jr.",80,3.1,1011,326
157,T155,T155,Jess Daley,76,3.1,959,309
158,T155,T155,Bob Heintz,68,3.1,859,277
159,T155,T155,Steve Jones,71,3.1,862,278
160,T155,T155,Brad Lardon,59,3.1,741,239
161,T155,T155,Gary Nicklaus,66,3.1,838,270
162,T155,T155,Scott Simpson,61,3.1,766,247
163,T164,T164,Paul Azinger,69,3.11,786,253
164,T164,T164,Brian Bateman,94,3.11,1154,371
165,T164,T164,Jeff Brehaut,87,3.11,1097,353
166,T164,T164,Greg Chalmers,94,3.11,1152,371
167,T164,T164,John Daly,62,3.11,769,247
168,T164,T164,Joe Durant,87,3.11,1074,345
169,T164,T164,Sergio Garcia,79,3.11,883,284
170,T164,T164,Jason Hill,59,3.11,752,242
171,T164,T164,Tripp Isenhour,68,3.11,868,279
172,T164,T164,Frank Lickliter II,94,3.11,1097,353
173,T164,T164,Kenneth Staton,104,3.11,1293,416
174,T164,T164,Hal Sutton,74,3.11,915,294
175,T164,T164,Tommy Tolles,64,3.11,818,263
176,T177,T177,Michael Allen,76,3.12,937,300
177,T177,T177,Jonathan Byrd,96,3.12,1181,379
178,T177,T177,Robin Freeman,79,3.12,964,309
179,T177,T177,Scott McCarron,106,3.12,1219,391
180,T177,T177,Joe Ogilvie,50,3.12,645,207
