,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Retief Goosen,66.5,133,2
1,2,2,Nick Price,67.75,271,4
2,3,3,Rory Sabbatini,67.89,611,9
3,4,4,Bob Tway,68.09,749,11
4,5,5,Duffy Waldorf,68.11,613,9
5,6,6,Jim Furyk,68.13,545,8
6,7,7,Cameron Beckman,68.18,750,11
7,8,8,Kenny Perry,68.44,616,9
8,9,9,Robert Allenby,68.55,754,11
9,10,10,Jay Haas,68.57,480,7
10,11,11,Tripp Isenhour,68.73,756,11
11,12,12,Luke Donald,68.83,826,12
12,T13,T13,Briny Baird,68.92,827,12
13,T13,T13,Loren Roberts,68.92,827,12
14,15,15,John Cook,69.09,760,11
15,16,16,Kirk Triplett,69.1,691,10
16,17,17,Vijay Singh,69.13,553,8
17,T18,T18,Fred Couples,69.14,484,7
18,T18,T18,Bernhard Langer,69.14,484,7
19,T20,T20,Chris Riley,69.23,900,13
20,T20,T20,Hidemichi Tanaka,69.23,900,13
21,T22,T22,José Coceres,69.33,208,3
22,T22,T22,Ernie Els,69.33,416,6
23,T22,T22,Brian Gay,69.33,1248,18
24,T22,T22,Donnie Hammond,69.33,416,6
25,26,26,Steve Elkington,69.38,555,8
26,T27,T27,Justin Leonard,69.4,694,10
27,T27,T27,Rod Pampling,69.4,1041,15
28,T29,T29,Carlos Franco,69.43,972,14
29,T29,T29,John Rollins,69.43,972,14
30,T31,T31,Fred Funk,69.44,1111,16
31,T31,T31,Frank Lickliter II,69.44,625,9
32,33,33,Neal Lancaster,69.5,1251,18
33,34,34,Jeff Maggert,69.55,765,11
34,35,35,Craig Stadler,69.57,487,7
35,36,36,Mike Sposa,69.61,1253,18
36,37,37,Harrison Frazar,69.62,905,13
37,T38,T38,Bob Estes,69.64,766,11
38,T38,T38,Len Mattiace,69.64,975,14
39,T38,T38,Craig Parry,69.64,766,11
40,T38,T38,Phil Tataurangi,69.64,766,11
41,T42,T42,Russ Cochran,69.67,627,9
42,T42,T42,Kevin Sutherland,69.67,836,12
43,T42,T42,David Toms,69.67,627,9
44,T45,T45,Phil Mickelson,69.7,697,10
45,T45,T45,Tommy Tolles,69.7,697,10
46,47,47,K.J. Choi,69.71,976,14
47,T48,T48,Joe Durant,69.73,1046,15
48,T48,T48,Bryce Molder,69.73,767,11
49,T50,T50,Matt Gogel,69.75,558,8
50,T50,T50,Brandt Jobe,69.75,1116,16
51,52,52,Joel Edwards,69.8,698,10
52,T53,T53,Robert Gamez,69.82,768,11
53,T53,T53,Tim Herron,69.82,768,11
54,T55,T55,Glen Day,69.86,978,14
55,T55,T55,Geoff Ogilvy,69.86,978,14
56,57,57,Jay Don Blake,69.88,1188,17
57,T58,T58,Bart Bryant,69.9,699,10
58,T58,T58,Tom Byrum,69.9,699,10
59,T58,T58,Brian Henninger,69.9,699,10
60,61,61,Craig Perks,69.91,769,11
