,Par_4_Eagle_Leaders_RANK THIS WEEK,Par_4_Eagle_Leaders_RANK LAST WEEK,Par_4_Eagle_Leaders_PLAYER NAME,Par_4_Eagle_Leaders_ROUNDS,Par_4_Eagle_Leaders_TOTAL,Par_4_Eagle_Leaders_TOTAL PAR 4 HOLES,Par_4_Eagle_Leaders_TOTAL HOLE OUTS
0,1,1,Brad Elder,76,4,775,4.0
1,T2,T2,Cameron Beckman,87,3,905,3.0
2,T2,T2,Greg Chalmers,94,3,943,2.0
3,T2,T2,Carlos Franco,107,3,1077,3.0
4,T2,T2,Brian Gay,117,3,1209,3.0
5,T2,T2,Jay Haas,83,3,830,3.0
6,T2,T2,Andrew Magee,91,3,919,2.0
7,T2,T2,Bob May,91,3,926,3.0
8,T2,T2,Phil Mickelson,97,3,994,3.0
9,T10,T10,Steve Allan,93,2,955,2.0
10,T10,T10,Stuart Appleby,97,2,983,2.0
11,T10,T10,Woody Austin,102,2,1031,1.0
12,T10,T10,Briny Baird,110,2,1134,
13,T10,T10,Jonathan Byrd,96,2,985,2.0
14,T10,T10,Chad Campbell,111,2,1133,2.0
15,T10,T10,Luke Donald,106,2,1096,2.0
16,T10,T10,Steve Flesch,110,2,1097,1.0
17,T10,T10,David Gossett,95,2,983,2.0
18,T10,T10,Brian Henninger,66,2,696,2.0
19,T10,T10,J.J. Henry,112,2,1137,1.0
20,T10,T10,Charles Howell III,118,2,1183,1.0
21,T10,T10,Mike Hulbert,55,2,552,2.0
22,T10,T10,Lee Janzen,101,2,993,1.0
23,T10,T10,J.L. Lewis,98,2,1016,
24,T10,T10,Davis Love III,92,2,936,1.0
25,T10,T10,Shigeki Maruyama,87,2,932,2.0
26,T10,T10,Frank Nobilo,94,2,973,2.0
27,T10,T10,Deane Pappas,90,2,920,1.0
28,T10,T10,Brenden Pappas,62,2,641,2.0
29,T10,T10,Jesper Parnevik,85,2,891,2.0
30,T10,T10,Dennis Paulson,89,2,891,1.0
31,T10,T10,Kenny Perry,98,2,1006,2.0
32,T10,T10,John Rollins,124,2,1253,2.0
33,T10,T10,Tommy Tolles,64,2,656,2.0
34,T10,T10,David Toms,106,2,1078,2.0
35,T10,T10,Scott Verplank,93,2,959,1.0
36,T10,T10,Kaname Yokoo,74,2,757,2.0
37,T38,T38,Robert Allenby,96,1,1017,1.0
38,T38,T38,Brian Bateman,94,1,951,1.0
39,T38,T38,Pat Bates,94,1,953,1.0
40,T38,T38,"David Berganio, Jr.",80,1,820,1.0
41,T38,T38,Jay Don Blake,107,1,1103,1.0
42,T38,T38,Mark Brooks,97,1,973,
43,T38,T38,Olin Browne,107,1,1081,1.0
44,T38,T38,Bart Bryant,69,1,671,
45,T38,T38,Tom Byrum,77,1,803,1.0
46,T38,T38,Mark Calcavecchia,84,1,831,1.0
47,T38,T38,Tim Clark,76,1,761,1.0
48,T38,T38,José Coceres,51,1,545,1.0
49,T38,T38,Russ Cochran,68,1,693,1.0
50,T38,T38,John Cook,85,1,859,1.0
51,T38,T38,Fred Couples,64,1,627,1.0
52,T38,T38,Joe Durant,87,1,907,
53,T38,T38,David Duval,78,1,788,1.0
54,T38,T38,Joel Edwards,101,1,1063,1.0
55,T38,T38,Steve Elkington,82,1,838,1.0
56,T38,T38,Ernie Els,68,1,668,1.0
57,T38,T38,Bob Estes,93,1,937,
58,T38,T38,Brad Faxon,93,1,902,
59,T38,T38,Mathew Goggin,64,1,666,
60,T38,T38,Retief Goosen,56,1,568,1.0
61,T38,T38,Paul Goydos,66,1,684,1.0
62,T38,T38,Donnie Hammond,60,1,626,1.0
63,T38,T38,Dudley Hart,88,1,893,1.0
64,T38,T38,J.P. Hayes,78,1,789,1.0
65,T38,T38,Bob Heintz,68,1,704,1.0
66,T38,T38,Eduardo Herrera,59,1,614,1.0
67,T38,T38,Jason Hill,59,1,613,1.0
68,T38,T38,John Huston,99,1,1007,1.0
69,T38,T38,Peter Jacobsen,67,1,691,1.0
70,T38,T38,Miguel Angel Jiménez,60,1,611,1.0
71,T38,T38,Brandt Jobe,94,1,980,1.0
72,T38,T38,Jerry Kelly,99,1,1026,1.0
73,T38,T38,Brad Lardon,59,1,620,1.0
74,T38,T38,Frank Lickliter II,94,1,953,1.0
75,T38,T38,Scott McCarron,106,1,1037,
76,T38,T38,Rocco Mediate,79,1,780,1.0
77,T38,T38,Shaun Micheel,100,1,1007,1.0
78,T38,T38,David Morland IV,58,1,609,1.0
79,T38,T38,Joe Ogilvie,50,1,524,1.0
80,T38,T38,Rod Pampling,98,1,969,1.0
81,T38,T38,David Peoples,105,1,1091,1.0
82,T38,T38,Craig Perks,91,1,907,1.0
83,T38,T38,Tom Pernice Jr.,101,1,1031,1.0
84,T38,T38,Matt Peterson,80,1,831,1.0
85,T38,T38,Tim Petrovic,92,1,929,1.0
86,T38,T38,Brett Quigley,93,1,947,1.0
87,T38,T38,John Riegger,88,1,912,1.0
88,T38,T38,Chris Riley,104,1,1053,1.0
89,T38,T38,Rory Sabbatini,69,1,671,1.0
90,T38,T38,Kenneth Staton,104,1,1061,1.0
91,T38,T38,Hidemichi Tanaka,104,1,1071,1.0
92,T38,T38,Bob Tway,103,1,1039,1.0
93,T38,T38,Bo Van Pelt,78,1,807,1.0
94,T38,T38,Brian Watts,58,1,554,1.0
95,T38,T38,Jay Williamson,91,1,949,1.0
96,T38,T38,Richard Zokol,53,1,532,1.0
