,Early_Par_3_Scoring_Average_RANK THIS WEEK,Early_Par_3_Scoring_Average_RANK LAST WEEK,Early_Par_3_Scoring_Average_PLAYER NAME,Early_Par_3_Scoring_Average_ROUNDS,Early_Par_3_Scoring_Average_AVG,Early_Par_3_Scoring_Average_TOTAL STROKES,Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Jeff Sluman,118,2.86,532,186
1,2,2,Craig Barlow,62,2.89,330,114
2,3,3,Tiger Woods,69,2.92,210,72
3,T4,T4,Ernie Els,68,2.93,234,80
4,T4,T4,Retief Goosen,56,2.93,158,54
5,T4,T4,Bob May,91,2.93,572,195
6,T4,T4,David Peoples,105,2.93,595,203
7,T4,T4,Bob Tway,103,2.93,437,149
8,T9,T9,Rocco Mediate,79,2.94,309,105
9,T9,T9,Vijay Singh,102,2.94,332,113
10,T11,T11,Briny Baird,110,2.95,643,218
11,T11,T11,Jay Haas,83,2.95,381,129
12,T11,T11,Dudley Hart,88,2.95,436,148
13,T11,T11,Scott Hoch,71,2.95,313,106
14,T11,T11,Loren Roberts,93,2.95,439,149
15,T11,T11,Scott Verplank,93,2.95,393,133
16,T17,T17,Tom Byrum,77,2.97,475,160
17,T17,T17,Bob Estes,93,2.97,481,162
18,T17,T17,Davis Love III,92,2.97,386,130
19,T17,T17,Rod Pampling,98,2.97,556,187
20,T21,T21,Olin Browne,107,2.98,683,229
21,T21,T21,Chad Campbell,111,2.98,629,211
22,T21,T21,John Cook,85,2.98,482,162
23,T21,T21,Paul Gow,99,2.98,582,195
24,T21,T21,Mike Hulbert,55,2.98,328,110
25,T21,T21,Geoff Ogilvy,90,2.98,598,201
26,T21,T21,Chris Riley,104,2.98,540,181
27,T21,T21,Mike Weir,94,2.98,492,165
28,T29,T29,Pat Bates,94,2.99,595,199
29,T29,T29,Russ Cochran,68,2.99,439,147
30,T29,T29,Fred Couples,64,2.99,389,130
31,T29,T29,Ben Crane,91,2.99,497,166
32,T29,T29,David Duval,78,2.99,338,113
33,T29,T29,Joel Edwards,101,2.99,593,198
34,T29,T29,Fred Funk,106,2.99,592,198
35,T29,T29,Donnie Hammond,60,2.99,347,116
36,T29,T29,Glen Hnatiuk,95,2.99,597,200
37,T29,T29,Greg Kraft,86,2.99,575,192
38,T29,T29,Mark O'Meara,68,2.99,344,115
39,T29,T29,Craig Perks,91,2.99,455,152
40,T29,T29,Heath Slocum,96,2.99,509,170
41,T29,T29,Kirk Triplett,84,2.99,374,125
42,T29,T29,Richard Zokol,53,2.99,356,119
43,T44,T44,Cameron Beckman,87,3.0,411,137
44,T44,T44,Glen Day,107,3.0,687,229
45,T44,T44,Kent Jones,105,3.0,633,211
46,T44,T44,Skip Kendall,103,3.0,652,217
47,T44,T44,Peter Lonard,93,3.0,552,184
48,T44,T44,Phil Mickelson,97,3.0,315,105
49,T50,T50,Mark Brooks,97,3.01,563,187
50,T50,T50,Chris DiMarco,111,3.01,409,136
51,T50,T50,Luke Donald,106,3.01,524,174
52,T50,T50,Carlos Franco,107,3.01,708,235
53,T50,T50,Jeff Gove,89,3.01,554,184
54,T50,T50,Michael Long,71,3.01,418,139
55,T50,T50,Spike McRoy,69,3.01,379,126
56,T50,T50,Jesper Parnevik,85,3.01,419,139
57,T50,T50,John Senden,96,3.01,599,199
58,T50,T50,Jay Williamson,91,3.01,572,190
59,T60,T60,Billy Andrade,100,3.02,510,169
60,T60,T60,Bob Burns,99,3.02,579,192
61,T60,T60,David Frost,90,3.02,538,178
62,T60,T60,J.P. Hayes,78,3.02,456,151
63,T60,T60,J.J. Henry,112,3.02,712,236
64,T60,T60,Lee Janzen,101,3.02,468,155
65,T60,T60,Jerry Kelly,99,3.02,453,150
66,T60,T60,Neal Lancaster,101,3.02,579,192
67,T60,T60,Steve Lowery,98,3.02,465,154
68,T60,T60,Shigeki Maruyama,87,3.02,405,134
69,T60,T60,Len Mattiace,106,3.02,555,184
70,T60,T60,Steve Pate,64,3.02,366,121
71,T60,T60,Tom Pernice Jr.,101,3.02,600,199
72,T60,T60,Tom Scherrer,98,3.02,704,233
73,T60,T60,David Toms,106,3.02,372,123
74,T75,T75,Robert Allenby,96,3.03,464,153
75,T75,T75,Steve Flesch,110,3.03,494,163
76,T75,T75,Brian Gay,117,3.03,721,238
77,T75,T75,David Gossett,95,3.03,534,176
78,T75,T75,Peter Jacobsen,67,3.03,430,142
79,T75,T75,Ian Leggatt,97,3.03,472,156
80,T75,T75,José María Olazábal,71,3.03,339,112
81,T75,T75,Pat Perez,89,3.03,434,143
82,T75,T75,Matt Peterson,80,3.03,539,178
83,T75,T75,John Riegger,88,3.03,560,185
84,T75,T75,John Rollins,124,3.03,740,244
85,T75,T75,Craig Stadler,72,3.03,376,124
86,T87,T87,Stephen Ames,89,3.04,514,169
87,T87,T87,Jay Don Blake,107,3.04,678,223
88,T87,T87,Tim Clark,76,3.04,425,140
89,T87,T87,Brent Geiberger,95,3.04,614,202
90,T87,T87,John Huston,99,3.04,560,184
91,T87,T87,Justin Leonard,97,3.04,383,126
92,T87,T87,J.L. Lewis,98,3.04,668,220
93,T87,T87,Dennis Paulson,89,3.04,541,178
94,T87,T87,Nick Price,69,3.04,255,84
95,T87,T87,Rory Sabbatini,69,3.04,319,105
96,T87,T87,Kevin Sutherland,96,3.04,517,170
97,T98,T98,Tommy Armour III,82,3.05,521,171
98,T98,T98,Brandel Chamblee,85,3.05,552,181
99,T98,T98,Michael Clark II,97,3.05,662,217
100,T98,T98,Robert Gamez,69,3.05,378,124
101,T98,T98,Steve Jones,71,3.05,390,128
102,T98,T98,Tom Lehman,78,3.05,430,141
103,T98,T98,Blaine McCallister,75,3.05,452,148
104,T98,T98,Frank Nobilo,94,3.05,623,204
105,T98,T98,Craig Parry,69,3.05,390,128
106,T98,T98,Corey Pavin,78,3.05,445,146
107,T98,T98,Brett Quigley,93,3.05,629,206
108,T98,T98,Grant Waite,98,3.05,678,222
109,T98,T98,Boo Weekley,57,3.05,326,107
110,T111,T111,K.J. Choi,93,3.06,431,141
111,T111,T111,Paul Claxton,83,3.06,622,203
112,T111,T111,José Coceres,51,3.06,269,88
113,T111,T111,John Daly,62,3.06,288,94
114,T111,T111,Dan Forsman,83,3.06,438,143
115,T111,T111,Harrison Frazar,88,3.06,468,153
116,T111,T111,Paul Goydos,66,3.06,474,155
117,T111,T111,Shaun Micheel,100,3.06,532,174
118,T111,T111,Michael Muehr,73,3.06,468,153
119,T111,T111,Kenny Perry,98,3.06,478,156
120,T111,T111,Lee Porter,91,3.06,605,198
121,T111,T111,Dicky Pride,51,3.06,389,127
122,T111,T111,Chris Smith,103,3.06,547,179
123,T111,T111,Hidemichi Tanaka,104,3.06,551,180
124,T111,T111,Phil Tataurangi,88,3.06,539,176
125,T126,T126,Steve Allan,93,3.07,651,212
126,T126,T126,Stuart Appleby,97,3.07,469,153
127,T126,T126,Bart Bryant,69,3.07,460,150
128,T126,T126,Jim Carter,98,3.07,592,193
129,T126,T126,Stewart Cink,92,3.07,473,154
