,Tenth_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_2_Scoring_Average_AVG,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,T1,T1,John Riegger,65.0,65,1
1,T1,T1,Tiger Woods,65.0,65,1
2,3,3,Peter Lonard,67.14,470,7
3,T4,T4,Steve Lowery,67.5,135,2
4,T4,T4,Phil Mickelson,67.5,405,6
5,T6,T6,John Huston,68.0,68,1
6,T6,T6,Pat Perez,68.0,544,8
7,8,8,Bob Tway,68.17,409,6
8,T9,T9,David Peoples,68.2,341,5
9,T9,T9,Esteban Toledo,68.2,341,5
10,11,11,Justin Leonard,68.25,273,4
11,T12,T12,Bob Burns,68.33,615,9
12,T12,T12,Stephen Gangluff,68.33,205,3
13,T14,T14,Robert Allenby,68.5,137,2
14,T14,T14,Sergio Garcia,68.5,137,2
15,16,16,Steve Flesch,68.6,343,5
16,17,17,Brett Wetterich,68.86,482,7
17,T18,T18,Billy Andrade,69.0,345,5
18,T18,T18,Briny Baird,69.0,552,8
19,T18,T18,David Duval,69.0,207,3
20,T18,T18,Ian Leggatt,69.0,276,4
21,T18,T18,Mike Weir,69.0,276,4
22,23,23,José Coceres,69.33,208,3
23,T24,T24,Rich Beem,69.4,347,5
24,T24,T24,Glen Day,69.4,347,5
25,T24,T24,Craig Perks,69.4,347,5
26,27,27,Dan Forsman,69.43,486,7
27,T28,T28,Fred Funk,69.5,278,4
28,T28,T28,Davis Love III,69.5,278,4
29,T30,T30,Lee Janzen,69.6,348,5
30,T30,T30,Nick Price,69.6,348,5
31,32,32,Shaun Micheel,69.63,557,8
32,33,33,Retief Goosen,69.67,209,3
33,T34,T34,Donnie Hammond,69.71,488,7
34,T34,T34,Jeff Maggert,69.71,488,7
35,T36,T36,Luke Donald,69.75,279,4
36,T36,T36,Joe Durant,69.75,279,4
37,T36,T36,José María Olazábal,69.75,279,4
38,39,39,Tim Herron,69.8,349,5
39,T40,T40,Brian Gay,69.83,419,6
40,T40,T40,J.P. Hayes,69.83,419,6
41,42,42,Matt Peterson,69.88,559,8
42,43,43,Jonathan Byrd,69.89,629,9
43,T44,T44,Stuart Appleby,70.0,350,5
44,T44,T44,Pat Bates,70.0,420,6
45,T44,T44,Jay Don Blake,70.0,280,4
46,T44,T44,Greg Chalmers,70.0,350,5
47,T44,T44,Brad Faxon,70.0,490,7
48,T44,T44,Jim Furyk,70.0,140,2
49,T44,T44,Brian Henninger,70.0,350,5
50,T44,T44,Blaine McCallister,70.0,630,9
51,T44,T44,Scott McCarron,70.0,280,4
52,T44,T44,Rod Pampling,70.0,560,8
53,T44,T44,Tom Pernice Jr.,70.0,210,3
54,T44,T44,Phil Tataurangi,70.0,420,6
55,56,56,Hidemichi Tanaka,70.14,491,7
56,T57,T57,Chris DiMarco,70.17,421,6
57,T57,T57,Joel Edwards,70.17,421,6
58,T57,T57,Kenny Perry,70.17,421,6
59,T57,T57,Kevin Sutherland,70.17,421,6
60,T57,T57,Kirk Triplett,70.17,421,6
61,62,62,Duffy Waldorf,70.29,492,7
62,63,63,Craig Barlow,70.33,211,3
63,64,64,Jay Haas,70.38,563,8
64,T65,T65,Brandel Chamblee,70.4,352,5
65,T65,T65,Steve Pate,70.4,352,5
66,T67,T67,Jeff Brehaut,70.5,423,6
67,T67,T67,Brad Elder,70.5,423,6
68,T67,T67,Scott Hoch,70.5,282,4
69,T67,T67,Charles Howell III,70.5,423,6
70,T67,T67,Len Mattiace,70.5,423,6
71,72,72,Eduardo Herrera,70.57,494,7
72,T73,T73,Jim Carter,70.6,353,5
73,T73,T73,David Frost,70.6,353,5
74,T73,T73,Mathew Goggin,70.6,353,5
75,T73,T73,Mike Hulbert,70.6,353,5
76,T73,T73,Tripp Isenhour,70.6,353,5
77,T73,T73,David Toms,70.6,353,5
78,79,79,Tim Petrovic,70.63,565,8
79,T80,T80,Paul Azinger,70.67,212,3
80,T80,T80,Tom Byrum,70.67,424,6
81,T80,T80,Fred Couples,70.67,424,6
82,T80,T80,Matt Kuchar,70.67,424,6
83,T80,T80,Lee Porter,70.67,636,9
84,T80,T80,Scott Verplank,70.67,212,3
85,T86,T86,Bart Bryant,70.75,283,4
86,T86,T86,Bob Estes,70.75,283,4
87,T86,T86,Tom Lehman,70.75,283,4
88,T86,T86,Jesper Parnevik,70.75,566,8
89,T86,T86,Brett Quigley,70.75,566,8
90,T91,T91,J.J. Henry,70.8,354,5
91,T91,T91,J.L. Lewis,70.8,708,10
92,T93,T93,"David Berganio, Jr.",70.83,425,6
93,T93,T93,Olin Browne,70.83,850,12
94,T93,T93,Andrew Magee,70.83,425,6
95,T93,T93,Bob May,70.83,425,6
96,T93,T93,Geoff Ogilvy,70.83,425,6
97,T93,T93,Bo Van Pelt,70.83,425,6
98,99,99,Brent Geiberger,70.86,496,7
99,100,100,Michael Muehr,70.88,567,8
100,101,101,Michael Allen,70.9,709,10
101,102,102,Grant Waite,70.91,780,11
102,T103,T103,Brian Bateman,71.0,639,9
103,T103,T103,John Cook,71.0,355,5
104,T103,T103,Carlos Franco,71.0,426,6
105,T103,T103,Harrison Frazar,71.0,355,5
106,T103,T103,Jeff Gove,71.0,781,11
107,T103,T103,Per-Ulrik Johansson,71.0,355,5
108,T103,T103,John Senden,71.0,426,6
109,T103,T103,Jay Williamson,71.0,355,5
110,111,111,Steve Stricker,71.13,569,8
