,Par_5_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_5_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_5_Birdie_or_Better_Leaders_PLAYER NAME,Par_5_Birdie_or_Better_Leaders_ROUNDS,Par_5_Birdie_or_Better_Leaders_%,Par_5_Birdie_or_Better_Leaders_PAR 5 BIRDIES OR BETTER,Par_5_Birdie_or_Better_Leaders_PAR 5 HOLES
0,1,1,Tiger Woods,69,57.68,139,241
1,2,2,Jonathan Byrd,96,53.87,174,323
2,3,3,Charles Howell III,118,52.91,200,378
3,4,4,David Toms,106,52.71,185,351
4,5,5,John Daly,62,52.09,112,215
5,6,6,Retief Goosen,56,51.56,99,192
6,7,7,Fred Couples,64,50.95,107,210
7,8,8,Kenny Perry,98,50.31,162,322
8,9,9,Robert Allenby,96,49.84,158,317
9,10,10,David Duval,78,48.86,129,264
10,11,11,Lee Janzen,101,48.7,168,345
11,12,12,Steve Stricker,68,48.62,106,218
12,13,13,Phil Mickelson,97,48.59,155,319
13,14,14,Sergio Garcia,79,48.25,110,228
14,T15,T15,Mark Calcavecchia,84,47.81,131,274
15,T15,T15,John Senden,96,47.81,153,320
16,17,17,Paul Stankowski,100,47.79,162,339
17,18,18,Justin Leonard,97,47.65,152,319
18,19,19,Steve Flesch,110,47.41,174,367
19,20,20,Chris DiMarco,111,47.34,169,357
20,21,21,Rory Sabbatini,69,46.82,103,220
21,22,22,Notah Begay III,76,46.75,115,246
22,23,23,Craig Stadler,72,46.72,114,244
23,24,24,José María Olazábal,71,46.61,103,221
24,25,25,Scott McCarron,106,46.13,155,336
25,26,26,David Peoples,105,46.09,171,371
26,27,27,Ben Crane,91,45.89,145,316
27,28,28,Fred Funk,106,45.83,165,360
28,29,29,Dennis Paulson,89,45.82,148,323
29,T30,T30,Brandt Jobe,94,45.45,150,330
30,T30,T30,Brett Wetterich,89,45.45,140,308
31,32,32,Rich Beem,99,45.37,147,324
32,33,33,Vijay Singh,102,45.29,149,329
33,34,34,Billy Andrade,100,45.18,150,332
34,35,35,Stuart Appleby,97,45.02,149,331
35,36,36,Duffy Waldorf,90,45.0,135,300
36,37,37,Steve Allan,93,44.97,143,318
37,38,38,Shigeki Maruyama,87,44.76,128,286
38,39,39,Ian Leggatt,97,44.75,145,324
39,40,40,John Huston,99,44.71,148,331
40,41,41,Bob May,91,44.59,140,314
41,42,42,Rocco Mediate,79,44.57,119,267
42,43,43,Carlos Franco,107,44.56,172,386
43,44,44,Bob Tway,103,44.48,153,344
44,45,45,J.L. Lewis,98,44.44,156,351
45,46,46,Jerry Kelly,99,44.28,151,341
46,47,47,Bryce Molder,65,44.19,95,215
47,48,48,David Gossett,95,44.16,140,317
48,49,49,Steve Lowery,98,44.13,139,315
49,50,50,Rod Pampling,98,44.12,150,340
50,51,51,Bob Heintz,68,44.03,107,243
51,52,52,Davis Love III,92,43.86,125,285
52,53,53,Scott Verplank,93,43.85,139,317
53,54,54,Greg Chalmers,94,43.83,142,324
54,55,55,Kenneth Staton,104,43.73,157,359
55,56,56,Peter Lonard,93,43.59,136,312
56,57,57,Stewart Cink,92,43.55,135,310
57,58,58,Chris Smith,103,43.52,151,347
58,59,59,Cameron Beckman,87,43.51,124,285
59,60,60,Mathew Goggin,64,43.44,96,221
60,61,61,Nick Price,69,43.4,92,212
61,62,62,John Rollins,124,43.36,183,422
62,63,63,Pat Perez,89,43.33,130,300
63,64,64,Phil Tataurangi,88,43.31,123,284
64,65,65,Tim Petrovic,92,43.23,134,310
65,66,66,Mike Weir,94,43.07,143,332
66,T67,T67,Brian Bateman,94,43.04,136,316
67,T67,T67,Pat Bates,94,43.04,136,316
68,69,69,Robin Freeman,79,43.02,114,265
69,70,70,Ernie Els,68,43.0,86,200
70,T71,T71,Jonathan Kaye,83,42.86,120,280
71,T71,T71,Jesper Parnevik,85,42.86,123,287
72,73,73,Bernhard Langer,55,42.71,82,192
73,74,74,Dudley Hart,88,42.55,120,282
74,75,75,John Cook,85,42.27,123,291
75,76,76,Carl Paulson,84,42.25,120,284
76,T77,T77,Tim Herron,102,42.22,141,334
77,T77,T77,Garrett Willis,80,42.22,114,270
78,79,79,Donnie Hammond,60,42.16,86,204
79,80,80,Geoff Ogilvy,90,42.12,131,311
80,81,81,Harrison Frazar,88,41.99,131,312
81,82,82,Jim Carter,98,41.82,138,330
82,83,83,Dan Forsman,83,41.78,122,292
83,84,84,Tripp Isenhour,68,41.77,99,237
84,85,85,Tim Clark,76,41.76,109,261
85,86,86,Michael Allen,76,41.7,108,259
86,87,87,Per-Ulrik Johansson,87,41.53,125,301
87,88,88,Paul Azinger,69,41.52,93,224
