,Tenth_Tee_Late_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Late_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Late_Lowest_Round_PLAYER NAME,Tenth_Tee_Late_Lowest_Round_ROUNDS,Tenth_Tee_Late_Lowest_Round_LOW RND
0,T1,T1,Steve Jones,71,62
1,T1,T1,Pat Perez,89,62
2,T1,T1,Kenny Perry,98,62
3,T4,T4,Tommy Armour III,82,63
4,T4,T4,Greg Chalmers,94,63
5,T4,T4,Brandel Chamblee,85,63
6,T4,T4,Robert Damron,85,63
7,T4,T4,Dan Forsman,83,63
8,T4,T4,Robert Gamez,69,63
9,T4,T4,Jay Haas,83,63
10,T4,T4,John Riegger,88,63
11,T4,T4,Bo Van Pelt,78,63
12,T13,T13,Stuart Appleby,97,64
13,T13,T13,Notah Begay III,76,64
14,T13,T13,"David Berganio, Jr.",80,64
15,T13,T13,Bob Burns,99,64
16,T13,T13,Chad Campbell,111,64
17,T13,T13,Chris DiMarco,111,64
18,T13,T13,Luke Donald,106,64
19,T13,T13,Brad Elder,76,64
20,T13,T13,Fred Funk,106,64
21,T13,T13,Jim Furyk,88,64
22,T13,T13,Donnie Hammond,60,64
23,T13,T13,Lee Janzen,101,64
24,T13,T13,Jerry Kelly,99,64
25,T13,T13,Ian Leggatt,97,64
26,T13,T13,Justin Leonard,97,64
27,T13,T13,Peter Lonard,93,64
28,T13,T13,Davis Love III,92,64
29,T13,T13,Andrew Magee,91,64
30,T13,T13,Shaun Micheel,100,64
31,T13,T13,Phil Mickelson,97,64
32,T13,T13,Bryce Molder,65,64
33,T13,T13,Deane Pappas,90,64
34,T13,T13,Loren Roberts,93,64
35,T13,T13,John Senden,96,64
36,T13,T13,Jeff Sluman,118,64
37,T13,T13,Craig Stadler,72,64
38,T13,T13,Hidemichi Tanaka,104,64
39,T13,T13,Esteban Toledo,106,64
40,T13,T13,David Toms,106,64
41,T13,T13,Grant Waite,98,64
42,T13,T13,Duffy Waldorf,90,64
43,T44,T44,Michael Allen,76,65
44,T44,T44,Stephen Ames,89,65
45,T44,T44,Cameron Beckman,87,65
46,T44,T44,Paul Claxton,83,65
47,T44,T44,John Daly,62,65
48,T44,T44,Glen Day,107,65
49,T44,T44,David Duval,78,65
50,T44,T44,Steve Elkington,82,65
51,T44,T44,Bob Estes,93,65
52,T44,T44,Stephen Gangluff,75,65
53,T44,T44,Brian Gay,117,65
54,T44,T44,Kelly Gibson,40,65
55,T44,T44,Retief Goosen,56,65
56,T44,T44,Jeff Gove,89,65
57,T44,T44,J.P. Hayes,78,65
58,T44,T44,Brian Henninger,66,65
59,T44,T44,Glen Hnatiuk,95,65
60,T44,T44,Per-Ulrik Johansson,87,65
61,T44,T44,Steve Lowery,98,65
62,T44,T44,Bob May,91,65
63,T44,T44,Mark O'Meara,68,65
64,T44,T44,Joe Ogilvie,50,65
65,T44,T44,Rod Pampling,98,65
66,T44,T44,Tom Pernice Jr.,101,65
67,T44,T44,Lee Porter,91,65
68,T44,T44,Phillip Price,20,65
69,T44,T44,Dicky Pride,51,65
70,T44,T44,Chris Riley,104,65
71,T44,T44,John Rollins,124,65
72,T44,T44,Mike Sposa,111,65
73,T44,T44,Steve Stricker,68,65
74,T44,T44,Kevin Sutherland,96,65
75,T44,T44,Phil Tataurangi,88,65
76,T44,T44,Bob Tway,103,65
77,T44,T44,Scott Verplank,93,65
78,T44,T44,Mike Weir,94,65
79,T44,T44,Jay Williamson,91,65
80,T44,T44,Tiger Woods,69,65
81,T82,T82,Robert Allenby,96,66
82,T82,T82,Billy Andrade,100,66
83,T82,T82,Paul Azinger,69,66
