,Tenth_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_3_Scoring_Average_AVG,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Scott Hoch,71,2.83,68,24
1,2,2,Retief Goosen,56,2.85,57,20
2,T3,T3,Dudley Hart,88,2.88,138,48
3,T3,T3,Joey Sindelar,104,2.88,170,59
4,T5,T5,Tommy Armour III,82,2.89,237,82
5,T5,T5,Bob Estes,93,2.89,104,36
6,T5,T5,Stephen Gangluff,75,2.89,130,45
7,T5,T5,Dicky Pride,51,2.89,127,44
8,9,9,Steve Lowery,98,2.9,122,42
9,T10,T10,Shigeki Maruyama,87,2.91,93,32
10,T10,T10,Mike Weir,94,2.91,154,53
11,T12,T12,Pat Bates,94,2.92,210,72
12,T12,T12,Phil Tataurangi,88,2.92,140,48
13,T12,T12,Tiger Woods,69,2.92,35,12
14,T15,T15,Stephen Ames,89,2.94,153,52
15,T15,T15,Jonathan Kaye,83,2.94,94,32
16,T17,T17,Ian Leggatt,97,2.95,192,65
17,T17,T17,Kevin Sutherland,96,2.95,192,65
18,T17,T17,Bob Tway,103,2.95,177,60
19,T20,T20,Charles Howell III,118,2.96,154,52
20,T20,T20,Jesper Parnevik,85,2.96,213,72
21,T20,T20,Matt Peterson,80,2.96,266,90
22,T23,T23,Craig Barlow,62,2.97,98,33
23,T23,T23,Bob Burns,99,2.97,294,99
24,T23,T23,Dan Forsman,83,2.97,297,100
25,T23,T23,Brent Geiberger,95,2.97,282,95
26,T23,T23,Lee Janzen,101,2.97,98,33
27,T23,T23,Blaine McCallister,75,2.97,273,92
28,T29,T29,Stuart Appleby,97,2.98,134,45
29,T29,T29,Jay Haas,83,2.98,194,65
30,T29,T29,Glen Hnatiuk,95,2.98,238,80
31,T29,T29,Craig Perks,91,2.98,170,57
32,T29,T29,John Riegger,88,2.98,155,52
33,T29,T29,Scott Verplank,93,2.98,131,44
34,T35,T35,Briny Baird,110,2.99,266,89
35,T35,T35,Glen Day,107,2.99,251,84
36,T35,T35,Peter Lonard,93,2.99,203,68
37,T35,T35,Bob May,91,2.99,206,69
38,T35,T35,Pat Perez,89,2.99,203,68
39,T40,T40,Cameron Beckman,87,3.0,159,53
40,T40,T40,Mark Brooks,97,3.0,147,49
41,T40,T40,Joe Durant,87,3.0,111,37
42,T40,T40,Ernie Els,68,3.0,12,4
43,T40,T40,Carlos Franco,107,3.0,147,49
44,T40,T40,Jim Furyk,88,3.0,96,32
45,T40,T40,Matt Gogel,79,3.0,168,56
46,T40,T40,David Gossett,95,3.0,210,70
47,T40,T40,John Huston,99,3.0,135,45
48,T40,T40,J.L. Lewis,98,3.0,195,65
