,First_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_2_Scoring_Average_AVG,First_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Matt Peterson,62.0,62,1
1,T2,T2,John Daly,67.0,134,2
2,T2,T2,Charles Howell III,67.0,469,7
3,4,4,David Toms,67.88,543,8
4,T5,T5,Steve Elkington,68.0,68,1
5,T5,T5,Robert Gamez,68.0,204,3
6,T5,T5,Tripp Isenhour,68.0,272,4
7,T5,T5,Tom Lehman,68.0,136,2
8,T5,T5,Scott McCarron,68.0,408,6
9,T5,T5,Steve Pate,68.0,136,2
10,11,11,Jeff Sluman,68.1,681,10
11,T12,T12,Ernie Els,68.33,410,6
12,T12,T12,Shigeki Maruyama,68.33,410,6
13,14,14,Justin Leonard,68.5,411,6
14,15,15,Scott Verplank,68.57,480,7
15,16,16,Len Mattiace,68.6,343,5
16,17,17,Chris Smith,68.63,549,8
17,T18,T18,Peter Lonard,68.67,206,3
18,T18,T18,Geoff Ogilvy,68.67,412,6
19,T18,T18,Duffy Waldorf,68.67,412,6
20,21,21,Kent Jones,68.71,481,7
21,T22,T22,Dudley Hart,68.75,275,4
22,T22,T22,J.L. Lewis,68.75,275,4
23,T22,T22,Garrett Willis,68.75,275,4
24,25,25,Phil Tataurangi,68.8,344,5
25,26,26,Tiger Woods,68.83,413,6
26,T27,T27,Scott Hoch,69.0,345,5
27,T27,T27,Phil Mickelson,69.0,276,4
28,T27,T27,Loren Roberts,69.0,345,5
29,30,30,Vijay Singh,69.08,829,12
30,T31,T31,Chris DiMarco,69.13,553,8
31,T31,T31,Ian Leggatt,69.13,553,8
32,T31,T31,Shaun Micheel,69.13,553,8
33,34,34,Fred Funk,69.14,484,7
34,35,35,Tim Petrovic,69.17,415,6
35,36,36,Chad Campbell,69.18,761,11
36,T37,T37,John Huston,69.2,692,10
37,T37,T37,Jerry Kelly,69.2,692,10
38,39,39,Carl Paulson,69.25,554,8
39,T40,T40,Cameron Beckman,69.33,416,6
40,T40,T40,Lee Janzen,69.33,416,6
41,T40,T40,Brett Quigley,69.33,416,6
42,43,43,Scott Simpson,69.4,347,5
43,44,44,Chris Riley,69.43,486,7
44,T45,T45,Tom Byrum,69.5,417,6
45,T45,T45,Stewart Cink,69.5,139,2
46,T45,T45,Skip Kendall,69.5,417,6
47,T45,T45,Bob May,69.5,556,8
48,T49,T49,Brian Gay,69.57,487,7
49,T49,T49,Kenny Perry,69.57,487,7
50,51,51,Retief Goosen,69.6,348,5
51,T52,T52,Billy Andrade,69.67,627,9
52,T52,T52,Per-Ulrik Johansson,69.67,418,6
53,T52,T52,Joe Ogilvie,69.67,209,3
54,55,55,Michael Clark II,69.69,906,13
55,56,56,Joey Sindelar,69.7,697,10
56,57,57,Nick Price,69.75,279,4
57,T58,T58,J.J. Henry,70.0,910,13
58,T58,T58,Glen Hnatiuk,70.0,560,8
59,T58,T58,Brad Lardon,70.0,210,3
60,T58,T58,Frank Nobilo,70.0,560,8
61,T58,T58,Jesper Parnevik,70.0,210,3
62,T58,T58,Kevin Sutherland,70.0,350,5
63,T58,T58,Tommy Tolles,70.0,350,5
64,T58,T58,Kirk Triplett,70.0,210,3
65,66,66,Ben Crane,70.11,631,9
66,T67,T67,Woody Austin,70.17,421,6
67,T67,T67,Rocco Mediate,70.17,421,6
68,T67,T67,Corey Pavin,70.17,421,6
69,T70,T70,Jay Don Blake,70.18,772,11
70,T70,T70,Tim Herron,70.18,772,11
71,72,72,Jay Haas,70.2,351,5
72,73,73,Craig Stadler,70.22,632,9
73,T74,T74,K.J. Choi,70.25,281,4
74,T74,T74,Mike Weir,70.25,562,8
75,T76,T76,Rich Beem,70.27,773,11
76,T76,T76,Joel Edwards,70.27,773,11
77,T78,T78,Fulton Allem,70.29,492,7
78,T78,T78,Michael Long,70.29,492,7
79,80,80,Jim Furyk,70.3,703,10
80,T81,T81,Stuart Appleby,70.33,422,6
81,T81,T81,David Frost,70.33,633,9
82,T81,T81,Tom Pernice Jr.,70.33,633,9
83,84,84,Davis Love III,70.38,563,8
84,T85,T85,John Cook,70.4,352,5
85,T85,T85,J.P. Hayes,70.4,352,5
86,87,87,Tim Clark,70.43,493,7
87,88,88,Mark Calcavecchia,70.5,423,6
88,T89,T89,Jonathan Byrd,70.56,635,9
89,T89,T89,Carlos Franco,70.56,635,9
90,T91,T91,Pat Bates,70.57,494,7
91,T91,T91,Paul Claxton,70.57,494,7
92,T91,T91,Stephen Gangluff,70.57,494,7
93,T91,T91,Brandt Jobe,70.57,494,7
94,T91,T91,Bob Tway,70.57,494,7
95,T96,T96,Jeff Brehaut,70.6,706,10
96,T96,T96,Bob Estes,70.6,353,5
97,T96,T96,Billy Mayfair,70.6,353,5
98,T99,T99,Harrison Frazar,70.67,636,9
99,T99,T99,John Senden,70.67,636,9
100,T99,T99,Heath Slocum,70.67,636,9
101,102,102,Esteban Toledo,70.7,707,10
102,103,103,Steve Jones,70.75,283,4
103,104,104,Mark Brooks,70.78,637,9
104,T105,T105,Steve Allan,70.8,708,10
105,T105,T105,"David Berganio, Jr.",70.8,354,5
106,T105,T105,Brian Henninger,70.8,354,5
107,T105,T105,Rod Pampling,70.8,354,5
108,109,109,Brent Geiberger,70.83,425,6
109,110,110,John Riegger,70.89,638,9
110,T111,T111,Briny Baird,71.0,710,10
111,T111,T111,Robert Damron,71.0,355,5
112,T111,T111,David Duval,71.0,284,4
113,T111,T111,Bernhard Langer,71.0,142,2
114,T111,T111,José María Olazábal,71.0,142,2
115,T111,T111,Craig Parry,71.0,284,4
