,Tenth_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_4_Scoring_Average_AVG,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,José Coceres,51,3.8,114,30
1,2,2,Lee Janzen,101,3.83,306,80
2,3,3,Jim Furyk,88,3.86,324,84
3,4,4,Sergio Garcia,79,3.87,120,31
4,5,5,Peter Lonard,93,3.89,700,180
5,T6,T6,Retief Goosen,56,3.9,203,52
6,T6,T6,Phil Mickelson,97,3.9,616,158
7,T8,T8,Donnie Hammond,60,3.91,446,114
8,T8,T8,Davis Love III,92,3.91,407,104
9,T10,T10,Stuart Appleby,97,3.92,435,111
10,T10,T10,Ernie Els,68,3.92,47,12
11,T10,T10,Brad Faxon,93,3.92,537,137
12,T10,T10,Brian Gay,117,3.92,752,192
13,T14,T14,Justin Leonard,97,3.93,534,136
14,T14,T14,John Riegger,88,3.93,530,135
15,T14,T14,Chris Riley,104,3.93,534,136
16,T14,T14,Tiger Woods,69,3.93,118,30
17,T18,T18,Chris DiMarco,111,3.94,658,167
18,T18,T18,Glen Hnatiuk,95,3.94,756,192
19,T18,T18,John Huston,99,3.94,453,115
20,T18,T18,Brandt Jobe,94,3.94,662,168
21,T18,T18,Skip Kendall,103,3.94,626,159
22,T18,T18,John Senden,96,3.94,650,165
23,T18,T18,David Toms,106,3.94,501,127
24,T25,T25,Paul Azinger,69,3.95,415,105
25,T25,T25,Bart Bryant,69,3.95,486,123
26,T25,T25,Per-Ulrik Johansson,87,3.95,695,176
27,T25,T25,Jeff Maggert,83,3.95,628,159
28,T25,T25,Craig Parry,69,3.95,245,62
29,T25,T25,David Peoples,105,3.95,722,183
30,T25,T25,Craig Perks,91,3.95,573,145
31,T25,T25,Kirk Triplett,84,3.95,454,115
32,T25,T25,Scott Verplank,93,3.95,450,114
33,T34,T34,Robert Gamez,69,3.96,614,155
34,T34,T34,Steve Lowery,98,3.96,416,105
35,T34,T34,Scott McCarron,106,3.96,534,135
36,T34,T34,Kenny Perry,98,3.96,538,136
37,T38,T38,Briny Baird,110,3.97,929,234
38,T38,T38,Stewart Cink,92,3.97,603,152
39,T38,T38,Luke Donald,106,3.97,706,178
40,T38,T38,Bradley Hughes,60,3.97,627,158
41,T38,T38,Peter Jacobsen,67,3.97,532,134
42,T38,T38,Rocco Mediate,79,3.97,310,78
43,T38,T38,Shaun Micheel,100,3.97,616,155
44,T38,T38,José María Olazábal,71,3.97,437,110
45,T38,T38,Pat Perez,89,3.97,715,180
46,T38,T38,Loren Roberts,93,3.97,580,146
47,T48,T48,Billy Andrade,100,3.98,577,145
48,T48,T48,John Cook,85,3.98,378,95
49,T48,T48,Joe Durant,87,3.98,386,97
50,T48,T48,Bob Estes,93,3.98,390,98
51,T48,T48,J.L. Lewis,98,3.98,657,165
52,T48,T48,Duffy Waldorf,90,3.98,629,158
53,T54,T54,Pat Bates,94,3.99,755,189
54,T54,T54,"David Berganio, Jr.",80,3.99,786,197
55,T54,T54,Chad Campbell,111,3.99,707,177
56,T54,T54,Fred Couples,64,3.99,407,102
57,T54,T54,David Duval,78,3.99,551,138
58,T54,T54,Steve Flesch,110,3.99,698,175
59,T54,T54,Dan Forsman,83,3.99,974,244
60,T54,T54,Fred Funk,106,3.99,627,157
61,T54,T54,David Gossett,95,3.99,718,180
62,T54,T54,Jerry Kelly,99,3.99,383,96
63,T54,T54,Matt Kuchar,82,3.99,722,181
64,T54,T54,Ian Leggatt,97,3.99,650,163
65,T54,T54,Tom Lehman,78,3.99,291,73
66,T54,T54,Spike McRoy,69,3.99,543,136
67,T54,T54,Hidemichi Tanaka,104,3.99,690,173
68,T54,T54,Bob Tway,103,3.99,630,158
69,T70,T70,Stephen Ames,89,4.0,548,137
70,T70,T70,Bob Burns,99,4.0,1005,251
71,T70,T70,Brandel Chamblee,85,4.0,784,196
72,T70,T70,Tim Clark,76,4.0,328,82
73,T70,T70,Glen Day,107,4.0,799,200
74,T70,T70,Joel Edwards,101,4.0,472,118
75,T70,T70,Lee Porter,91,4.0,780,195
76,T70,T70,Joey Sindelar,104,4.0,552,138
77,T70,T70,Vijay Singh,102,4.0,212,53
78,T70,T70,Steve Stricker,68,4.0,624,156
79,T70,T70,Mike Weir,94,4.0,532,133
80,T81,T81,Jeff Brehaut,87,4.01,622,155
81,T81,T81,Greg Chalmers,94,4.01,923,230
82,T81,T81,Paul Gow,99,4.01,513,128
83,T81,T81,J.P. Hayes,78,4.01,618,154
84,T81,T81,Eduardo Herrera,59,4.01,581,145
85,T81,T81,Tim Herron,102,4.01,449,112
86,T81,T81,Frank Lickliter II,94,4.01,505,126
87,T81,T81,Len Mattiace,106,4.01,782,195
88,T81,T81,Michael Muehr,73,4.01,554,138
89,T81,T81,Brett Quigley,93,4.01,697,174
90,T91,T91,Cameron Beckman,87,4.02,551,137
91,T91,T91,Olin Browne,107,4.02,948,236
92,T91,T91,Tom Byrum,77,4.02,535,133
93,T91,T91,Phil Tataurangi,88,4.02,506,126
94,T95,T95,Jay Don Blake,107,4.03,689,171
95,T95,T95,Jim Carter,98,4.03,584,145
96,T95,T95,Steve Jones,71,4.03,581,144
97,T95,T95,Shigeki Maruyama,87,4.03,347,86
98,T95,T95,Mark O'Meara,68,4.03,286,71
99,T95,T95,Carl Paulson,84,4.03,387,96
100,T95,T95,Tim Petrovic,92,4.03,950,236
101,T95,T95,Nick Price,69,4.03,479,119
102,T95,T95,Brett Wetterich,89,4.03,867,215
103,T104,T104,Fulton Allem,64,4.04,461,114
104,T104,T104,Brian Bateman,94,4.04,752,186
105,T104,T104,Carlos Franco,107,4.04,501,124
106,T104,T104,Stephen Gangluff,75,4.04,456,113
107,T104,T104,Brent Geiberger,95,4.04,969,240
108,T104,T104,Jeff Gove,89,4.04,1205,298
109,T104,T104,Andrew Magee,91,4.04,671,166
110,T104,T104,David Morland IV,58,4.04,553,137
111,T104,T104,Matt Peterson,80,4.04,914,226
112,T104,T104,Dicky Pride,51,4.04,469,116
113,T104,T104,Chris Smith,103,4.04,590,146
114,T115,T115,Robert Allenby,96,4.05,336,83
115,T115,T115,Craig Barlow,62,4.05,328,81
