,First_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_4_Scoring_Average_AVG,First_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,66.0,132,2
1,2,2,Phil Mickelson,66.33,199,3
2,3,3,Ernie Els,66.5,266,4
3,4,4,Boo Weekley,66.67,200,3
4,5,5,Retief Goosen,67.0,134,2
5,6,6,Jay Haas,67.89,611,9
6,T7,T7,Davis Love III,68.0,272,4
7,T7,T7,Rocco Mediate,68.0,272,4
8,T7,T7,Steve Stricker,68.0,204,3
9,10,10,John Senden,68.5,411,6
10,11,11,Jim Furyk,68.67,206,3
11,12,12,Frank Nobilo,68.89,620,9
12,13,13,John Huston,68.91,758,11
13,T14,T14,Michael Allen,69.0,276,4
14,T14,T14,K.J. Choi,69.0,276,4
15,T14,T14,Harrison Frazar,69.0,138,2
16,T14,T14,Charles Howell III,69.0,345,5
17,T14,T14,Bob May,69.0,483,7
18,T14,T14,David Toms,69.0,276,4
19,20,20,Joel Edwards,69.22,623,9
20,T21,T21,Cameron Beckman,69.25,277,4
21,T21,T21,Bob Estes,69.25,554,8
22,T21,T21,Fred Funk,69.25,554,8
23,T21,T21,Glen Hnatiuk,69.25,554,8
24,T21,T21,Nick Price,69.25,277,4
25,26,26,Brent Geiberger,69.44,625,9
26,T27,T27,Stuart Appleby,69.5,417,6
27,T27,T27,J.P. Hayes,69.5,417,6
28,T27,T27,Peter Jacobsen,69.5,278,4
29,30,30,Tom Scherrer,69.56,626,9
30,T31,T31,Olin Browne,69.6,348,5
31,T31,T31,Lee Janzen,69.6,348,5
32,T31,T31,Bob Tway,69.6,348,5
33,T31,T31,Mike Weir,69.6,348,5
34,T35,T35,Chris Riley,69.67,418,6
35,T35,T35,Loren Roberts,69.67,418,6
36,T37,T37,Dan Forsman,69.75,279,4
37,T37,T37,Mark O'Meara,69.75,279,4
38,39,39,"David Berganio, Jr.",69.8,349,5
39,T40,T40,David Peoples,69.83,419,6
40,T40,T40,Jay Williamson,69.83,419,6
41,T42,T42,Joe Durant,69.86,489,7
42,T42,T42,Joey Sindelar,69.86,489,7
43,44,44,Peter Lonard,69.9,699,10
44,45,45,John Rollins,69.92,839,12
45,T46,T46,Robin Freeman,70.0,560,8
46,T46,T46,Matt Gogel,70.0,280,4
47,T46,T46,Donnie Hammond,70.0,210,3
48,T46,T46,Jerry Kelly,70.0,420,6
49,T46,T46,Michael Long,70.0,140,2
50,T46,T46,José María Olazábal,70.0,350,5
51,T46,T46,Rod Pampling,70.0,700,10
52,T46,T46,Pat Perez,70.0,280,4
53,54,54,Stephen Ames,70.13,561,8
54,T55,T55,Ben Crane,70.14,491,7
55,T55,T55,Jess Daley,70.14,491,7
56,T57,T57,Billy Andrade,70.17,421,6
57,T57,T57,Dicky Pride,70.17,421,6
58,T59,T59,Mathew Goggin,70.25,562,8
59,T59,T59,John Riegger,70.25,562,8
60,T61,T61,Robert Damron,70.33,633,9
61,T61,T61,Stephen Gangluff,70.33,422,6
62,T61,T61,Greg Kraft,70.33,211,3
63,T64,T64,Steve Elkington,70.4,352,5
64,T64,T64,Justin Leonard,70.4,352,5
65,T64,T64,Shaun Micheel,70.4,352,5
66,T67,T67,Mark Calcavecchia,70.43,493,7
67,T67,T67,Tim Clark,70.43,493,7
68,T67,T67,Kenneth Staton,70.43,493,7
69,T70,T70,Dudley Hart,70.5,564,8
70,T70,T70,Kaname Yokoo,70.5,141,2
71,72,72,Chad Campbell,70.56,635,9
72,T73,T73,Jesper Parnevik,70.57,494,7
73,T73,T73,Corey Pavin,70.57,494,7
74,75,75,Billy Mayfair,70.58,847,12
75,T76,T76,Steve Jones,70.67,212,3
76,T76,T76,Kevin Sutherland,70.67,424,6
77,78,78,Steve Allan,70.71,495,7
78,T79,T79,Pat Bates,70.75,283,4
79,T79,T79,Notah Begay III,70.75,283,4
80,T79,T79,Steve Flesch,70.75,283,4
81,82,82,Duffy Waldorf,70.78,637,9
82,83,83,Jeff Gove,70.8,354,5
83,T84,T84,Greg Chalmers,70.83,425,6
84,T84,T84,Per-Ulrik Johansson,70.83,425,6
85,T86,T86,J.J. Henry,70.86,992,14
86,T86,T86,Steve Lowery,70.86,496,7
87,T86,T86,Hidemichi Tanaka,70.86,496,7
88,89,89,Rich Beem,70.88,567,8
89,T90,T90,Bart Bryant,71.0,426,6
90,T90,T90,Tom Byrum,71.0,497,7
91,T90,T90,Stewart Cink,71.0,213,3
92,T90,T90,John Cook,71.0,355,5
93,T90,T90,Fred Couples,71.0,284,4
94,T90,T90,Chris DiMarco,71.0,284,4
95,T90,T90,David Duval,71.0,142,2
96,T90,T90,Bob Heintz,71.0,213,3
97,T90,T90,Bradley Hughes,71.0,284,4
98,T90,T90,Pete Jordan,71.0,142,2
99,T90,T90,Skip Kendall,71.0,710,10
100,T90,T90,Steve Pate,71.0,284,4
101,T90,T90,Tim Petrovic,71.0,213,3
102,T90,T90,Bo Van Pelt,71.0,142,2
103,T104,T104,Paul Claxton,71.17,427,6
104,T104,T104,Shigeki Maruyama,71.17,427,6
105,T104,T104,Jeff Sluman,71.17,427,6
106,T107,T107,Edward Fryatt,71.2,356,5
107,T107,T107,Esteban Toledo,71.2,356,5
108,109,109,Briny Baird,71.22,641,9
109,T110,T110,Jonathan Byrd,71.25,285,4
110,T110,T110,Luke Donald,71.25,570,8
111,T110,T110,Carlos Franco,71.25,570,8
112,T110,T110,Bernhard Langer,71.25,285,4
113,T114,T114,J.L. Lewis,71.29,499,7
114,T114,T114,Chris Smith,71.29,499,7
115,T116,T116,Bob Burns,71.33,428,6
116,T116,T116,Gary Nicklaus,71.33,214,3
117,T118,T118,Paul Gow,71.4,357,5
118,T118,T118,Andrew Magee,71.4,357,5
119,120,120,Tom Pernice Jr.,71.45,786,11
120,T121,T121,Scott Hoch,71.5,286,4
121,T121,T121,Brandt Jobe,71.5,572,8
122,T121,T121,Ian Leggatt,71.5,429,6
123,T121,T121,Dennis Paulson,71.5,286,4
124,T121,T121,Matt Peterson,71.5,286,4
125,T121,T121,Rory Sabbatini,71.5,143,2
126,T121,T121,Scott Verplank,71.5,286,4
127,128,128,Jay Don Blake,71.56,644,9
128,129,129,Tim Herron,71.57,501,7
129,T130,T130,Heath Slocum,71.6,358,5
130,T130,T130,Richard Zokol,71.6,358,5
131,T132,T132,Mark Brooks,71.63,573,8
132,T132,T132,Kenny Perry,71.63,573,8
133,T134,T134,Paul Azinger,71.67,430,6
134,T134,T134,Tom Lehman,71.67,645,9
135,T134,T134,Blaine McCallister,71.67,215,3
136,T134,T134,Spike McRoy,71.67,215,3
137,T134,T134,Mike Sposa,71.67,860,12
138,T134,T134,Craig Stadler,71.67,430,6
139,T140,T140,Glen Day,71.7,717,10
140,T140,T140,Len Mattiace,71.7,717,10
141,T142,T142,David Gossett,71.71,502,7
142,T142,T142,Lee Porter,71.71,502,7
143,T144,T144,Robert Gamez,71.75,287,4
144,T144,T144,Michael Muehr,71.75,287,4
145,146,146,Brian Henninger,71.8,359,5
146,T147,T147,Woody Austin,72.0,504,7
147,T147,T147,Craig Barlow,72.0,144,2
148,T147,T147,Jeff Brehaut,72.0,504,7
149,T147,T147,Brad Faxon,72.0,360,5
150,T147,T147,Sergio Garcia,72.0,144,2
151,T147,T147,Kent Jones,72.0,504,7
152,T147,T147,Franklin Langham,72.0,432,6
153,T147,T147,Joe Ogilvie,72.0,216,3
154,T155,T155,Jim Carter,72.11,649,9
155,T155,T155,Brian Gay,72.11,649,9
156,157,157,Grant Waite,72.14,505,7
157,T158,T158,Michael Clark II,72.17,433,6
158,T158,T158,Brad Elder,72.17,433,6
159,T158,T158,Frank Lickliter II,72.17,433,6
160,T161,T161,Craig Parry,72.2,361,5
161,T161,T161,Paul Stankowski,72.2,722,10
162,T161,T161,Tommy Tolles,72.2,361,5
163,T164,T164,David Frost,72.29,506,7
164,T164,T164,Deane Pappas,72.29,506,7
165,166,166,Brett Quigley,72.33,651,9
166,T167,T167,Fulton Allem,72.5,290,4
167,T167,T167,Robert Allenby,72.5,290,4
168,T167,T167,José Coceres,72.5,290,4
169,T167,T167,Scott Dunlap,72.5,145,2
170,T167,T167,Mike Hulbert,72.5,145,2
171,T167,T167,Matt Kuchar,72.5,145,2
172,T167,T167,Vijay Singh,72.5,145,2
173,T174,T174,Geoff Ogilvy,72.67,654,9
174,T174,T174,Carl Paulson,72.67,436,6
175,T174,T174,Phil Tataurangi,72.67,436,6
176,T177,T177,Scott McCarron,72.8,364,5
177,T177,T177,Hal Sutton,72.8,364,5
178,179,179,Brandel Chamblee,72.83,437,6
179,T180,T180,Brian Bateman,73.0,511,7
180,T180,T180,John Daly,73.0,146,2
181,T180,T180,Neal Lancaster,73.0,438,6
182,T180,T180,Jeff Maggert,73.0,292,4
183,T180,T180,David Morland IV,73.0,292,4
184,T180,T180,Brenden Pappas,73.0,219,3
185,T180,T180,Craig Perks,73.0,584,8
186,T180,T180,Scott Simpson,73.0,219,3
187,T188,T188,Paul Goydos,73.17,439,6
188,T188,T188,Jonathan Kaye,73.17,439,6
189,190,190,Tommy Armour III,73.2,366,5
190,191,191,Brad Lardon,73.25,293,4
