,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
59,T60,T60,J.P. Hayes,78,14.52,45,310
60,T60,T60,Rocco Mediate,79,14.52,44,303
61,62,62,David Gossett,95,14.44,54,374
62,63,63,Pat Perez,89,14.41,51,354
63,64,64,Rod Pampling,98,14.36,55,383
64,65,65,Len Mattiace,106,14.35,61,425
65,66,66,Mathew Goggin,64,14.34,38,265
66,67,67,Jeff Gove,89,14.33,52,363
67,T68,T68,Steve Allan,93,14.25,52,365
68,T68,T68,David Toms,106,14.25,58,407
69,70,70,John Rollins,124,14.23,69,485
70,71,71,Neal Lancaster,101,14.11,58,411
71,72,72,Bob May,91,14.09,51,362
72,73,73,Mark Brooks,97,14.02,53,378
73,74,74,Joe Ogilvie,50,14.01,29,207
74,75,75,Fred Couples,64,13.99,34,243
75,76,76,Brian Henninger,66,13.97,38,272
76,T77,T77,Jim Carter,98,13.92,55,395
77,T77,T77,Robin Freeman,79,13.92,43,309
78,T77,T77,Spike McRoy,69,13.92,38,273
79,80,80,Mike Hulbert,55,13.89,30,216
80,81,81,Brandel Chamblee,85,13.87,48,346
81,82,82,Mark O'Meara,68,13.86,37,267
82,83,83,Lee Janzen,101,13.85,54,390
83,84,84,Kent Jones,105,13.84,58,419
84,T85,T85,Pat Bates,94,13.82,51,369
85,T85,T85,Jay Don Blake,107,13.82,59,427
86,T85,T85,Carlos Franco,107,13.82,59,427
87,T88,T88,Robert Damron,85,13.81,46,333
88,T88,T88,Scott McCarron,106,13.81,54,391
89,T90,T90,Duffy Waldorf,90,13.8,49,355
90,T90,T90,Brett Wetterich,89,13.8,49,355
91,92,92,Shigeki Maruyama,87,13.79,48,348
92,93,93,Jesper Parnevik,85,13.77,46,334
93,94,94,Matt Gogel,79,13.73,42,306
94,95,95,Matt Peterson,80,13.72,45,328
95,96,96,Tommy Tolles,64,13.69,36,263
96,T97,T97,Tim Herron,102,13.65,55,403
97,T97,T97,Steve Pate,64,13.65,34,249
98,99,99,Nick Price,69,13.64,36,264
99,T100,T100,Davis Love III,92,13.62,47,345
100,T100,T100,Craig Stadler,72,13.62,38,279
101,T100,T100,Boo Weekley,57,13.62,32,235
102,103,103,Per-Ulrik Johansson,87,13.56,48,354
103,T104,T104,Paul Gow,99,13.55,53,391
104,T104,T104,Jay Williamson,91,13.55,50,369
105,T106,T106,Cameron Beckman,87,13.53,46,340
106,T106,T106,Brett Quigley,93,13.53,51,377
107,T106,T106,Bob Tway,103,13.53,54,399
108,T109,T109,Bob Burns,99,13.52,53,392
109,T109,T109,Tom Lehman,78,13.52,38,281
110,111,111,Pete Jordan,78,13.48,43,319
111,112,112,Ben Crane,91,13.46,49,364
112,113,113,Jerry Kelly,99,13.35,53,397
113,114,114,Luke Donald,106,13.3,56,421
114,T115,T115,José Coceres,51,13.24,27,204
115,T115,T115,Jerry Smith,91,13.24,47,355
116,117,117,Matt Kuchar,82,13.21,44,333
117,T118,T118,Steve Flesch,110,13.15,56,426
118,T118,T118,Michael Long,71,13.15,38,289
119,120,120,Russ Cochran,68,13.14,36,274
120,121,121,Glen Hnatiuk,95,13.09,50,382
121,122,122,Greg Kraft,86,13.04,45,345
122,123,123,Blaine McCallister,75,12.99,40,308
123,124,124,Shaun Micheel,100,12.98,51,393
124,125,125,Paul Claxton,83,12.9,44,341
125,126,126,Stephen Ames,89,12.86,45,350
126,127,127,José María Olazábal,71,12.84,33,257
127,T128,T128,Brandt Jobe,94,12.83,49,382
128,T128,T128,Skip Kendall,103,12.83,53,413
129,130,130,Notah Begay III,76,12.79,38,297
130,131,131,Dennis Paulson,89,12.78,45,352
131,132,132,Brad Faxon,93,12.76,43,337
132,133,133,Hidemichi Tanaka,104,12.71,53,417
133,134,134,Tom Byrum,77,12.7,40,315
134,135,135,Michael Clark II,97,12.6,49,389
135,136,136,Steve Jones,71,12.59,35,278
136,137,137,Chris DiMarco,111,12.56,53,422
137,138,138,John Senden,96,12.53,47,375
138,139,139,Frank Lickliter II,94,12.46,44,353
139,140,140,Scott Dunlap,74,12.41,36,290
140,141,141,Billy Mayfair,99,12.4,47,379
141,142,142,Brad Elder,76,12.38,38,307
142,143,143,David Frost,90,12.36,45,364
143,144,144,Billy Andrade,100,12.34,48,389
144,145,145,Lee Porter,91,12.32,44,357
145,T146,T146,John Huston,99,12.31,48,390
146,T146,T146,Paul Stankowski,100,12.31,49,398
147,148,148,Mark Calcavecchia,84,12.3,39,317
148,149,149,Kenneth Staton,104,12.26,51,416
149,150,150,Tom Scherrer,98,12.24,47,384
150,151,151,Steve Stricker,68,12.2,31,254
151,152,152,Charles Howell III,118,12.09,55,455
152,153,153,Justin Leonard,97,12.03,45,374
153,154,154,Jess Daley,76,11.97,37,309
154,155,155,Craig Parry,69,11.96,33,276
155,T156,T156,Paul Azinger,69,11.86,30,253
156,T156,T156,Greg Chalmers,94,11.86,44,371
157,158,158,Gary Nicklaus,66,11.85,32,270
158,159,159,Brad Lardon,59,11.72,28,239
159,160,160,Franklin Langham,72,11.7,33,282
160,161,161,Woody Austin,102,11.58,47,406
161,162,162,Jim Furyk,88,11.57,39,337
162,163,163,Dicky Pride,51,11.48,24,209
163,164,164,Tripp Isenhour,68,11.47,32,279
164,165,165,Rich Beem,99,11.43,44,385
165,166,166,Michael Muehr,73,11.38,33,290
166,167,167,Brian Bateman,94,11.32,42,371
167,168,168,Jonathan Byrd,96,11.23,42,374
168,169,169,Peter Jacobsen,67,11.19,31,277
169,170,170,Grant Waite,98,11.17,44,394
170,171,171,Jonathan Kaye,83,11.11,36,324
171,172,172,Bart Bryant,69,11.03,30,272
172,173,173,Brenden Pappas,62,10.98,28,255
173,174,174,Brian Watts,58,10.86,24,221
174,175,175,Jeff Maggert,83,10.81,36,333
175,176,176,Corey Pavin,78,10.65,33,310
176,177,177,David Morland IV,58,10.55,25,237
177,178,178,Scott Simpson,61,10.53,26,247
178,179,179,Mike Sposa,111,10.43,46,441
179,180,180,Steve Elkington,82,10.38,33,318
180,181,181,Stewart Cink,92,10.36,37,357
181,182,182,Miguel Angel Jiménez,60,10.3,24,233
182,183,183,Andrew Magee,91,10.28,37,360
183,184,184,Kevin Sutherland,96,10.19,37,363
184,185,185,Joe Durant,87,10.14,35,345
185,186,186,Bradley Hughes,60,10.12,25,247
186,187,187,Michael Allen,76,10.0,30,300
187,T188,T188,Jason Hill,59,9.92,24,242
188,T188,T188,Tim Petrovic,92,9.92,36,363
189,T190,T190,Garrett Willis,80,9.9,31,313
190,T190,T190,Kaname Yokoo,74,9.9,29,293
191,192,192,Fulton Allem,64,9.8,25,255
192,T193,T193,John Daly,62,9.72,24,247
193,T193,T193,Bernhard Langer,55,9.72,21,216
194,195,195,Carl Paulson,84,9.64,32,332
195,196,196,Hal Sutton,74,9.52,28,294
196,T197,T197,"David Berganio, Jr.",80,9.51,31,326
197,T197,T197,Sergio Garcia,79,9.51,27,284
198,199,199,J.J. Henry,112,9.36,41,438
199,200,200,Edward Fryatt,94,8.87,33,372
200,201,201,Jeff Brehaut,87,8.78,31,353
201,202,202,Eduardo Herrera,59,8.26,20,242
