,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Scott Hoch,71,19.29,54,280
1,2,2,David Duval,78,18.46,55,298
2,3,3,Geoff Ogilvy,90,18.29,64,350
3,4,4,Jeff Sluman,118,18.26,86,471
4,5,5,Ernie Els,68,18.15,45,248
5,6,6,Phil Mickelson,97,17.41,66,379
6,T7,T7,K.J. Choi,93,17.17,62,361
7,T7,T7,Mike Weir,94,17.17,63,367
8,9,9,Jay Haas,83,16.77,54,322
9,10,10,Robert Allenby,96,16.76,63,376
10,11,11,Bo Van Pelt,78,16.51,53,321
11,12,12,Chris Riley,104,16.46,66,401
12,13,13,Tom Pernice Jr.,101,16.37,65,397
13,14,14,Stephen Gangluff,75,16.29,50,307
14,15,15,Tommy Armour III,82,16.22,54,333
15,16,16,J.L. Lewis,98,16.12,64,397
16,T17,T17,Briny Baird,110,16.06,70,436
17,T17,T17,Deane Pappas,90,16.06,57,355
18,19,19,Craig Perks,91,16.05,56,349
19,20,20,Retief Goosen,56,16.04,34,212
20,21,21,Heath Slocum,96,15.92,60,377
21,22,22,Bryce Molder,65,15.89,41,258
22,23,23,Bob Heintz,68,15.88,44,277
23,24,24,Phil Tataurangi,88,15.84,54,341
24,25,25,Kirk Triplett,84,15.79,51,323
25,26,26,Dudley Hart,88,15.73,53,337
26,27,27,Bob Estes,93,15.7,54,344
27,28,28,David Peoples,105,15.65,67,428
28,29,29,Tiger Woods,69,15.61,42,269
29,30,30,Donnie Hammond,60,15.6,39,250
30,31,31,Chad Campbell,111,15.51,69,445
31,32,32,Ian Leggatt,97,15.47,58,375
32,33,33,Frank Nobilo,94,15.4,59,383
33,34,34,Stuart Appleby,97,15.34,58,378
34,35,35,Rory Sabbatini,69,15.33,40,261
35,36,36,Joel Edwards,101,15.31,62,405
36,37,37,Fred Funk,106,15.26,65,426
37,38,38,Steve Lowery,98,15.24,57,374
38,T39,T39,Robert Gamez,69,15.19,43,283
39,T39,T39,Scott Verplank,93,15.19,55,362
40,41,41,Kenny Perry,98,15.18,58,382
41,42,42,Loren Roberts,93,15.16,57,376
42,43,43,Tim Clark,76,15.07,44,292
43,44,44,Joey Sindelar,104,15.04,63,419
44,45,45,Brent Geiberger,95,14.85,56,377
45,T46,T46,Craig Barlow,62,14.83,35,236
46,T46,T46,Richard Zokol,53,14.83,31,209
47,48,48,Olin Browne,107,14.82,63,425
48,T49,T49,Peter Lonard,93,14.78,55,372
49,T49,T49,Chris Smith,103,14.78,60,406
50,51,51,Paul Goydos,66,14.76,40,271
51,52,52,John Cook,85,14.72,48,326
52,53,53,Dan Forsman,83,14.71,49,333
53,54,54,John Riegger,88,14.7,51,347
54,55,55,Glen Day,107,14.66,62,423
55,56,56,Harrison Frazar,88,14.65,52,355
56,57,57,Esteban Toledo,106,14.6,60,411
57,58,58,Brian Gay,117,14.59,68,466
58,59,59,Vijay Singh,102,14.55,56,385
