,Scoring_Average_Before_Cut_RANK THIS WEEK,Scoring_Average_Before_Cut_RANK LAST WEEK,Scoring_Average_Before_Cut_PLAYER NAME,Scoring_Average_Before_Cut_AVG,Scoring_Average_Before_Cut_TOTAL STROKES,Scoring_Average_Before_Cut_TOTAL ROUNDS
0,1,1,Tiger Woods,69.0,2415,35
1,T2,T2,Chris DiMarco,69.46,3959,57
2,T2,T2,Retief Goosen,69.46,1945,28
3,4,4,Justin Leonard,69.49,3544,51
4,5,5,Vijay Singh,69.58,3688,53
5,6,6,Loren Roberts,69.6,3619,52
6,7,7,Phil Mickelson,69.61,3550,51
7,8,8,Fred Funk,69.66,4110,59
8,9,9,David Toms,69.69,3833,55
9,T10,T10,Charles Howell III,69.72,4462,64
10,T10,T10,Bob Tway,69.72,3974,57
11,12,12,Scott Verplank,69.73,3626,52
12,13,13,John Huston,69.74,3696,53
13,T14,T14,Cameron Beckman,69.75,3557,51
14,T14,T14,Kenny Perry,69.75,3627,52
15,16,16,Ernie Els,69.84,2235,32
16,17,17,Peter Lonard,69.85,3353,48
17,18,18,Chris Riley,69.86,3912,56
18,19,19,Jeff Sluman,69.95,4617,66
19,20,20,Jay Haas,69.96,3218,46
20,21,21,Duffy Waldorf,70.0,3640,52
21,22,22,Kirk Triplett,70.08,3434,49
22,23,23,Bart Bryant,70.13,2735,39
23,24,24,Rod Pampling,70.15,4209,60
24,25,25,Len Mattiace,70.16,3999,57
25,26,26,Phil Tataurangi,70.18,3439,49
26,T27,T27,Glen Day,70.19,4422,63
27,T27,T27,Shaun Micheel,70.19,4141,59
28,29,29,Scott McCarron,70.21,3932,56
29,T30,T30,Pat Bates,70.22,4143,59
30,T30,T30,Joel Edwards,70.22,4073,58
31,32,32,Steve Flesch,70.25,4496,64
32,33,33,Mike Weir,70.27,3654,52
33,T34,T34,Luke Donald,70.29,4147,59
34,T34,T34,Brian Gay,70.29,4850,69
35,T36,T36,Donnie Hammond,70.3,2601,37
36,T36,T36,Shigeki Maruyama,70.3,3304,47
37,T36,T36,John Rollins,70.3,4921,70
38,T39,T39,Robert Allenby,70.32,3727,53
39,T39,T39,Carlos Franco,70.32,4430,63
40,T39,T39,Jim Furyk,70.32,3516,50
41,T42,T42,Steve Lowery,70.33,3868,55
42,T42,T42,David Peoples,70.33,4431,63
43,44,44,Lee Janzen,70.34,4080,58
44,T45,T45,Nick Price,70.35,2392,34
45,T45,T45,Hidemichi Tanaka,70.35,4362,62
46,47,47,Rich Beem,70.36,4151,59
47,48,48,Ian Leggatt,70.39,4012,57
48,49,49,Rocco Mediate,70.41,3098,44
49,50,50,Bob Estes,70.43,3451,49
50,51,51,David Gossett,70.44,4156,59
51,52,52,Per-Ulrik Johansson,70.46,4016,57
52,53,53,David Duval,70.51,3314,47
53,54,54,Glen Hnatiuk,70.52,3949,56
54,T55,T55,K.J. Choi,70.53,3738,53
55,T55,T55,Davis Love III,70.53,3456,49
56,57,57,Tripp Isenhour,70.54,2892,41
57,T58,T58,Skip Kendall,70.56,4516,64
58,T58,T58,Esteban Toledo,70.56,4516,64
59,60,60,Robert Gamez,70.57,3105,44
60,61,61,Chad Campbell,70.58,4870,69
61,T62,T62,Jonathan Byrd,70.62,4661,66
62,T62,T62,J.J. Henry,70.62,4873,69
63,T64,T64,Stuart Appleby,70.64,3885,55
64,T64,T64,Bob Burns,70.64,4309,61
65,T64,T64,Neal Lancaster,70.64,4521,64
66,T67,T67,Stephen Ames,70.66,3957,56
67,T67,T67,Fred Couples,70.66,2685,38
68,69,69,Geoff Ogilvy,70.67,3887,55
69,70,70,Briny Baird,70.68,4594,65
70,T71,T71,Tim Petrovic,70.69,4524,64
71,T71,T71,John Senden,70.69,4383,62
72,73,73,Tim Herron,70.7,4242,60
73,74,74,Jerry Kelly,70.71,4172,59
74,T75,T75,Dan Forsman,70.72,3536,50
75,T75,T75,Peter Jacobsen,70.72,3253,46
76,77,77,Billy Andrade,70.74,4315,61
77,78,78,Bob May,70.75,4245,60
78,79,79,Sergio Garcia,70.76,2689,38
79,T80,T80,Tom Byrum,70.77,3397,48
80,T80,T80,Stewart Cink,70.77,3751,53
81,T80,T80,Joe Durant,70.77,4034,57
82,T83,T83,Harrison Frazar,70.78,4176,59
83,T83,T83,Brandt Jobe,70.78,4176,59
84,T83,T83,Tom Lehman,70.78,2902,41
85,T86,T86,Russ Cochran,70.8,3115,44
86,T86,T86,Scott Hoch,70.8,2832,40
87,T86,T86,J.L. Lewis,70.8,4602,65
88,T86,T86,Craig Stadler,70.8,3257,46
89,T90,T90,John Cook,70.81,3682,52
90,T90,T90,Chris Smith,70.81,4390,62
91,92,92,Steve Allan,70.82,4249,60
92,93,93,Jay Don Blake,70.83,4958,70
93,T94,T94,Brent Geiberger,70.84,4109,58
94,T94,T94,Grant Waite,70.84,4463,63
95,T96,T96,Brad Faxon,70.85,3330,47
96,T96,T96,Kent Jones,70.85,4676,66
97,T96,T96,Mike Sposa,70.85,4818,68
98,99,99,Pat Perez,70.87,4252,60
99,100,100,Ben Crane,70.88,4182,59
100,101,101,Steve Elkington,70.89,3332,47
101,102,102,J.P. Hayes,70.9,3474,49
102,T103,T103,Brian Henninger,70.91,3049,43
103,T103,T103,Bryce Molder,70.91,3049,43
104,T105,T105,Dudley Hart,70.92,3617,51
105,T105,T105,Tom Pernice Jr.,70.92,4539,64
106,T105,T105,Paul Stankowski,70.92,4539,64
107,108,108,Andrew Magee,70.93,4114,58
108,109,109,Jonathan Kaye,70.94,3689,52
109,110,110,John Riegger,70.95,3902,55
110,111,111,Tim Clark,70.96,3193,45
111,112,112,Brandel Chamblee,71.0,4260,60
112,113,113,Tommy Tolles,71.02,2912,41
113,114,114,Jay Williamson,71.03,4333,61
114,115,115,Jeff Maggert,71.04,3978,56
115,T116,T116,Frank Nobilo,71.06,4406,62
116,T116,T116,Matt Peterson,71.06,3837,54
117,T118,T118,Jeff Brehaut,71.07,4264,60
118,T118,T118,Kevin Sutherland,71.07,4122,58
119,T120,T120,Jesper Parnevik,71.08,3767,53
120,T120,T120,Corey Pavin,71.08,3483,49
121,T122,T122,"David Berganio, Jr.",71.09,3910,55
122,T122,T122,Rory Sabbatini,71.09,3128,44
123,T124,T124,Mark Calcavecchia,71.1,3484,49
124,T124,T124,Billy Mayfair,71.1,4266,60
125,126,126,Brian Bateman,71.11,4409,62
126,127,127,Steve Pate,71.12,3058,43
127,T128,T128,Jim Carter,71.13,4268,60
128,T128,T128,David Frost,71.13,4339,61
129,T130,T130,Craig Barlow,71.14,2988,42
130,T130,T130,Joey Sindelar,71.14,4695,66
131,T132,T132,Miguel Angel Jiménez,71.16,2704,38
132,T132,T132,Craig Parry,71.16,3060,43
133,134,134,José María Olazábal,71.19,2634,37
134,135,135,Mathew Goggin,71.2,2919,41
135,136,136,Olin Browne,71.21,4842,68
136,T137,T137,Mark Brooks,71.22,4558,64
137,T137,T137,Brad Elder,71.22,3846,54
138,T137,T137,Carl Paulson,71.22,3846,54
139,140,140,Bernhard Langer,71.23,2137,30
140,T141,T141,Michael Clark II,71.3,4777,67
141,T141,T141,José Coceres,71.3,2353,33
142,143,143,Frank Lickliter II,71.32,3994,56
143,T144,T144,Matt Gogel,71.37,3640,51
144,T144,T144,Dennis Paulson,71.37,4425,62
145,146,146,Steve Stricker,71.38,2998,42
146,147,147,Blaine McCallister,71.41,4142,58
147,148,148,Jeff Gove,71.42,4428,62
148,149,149,Matt Kuchar,71.44,3929,55
149,T150,T150,Paul Claxton,71.46,4216,59
150,T150,T150,Paul Goydos,71.46,2930,41
151,152,152,Stephen Gangluff,71.48,4003,56
152,153,153,Tommy Armour III,71.49,3932,55
153,154,154,Brett Quigley,71.52,4506,63
154,T155,T155,Franklin Langham,71.55,3506,49
155,T155,T155,Mark O'Meara,71.55,3506,49
156,T157,T157,David Morland IV,71.58,3078,43
157,T157,T157,Brett Wetterich,71.58,4581,64
158,T159,T159,Craig Perks,71.59,4009,56
159,T159,T159,Lee Porter,71.59,4582,64
160,161,161,Tom Scherrer,71.66,4873,68
161,T162,T162,Steve Jones,71.67,3440,48
162,T162,T162,Brian Watts,71.67,3010,42
163,T164,T164,Greg Chalmers,71.7,4517,63
164,T164,T164,Heath Slocum,71.7,4732,66
165,166,166,Robert Damron,71.72,3873,54
166,167,167,Michael Long,71.77,3804,53
167,168,168,Dicky Pride,71.79,2369,33
168,T169,T169,Jess Daley,71.82,4022,56
169,T169,T169,Kenneth Staton,71.82,5315,74
170,171,171,Paul Azinger,71.83,2873,40
171,T172,T172,Notah Begay III,71.87,3809,53
172,T172,T172,Robin Freeman,71.87,3809,53
173,T174,T174,Mike Hulbert,71.88,2947,41
174,T174,T174,Spike McRoy,71.88,3594,50
175,176,176,Greg Kraft,71.9,4458,62
176,177,177,Jerry Smith,71.92,4747,66
177,178,178,Paul Gow,71.93,5107,71
178,179,179,Woody Austin,71.97,5254,73
179,180,180,Deane Pappas,72.0,4896,68
