,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
54,55,55,Chris Riley,69.86,489,7
55,T56,T56,John Cook,70.0,280,4
56,T56,T56,Mathew Goggin,70.0,210,3
57,T56,T56,Andrew Magee,70.0,350,5
58,T56,T56,José María Olazábal,70.0,70,1
59,T56,T56,Rod Pampling,70.0,280,4
60,T56,T56,Esteban Toledo,70.0,630,9
61,62,62,Steve Allan,70.1,701,10
62,63,63,Jim Carter,70.13,561,8
63,T64,T64,Bob Burns,70.17,421,6
64,T64,T64,David Morland IV,70.17,421,6
65,T64,T64,Craig Perks,70.17,421,6
66,T67,T67,Jerry Kelly,70.25,562,8
67,T67,T67,Rory Sabbatini,70.25,281,4
68,T69,T69,Brad Elder,70.33,211,3
69,T69,T69,Dan Forsman,70.33,211,3
70,T69,T69,Donnie Hammond,70.33,211,3
71,T69,T69,Chris Smith,70.33,422,6
72,73,73,Tim Herron,70.36,774,11
73,T74,T74,Ernie Els,70.4,352,5
74,T74,T74,Hal Sutton,70.4,352,5
75,T74,T74,Phil Tataurangi,70.4,352,5
76,T74,T74,Tommy Tolles,70.4,352,5
77,78,78,Jeff Sluman,70.43,493,7
78,79,79,J.J. Henry,70.46,916,13
79,T80,T80,Paul Azinger,70.5,141,2
80,T80,T80,John Daly,70.5,141,2
81,T80,T80,Glen Hnatiuk,70.5,564,8
82,T80,T80,Billy Mayfair,70.5,282,4
83,T80,T80,Craig Stadler,70.5,423,6
84,85,85,Kent Jones,70.57,494,7
85,T86,T86,Brian Bateman,70.6,706,10
86,T86,T86,Rich Beem,70.6,706,10
87,T86,T86,Frank Lickliter II,70.6,353,5
88,89,89,Michael Clark II,70.62,918,13
89,90,90,Shaun Micheel,70.63,565,8
90,T91,T91,Tom Byrum,70.67,424,6
91,T91,T91,Tim Clark,70.67,424,6
92,T91,T91,Chris DiMarco,70.67,212,3
93,T91,T91,Joel Edwards,70.67,636,9
94,T91,T91,Lee Janzen,70.67,424,6
95,T91,T91,Greg Kraft,70.67,212,3
96,T97,T97,Matt Kuchar,70.75,283,4
97,T97,T97,Steve Lowery,70.75,566,8
98,T97,T97,Grant Waite,70.75,283,4
99,100,100,David Frost,70.78,637,9
100,101,101,Chad Campbell,70.82,779,11
101,102,102,Craig Barlow,70.89,638,9
102,T103,T103,Cameron Beckman,71.0,355,5
103,T103,T103,Brandel Chamblee,71.0,426,6
104,T103,T103,Glen Day,71.0,639,9
105,T103,T103,David Duval,71.0,284,4
106,T103,T103,Sergio Garcia,71.0,213,3
107,T103,T103,Retief Goosen,71.0,71,1
108,T103,T103,Tom Lehman,71.0,213,3
109,T103,T103,Scott McCarron,71.0,355,5
110,T103,T103,Carl Paulson,71.0,497,7
111,T103,T103,Matt Peterson,71.0,142,2
112,T103,T103,Nick Price,71.0,142,2
113,T103,T103,John Riegger,71.0,568,8
114,T103,T103,Joey Sindelar,71.0,710,10
115,T103,T103,Bob Tway,71.0,426,6
116,117,117,Brian Gay,71.11,640,9
117,118,118,Boo Weekley,71.17,427,6
118,T119,T119,David Peoples,71.2,356,5
119,T119,T119,Paul Stankowski,71.2,356,5
120,T121,T121,Dennis Paulson,71.25,570,8
121,T121,T121,Garrett Willis,71.25,285,4
122,T123,T123,Pat Bates,71.33,428,6
123,T123,T123,Jim Furyk,71.33,428,6
124,T123,T123,Brent Geiberger,71.33,428,6
125,T123,T123,Brandt Jobe,71.33,428,6
126,T123,T123,Craig Parry,71.33,214,3
127,T123,T123,Brett Wetterich,71.33,428,6
128,T123,T123,Jay Williamson,71.33,642,9
129,130,130,Jerry Smith,71.38,571,8
130,T131,T131,J.P. Hayes,71.4,357,5
131,T131,T131,Brian Henninger,71.4,357,5
132,T131,T131,Skip Kendall,71.4,357,5
133,134,134,Jay Don Blake,71.55,787,11
134,T135,T135,Greg Chalmers,71.6,358,5
135,T135,T135,Kevin Sutherland,71.6,358,5
136,T137,T137,Ian Leggatt,71.67,645,9
137,T137,T137,Lee Porter,71.67,645,9
138,139,139,Carlos Franco,71.7,717,10
139,140,140,Pat Perez,71.71,502,7
140,T141,T141,Fred Funk,71.75,287,4
141,T141,T141,Brad Lardon,71.75,287,4
142,143,143,Jeff Brehaut,71.78,646,9
143,T144,T144,Notah Begay III,71.8,359,5
144,T144,T144,Eduardo Herrera,71.8,359,5
145,T144,T144,Neal Lancaster,71.8,359,5
146,T144,T144,Jeff Maggert,71.8,359,5
147,T148,T148,Mark Calcavecchia,71.83,431,6
148,T148,T148,Jonathan Kaye,71.83,431,6
149,T148,T148,Tom Scherrer,71.83,862,12
150,T151,T151,Tommy Armour III,72.0,72,1
151,T151,T151,Steve Flesch,72.0,288,4
152,T151,T151,Steve Jones,72.0,288,4
153,T151,T151,Michael Long,72.0,504,7
154,T151,T151,Brian Watts,72.0,144,2
155,T151,T151,Kaname Yokoo,72.0,360,5
156,T157,T157,Harrison Frazar,72.11,649,9
157,T157,T157,Mike Sposa,72.11,649,9
158,T159,T159,Frank Nobilo,72.14,505,7
159,T159,T159,John Senden,72.14,505,7
160,T159,T159,Kenneth Staton,72.14,505,7
161,T162,T162,Edward Fryatt,72.17,433,6
162,T162,T162,Spike McRoy,72.17,433,6
163,T162,T162,Duffy Waldorf,72.17,433,6
164,165,165,Woody Austin,72.2,361,5
165,T166,T166,Bryce Molder,72.25,289,4
166,T166,T166,Mark O'Meara,72.25,289,4
167,T166,T166,Brenden Pappas,72.25,289,4
168,169,169,Paul Gow,72.31,940,13
169,170,170,Richard Zokol,72.38,579,8
170,T171,T171,Michael Muehr,72.4,362,5
171,T171,T171,Scott Simpson,72.4,362,5
172,T173,T173,Stephen Gangluff,72.43,507,7
173,T173,T173,Mike Hulbert,72.43,507,7
174,175,175,Bob May,72.44,652,9
175,176,176,Dicky Pride,72.5,290,4
176,177,177,Paul Claxton,72.71,509,7
177,T178,T178,Joe Durant,72.75,291,4
178,T178,T178,J.L. Lewis,72.75,291,4
179,T178,T178,Tom Pernice Jr.,72.75,582,8
180,T181,T181,Bradley Hughes,72.8,364,5
181,T181,T181,Geoff Ogilvy,72.8,364,5
182,T183,T183,Fulton Allem,73.0,584,8
183,T183,T183,Briny Baird,73.0,657,9
184,T183,T183,Paul Goydos,73.0,365,5
185,T186,T186,Tripp Isenhour,73.5,294,4
186,T186,T186,Bernhard Langer,73.5,147,2
187,T186,T186,Deane Pappas,73.5,735,10
188,189,189,Scott Dunlap,73.89,665,9
189,T190,T190,Steve Elkington,74.0,74,1
190,T190,T190,Jeff Gove,74.0,148,2
191,T190,T190,Pete Jordan,74.0,518,7
192,T190,T190,Joe Ogilvie,74.0,370,5
193,194,194,Bo Van Pelt,74.17,445,6
194,195,195,Robert Damron,74.2,371,5
195,196,196,Brett Quigley,74.33,446,6
196,197,197,Michael Allen,74.6,373,5
197,198,198,Fred Couples,75.5,151,2
198,199,199,Jason Hill,76.8,384,5
