,Front_9_Par_3_Scoring_Average_RANK THIS WEEK,Front_9_Par_3_Scoring_Average_RANK LAST WEEK,Front_9_Par_3_Scoring_Average_PLAYER NAME,Front_9_Par_3_Scoring_Average_ROUNDS,Front_9_Par_3_Scoring_Average_AVG,Front_9_Par_3_Scoring_Average_TOTAL STROKES,Front_9_Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Jay Haas,83,2.93,463,158
1,T1,T1,Nick Price,69,2.93,387,132
2,T3,T3,Fred Couples,64,2.95,354,120
3,T3,T3,Tiger Woods,69,2.95,401,136
4,5,5,Tom Pernice Jr.,101,2.96,591,200
5,T6,T6,Bob May,91,2.97,541,182
6,T6,T6,Phil Mickelson,97,2.97,558,188
7,T6,T6,Loren Roberts,93,2.97,559,188
8,T6,T6,Vijay Singh,102,2.97,571,192
9,T10,T10,Pat Bates,94,2.98,554,186
10,T10,T10,Paul Gow,99,2.98,579,194
11,T10,T10,Davis Love III,92,2.98,519,174
12,T10,T10,Shigeki Maruyama,87,2.98,530,178
13,T10,T10,Len Mattiace,106,2.98,631,212
14,T10,T10,Steve Pate,64,2.98,370,124
15,T10,T10,Chris Riley,104,2.98,595,200
16,T10,T10,Jeff Sluman,118,2.98,709,238
17,T18,T18,Briny Baird,110,2.99,646,216
18,T18,T18,Craig Barlow,62,2.99,347,116
19,T18,T18,Dan Forsman,83,2.99,497,166
20,T18,T18,Mike Hulbert,55,2.99,323,108
21,T18,T18,Skip Kendall,103,2.99,616,206
22,T18,T18,Geoff Ogilvy,90,2.99,526,176
23,T18,T18,Matt Peterson,80,2.99,490,164
24,T18,T18,John Riegger,88,2.99,521,174
25,T26,T26,Brandel Chamblee,85,3.0,516,172
26,T26,T26,K.J. Choi,93,3.0,534,178
27,T26,T26,Glen Day,107,3.0,630,210
28,T26,T26,Fred Funk,106,3.0,636,212
29,T26,T26,Michael Long,71,3.0,432,144
30,T26,T26,David Peoples,105,3.0,642,214
31,T26,T26,Brett Quigley,93,3.0,564,188
32,T26,T26,John Rollins,124,3.0,727,242
33,T34,T34,Mark Brooks,97,3.01,560,186
34,T34,T34,Bart Bryant,69,3.01,409,136
35,T34,T34,Chad Campbell,111,3.01,668,222
36,T34,T34,Brian Gay,117,3.01,698,232
37,T34,T34,Brent Geiberger,95,3.01,566,188
38,T34,T34,Jeff Gove,89,3.01,548,182
39,T34,T34,Dudley Hart,88,3.01,505,168
40,T34,T34,Scott Hoch,71,3.01,433,144
41,T34,T34,Spike McRoy,69,3.01,410,136
42,T34,T34,José María Olazábal,71,3.01,385,128
43,T34,T34,Scott Verplank,93,3.01,548,182
