,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
0,1,1,Richard Johnson,29,259
1,2,2,Daniel Chopra,33,233
2,3,3,Ron Whittaker,28,182
3,4,4,Eric Axley,29,177
4,5,5,Justin Rose,28,168
5,6,6,Aaron Baddeley,25,162
6,7,7,Justin Leonard,26,132
7,8,8,Jesper Parnevik,24,128
8,9,9,Arjun Atwal,33,122
9,10,10,Bob Estes,25,119
10,11,11,Steve Lowery,31,107
11,T12,T12,Paul Azinger,30,105
12,T12,T12,Vance Veazey,20,105
13,14,14,Alex Aragon,26,101
14,15,15,John Cook,22,92
15,16,16,Greg Chalmers,28,90
16,17,17,D.A. Points,28,87
17,T18,T18,Paul Goydos,24,84
18,T18,T18,Patrick Sheehan,34,84
19,20,20,Camilo Villegas,29,83
20,21,21,Bob May,21,80
21,22,22,Ernie Els,18,79
22,T23,T23,Greg Kraft,26,76
23,T23,T23,Adam Scott,19,76
24,25,25,J.P. Hayes,19,67
25,26,26,Nick Watney,29,66
26,27,27,Ben Crane,26,65
27,T28,T28,Carlos Franco,29,64
28,T28,T28,José María Olazábal,18,64
29,30,30,David McKenzie,28,62
30,T31,T31,Jim Furyk,24,61
31,T31,T31,Corey Pavin,23,61
32,33,33,Brad Faxon,26,59
33,34,34,Phil Mickelson,19,56
34,T35,T35,Tim Herron,27,55
35,T35,T35,David Howell,14,55
36,T35,T35,Trevor Immelman,24,55
37,38,38,Billy Mayfair,29,51
38,39,39,Brandt Jobe,28,50
39,T40,T40,Skip Kendall,22,49
40,T40,T40,Stephen Leaney,27,49
41,T42,T42,Ben Curtis,26,48
42,T42,T42,Ian Poulter,15,48
43,T42,T42,Duffy Waldorf,28,48
44,T45,T45,Freddie Jacobson,18,47
45,T45,T45,Tjaart van der Walt,21,47
46,47,47,Bernhard Langer,24,45
47,T48,T48,Jason Gore,29,44
48,T48,T48,Geoff Ogilvy,20,44
49,50,50,Jason Schultz,28,43
50,T51,T51,Briny Baird,25,42
51,T51,T51,Daisuke Maruyama,25,42
52,T51,T51,Ryan Palmer,30,42
53,T54,T54,Retief Goosen,18,39
54,T54,T54,Ian Leggatt,29,39
55,T54,T54,Hidemichi Tanaka,31,39
56,T57,T57,John Rollins,28,36
57,T57,T57,Scott Verplank,25,36
58,T59,T59,Nathan Green,30,35
59,T59,T59,Shigeki Maruyama,30,35
60,T59,T59,Vijay Singh,27,35
61,T59,T59,David Toms,22,35
62,63,63,Mark Wilson,24,34
63,64,64,Steve Stricker,17,33
64,T65,T65,Padraig Harrington,15,31
65,T65,T65,Zach Johnson,27,31
66,67,67,Carl Pettersson,28,30
67,T68,T68,Todd Hamilton,27,28
68,T68,T68,Ted Purdy,33,28
69,T68,T68,Jimmy Walker,21,28
70,T68,T68,Tiger Woods,15,28
71,T72,T72,Rich Beem,27,27
72,T72,T72,Tim Petrovic,30,27
73,T74,T74,J.J. Henry,28,26
74,T74,T74,Jonathan Kaye,32,26
75,T76,T76,Kent Jones,32,25
76,T76,T76,Brett Quigley,33,25
77,T76,T76,Mike Sposa,25,25
78,T76,T76,Dean Wilson,34,25
79,T80,T80,Jeff Brehaut,33,24
80,T80,T80,Michael Connell,22,24
81,T80,T80,Brian Gay,31,24
82,T83,T83,Todd Fischer,35,23
83,T83,T83,Nicholas Thompson,32,23
84,T85,T85,Matt Hansen,25,21
85,T85,T85,Heath Slocum,30,21
86,T87,T87,Dudley Hart,29,20
87,T87,T87,Shaun Micheel,29,20
88,T87,T87,D.J. Trahan,33,20
89,T90,T90,Joe Durant,28,19
90,T90,T90,Ryan Moore,22,19
91,T92,T92,Luke Donald,18,18
92,T92,T92,Sergio Garcia,17,18
93,T94,T94,Robert Gamez,30,17
94,T94,T94,Charles Howell III,30,17
95,T94,T94,Steve Jones,27,17
96,T94,T94,Jerry Kelly,31,17
97,T94,T94,Thomas Levet,18,17
98,T99,T99,Mathias Grönberg,30,16
99,T99,T99,Tom Lehman,20,16
100,T101,T101,Jason Bohn,29,15
101,T101,T101,Steve Flesch,33,15
102,T101,T101,J.B. Holmes,26,15
103,T101,T101,Arron Oberholser,23,15
104,T101,T101,Vaughn Taylor,26,15
105,T106,T106,Michael Allen,25,14
106,T106,T106,Brian Bateman,26,14
107,T108,T108,Craig Barlow,22,13
108,T108,T108,Chris DiMarco,26,13
109,T108,T108,John Huston,27,13
110,T108,T108,Tag Ridings,33,13
111,T108,T108,Paul Stankowski,22,13
112,T113,T113,Stuart Appleby,23,12
113,T113,T113,Olin Browne,30,12
114,T113,T113,Roger Tambellini,25,12
115,T113,T113,Kirk Triplett,18,12
116,T117,T117,Mark Calcavecchia,27,11
117,T117,T117,Tim Clark,22,11
118,T117,T117,James Driscoll,29,11
119,T117,T117,Will MacKenzie,29,11
120,T117,T117,Greg Owen,24,11
121,T117,T117,Chris Riley,27,11
122,T117,T117,Rory Sabbatini,24,11
123,T124,T124,Shane Bertsch,34,10
124,T124,T124,Mark Brooks,36,10
125,T124,T124,Bart Bryant,26,10
126,T124,T124,Brian Davis,28,10
127,T124,T124,Lucas Glover,31,10
128,T124,T124,Mathew Goggin,26,10
129,T124,T124,Ryan Hietala,23,10
130,T124,T124,Kenny Perry,22,10
131,T124,T124,"Wes Short, Jr.",33,10
132,T133,T133,Robert Damron,31,9
133,T133,T133,Bubba Dickerson,32,9
134,T133,T133,Fred Funk,29,9
135,T133,T133,Robert Garrigus,28,9
136,T133,T133,Brent Geiberger,30,9
137,T133,T133,Jeff Overton,28,9
138,T139,T139,Stephen Ames,21,8
139,T139,T139,K.J. Choi,26,8
140,T139,T139,Frank Lickliter II,29,8
141,T142,T142,Billy Andrade,24,7
142,T142,T142,Doug Barron,28,7
143,T142,T142,Kris Cox,28,7
144,T142,T142,Bill Haas,30,7
145,T142,T142,Lee Janzen,28,7
146,T142,T142,Peter Lonard,22,7
147,T142,T142,Chris Smith,21,7
148,T142,T142,Jerry Smith,29,7
149,T150,T150,Robert Allenby,22,6
150,T150,T150,Woody Austin,31,6
151,T150,T150,Henrik Bjornstad,31,6
152,T150,T150,John Daly,21,6
153,T150,T150,Jeff Maggert,26,6
154,T150,T150,Hunter Mahan,29,6
155,T150,T150,Len Mattiace,22,6
156,T150,T150,Kevin Sutherland,29,6
157,T150,T150,Charles Warren,27,6
158,T159,T159,Alex Cejka,30,5
159,T159,T159,Stewart Cink,26,5
160,T159,T159,Pat Perez,19,5
161,T159,T159,Jeff Sluman,29,5
162,T159,T159,Bubba Watson,27,5
163,T164,T164,Harrison Frazar,29,4
164,T164,T164,Jeff Gove,29,4
165,T164,T164,Joe Ogilvie,29,4
166,T164,T164,Omar Uresti,22,4
167,T168,T168,Chris Couch,27,3
168,T168,T168,David Duval,24,3
169,T168,T168,Ryuji Imada,31,3
170,T168,T168,Troy Matteson,32,3
171,T168,T168,Mark O'Meara,18,3
172,T168,T168,Mike Weir,24,3
173,T168,T168,Brett Wetterich,25,3
174,T175,T175,David Branshaw,29,2
175,T175,T175,Fred Couples,17,2
176,T175,T175,Marco Dawson,27,2
177,T175,T175,Danny Ellis,23,2
178,T175,T175,Tom Pernice Jr.,33,2
179,T175,T175,John Senden,28,2
180,T175,T175,Bob Tway,25,2
181,T175,T175,Bo Van Pelt,28,2
182,T183,T183,Tommy Armour III,25,1
183,T183,T183,Jonathan Byrd,20,1
184,T183,T183,Chad Campbell,25,1
185,T183,T183,Steve Elkington,17,1
186,T183,T183,"John Engler, Jr.",27,1
187,T183,T183,Scott Gutschewski,19,1
188,T183,T183,Charley Hoffman,29,1
189,T183,T183,J.L. Lewis,17,1
190,T183,T183,Davis Love III,23,1
191,T183,T183,Jon Mills,27,1
