,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
0,T1,T1,Luke Donald,18,5
1,T1,T1,Phil Mickelson,19,5
2,T1,T1,Tom Pernice Jr.,33,5
3,T1,T1,Justin Rose,28,5
4,T1,T1,Adam Scott,19,5
5,T1,T1,Vance Veazey,20,5
6,T7,T7,Robert Allenby,22,4
7,T7,T7,Brian Bateman,26,4
8,T7,T7,Chris Couch,27,4
9,T7,T7,Robert Damron,31,4
10,T7,T7,John Huston,27,4
11,T7,T7,Jonathan Kaye,32,4
12,T7,T7,Daisuke Maruyama,25,4
13,T7,T7,Billy Mayfair,29,4
14,T7,T7,Tag Ridings,33,4
15,T7,T7,Vijay Singh,27,4
16,T7,T7,B.J. Staten,18,4
17,T7,T7,Nicholas Thompson,32,4
18,T7,T7,Camilo Villegas,29,4
19,T7,T7,Nick Watney,29,4
20,T7,T7,Brett Wetterich,25,4
21,T22,T22,Michael Allen,25,3
22,T22,T22,Stephen Ames,21,3
23,T22,T22,Tommy Armour III,25,3
24,T22,T22,Eric Axley,29,3
25,T22,T22,Aaron Baddeley,25,3
26,T22,T22,Craig Barlow,22,3
27,T22,T22,Cameron Beckman,16,3
28,T22,T22,Jason Bohn,29,3
29,T22,T22,Jonathan Byrd,20,3
30,T22,T22,Ángel Cabrera,12,3
31,T22,T22,Stewart Cink,26,3
32,T22,T22,Gavin Coles,5,3
33,T22,T22,John Cook,22,3
34,T22,T22,Joe Durant,28,3
35,T22,T22,David Duval,24,3
36,T22,T22,Steve Flesch,33,3
37,T22,T22,Carlos Franco,29,3
38,T22,T22,Harrison Frazar,29,3
39,T22,T22,Robert Garrigus,28,3
40,T22,T22,Lucas Glover,31,3
41,T22,T22,Jason Gore,29,3
42,T22,T22,Paul Goydos,24,3
43,T22,T22,Jay Haas,7,3
44,T22,T22,Donnie Hammond,11,3
45,T22,T22,J.J. Henry,28,3
46,T22,T22,Charley Hoffman,29,3
47,T22,T22,J.B. Holmes,26,3
48,T22,T22,Charles Howell III,30,3
49,T22,T22,Brandt Jobe,28,3
50,T22,T22,Zach Johnson,27,3
51,T22,T22,Kent Jones,32,3
