,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
0,T1,T1,Phil Mickelson,19,37,,1,11,2006140
1,T1,T1,Tiger Woods,15,37,6.0,2,2,2006440
2,T3,T3,Jeff Gove,29,31,1.0,2,2,2006330
3,T3,T3,Bo Van Pelt,28,31,4.0,1,1,2006330
4,5,5,Thomas Levet,18,30,,2,4,2006260
5,6,6,Joe Durant,28,29,1.0,4,14,2006130
6,7,7,Kevin Sutherland,29,27,2.0,2,13,2006460
7,T8,T8,J.L. Lewis,17,26,,4,18,2006050
8,T8,T8,Frank Lickliter II,29,26,2.0,2,17,2006460
9,10,10,Donnie Hammond,11,25,3.0,4,7,2006260
10,T11,T11,Briny Baird,25,24,1.0,1,3,2006330
11,T11,T11,Davis Love III,23,24,,1,6,2006140
12,T11,T11,Scott Verplank,25,24,3.0,3,5,2006330
13,T14,T14,Olin Browne,30,23,1.0,1,16,2006050
14,T14,T14,Chad Campbell,25,23,,2,14,2006280
15,T14,T14,Alex Cejka,30,23,,4,16,2006400
16,T14,T14,Todd Fischer,35,23,,2,17,2006080
17,T14,T14,Brent Geiberger,30,23,6.0,2,1,2006460
18,T14,T14,Paul Goydos,24,23,,1,12,2006080
19,T14,T14,Skip Kendall,22,23,,1,1,2006330
20,T14,T14,Corey Pavin,23,23,,4,1,2006320
21,T14,T14,D.A. Points,28,23,1.0,4,18,2006450
22,T14,T14,Duffy Waldorf,28,23,,3,2,2006460
23,T24,T24,Jason Gore,29,22,,2,13,2006460
24,T24,T24,Stephen Leaney,27,22,2.0,3,7,2006470
25,T24,T24,Ian Leggatt,29,22,1.0,2,13,2006460
26,T24,T24,Daisuke Maruyama,25,22,1.0,2,13,2006470
27,T24,T24,Graeme McDowell,15,22,6.0,4,15,2006170
28,T24,T24,Justin Rose,28,22,2.0,1,5,2006470
29,T24,T24,John Senden,28,22,1.0,3,7,2006290
30,T24,T24,Dean Wilson,34,22,,2,9,2006460
31,T32,T32,Michael Campbell,10,21,2.0,1,8,2006310
32,T32,T32,Charley Hoffman,29,21,1.0,4,18,2006400
33,T32,T32,Kent Jones,32,21,,1,11,2006140
34,T32,T32,Bob May,21,21,2.0,1,8,2006300
35,T32,T32,Shaun Micheel,29,21,,3,9,2006030
36,T32,T32,Ryan Palmer,30,21,2.0,4,17,2006240
37,T32,T32,Brett Quigley,33,21,,2,12,2006440
38,T39,T39,Shane Bertsch,34,20,1.0,1,6,2006140
39,T39,T39,David Branshaw,29,20,,1,7,2006460
40,T39,T39,Larry George,3,20,1.0,1,12,2006450
41,T39,T39,Mathew Goggin,26,20,9.0,2,18,2006040
42,T39,T39,Trevor Immelman,24,20,1.0,1,13,2006470
43,T39,T39,Sean O'Hair,30,20,3.0,4,8,2006350
44,T39,T39,Greg Owen,24,20,1.0,1,2,2006460
