,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,1,1,Tiger Woods,17
1,2,2,Troy Matteson,16
2,3,3,Stephen Leaney,14
3,4,4,Jim Furyk,13
4,T5,T5,Nathan Green,12
5,T5,T5,Kevin Sutherland,12
6,T7,T7,Bubba Dickerson,11
7,T7,T7,Dan Forsman,11
8,T7,T7,Jason Gore,11
9,T7,T7,Dicky Pride,11
10,T11,T11,Arjun Atwal,10
11,T11,T11,Woody Austin,10
12,T11,T11,Jason Bohn,10
13,T11,T11,Olin Browne,10
14,T11,T11,Stewart Cink,10
15,T11,T11,Joe Durant,10
16,T11,T11,Fred Funk,10
17,T11,T11,Frank Lickliter II,10
18,T11,T11,Corey Pavin,10
19,T11,T11,Brett Quigley,10
20,T11,T11,Heath Slocum,10
21,T11,T11,Bo Van Pelt,10
22,T23,T23,Bart Bryant,9
23,T23,T23,Ben Crane,9
24,T23,T23,Harrison Frazar,9
25,T23,T23,Retief Goosen,9
26,T23,T23,Jeff Gove,9
27,T23,T23,Bill Haas,9
28,T23,T23,Trevor Immelman,9
29,T23,T23,Jerry Kelly,9
30,T23,T23,Daisuke Maruyama,9
31,T23,T23,Geoff Ogilvy,9
32,T23,T23,Greg Owen,9
33,T23,T23,Tim Petrovic,9
34,T23,T23,Vijay Singh,9
35,T23,T23,Steve Stricker,9
36,T23,T23,D.J. Trahan,9
37,T23,T23,Dean Wilson,9
38,T39,T39,Aaron Baddeley,8
39,T39,T39,Jeff Brehaut,8
40,T39,T39,K.J. Choi,8
41,T39,T39,Robert Damron,8
42,T39,T39,Steve Flesch,8
43,T39,T39,Lucas Glover,8
44,T39,T39,Charles Howell III,8
45,T39,T39,Skip Kendall,8
46,T39,T39,J.L. Lewis,8
47,T39,T39,Davis Love III,8
48,T39,T39,Phil Mickelson,8
49,T39,T39,Arron Oberholser,8
50,T39,T39,Joe Ogilvie,8
51,T39,T39,Carl Pettersson,8
52,T39,T39,Ted Purdy,8
53,T39,T39,Tag Ridings,8
54,T39,T39,John Rollins,8
55,T39,T39,Scott Verplank,8
56,T39,T39,Duffy Waldorf,8
57,T58,T58,Robert Allenby,7
58,T58,T58,Stuart Appleby,7
59,T58,T58,Eric Axley,7
60,T58,T58,Craig Barlow,7
61,T58,T58,Henrik Bjornstad,7
62,T58,T58,David Branshaw,7
63,T58,T58,Jonathan Byrd,7
64,T58,T58,Daniel Chopra,7
65,T58,T58,Ernie Els,7
66,T58,T58,Todd Fischer,7
67,T58,T58,Bill Glasson,7
68,T58,T58,Lee Janzen,7
69,T58,T58,Bernhard Langer,7
70,T58,T58,Ian Leggatt,7
71,T58,T58,Shigeki Maruyama,7
72,T58,T58,Bob May,7
73,T58,T58,Billy Mayfair,7
74,T58,T58,Jesper Parnevik,7
75,T58,T58,Tom Pernice Jr.,7
76,T58,T58,Kenny Perry,7
77,T58,T58,Rory Sabbatini,7
78,T58,T58,John Senden,7
79,T58,T58,Patrick Sheehan,7
80,T58,T58,David Toms,7
81,T58,T58,Nick Watney,7
82,T58,T58,Bubba Watson,7
83,T58,T58,Brett Wetterich,7
84,T85,T85,Michael Allen,6
85,T85,T85,Billy Andrade,6
86,T85,T85,Briny Baird,6
87,T85,T85,Doug Barron,6
88,T85,T85,Rich Beem,6
89,T85,T85,Chad Campbell,6
90,T85,T85,Alex Cejka,6
91,T85,T85,Brian Davis,6
92,T85,T85,Chris DiMarco,6
93,T85,T85,Steve Elkington,6
94,T85,T85,Brian Gay,6
95,T85,T85,Brent Geiberger,6
96,T85,T85,Padraig Harrington,6
97,T85,T85,Dudley Hart,6
98,T85,T85,Tim Herron,6
99,T85,T85,David Howell,6
100,T85,T85,John Huston,6
101,T85,T85,Kent Jones,6
102,T85,T85,Jonathan Kaye,6
103,T85,T85,Tom Lehman,6
104,T85,T85,Peter Lonard,6
105,T85,T85,Hunter Mahan,6
106,T85,T85,Paul McGinley,6
107,T85,T85,David McKenzie,6
108,T85,T85,Rocco Mediate,6
109,T85,T85,Shaun Micheel,6
110,T85,T85,Sean O'Hair,6
111,T85,T85,Pat Perez,6
112,T85,T85,John Riegger,6
113,T85,T85,Jeff Sluman,6
114,T85,T85,Chris Smith,6
115,T85,T85,Nicholas Thompson,6
116,T85,T85,Charles Warren,6
117,T85,T85,Ron Whittaker,6
118,T119,T119,Stephen Ames,5
119,T119,T119,Paul Azinger,5
120,T119,T119,Shane Bertsch,5
121,T119,T119,Mark Calcavecchia,5
122,T119,T119,Michael Connell,5
123,T119,T119,John Cook,5
124,T119,T119,Kris Cox,5
125,T119,T119,Ben Curtis,5
126,T119,T119,Marco Dawson,5
127,T119,T119,Jason Day,5
128,T119,T119,Luke Donald,5
129,T119,T119,Danny Ellis,5
130,T119,T119,Carlos Franco,5
131,T119,T119,Robert Gamez,5
132,T119,T119,Sergio Garcia,5
133,T119,T119,Robert Garrigus,5
134,T119,T119,Matt Gogel,5
135,T119,T119,Paul Goydos,5
136,T119,T119,Mathias Grönberg,5
137,T119,T119,Gary Hallberg,5
138,T119,T119,J.J. Henry,5
139,T119,T119,Charley Hoffman,5
140,T119,T119,J.B. Holmes,5
141,T119,T119,Ryuji Imada,5
142,T119,T119,Zach Johnson,5
143,T119,T119,Richard Johnson,5
144,T119,T119,Steve Jones,5
145,T119,T119,Brendan Jones,5
146,T119,T119,Steve Lowery,5
147,T119,T119,Will MacKenzie,5
148,T119,T119,Larry Mize,5
149,T119,T119,Ryan Moore,5
150,T119,T119,José María Olazábal,5
151,T119,T119,Jeff Overton,5
152,T119,T119,Ryan Palmer,5
153,T119,T119,Rod Pampling,5
154,T119,T119,Scott Piercy,5
155,T119,T119,Chris Riley,5
156,T119,T119,Justin Rose,5
157,T119,T119,Adam Scott,5
158,T119,T119,Joey Sindelar,5
159,T119,T119,Jerry Smith,5
160,T119,T119,B.J. Staten,5
161,T119,T119,Henrik Stenson,5
162,T119,T119,Roger Tambellini,5
163,T119,T119,Vaughn Taylor,5
164,T119,T119,Bob Tway,5
165,T119,T119,Omar Uresti,5
166,T119,T119,Camilo Villegas,5
167,T119,T119,Mike Weir,5
168,T119,T119,Garrett Willis,5
169,T119,T119,Mark Wilson,5
170,T119,T119,Don Yrene,5
171,T172,T172,Jason Allred,4
172,T172,T172,Tommy Armour III,4
173,T172,T172,Brian Bateman,4
174,T172,T172,Cameron Beckman,4
175,T172,T172,Notah Begay III,4
176,T172,T172,Michael Bradley,4
177,T172,T172,Tim Clark,4
178,T172,T172,José Coceres,4
179,T172,T172,Chris Couch,4
180,T172,T172,Jay Delsing,4
181,T172,T172,Ken Duke,4
182,T172,T172,David Edwards,4
183,T172,T172,Bob Estes,4
184,T172,T172,Brad Faxon,4
185,T172,T172,Gonzalo Fernandez-Castaño,4
186,T172,T172,Mathew Goggin,4
187,T172,T172,Scott Gutschewski,4
188,T172,T172,Todd Hamilton,4
189,T172,T172,Donnie Hammond,4
190,T172,T172,Matt Hansen,4
191,T172,T172,J.P. Hayes,4
192,T172,T172,Brian Henninger,4
193,T172,T172,Gabriel Hjertstedt,4
194,T172,T172,Freddie Jacobson,4
195,T172,T172,Brandt Jobe,4
196,T172,T172,Greg Kraft,4
197,T172,T172,Neal Lancaster,4
198,T172,T172,Andrew Magee,4
199,T172,T172,Jeff Maggert,4
200,T172,T172,Scott McCarron,4
201,T172,T172,Graeme McDowell,4
202,T172,T172,James McLean,4
203,T172,T172,Kevin Na,4
204,T172,T172,Nick O'Hern,4
205,T172,T172,Mark O'Meara,4
206,T172,T172,Craig Parry,4
207,T172,T172,D.A. Points,4
208,T172,T172,Ian Poulter,4
209,T172,T172,Jason Schultz,4
210,T172,T172,Joey Snyder III,4
211,T172,T172,Mike Sposa,4
212,T172,T172,Darron Stiles,4
213,T172,T172,Roland Thatcher,4
214,T172,T172,Kirk Triplett,4
215,T172,T172,Tjaart van der Walt,4
216,T172,T172,Vance Veazey,4
217,T172,T172,Grant Waite,4
218,T172,T172,Jay Williamson,4
219,T220,T220,Alex Aragon,3
220,T220,T220,Mark Brooks,3
221,T220,T220,Bob Burns,3
222,T220,T220,Tom Byrum,3
223,T220,T220,Ángel Cabrera,3
224,T220,T220,Michael Campbell,3
225,T220,T220,Paul Casey,3
226,T220,T220,Greg Chalmers,3
227,T220,T220,Darren Clarke,3
228,T220,T220,Fred Couples,3
229,T220,T220,John Daly,3
230,T220,T220,James Driscoll,3
231,T220,T220,David Duval,3
232,T220,T220,"Jim Gallagher, Jr.",3
233,T220,T220,Stephen Gangluff,3
234,T220,T220,Scott Gump,3
235,T220,T220,Anders Hansen,3
236,T220,T220,Robert Karlsson,3
237,T220,T220,Shingo Katayama,3
238,T220,T220,Anthony Kim,3
239,T220,T220,Søren Kjeldsen,3
240,T220,T220,Joel Kribel,3
241,T220,T220,Hank Kuehne,3
242,T220,T220,Justin Leonard,3
243,T220,T220,Blaine McCallister,3
