,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
0,T1,T1,Stephen Leaney,11
1,T1,T1,Tiger Woods,11
2,3,3,Fred Funk,10
3,T4,T4,Bart Bryant,9
4,T4,T4,Stewart Cink,9
5,T6,T6,Steve Flesch,8
6,T6,T6,Jim Furyk,8
7,T6,T6,Davis Love III,8
8,T6,T6,Troy Matteson,8
9,T6,T6,Arron Oberholser,8
10,T6,T6,Greg Owen,8
11,T6,T6,Scott Verplank,8
12,T13,T13,Woody Austin,7
13,T13,T13,Daniel Chopra,7
14,T13,T13,Bill Glasson,7
15,T13,T13,Bob May,7
16,T13,T13,Tom Pernice Jr.,7
17,T13,T13,David Toms,7
18,T19,T19,Billy Andrade,6
19,T19,T19,David Branshaw,6
20,T19,T19,Chad Campbell,6
21,T19,T19,Robert Damron,6
22,T19,T19,Joe Durant,6
23,T19,T19,Brian Gay,6
24,T19,T19,Trevor Immelman,6
25,T19,T19,Lee Janzen,6
26,T19,T19,Frank Lickliter II,6
27,T19,T19,Peter Lonard,6
28,T19,T19,Hunter Mahan,6
29,T19,T19,Sean O'Hair,6
30,T19,T19,Corey Pavin,6
31,T19,T19,John Riegger,6
32,T19,T19,Jeff Sluman,6
33,T19,T19,Steve Stricker,6
34,T19,T19,Brett Wetterich,6
35,T36,T36,Robert Allenby,5
36,T36,T36,Stuart Appleby,5
37,T36,T36,Jonathan Byrd,5
38,T36,T36,Mark Calcavecchia,5
39,T36,T36,Ben Crane,5
40,T36,T36,Dan Forsman,5
41,T36,T36,Harrison Frazar,5
42,T36,T36,Robert Gamez,5
43,T36,T36,Lucas Glover,5
44,T36,T36,Jason Gore,5
45,T36,T36,Nathan Green,5
46,T36,T36,Dudley Hart,5
47,T36,T36,Charley Hoffman,5
48,T36,T36,Richard Johnson,5
49,T36,T36,Kent Jones,5
50,T36,T36,Jerry Kelly,5
51,T36,T36,Shigeki Maruyama,5
52,T36,T36,David McKenzie,5
53,T36,T36,Larry Mize,5
54,T36,T36,Ryan Moore,5
55,T36,T36,Rod Pampling,5
56,T36,T36,Brett Quigley,5
57,T36,T36,Rory Sabbatini,5
58,T36,T36,Joey Sindelar,5
59,T36,T36,Heath Slocum,5
60,T36,T36,Henrik Stenson,5
61,T36,T36,D.J. Trahan,5
62,T36,T36,Bo Van Pelt,5
63,T64,T64,Michael Allen,4
64,T64,T64,Tommy Armour III,4
65,T64,T64,Arjun Atwal,4
66,T64,T64,Paul Azinger,4
67,T64,T64,Craig Barlow,4
68,T64,T64,Henrik Bjornstad,4
69,T64,T64,Jason Bohn,4
70,T64,T64,Alex Cejka,4
71,T64,T64,K.J. Choi,4
72,T64,T64,John Cook,4
73,T64,T64,Kris Cox,4
74,T64,T64,Ben Curtis,4
75,T64,T64,Marco Dawson,4
76,T64,T64,Jason Day,4
77,T64,T64,Bubba Dickerson,4
78,T64,T64,Chris DiMarco,4
79,T64,T64,Luke Donald,4
80,T64,T64,Ernie Els,4
81,T64,T64,Brent Geiberger,4
82,T64,T64,Mathew Goggin,4
83,T64,T64,Jeff Gove,4
84,T64,T64,Paul Goydos,4
85,T64,T64,Todd Hamilton,4
86,T64,T64,J.J. Henry,4
87,T64,T64,Tim Herron,4
88,T64,T64,J.B. Holmes,4
89,T64,T64,John Huston,4
90,T64,T64,Ryuji Imada,4
91,T64,T64,Anthony Kim,4
92,T64,T64,Bernhard Langer,4
93,T64,T64,Ian Leggatt,4
94,T64,T64,Steve Lowery,4
95,T64,T64,Will MacKenzie,4
96,T64,T64,Daisuke Maruyama,4
97,T64,T64,Billy Mayfair,4
98,T64,T64,Phil Mickelson,4
99,T64,T64,Kevin Na,4
100,T64,T64,Nick O'Hern,4
101,T64,T64,Joe Ogilvie,4
102,T64,T64,Jeff Overton,4
103,T64,T64,Ryan Palmer,4
104,T64,T64,Jesper Parnevik,4
105,T64,T64,Kenny Perry,4
106,T64,T64,Scott Piercy,4
107,T64,T64,Dicky Pride,4
108,T64,T64,Ted Purdy,4
109,T64,T64,Adam Scott,4
110,T64,T64,John Senden,4
111,T64,T64,Vijay Singh,4
112,T64,T64,Omar Uresti,4
113,T64,T64,Camilo Villegas,4
114,T64,T64,Duffy Waldorf,4
115,T64,T64,Nick Watney,4
116,T64,T64,Mike Weir,4
117,T64,T64,Ron Whittaker,4
118,T64,T64,Dean Wilson,4
119,T120,T120,Jason Allred,3
120,T120,T120,Stephen Ames,3
121,T120,T120,Alex Aragon,3
122,T120,T120,Eric Axley,3
123,T120,T120,Aaron Baddeley,3
124,T120,T120,Briny Baird,3
125,T120,T120,Rich Beem,3
126,T120,T120,Shane Bertsch,3
