,Best_YTD_1-Putt_or_Better_Streak_RANK THIS WEEK,Best_YTD_1-Putt_or_Better_Streak_RANK LAST WEEK,Best_YTD_1-Putt_or_Better_Streak_PLAYER NAME,Best_YTD_1-Putt_or_Better_Streak_EVENTS,Best_YTD_1-Putt_or_Better_Streak_VALUE
0,1,1,Jerry Kelly,31,15
1,2,2,David Howell,14,13
2,T3,T3,Mark Calcavecchia,27,12
3,T3,T3,D.J. Trahan,33,12
4,T5,T5,Ben Curtis,26,11
5,T5,T5,Brad Faxon,26,11
6,T5,T5,Steve Flesch,33,11
7,T5,T5,Nathan Green,30,11
8,T5,T5,Graeme McDowell,15,11
9,T5,T5,David McKenzie,28,11
10,T5,T5,Tom Pernice Jr.,33,11
11,T5,T5,Bob Tway,25,11
12,T5,T5,Scott Verplank,25,11
13,T14,T14,Eric Axley,29,10
14,T14,T14,Jonathan Byrd,20,10
15,T14,T14,Chad Campbell,25,10
16,T14,T14,Alex Cejka,30,10
17,T14,T14,Daniel Chopra,33,10
18,T14,T14,Ben Crane,26,10
19,T14,T14,Danny Ellis,23,10
20,T14,T14,J.J. Henry,28,10
21,T14,T14,Brandt Jobe,28,10
22,T14,T14,Andrew Magee,19,10
23,T14,T14,Paul McGinley,9,10
24,T14,T14,Jesper Parnevik,24,10
25,T14,T14,Corey Pavin,23,10
26,T14,T14,Tag Ridings,33,10
27,T14,T14,Rory Sabbatini,24,10
28,T14,T14,Brett Wetterich,25,10
29,T30,T30,Doug Barron,28,9
30,T30,T30,Henrik Bjornstad,31,9
31,T30,T30,David Branshaw,29,9
32,T30,T30,Chris Couch,27,9
33,T30,T30,Ben Crenshaw,2,9
34,T30,T30,"John Engler, Jr.",27,9
35,T30,T30,Bob Estes,25,9
36,T30,T30,Todd Fischer,35,9
37,T30,T30,Harrison Frazar,29,9
38,T30,T30,Jim Furyk,24,9
39,T30,T30,Brian Gay,31,9
40,T30,T30,John Huston,27,9
41,T30,T30,Richard Johnson,29,9
42,T30,T30,Scott McCarron,15,9
43,T30,T30,Mark O'Meara,18,9
44,T30,T30,José María Olazábal,18,9
45,T30,T30,Craig Parry,15,9
46,T30,T30,Chris Riley,27,9
47,T30,T30,Jason Schultz,28,9
48,T30,T30,Vijay Singh,27,9
49,T30,T30,Chris Wiemers,1,9
50,T51,T51,Robert Allenby,22,8
51,T51,T51,Arjun Atwal,33,8
52,T51,T51,Paul Azinger,30,8
53,T51,T51,Aaron Baddeley,25,8
54,T51,T51,Paul Casey,8,8
55,T51,T51,Stewart Cink,26,8
56,T51,T51,José Coceres,13,8
57,T51,T51,John Daly,21,8
58,T51,T51,Brian Davis,28,8
59,T51,T51,Luke Donald,18,8
60,T51,T51,James Driscoll,29,8
61,T51,T51,Joe Durant,28,8
62,T51,T51,David Duval,24,8
63,T51,T51,David Frost,7,8
64,T51,T51,Mathew Goggin,26,8
65,T51,T51,Mathias Grönberg,30,8
66,T51,T51,Scott Gutschewski,19,8
67,T51,T51,Dudley Hart,29,8
68,T51,T51,Charles Howell III,30,8
69,T51,T51,Peter Jacobsen,4,8
70,T51,T51,Lee Janzen,28,8
71,T51,T51,Zach Johnson,27,8
72,T51,T51,Steve Jones,27,8
73,T51,T51,Kent Jones,32,8
74,T51,T51,Brendan Jones,9,8
75,T51,T51,Robert Karlsson,5,8
76,T51,T51,Shingo Katayama,6,8
77,T51,T51,Jonathan Kaye,32,8
78,T51,T51,Skip Kendall,22,8
79,T51,T51,Wayne Levi,1,8
80,T51,T51,Will MacKenzie,29,8
81,T51,T51,Shigeki Maruyama,30,8
82,T51,T51,Len Mattiace,22,8
83,T51,T51,Ryan Moore,22,8
84,T51,T51,Sean O'Hair,30,8
85,T51,T51,Arron Oberholser,23,8
86,T51,T51,Geoff Ogilvy,20,8
87,T51,T51,Jeff Overton,28,8
88,T51,T51,Ryan Palmer,30,8
89,T51,T51,Rod Pampling,24,8
90,T51,T51,Pat Perez,19,8
91,T51,T51,Tim Petrovic,30,8
92,T51,T51,D.A. Points,28,8
93,T51,T51,Ian Poulter,15,8
94,T51,T51,Ted Purdy,33,8
95,T51,T51,Justin Rose,28,8
96,T51,T51,Marco Ruiz,1,8
97,T51,T51,"Wes Short, Jr.",33,8
98,T51,T51,Joey Sindelar,29,8
99,T51,T51,Chris Smith,21,8
100,T51,T51,Mike Sposa,25,8
101,T51,T51,Henrik Stenson,10,8
