,YTD_Consecutive_Cuts_RANK THIS WEEK,YTD_Consecutive_Cuts_RANK LAST WEEK,YTD_Consecutive_Cuts_PLAYER NAME,YTD_Consecutive_Cuts_NUMBER OF CUTS
0,1,1,Ernie Els,18
1,2,2,Fred Funk,16
2,3,3,Trevor Immelman,15
3,4,4,Jim Furyk,12
4,5,5,Lucas Glover,10
5,T6,T6,K.J. Choi,9
6,T6,T6,Luke Donald,9
7,T6,T6,J.J. Henry,9
8,T6,T6,Ryuji Imada,9
9,T6,T6,Shaun Micheel,9
10,T11,T11,Stewart Cink,8
11,T11,T11,Geoff Ogilvy,8
12,T11,T11,Vijay Singh,8
13,T14,T14,Stuart Appleby,7
14,T14,T14,Bart Bryant,7
15,T14,T14,Tim Clark,7
16,T14,T14,Hunter Mahan,7
17,T14,T14,D.A. Points,7
18,T14,T14,Tiger Woods,7
19,T20,T20,Eric Axley,6
20,T20,T20,Ben Crane,6
21,T20,T20,Chris DiMarco,6
22,T20,T20,Joe Durant,6
23,T20,T20,Davis Love III,6
24,T20,T20,Rory Sabbatini,6
25,T20,T20,David Toms,6
26,T20,T20,Brett Wetterich,6
27,T28,T28,Sergio Garcia,5
28,T28,T28,David Howell,5
29,T28,T28,Miguel Angel Jiménez,5
30,T28,T28,Zach Johnson,5
31,T28,T28,Robert Karlsson,5
32,T28,T28,Frank Lickliter II,5
33,T28,T28,Troy Matteson,5
34,T28,T28,Graeme McDowell,5
35,T28,T28,Arron Oberholser,5
36,T28,T28,Tim Petrovic,5
37,T28,T28,Tag Ridings,5
38,T28,T28,John Rollins,5
39,T28,T28,Henrik Stenson,5
40,T28,T28,Steve Stricker,5
41,T28,T28,Dean Wilson,5
42,T28,T28,Mark Wilson,5
43,T44,T44,Michael Allen,4
44,T44,T44,Woody Austin,4
45,T44,T44,Henrik Bjornstad,4
46,T44,T44,Jonathan Byrd,4
47,T44,T44,Chad Campbell,4
48,T44,T44,Jay Haas,4
49,T44,T44,Steve Lowery,4
50,T44,T44,Rod Pampling,4
51,T44,T44,Chris Smith,4
52,T44,T44,Mike Sposa,4
53,T44,T44,Scott Verplank,4
54,T44,T44,Lee Westwood,4
55,T56,T56,Briny Baird,3
56,T56,T56,David Frost,3
57,T56,T56,Bill Haas,3
58,T56,T56,Lee Janzen,3
59,T56,T56,Richard Johnson,3
60,T56,T56,Greg Kraft,3
61,T56,T56,Shigeki Maruyama,3
62,T56,T56,Nick O'Hern,3
63,T56,T56,José María Olazábal,3
64,T56,T56,Scott Piercy,3
65,T56,T56,Ian Poulter,3
66,T56,T56,Mike Small,3
67,T56,T56,Vaughn Taylor,3
68,T69,T69,Cameron Beckman,2
69,T69,T69,John Bickerton,2
70,T69,T69,Thomas Bjørn,2
71,T69,T69,Ángel Cabrera,2
72,T69,T69,Mark Calcavecchia,2
73,T69,T69,Michael Campbell,2
74,T69,T69,Paul Casey,2
75,T69,T69,Fred Couples,2
76,T69,T69,Ben Crenshaw,2
77,T69,T69,Bubba Dickerson,2
78,T69,T69,Ken Duke,2
79,T69,T69,Simon Dyson,2
80,T69,T69,Johan Edfors,2
81,T69,T69,Stephen Gangluff,2
82,T69,T69,Padraig Harrington,2
83,T69,T69,Brandt Jobe,2
84,T69,T69,Anthony Kim,2
85,T69,T69,Stephen Leaney,2
86,T69,T69,Blaine McCallister,2
87,T69,T69,Parker McLachlin,2
88,T69,T69,Phil Mickelson,2
89,T69,T69,Larry Mize,2
90,T69,T69,Ryan Palmer,2
91,T69,T69,Jesper Parnevik,2
92,T69,T69,Tom Pernice Jr.,2
93,T69,T69,Loren Roberts,2
94,T69,T69,Justin Rose,2
95,T69,T69,Charl Schwartzel,2
96,T69,T69,Heath Slocum,2
97,T69,T69,Hideto Tanihara,2
98,T69,T69,Nicholas Thompson,2
99,T69,T69,Nick Watney,2
100,T69,T69,Mike Weir,2
101,T69,T69,Ron Whittaker,2
102,T69,T69,Thaworn Wiratchant,2
103,T69,T69,Don Yrene,2
