,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
0,1,1,Duffy Waldorf,28,16,1.0,1,17,2006200
1,2,2,David Duval,24,13,,4,9,2006020
2,3,3,Carlos Franco,29,12,,1,10,2006100
3,T4,T4,Stuart Appleby,23,11,,1,1,2006020
4,T4,T4,Heath Slocum,30,11,2.0,2,9,2006330
5,T6,T6,Chad Campbell,25,10,,3,10,2006200
6,T6,T6,Greg Chalmers,28,10,,1,11,2006330
7,T6,T6,K.J. Choi,26,10,1.0,2,13,2006020
8,T6,T6,Fred Couples,17,10,,2,1,2006210
9,T6,T6,Dudley Hart,29,10,2.0,1,16,2006220
10,T6,T6,J.B. Holmes,26,10,,4,13,2006040
11,T6,T6,Corey Pavin,23,10,1.0,4,3,2006200
12,T6,T6,Steve Stricker,17,10,,3,11,2006170
13,T6,T6,Brett Wetterich,25,10,,4,13,2006140
14,T15,T15,Woody Austin,31,9,,4,4,2006040
15,T15,T15,Daniel Chopra,33,9,,3,7,2006360
16,T15,T15,Kris Cox,28,9,1.0,2,17,2006320
17,T15,T15,Luke Donald,18,9,,4,14,2006040
18,T15,T15,James Driscoll,29,9,,1,10,2006280
19,T15,T15,Bob Estes,25,9,,4,18,2006330
20,T15,T15,S.K. Ho,2,9,,4,15,2006310
21,T15,T15,Lee Janzen,28,9,2.0,2,2,2006430
22,T15,T15,Jeff Overton,28,9,1.0,2,14,2006220
23,T15,T15,Jesper Parnevik,24,9,1.0,4,16,2006020
24,T15,T15,Pat Perez,19,9,9.0,1,7,2006360
25,T15,T15,Jerry Smith,29,9,2.0,1,12,2006430
26,T15,T15,David Toms,22,9,,1,1,2006100
27,T28,T28,Paul Azinger,30,8,5.0,2,12,2006430
28,T28,T28,Craig Barlow,22,8,,1,4,2006330
29,T28,T28,Stewart Cink,26,8,1.0,1,8,2006370
30,T28,T28,Tim Clark,22,8,8.0,1,16,2006450
31,T28,T28,Steve Elkington,17,8,1.0,1,18,2006240
32,T28,T28,Ernie Els,18,8,,2,16,2006200
33,T28,T28,"John Engler, Jr.",27,8,,1,12,2006280
34,T28,T28,Tim Herron,27,8,7.0,1,1,2006350
35,T28,T28,Jerry Kelly,31,8,,1,16,2006190
36,T28,T28,Andrew Magee,19,8,,3,16,2006300
37,T28,T28,James McLean,4,8,3.0,2,6,2006270
38,T28,T28,Phil Mickelson,19,8,2.0,4,16,2006190
39,T28,T28,Sean O'Hair,30,8,4.0,2,9,2006140
40,T28,T28,Rod Pampling,24,8,2.0,3,1,2006190
41,T28,T28,Tom Pernice Jr.,33,8,3.0,2,11,2006250
42,T28,T28,Carl Pettersson,28,8,,2,5,2006070
43,T28,T28,Nick Price,16,8,,4,2,2006130
44,T28,T28,Brett Quigley,33,8,,1,8,2006260
45,T28,T28,Chris Riley,27,8,,1,12,2006360
46,T28,T28,John Rollins,28,8,,1,13,2006280
47,T28,T28,Vaughn Taylor,26,8,,2,7,2006150
48,T28,T28,Dean Wilson,34,8,1.0,4,3,2006050
49,T50,T50,Michael Allen,25,7,,3,5,2006450
50,T50,T50,Aaron Baddeley,25,7,1.0,1,16,2006310
51,T50,T50,Gavin Coles,5,7,,2,18,2006170
52,T50,T50,Brad Faxon,26,7,,2,9,2006450
53,T50,T50,Steve Flesch,33,7,,4,7,2006180
54,T50,T50,Fred Funk,29,7,,4,10,2006220
55,T50,T50,Robert Gamez,30,7,1.0,3,11,2006010
56,T50,T50,Matt Gogel,14,7,,2,17,2006300
