,Best_Rounds_in_60s_Streak_RANK THIS WEEK,Best_Rounds_in_60s_Streak_RANK LAST WEEK,Best_Rounds_in_60s_Streak_PLAYER NAME,Best_Rounds_in_60s_Streak_CAREER BEST STREAK,Best_Rounds_in_60s_Streak_BEST YTD STREAK,Best_Rounds_in_60s_Streak_CURRENT STREAK
0,1,1,Bob Estes,17,3.0,
1,2,2,Charles Howell III,16,3.0,
2,T3,T3,Chris DiMarco,14,4.0,
3,T3,T3,Scott Hoch,14,,
4,T5,T5,Harrison Frazar,13,5.0,
5,T5,T5,Davis Love III,13,8.0,
6,T7,T7,Joe Durant,12,6.0,
7,T7,T7,Shigeki Maruyama,12,5.0,
8,T7,T7,Mark O'Meara,12,3.0,
9,T7,T7,Tim Petrovic,12,2.0,
10,T11,T11,Brian Bateman,11,2.0,
11,T11,T11,David Edwards,11,3.0,
12,T11,T11,Jim Furyk,11,8.0,
13,T11,T11,J.P. Hayes,11,3.0,
14,T11,T11,Bernhard Langer,11,4.0,
15,T11,T11,Stephen Leaney,11,11.0,
16,T11,T11,Bruce Lietzke,11,,
17,T11,T11,Mark McCumber,11,,
18,T11,T11,Jerry Pate,11,,
19,T11,T11,Scott Verplank,11,8.0,
20,T11,T11,Tiger Woods,11,11.0,
21,T22,T22,Fred Couples,10,2.0,
22,T22,T22,Steve Flesch,10,8.0,
23,T22,T22,Carlos Franco,10,3.0,
24,T22,T22,David Frost,10,2.0,
25,T22,T22,Fred Funk,10,10.0,
26,T22,T22,Robert Gamez,10,5.0,
27,T22,T22,Rocco Mediate,10,2.0,
28,T22,T22,Corey Pavin,10,6.0,
29,T22,T22,David Peoples,10,1.0,
30,T22,T22,Carl Pettersson,10,3.0,
31,T22,T22,Mike Reid,10,,
32,T22,T22,Chris Riley,10,3.0,
33,T22,T22,Loren Roberts,10,2.0,
34,T22,T22,Gene Sauers,10,,
35,T22,T22,Tom Sieckmann,10,,
36,T22,T22,Joey Sindelar,10,5.0,
37,T22,T22,Chris Smith,10,2.0,
38,T22,T22,David Toms,10,7.0,
39,T22,T22,Grant Waite,10,2.0,
40,T41,T41,Billy Andrade,9,6.0,
41,T41,T41,Stuart Appleby,9,5.0,
42,T41,T41,Cameron Beckman,9,2.0,
43,T41,T41,Notah Begay III,9,2.0,
44,T41,T41,Bart Bryant,9,9.0,
45,T41,T41,Brad Bryant,9,,
46,T41,T41,Mark Calcavecchia,9,5.0,
47,T41,T41,K.J. Choi,9,4.0,
48,T41,T41,Stewart Cink,9,9.0,
49,T41,T41,Lennie Clements,9,,
50,T41,T41,Ben Crane,9,5.0,
51,T41,T41,Ernie Els,9,4.0,
52,T41,T41,Sergio Garcia,9,3.0,
53,T41,T41,Brian Gay,9,6.0,
54,T41,T41,Paul Gow,9,,
55,T41,T41,Paul Goydos,9,4.0,
56,T41,T41,Jay Haas,9,1.0,
57,T41,T41,John Huston,9,4.0,
58,T41,T41,Per-Ulrik Johansson,9,,
59,T41,T41,Tom Lehman,9,2.0,
60,T41,T41,Justin Leonard,9,3.0,
61,T41,T41,Blaine McCallister,9,1.0,
62,T41,T41,Phil Mickelson,9,4.0,
63,T41,T41,Gil Morgan,9,,
64,T41,T41,Greg Norman,9,,
65,T41,T41,Jesper Parnevik,9,4.0,
66,T41,T41,Chris Perry,9,,
67,T41,T41,Heath Slocum,9,5.0,
68,T41,T41,Jeff Sluman,9,6.0,
69,T41,T41,Payne Stewart,9,,
70,T41,T41,Hal Sutton,9,,
71,T41,T41,Kirk Triplett,9,3.0,
72,T41,T41,Bob Tway,9,3.0,
73,T41,T41,Mike Weir,9,4.0,
74,T75,T75,John Adams,8,,
75,T75,T75,Robert Allenby,8,5.0,
76,T75,T75,Paul Azinger,8,4.0,
77,T75,T75,Ian Baker-Finch,8,,
78,T75,T75,Doug Barron,8,2.0,
79,T75,T75,Andy Bean,8,,
80,T75,T75,Bill Britton,8,,
81,T75,T75,Rex Caldwell,8,,
82,T75,T75,Chad Campbell,8,6.0,
83,T75,T75,Jim Carter,8,1.0,
84,T75,T75,Bobby Clampett,8,,
85,T75,T75,Tim Clark,8,3.0,
86,T75,T75,Russ Cochran,8,1.0,
87,T75,T75,John Cook,8,4.0,
88,T75,T75,David Duval,8,3.0,
89,T75,T75,Bob Gilder,8,,
90,T75,T75,Bill Glasson,8,7.0,
91,T75,T75,Hubert Green,8,,
92,T75,T75,Ken Green,8,,
93,T75,T75,Donnie Hammond,8,2.0,
94,T75,T75,Dudley Hart,8,5.0,
