,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Steve Marino,27
1,T2,T2,Brian Davis,24
2,T2,T2,J.J. Henry,24
3,4,4,David Toms,22
4,T5,T5,Woody Austin,21
5,T5,T5,Chez Reavie,21
6,T7,T7,Jonathan Byrd,19
7,T7,T7,Brian Gay,19
8,T7,T7,Charley Hoffman,19
9,T7,T7,Scott Verplank,19
10,11,11,Matt Weibring,18
11,T12,T12,Bryce Molder,17
12,T12,T12,Charlie Wi,17
13,T14,T14,Tim Herron,16
14,T14,T14,Nick Watney,16
15,T16,T16,Ben Crane,15
16,T16,T16,Robert Garrigus,15
17,T16,T16,Kenny Perry,15
18,T16,T16,Chris Riley,15
19,T20,T20,Stephen Ames,14
20,T20,T20,Chad Campbell,14
21,T20,T20,Chris DiMarco,14
22,T20,T20,Mathew Goggin,14
23,T20,T20,Richard Johnson,14
24,T20,T20,Matt Kuchar,14
25,T20,T20,Michael Letzig,14
26,T20,T20,Mike Weir,14
27,T28,T28,Briny Baird,13
28,T28,T28,Tim Clark,13
29,T28,T28,Dustin Johnson,13
30,T28,T28,Joe Ogilvie,13
31,T28,T28,Omar Uresti,13
32,T28,T28,Boo Weekley,13
33,T28,T28,Mark Wilson,13
34,T35,T35,Stuart Appleby,12
35,T35,T35,Jason Bohn,12
36,T35,T35,Charles Howell III,12
37,T35,T35,Jerry Kelly,12
38,T35,T35,Sean O'Hair,12
39,T35,T35,Tim Petrovic,12
40,T35,T35,Webb Simpson,12
41,T35,T35,Kevin Sutherland,12
42,T35,T35,Tiger Woods,12
43,T44,T44,Robert Allenby,11
44,T44,T44,Greg Chalmers,11
45,T44,T44,Bob Estes,11
46,T44,T44,Lucas Glover,11
47,T44,T44,Bill Haas,11
48,T44,T44,Ryuji Imada,11
49,T44,T44,Matt Jones,11
50,T44,T44,Billy Mayfair,11
51,T44,T44,George McNeill,11
52,T44,T44,Ryan Moore,11
53,T44,T44,James Nitties,11
54,T44,T44,Scott Piercy,11
55,T44,T44,Vijay Singh,11
56,T44,T44,Brandt Snedeker,11
57,T44,T44,Y.E. Yang,11
58,T59,T59,Cameron Beckman,10
59,T59,T59,Kris Blanks,10
60,T59,T59,Harrison Frazar,10
61,T59,T59,Jim Furyk,10
62,T59,T59,Zach Johnson,10
63,T59,T59,Jeff Klauk,10
64,T59,T59,Martin Laird,10
65,T59,T59,Jeff Maggert,10
66,T59,T59,Troy Matteson,10
67,T59,T59,Scott McCarron,10
68,T59,T59,Corey Pavin,10
69,T59,T59,Tom Pernice Jr.,10
70,T59,T59,D.A. Points,10
71,T59,T59,Ian Poulter,10
72,T59,T59,Jeev Milkha Singh,10
73,T59,T59,Steve Stricker,10
74,T59,T59,Nicholas Thompson,10
75,T76,T76,Michael Allen,9
76,T76,T76,Alex Cejka,9
77,T76,T76,K.J. Choi,9
78,T76,T76,Jason Day,9
79,T76,T76,Brendon de Jonge,9
80,T76,T76,Joe Durant,9
