,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
0,1,1,Kenny Perry,28,2008380
1,T2,T2,Jim Furyk,15,2009190
2,T2,T2,Graeme McDowell,15,2008140
3,4,4,Retief Goosen,12,2009190
4,T5,T5,Phil Mickelson,11,2009160
5,T5,T5,Y.E. Yang,11,2009240
6,T7,T7,Zach Johnson,10,2009270
7,T7,T7,Justin Leonard,10,2009270
8,T7,T7,Chris Riley,10,2009290
9,T10,T10,Ben Crane,9,2009330
10,T10,T10,Kevin Na,9,2009300
11,T10,T10,Michael Sim,9,2008080
12,T10,T10,David Toms,9,2009350
13,T14,T14,Todd Demsey,8,2008370
14,T14,T14,Luke Donald,8,2009310
15,T14,T14,Troy Matteson,8,2009330
16,T14,T14,Boo Weekley,8,2009270
17,T14,T14,Lee Westwood,8,2009090
18,T19,T19,Bob Estes,7,2009290
19,T19,T19,Padraig Harrington,7,2009310
20,T19,T19,J.J. Henry,7,2009340
21,T19,T19,Charles Howell III,7,2009370
22,T19,T19,Dustin Johnson,7,2009350
23,T19,T19,Hunter Mahan,7,2009350
24,T19,T19,Corey Pavin,7,2009300
25,T19,T19,Brandt Snedeker,7,2009370
26,T19,T19,Mark Wilson,7,2009370
27,T19,T19,Tiger Woods,7,2009330
28,T29,T29,Alex Cejka,6,2009340
29,T29,T29,Jason Day,6,2009290
30,T29,T29,Brian Gay,6,2009380
31,T29,T29,D.A. Points,6,2009380
32,T29,T29,John Senden,6,2009370
33,T29,T29,Doug Tewell,6,1999230
34,T35,T35,Jason Bohn,5,2009390
35,T35,T35,Jerry Kelly,5,2009380
36,T35,T35,Matt Kuchar,5,2009380
37,T35,T35,Martin Laird,5,2009340
38,T35,T35,Wayne Levi,5,2001300
39,T35,T35,Carl Pettersson,5,2009370
40,T35,T35,John Riegger,5,2008450
41,T35,T35,Justin Rose,5,2009370
42,T35,T35,Patrick Sheehan,5,2009320
43,T35,T35,Jeev Milkha Singh,5,2009350
44,T35,T35,D.J. Trahan,5,2009390
45,T35,T35,Bo Van Pelt,5,2009400
46,T35,T35,Mike Weir,5,2009380
47,T48,T48,Paul Broadhurst,4,2006440
48,T48,T48,Greg Chalmers,4,2009390
49,T48,T48,Ross Fisher,4,2009260
50,T48,T48,Alastair Forsyth,4,2007310
51,T48,T48,Hiroyuki Fujita,4,2004290
52,T48,T48,Sergio Garcia,4,2009370
53,T48,T48,Nathan Green,4,2009400
54,T48,T48,Soren Hansen,4,2009260
55,T48,T48,James Kingston,4,2008350
56,T48,T48,Tom Lehman,4,2009310
57,T48,T48,Jonathan Lomas,4,1995290
58,T48,T48,Rory McIlroy,4,2009260
59,T48,T48,Francesco Molinari,4,2009260
60,T48,T48,Nick O'Hern,4,2009420
61,T48,T48,Ted Purdy,4,2009420
62,T48,T48,Henrik Stenson,4,2009260
63,T48,T48,Richard Sterne,4,2009240
64,T48,T48,Steve Stricker,4,2009380
65,T48,T48,Scott Verplank,4,2009380
66,T48,T48,Johnson Wagner,4,2009370
67,T48,T48,Oliver Wilson,4,2009260
68,T69,T69,Fredrik Andersson Hed,3,2002310
69,T69,T69,Stuart Appleby,3,2009420
70,T69,T69,Ronnie Black,3,2009110
71,T69,T69,Grégory Bourdy,3,2006440
72,T69,T69,Ángel Cabrera,3,2009390
73,T69,T69,Chad Campbell,3,2009400
74,T69,T69,Tim Clark,3,2009400
75,T69,T69,Chris DiMarco,3,2009440
76,T69,T69,Jason Dufner,3,2009390
77,T69,T69,Gonzalo Fernandez-Castaño,3,2009310
78,T69,T69,Rickie Fowler,3,2009440
79,T69,T69,Carlos Franco,3,2009300
80,T69,T69,Lucas Glover,3,2009390
81,T69,T69,Andres Gonzales,3,2006460
82,T69,T69,Grégory Havret,3,2008140
83,T69,T69,J.P. Hayes,3,2009330
84,T69,T69,Tim Herron,3,2009440
85,T69,T69,David Howell,3,2008320
86,T69,T69,Thongchai Jaidee,3,2009310
87,T69,T69,Miguel Angel Jiménez,3,2009310
88,T69,T69,Martin Kaymer,3,2009310
89,T69,T69,Søren Kjeldsen,3,2009310
90,T69,T69,Jeff Klauk,3,2009440
91,T69,T69,Kenichi Kuboya,3,2003470
92,T69,T69,Thomas Levet,3,2009260
93,T69,T69,Spencer Levin,3,2009440
94,T69,T69,Len Mattiace,3,2008340
95,T69,T69,Bob May,3,2008080
96,T69,T69,Spike McRoy,3,2008340
97,T69,T69,Yusaku Miyazato,3,2006360
98,T69,T69,Sean O'Hair,3,2009390
99,T69,T69,Geoff Ogilvy,3,2009390
100,T69,T69,José María Olazábal,3,2009170
101,T69,T69,Greg Owen,3,2009440
102,T69,T69,Pat Perez,3,2009390
103,T69,T69,Tom Pernice Jr.,3,2009440
104,T69,T69,Andres Romero,3,2009420
105,T69,T69,Bob Shearer,3,1984320
106,T69,T69,Chris Stroud,3,2009420
107,T69,T69,Steve Wheatcroft,3,2007465
108,T69,T69,Garrett Willis,3,2009210
109,T69,T69,Chris Wood,3,2008320
110,T111,T111,Stephen Ames,2,2009450
111,T111,T111,Ricky Barnes,2,2009450
112,T111,T111,Michael Bradley,2,2009450
113,T111,T111,Jeff Brehaut,2,2007480
114,T111,T111,Bart Bryant,2,2009280
115,T111,T111,Jonathan Byrd,2,2009450
116,T111,T111,Stewart Cink,2,2009400
117,T111,T111,Brian Davis,2,2009450
118,T111,T111,Ernie Els,2,2009400
119,T111,T111,Niclas Fasth,2,2008350
120,T111,T111,Dan Forsman,2,2008340
121,T111,T111,Keiichiro Fukabori,2,2006310
122,T111,T111,Tommy Gainey,2,2009340
123,T111,T111,Mike Grob,2,2007320
124,T111,T111,Mathias Grönberg,2,2009420
125,T111,T111,Scott Hoch,2,2008100
126,T111,T111,Kevin Johnson,2,2002300
127,T111,T111,Kent Jones,2,2009450
128,T111,T111,Brendan Jones,2,2009090
129,T111,T111,Anthony Kang,2,2001250
130,T111,T111,Robert Karlsson,2,2009190
131,T111,T111,Skip Kendall,2,2009140
132,T111,T111,Chih-Bing Lam,2,2008320
133,T111,T111,Danny Lee,2,2009350
134,T111,T111,Peter Lonard,2,2009450
135,T111,T111,Bill Lunde,2,2009440
136,T111,T111,Mac McLendon,2,1980430
137,T111,T111,Larry Mize,2,2008410
138,T111,T111,Ryan Moore,2,2009440
139,T111,T111,Jack Newton,2,1982420
140,T111,T111,Ryan Palmer,2,2009450
141,T111,T111,Craig Parry,2,2008320
142,T111,T111,Rod Perry,2,2008480
143,T111,T111,Aron Price,2,2009450
144,T111,T111,Brett Quigley,2,2009450
145,T111,T111,Alvaro Quiros,2,2009350
146,T111,T111,Chez Reavie,2,2009450
147,T111,T111,Loren Roberts,2,2009250
148,T111,T111,John Schroeder,2,1995300
149,T111,T111,Charl Schwartzel,2,2009340
150,T111,T111,Adam Scott,2,2009380
151,T111,T111,Webb Simpson,2,2009450
152,T111,T111,Bob Smith,2,1985280
153,T111,T111,Graeme Storm,2,2008320
154,T111,T111,Nicholas Thompson,2,2009450
155,T111,T111,Camilo Villegas,2,2009390
156,T111,T111,Brett Wetterich,2,2008230
