,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
211,T197,T197,Erik Compton,5,4,1.0,2,12,2009240
212,T197,T197,Keoke Cotner,1,4,,1,2,2009150
213,T197,T197,Chris Couch,8,4,,2,17,2009170
214,T197,T197,Fred Couples,16,4,2.0,3,7,2009150
215,T197,T197,Jay Delsing,7,4,,1,16,2009300
216,T197,T197,Nick Dougherty,3,4,2.0,2,9,2009350
217,T197,T197,Jason Dufner,26,4,,4,2,2009030
218,T197,T197,David Duval,22,4,,2,15,2009440
219,T197,T197,Derek Fathauer,25,4,1.0,4,5,2009320
220,T197,T197,Gonzalo Fernandez-Castaño,5,4,,4,17,2009310
221,T197,T197,Todd Fischer,3,4,1.0,2,12,2009060
222,T197,T197,Rickie Fowler,6,4,1.0,2,11,2009450
223,T197,T197,Carlos Franco,10,4,,3,11,2009300
224,T197,T197,Tommy Gainey,15,4,1.0,4,9,2009300
225,T197,T197,Robert Garrigus,25,4,,1,15,2009440
226,T197,T197,Mathew Goggin,26,4,,3,6,2009270
227,T197,T197,Andres Gonzales,1,4,4.0,1,10,2009320
228,T197,T197,Paul Goydos,25,4,2.0,2,4,2009250
229,T197,T197,Richard Green,2,4,4.0,4,5,2009360
230,T197,T197,Todd Hamilton,29,4,,1,1,2009240
231,T197,T197,Thongchai Jaidee,4,4,,3,2,2009350
232,T197,T197,Vincent Johnson,1,4,4.0,2,1,2009070
233,T197,T197,Brendan Jones,2,4,,1,10,2009360
234,T197,T197,Matt Jones,17,4,,2,15,2009300
235,T197,T197,Robert Karlsson,6,4,1.0,2,11,2009190
236,T197,T197,James Kingston,2,4,,2,18,2009120
237,T197,T197,Søren Kjeldsen,7,4,,2,4,2009120
238,T197,T197,Joel Kribel,1,4,4.0,2,2,2009290
239,T197,T197,Danny Lee,12,4,,2,18,2009270
240,T197,T197,Tom Lehman,16,4,,2,11,2009170
241,T197,T197,Spencer Levin,25,4,1.0,2,2,2009170
242,T197,T197,Shane Lowry,1,4,4.0,3,1,2009350
243,T197,T197,Billy Mayfair,28,4,,1,2,2009420
244,T197,T197,Andrew McLardy,2,4,,4,16,2009260
245,T197,T197,Larry Mize,1,4,4.0,1,12,2009160
246,T197,T197,Sean O'Hair,23,4,1.0,4,11,2009230
247,T197,T197,Arron Oberholser,4,4,,1,1,2009050
248,T197,T197,Pat Perez,22,4,,3,12,2009320
249,T197,T197,Tag Ridings,16,4,1.0,1,13,2009340
250,T197,T197,Andres Romero,20,4,1.0,2,10,2009070
251,T197,T197,Adam Scott,19,4,1.0,2,8,2009380
252,T197,T197,Patrick Sheehan,15,4,4.0,3,7,2009480
253,T197,T197,Heath Slocum,30,4,,4,1,2009400
254,T197,T197,Kevin Stadler,20,4,3.0,4,11,2009330
255,T197,T197,Paul Stankowski,9,4,,1,5,2009250
256,T197,T197,Phil Tataurangi,2,4,,2,5,2009210
257,T197,T197,Tim Thelen,2,4,,2,15,2009150
258,T197,T197,Marc Turnesa,30,4,2.0,3,10,2009280
259,T197,T197,Bob Tway,13,4,1.0,1,12,2009040
260,T197,T197,Omar Uresti,9,4,,2,9,2009300
261,T197,T197,Johnson Wagner,26,4,1.0,1,18,2009320
262,T197,T197,Boo Weekley,22,4,,3,13,2009270
263,T197,T197,Lee Westwood,8,4,1.0,4,8,2009150
264,T197,T197,Dean Wilson,29,4,,1,11,2009320
265,T197,T197,Casey Wittenberg,25,4,1.0,2,9,2009020
266,T197,T197,Chris Wood,2,4,1.0,3,4,2009310
267,T268,T268,Paul Azinger,8,3,,2,16,2009130
268,T268,T268,Ricky Barnes,23,3,,2,15,2009450
269,T268,T268,Shane Bertsch,2,3,1.0,1,3,2009480
270,T268,T268,Matthew Borchert,19,3,1.0,1,9,2009020
271,T268,T268,Guy Boros,7,3,,2,1,2009330
272,T268,T268,Brian Brodell,1,3,3.0,1,8,2009300
273,T268,T268,"Tim Cantwell, Jr.",1,3,,2,11,2009300
274,T268,T268,Jason Caron,1,3,3.0,1,3,2009100
275,T268,T268,Bobby Clampett,2,3,1.0,2,18,2009030
276,T268,T268,Johan Edfors,3,3,,2,4,2009260
277,T268,T268,Richard Finch,2,3,,3,6,2009120
278,T268,T268,Tadd Fujikawa,4,3,2.0,1,7,2009020
279,T268,T268,Hiroyuki Fujita,1,3,,3,4,2009360
280,T268,T268,Fred Funk,6,3,1.0,2,17,2009280
281,T268,T268,Robert Gamez,11,3,1.0,3,2,2009030
282,T268,T268,Kyle German,1,3,3.0,1,11,2009320
283,T268,T268,Anders Hansen,4,3,3.0,2,1,2009360
284,T268,T268,Soren Hansen,8,3,1.0,2,6,2009310
285,T268,T268,Matt Harmon,1,3,2.0,1,12,2009330
286,T268,T268,Mike Heinen,2,3,3.0,1,10,2009210
287,T268,T268,John Huston,13,3,1.0,3,18,2009190
288,T268,T268,Ryo Ishikawa,6,3,3.0,4,5,2009360
289,T268,T268,Anthony Kang,1,3,,4,1,2009350
290,T268,T268,Troy Kelly,17,3,,2,6,2009300
291,T268,T268,Skip Kendall,3,3,,3,2,2009060
292,T268,T268,Colt Knost,24,3,,4,7,2009270
293,T268,T268,Neal Lancaster,6,3,,2,16,2009250
294,T268,T268,Stephen Leaney,11,3,,1,17,2009220
295,T268,T268,Richard Lee,1,3,,1,2,2009320
296,T268,T268,Wen-Tang Lin,3,3,1.0,3,10,2009120
297,T268,T268,Andrew Magee,2,3,,2,12,2009060
298,T268,T268,Matteo Manassero,1,3,3.0,2,6,2009310
299,T268,T268,Prayad Marksaeng,6,3,,1,15,2009350
300,T268,T268,Len Mattiace,1,3,,1,5,2009060
301,T268,T268,Francesco Molinari,4,3,,3,4,2009310
302,T268,T268,Garth Mulroy,1,3,3.0,4,12,2009120
303,T268,T268,Leif Olson,21,3,,2,5,2009450
304,T268,T268,Andrew Parr,2,3,,1,3,2009320
305,T268,T268,Steve Pate,4,3,1.0,2,2,2009070
306,T268,T268,Cameron Peck,1,3,3.0,1,10,2009250
307,T268,T268,David Peoples,6,3,,3,7,2009320
308,T268,T268,Dicky Pride,10,3,,1,10,2009340
309,T268,T268,Alvaro Quiros,9,3,,2,9,2009350
310,T268,T268,Eduardo Romero,1,3,3.0,1,6,2009260
311,T268,T268,"Wes Short, Jr.",3,3,1.0,2,7,2009030
312,T268,T268,Michael Sim,3,3,,3,4,2009360
313,T268,T268,David Smail,3,3,,2,15,2009360
314,T268,T268,Kyle Stanley,7,3,,2,6,2009300
315,T268,T268,Scott Sterling,16,3,,2,12,2009340
316,T268,T268,Richard Sterne,8,3,,1,17,2009310
317,T268,T268,Brendon Todd,21,3,3.0,2,8,2009480
318,T268,T268,Mike Van Sickle,2,3,1.0,1,9,2009290
319,T268,T268,Brian Vranesh,20,3,,2,16,2009420
320,T268,T268,Aaron Watkins,18,3,,2,18,2009340
321,T322,T322,Fulton Allem,1,2,,1,5,2009230
322,T322,T322,Mark Anderson,1,2,,1,9,2009170
323,T322,T322,Alex Aragon,2,2,1.0,1,12,2009020
324,T322,T322,Craig Barlow,5,2,,1,17,2009340
325,T322,T322,Chris Baryla,3,2,,2,14,2009330
326,T322,T322,"David Berganio, Jr.",15,2,,1,8,2009150
327,T322,T322,Rich Bland,1,2,2.0,2,11,2009260
328,T322,T322,Craig Bowden,1,2,2.0,2,3,2009260
329,T322,T322,Jeff Brehaut,1,2,,1,11,2009260
330,T322,T322,Markus Brier,1,2,2.0,2,1,2009310
331,T322,T322,Jaxon Brigman,1,2,2.0,2,1,2009220
332,T322,T322,Jason Buha,1,2,2.0,1,5,2009180
333,T322,T322,Bronson Burgoon,1,2,,2,1,2009260
334,T322,T322,Rodney Butcher,3,2,,2,5,2009250
335,T322,T322,Robert Damron,5,2,,2,14,2009300
336,T322,T322,Trevor Dodds,1,2,,1,4,2009210
337,T322,T322,David Drysdale,1,2,2.0,3,15,2009310
338,T322,T322,Simon Dyson,1,2,1.0,2,11,2009260
339,T322,T322,John Ellis,1,2,2.0,2,5,2009060
340,T322,T322,Nick Faldo,1,2,,1,6,2009310
341,T322,T322,Raymond Floyd,1,2,,2,1,2009160
342,T322,T322,Alastair Forsyth,1,2,,1,7,2009360
343,T322,T322,Philip Francis,1,2,2.0,2,13,2009290
344,T322,T322,Rafael Gómez,1,2,2.0,2,7,2009320
345,T322,T322,Jim Gormley,1,2,2.0,2,3,2009070
346,T322,T322,David Gossett,5,2,,1,7,2009330
347,T322,T322,Branden Grace,1,2,2.0,2,15,2009310
348,T322,T322,Rob Grube,1,2,2.0,2,2,2009060
349,T322,T322,Grégory Havret,1,2,1.0,1,14,2009350
350,T322,T322,Ryan Helminen,1,2,2.0,3,13,2009300
351,T322,T322,David Horsey,1,2,,2,15,2009260
352,T322,T322,David Howell,1,2,,1,12,2009310
353,T322,T322,Yuji Igarashi,1,2,1.0,1,4,2009350
354,T322,T322,Clint Jensen,2,2,1.0,1,15,2009260
355,T322,T322,Richard Johnson,1,2,,1,13,2009250
356,T322,T322,Shintaro Kai,2,2,,1,7,2009260
357,T322,T322,Tom Kalinowski,1,2,2.0,1,6,2009040
358,T322,T322,James Kamte,2,2,1.0,1,10,2009240
359,T322,T322,Jeremy Kavanagh,1,2,,2,2,2009310
360,T322,T322,Clark Klaasen,1,2,,1,5,2009260
361,T322,T322,Tomohiro Kondo,2,2,,1,13,2009020
362,T322,T322,Bernhard Langer,1,2,2.0,2,16,2009160
363,T322,T322,Pablo Larrazabal,3,2,,4,11,2009120
364,T322,T322,Kevin Larsen,1,2,2.0,2,11,2009050
365,T322,T322,Dean Larsson,1,2,1.0,1,1,2009220
366,T322,T322,Paul Lawrie,1,2,,2,6,2009310
367,T322,T322,Thomas Levet,3,2,1.0,2,16,2009260
368,T322,T322,J.L. Lewis,4,2,,2,10,2009340
369,T322,T322,Edward Loar,1,2,2.0,2,16,2009250
370,T322,T322,Matthew Loving,1,2,1.0,2,17,2009210
371,T322,T322,Mitch Lowe,1,2,,1,5,2009360
372,T322,T322,Cortland Lowe,2,2,2.0,2,16,2009260
373,T322,T322,Sandy Lyle,2,2,,3,7,2009160
374,T322,T322,Gregor Main,1,2,1.0,1,1,2009050
375,T322,T322,Paul McGinley,2,2,,3,6,2009310
376,T322,T322,Mike Miles,3,2,1.0,1,1,2009260
377,T322,T322,Zack Miller,1,2,,1,2,2009060
378,T322,T322,Alan Morin,2,2,,2,7,2009100
379,T322,T322,Jack Newman,2,2,2.0,3,9,2009290
380,T322,T322,Koumei Oda,1,2,2.0,2,14,2009310
381,T322,T322,Jin Park,1,2,2.0,2,6,2009070
382,T322,T322,Tim Parun,1,2,,1,8,2009050
383,T322,T322,Gary Player,1,2,,1,12,2009160
384,T322,T322,Angelo Que,1,2,,2,16,2009260
385,T322,T322,Dustin Risdon,1,2,2.0,2,8,2009320
386,T322,T322,David Robinson,1,2,,1,17,2009370
387,T322,T322,Tom Scherrer,2,2,2.0,3,17,2009060
388,T322,T322,Jeff Sluman,2,2,1.0,1,10,2009020
389,T322,T322,Chris Smith,3,2,2.0,2,3,2009250
390,T322,T322,Ryan Spears,1,2,,1,7,2009260
391,T322,T322,Nick Taylor,2,2,1.0,1,18,2009320
392,T322,T322,Lance Ten Broeck,1,2,,1,4,2009210
393,T322,T322,Justin Thomas,1,2,2.0,1,15,2009370
394,T322,T322,Cameron Tringale,1,2,2.0,1,3,2009260
395,T322,T322,Stan Utley,1,2,,1,12,2009450
396,T322,T322,Grant Waite,2,2,1.0,3,13,2009340
397,T322,T322,Anthony Wall,2,2,,2,14,2009310
398,T322,T322,Drew Weaver,1,2,,1,12,2009260
399,T322,T322,Steve Webster,1,2,2.0,2,4,2009360
400,T322,T322,Steve Wheatcroft,1,2,2.0,4,4,2009190
401,T322,T322,Garrett Willis,6,2,,3,15,2009290
402,T322,T322,Gary Woodland,18,2,,2,2,2009260
403,T322,T322,Fuzzy Zoeller,1,2,,1,4,2009160
404,T405,T405,Jaco Ahlers,1,1,,2,3,2009310
405,T405,T405,Stuart Anderson,1,1,1.0,2,18,2009320
406,T405,T405,Josh Anderson,1,1,1.0,2,5,2009050
407,T405,T405,Sam Arnold,1,1,1.0,2,13,2009360
408,T405,T405,Clint Avret,1,1,,2,7,2009130
409,T405,T405,Sangmoon Bae,2,1,1.0,2,10,2009260
410,T405,T405,Graham Baillargeon,1,1,,2,11,2009320
411,T405,T405,Peter Baker,1,1,1.0,2,15,2009310
412,T405,T405,Ian Baker-Finch,1,1,,1,12,2009230
413,T405,T405,Rich Barcelo,1,1,,3,8,2009340
414,T405,T405,Doug Barron,1,1,,1,15,2009250
415,T405,T405,Doug Batty,1,1,1.0,2,2,2009260
416,T405,T405,Colby Beckstrom,1,1,,1,9,2009260
417,T405,T405,Charlie Beljan,1,1,,2,6,2009260
418,T405,T405,Gregory Bisconti,1,1,,3,3,2009360
419,T405,T405,Ryan Blaum,2,1,,1,10,2009260
420,T405,T405,Ryan Brehm,1,1,,1,17,2009330
421,T405,T405,Paul Broadhurst,1,1,,4,5,2009310
422,T405,T405,Josh Brock,1,1,,1,18,2009260
423,T405,T405,Mark Brown,2,1,,1,14,2009310
424,T405,T405,Cam Burke,1,1,,2,3,2009320
425,T405,T405,Marc Cayeux,1,1,1.0,2,6,2009310
426,T405,T405,Christian Cévaër,1,1,,3,7,2009350
427,T405,T405,Kevin Chappell,3,1,,1,17,2009240
428,T405,T405,Paul Claxton,1,1,,2,4,2009190
429,T405,T405,Keith Clearwater,1,1,1.0,2,17,2009230
430,T405,T405,Steve Conway,1,1,1.0,2,12,2009260
431,T405,T405,John Daly,6,1,,2,17,2009330
432,T405,T405,Rhys Davies,1,1,,1,11,2009310
433,T405,T405,Graham DeLaet,1,1,1.0,4,3,2009320
434,T405,T405,Keith Dicciani,1,1,,1,10,2009360
435,T405,T405,Rafael Echenique,1,1,1.0,2,11,2009310
436,T405,T405,Peter Ellebye,1,1,,2,14,2009310
437,T405,T405,David Erdy,1,1,,1,4,2009260
438,T405,T405,Sean Farren,1,1,1.0,2,7,2009260
439,T405,T405,Oliver Fisher,1,1,1.0,2,6,2009310
440,T405,T405,Robert Floyd,1,1,,1,18,2009060
441,T405,T405,Brian Gaffney,1,1,,1,17,2009360
