,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
0,1,1,John Senden,29,292,30.0
1,2,2,Jim Furyk,23,279,31.0
2,3,3,Charlie Wi,28,266,12.0
3,4,4,Chez Reavie,27,258,2.0
4,5,5,Brandt Snedeker,26,254,8.0
5,6,6,Jason Bohn,25,251,28.0
6,7,7,Lee Janzen,23,229,
7,8,8,Rory Sabbatini,25,228,45.0
8,9,9,Brad Faxon,23,227,11.0
9,10,10,Dean Wilson,29,220,63.0
10,11,11,Shaun Micheel,16,219,18.0
11,12,12,Corey Pavin,23,215,10.0
12,13,13,Vaughn Taylor,28,212,35.0
13,14,14,Bo Van Pelt,30,211,47.0
14,15,15,Carl Pettersson,29,202,117.0
15,16,16,Michael Allen,22,201,1.0
16,17,17,Brian Gay,27,199,24.0
17,18,18,Steve Flesch,27,197,101.0
18,19,19,Casey Wittenberg,25,192,19.0
19,20,20,José María Olazábal,4,191,26.0
20,21,21,Bryce Molder,21,189,81.0
21,T22,T22,Tim Clark,23,187,1.0
22,T22,T22,Padraig Harrington,20,187,13.0
23,T22,T22,Tim Herron,27,187,4.0
24,T25,T25,Ryuji Imada,25,186,115.0
25,T25,T25,Nick Watney,24,186,39.0
26,27,27,Ben Curtis,18,185,26.0
27,T28,T28,K.J. Choi,22,184,7.0
28,T28,T28,Freddie Jacobson,25,184,17.0
29,T28,T28,Scott Verplank,24,184,26.0
30,T31,T31,Daniel Chopra,28,182,33.0
31,T31,T31,Retief Goosen,20,182,11.0
32,T31,T31,Stephen Leaney,11,182,1.0
33,T31,T31,John Merrick,28,182,14.0
34,35,35,Dustin Johnson,25,179,6.0
35,36,36,Charley Hoffman,27,176,56.0
36,37,37,Harrison Frazar,28,174,34.0
37,38,38,Mark Wilson,28,172,35.0
38,T39,T39,Justin Leonard,26,167,42.0
39,T39,T39,Steve Stricker,22,167,1.0
40,T41,T41,Mark Brooks,17,166,6.0
41,T41,T41,Patrick Sheehan,15,166,166.0
42,T43,T43,Jeff Klauk,29,165,24.0
43,T43,T43,Jeff Overton,28,165,63.0
44,T45,T45,Stuart Appleby,25,164,84.0
45,T45,T45,Woody Austin,24,164,
46,T45,T45,Kent Jones,24,164,47.0
47,48,48,Tim Petrovic,31,163,11.0
48,T49,T49,Nathan Green,30,161,1.0
49,T49,T49,Steve Marino,29,161,6.0
50,T51,T51,Richard Johnson,26,159,
51,T51,T51,Michael Letzig,28,159,
52,T51,T51,David Toms,27,159,4.0
53,T54,T54,Mathew Goggin,26,157,8.0
54,T54,T54,Todd Hamilton,29,157,52.0
55,56,56,Anthony Kim,22,156,61.0
56,T57,T57,Brian Bateman,25,155,21.0
57,T57,T57,Nick O'Hern,27,155,24.0
58,T59,T59,Brandt Jobe,8,153,55.0
59,T59,T59,Zach Johnson,26,153,3.0
60,T59,T59,Oliver Wilson,9,153,45.0
61,T62,T62,Jason Day,18,152,6.0
62,T62,T62,Steve Elkington,23,152,73.0
63,T62,T62,John Mallinger,27,152,13.0
64,65,65,Ryan Palmer,26,151,73.0
65,T66,T66,Ken Duke,29,150,
66,T66,T66,George McNeill,26,150,72.0
67,T68,T68,Bill Haas,29,148,5.0
68,T68,T68,Matt Kuchar,24,148,35.0
69,T68,T68,Spencer Levin,25,148,98.0
70,T71,T71,Rich Beem,26,147,28.0
71,T71,T71,Bob Estes,23,147,1.0
72,T71,T71,Peter Lonard,30,147,9.0
73,T71,T71,Bubba Watson,24,147,19.0
74,T75,T75,Guy Boros,7,146,2.0
75,T75,T75,Pat Perez,22,146,87.0
76,77,77,Ian Poulter,17,145,15.0
77,T78,T78,Tommy Armour III,19,144,63.0
78,T78,T78,Bart Bryant,17,144,73.0
79,T78,T78,Rickie Fowler,6,144,8.0
80,T78,T78,Graeme McDowell,11,144,45.0
81,82,82,Jarrod Lyle,21,143,14.0
82,T83,T83,Sergio Garcia,17,142,6.0
83,T83,T83,Kevin Sutherland,27,142,55.0
84,T85,T85,Tyler Aldridge,17,141,7.0
85,T85,T85,Chris Couch,8,141,114.0
86,T85,T85,Ted Purdy,30,141,
87,T85,T85,Tag Ridings,16,141,5.0
88,T89,T89,David Duval,22,140,16.0
89,T89,T89,Charles Howell III,29,140,33.0
90,91,91,Kris Blanks,20,139,4.0
91,T92,T92,Chris DiMarco,29,138,72.0
92,T92,T92,Thomas Levet,3,138,20.0
93,T92,T92,Bob Tway,13,138,8.0
94,T92,T92,Tiger Woods,17,138,49.0
95,T96,T96,Mathias Grönberg,13,137,47.0
96,T96,T96,Martin Kaymer,11,137,44.0
97,T98,T98,Cliff Kresge,28,135,2.0
98,T98,T98,Garrett Willis,6,135,5.0
99,T100,T100,Aaron Baddeley,23,134,134.0
100,T100,T100,Troy Matteson,30,134,11.0
101,T102,T102,Billy Andrade,17,133,17.0
102,T102,T102,Eric Axley,30,133,8.0
103,T102,T102,Bob Heintz,20,133,18.0
104,T105,T105,Chad Campbell,26,132,4.0
105,T105,T105,John Rollins,27,132,41.0
106,T107,T107,Alex Cejka,25,131,13.0
107,T107,T107,J.B. Holmes,25,131,19.0
108,T107,T107,Jerry Kelly,26,131,68.0
109,T110,T110,Greg Chalmers,26,129,4.0
110,T110,T110,J.J. Henry,28,129,90.0
111,T110,T110,Davis Love III,27,129,6.0
112,T110,T110,Parker McLachlin,25,129,63.0
113,T110,T110,Joe Ogilvie,29,129,38.0
114,T110,T110,Rod Pampling,23,129,11.0
115,T116,T116,Dicky Pride,10,128,1.0
116,T116,T116,Chris Riley,22,128,21.0
117,T116,T116,Jay Williamson,22,128,
118,T119,T119,Paul Casey,12,127,1.0
119,T119,T119,Marc Leishman,28,127,6.0
120,T121,T121,Ben Crane,27,126,73.0
121,T121,T121,Brian Davis,32,126,21.0
122,T121,T121,Billy Mayfair,28,126,1.0
123,T121,T121,Brendon Todd,21,126,
124,T121,T121,Tim Wilkinson,14,126,13.0
125,126,126,Kevin Na,26,125,76.0
126,T127,T127,Mark Calcavecchia,23,124,8.0
127,T127,T127,Scott McCarron,27,124,69.0
128,T127,T127,Ryan Moore,27,124,35.0
129,T127,T127,Kyle Stanley,7,124,41.0
130,T127,T127,Chris Stroud,28,124,99.0
131,T132,T132,Geoff Ogilvy,20,123,51.0
132,T132,T132,Greg Owen,30,123,83.0
133,T134,T134,Robert Allenby,21,122,3.0
134,T134,T134,Cameron Beckman,26,122,
135,136,136,"David Berganio, Jr.",15,121,16.0
136,T137,T137,Ross Fisher,10,120,9.0
137,T137,T137,Marc Turnesa,30,120,24.0
138,T139,T139,Brad Adamonis,25,119,33.0
139,T139,T139,Robert Garrigus,25,119,10.0
140,T139,T139,Heath Slocum,30,119,12.0
141,T142,T142,Briny Baird,28,118,5.0
142,T142,T142,Stewart Cink,22,118,59.0
143,T142,T142,James Nitties,27,118,68.0
144,T145,T145,Luke Donald,21,117,78.0
145,T145,T145,Brett Quigley,28,117,1.0
146,T145,T145,Jeff Quinney,26,117,10.0
147,T148,T148,Jeff Maggert,28,116,2.0
148,T148,T148,D.A. Points,29,116,3.0
149,T148,T148,Justin Rose,22,116,38.0
150,T148,T148,Webb Simpson,30,116,10.0
151,T148,T148,Mike Weir,24,116,77.0
152,T153,T153,Lucas Glover,26,115,32.0
153,T153,T153,Gary Woodland,18,115,19.0
154,155,155,David Mathis,27,114,14.0
155,T156,T156,Ángel Cabrera,17,112,9.0
156,T156,T156,Brendon de Jonge,29,112,22.0
157,T156,T156,Vijay Singh,21,112,1.0
158,159,159,Hunter Mahan,25,111,111.0
159,T160,T160,Tom Lehman,16,110,39.0
160,T160,T160,Sean O'Hair,23,110,43.0
161,T160,T160,Peter Tomasulo,25,110,15.0
162,T160,T160,Y.E. Yang,23,110,85.0
163,T164,T164,Stephen Ames,23,109,10.0
164,T164,T164,Notah Begay III,15,109,1.0
165,T164,T164,Darron Stiles,20,109,2.0
166,T167,T167,Jay Delsing,7,108,33.0
167,T167,T167,Paul Goydos,25,108,27.0
168,T167,T167,Colt Knost,24,108,6.0
169,T167,T167,Martin Laird,24,108,7.0
170,T167,T167,Wen-Tang Lin,3,108,108.0
171,T167,T167,Jimmy Walker,24,108,1.0
172,T173,T173,Trevor Immelman,13,107,72.0
173,T173,T173,Phil Mickelson,18,107,57.0
174,T173,T173,Kenny Perry,24,107,30.0
175,T173,T173,Scott Piercy,28,107,23.0
176,T173,T173,Scott Sterling,16,107,16.0
177,178,178,Richard Sterne,8,106,
178,T179,T179,Jeev Milkha Singh,15,105,27.0
179,T179,T179,Charles Warren,20,105,9.0
180,T181,T181,Tadd Fujikawa,4,104,1.0
181,T181,T181,Andres Romero,20,104,28.0
182,T183,T183,Charl Schwartzel,6,103,7.0
183,T183,T183,Johnson Wagner,26,103,
184,T185,T185,Matt Bettencourt,31,102,6.0
185,T185,T185,Ernie Els,19,102,102.0
186,T185,T185,Matt Jones,17,102,80.0
187,T188,T188,Wil Collins,18,101,11.0
188,T188,T188,Soren Hansen,8,101,53.0
189,T188,T188,Bill Lunde,27,101,101.0
190,T188,T188,Will MacKenzie,24,101,26.0
191,T188,T188,Camilo Villegas,21,101,48.0
192,193,193,Kevin Stadler,20,100,83.0
193,T194,T194,Miguel Angel Jiménez,8,99,2.0
194,T194,T194,D.J. Trahan,30,99,8.0
195,196,196,Ricky Barnes,23,98,
196,T197,T197,Fred Couples,16,97,10.0
197,T197,T197,Tommy Gainey,15,97,1.0
198,T197,T197,Anders Hansen,4,97,4.0
199,T197,T197,Mark Hensby,5,97,13.0
200,T197,T197,Henrik Stenson,10,97,1.0
201,T197,T197,Kevin Streelman,29,97,56.0
202,T203,T203,Carlos Franco,10,96,8.0
203,T203,T203,Troy Kelly,17,96,7.0
204,T205,T205,Steve Allan,17,95,17.0
205,T205,T205,Tom Pernice Jr.,26,95,18.0
206,T205,T205,Alvaro Quiros,9,95,36.0
207,T205,T205,Aaron Watkins,18,95,4.0
208,T209,T209,Dudley Hart,13,94,38.0
209,T209,T209,Greg Kraft,21,94,17.0
210,T209,T209,Steve Lowery,27,94,13.0
211,T212,T212,Jason Dufner,26,93,16.0
212,T212,T212,Peter Hanson,5,93,5.0
213,T212,T212,Aron Price,27,93,8.0
214,T212,T212,David Smail,3,93,25.0
215,T216,T216,Derek Fathauer,25,92,1.0
216,T216,T216,Nicholas Thompson,31,92,14.0
217,T218,T218,James Driscoll,17,91,47.0
218,T218,T218,Thongchai Jaidee,4,91,39.0
219,T218,T218,Loren Roberts,3,91,88.0
220,T218,T218,Lee Westwood,8,91,12.0
221,T222,T222,Jonathan Byrd,25,90,29.0
222,T222,T222,Marco Dawson,6,90,16.0
223,224,224,Leif Olson,21,89,20.0
224,T225,T225,Bobby Clampett,2,88,1.0
225,T225,T225,Jamie Lovemark,5,88,25.0
226,T227,T227,Glen Day,26,87,9.0
227,T227,T227,Shingo Katayama,6,87,49.0
228,T227,T227,Boo Weekley,22,87,25.0
229,T230,T230,Ronnie Black,3,86,16.0
230,T230,T230,Matthew Borchert,19,86,16.0
231,T230,T230,Joe Durant,20,86,9.0
232,T230,T230,Richard Green,2,86,19.0
233,234,234,J.L. Lewis,4,85,10.0
234,T235,T235,Nick Dougherty,3,84,7.0
235,T235,T235,Rick Price,21,84,
236,T235,T235,Azuma Yano,4,84,1.0
237,T238,T238,Paul McGinley,2,83,83.0
238,T238,T238,Tom Watson,2,83,83.0
239,T240,T240,Rory McIlroy,11,82,12.0
240,T240,T240,David Peoples,6,82,36.0
241,T242,T242,José Coceres,6,81,6.0
242,T242,T242,Omar Uresti,9,81,30.0
243,T244,T244,Jason Gore,24,80,31.0
244,T244,T244,David Gossett,5,80,36.0
245,T246,T246,Scott Gutschewski,19,79,20.0
246,T246,T246,James Oh,21,79,
247,T246,T246,Adam Scott,19,79,3.0
248,249,249,Jesper Parnevik,14,78,67.0
249,T250,T250,Shigeki Maruyama,5,77,10.0
250,T250,T250,Matt Weibring,22,77,10.0
251,T252,T252,Olin Browne,9,76,9.0
252,T252,T252,Rodney Butcher,3,76,6.0
253,T254,T254,Robert Karlsson,6,75,13.0
254,T254,T254,Michael Sim,3,75,5.0
255,T254,T254,Roland Thatcher,16,75,7.0
256,257,257,Brian Vranesh,20,74,28.0
257,T258,T258,Brent Geiberger,6,72,3.0
258,T258,T258,David Howell,1,72,72.0
259,T258,T258,James Kamte,2,72,72.0
260,T258,T258,Frank Lickliter II,14,72,17.0
261,T258,T258,Rod Perry,1,72,72.0
262,263,263,Rocco Mediate,22,71,
263,T264,T264,Arjun Atwal,12,70,70.0
264,T264,T264,J.P. Hayes,15,70,9.0
265,T264,T264,Søren Kjeldsen,7,70,8.0
266,T264,T264,Paul Stankowski,9,70,3.0
267,T268,T268,Paul Azinger,8,69,2.0
268,T268,T268,Chris Baryla,3,69,4.0
269,270,270,Jonathan Kaye,17,68,37.0
270,T271,T271,Scott Hoch,1,67,67.0
271,T271,T271,Prayad Marksaeng,6,67,19.0
272,273,273,Danny Lee,12,66,7.0
273,T274,T274,Michael Bradley,17,65,29.0
274,T274,T274,John Daly,6,65,17.0
275,T274,T274,Arron Oberholser,4,65,19.0
276,T274,T274,Jeff Sluman,2,65,65.0
277,T278,T278,Darren Clarke,7,64,9.0
278,T278,T278,Skip Kendall,3,64,25.0
279,T278,T278,Spike McRoy,1,64,64.0
280,281,281,Pablo Larrazabal,3,63,18.0
281,T282,T282,Christian Cévaër,1,62,9.0
282,T282,T282,Ryo Ishikawa,6,62,14.0
283,T282,T282,"Wes Short, Jr.",3,62,2.0
284,T282,T282,Kirk Triplett,20,62,
285,T286,T286,Raphael Jacquelin,2,61,5.0
286,T286,T286,Garth Mulroy,1,61,10.0
287,T288,T288,Rich Barcelo,1,60,9.0
288,T288,T288,Gonzalo Fernandez-Castaño,5,60,22.0
289,T290,T290,Thomas Aiken,3,59,59.0
290,T290,T290,Michael Campbell,6,59,14.0
291,T290,T290,Reinier Saxton,2,59,16.0
292,T293,T293,John Huston,13,58,22.0
293,T293,T293,Anthony Kang,1,58,13.0
294,T293,T293,Jack Newman,2,58,36.0
295,T296,T296,Jeff Brehaut,1,56,3.0
296,T296,T296,Bobby Gates,1,56,1.0
297,T296,T296,Mike Miles,3,56,3.0
298,T299,T299,Todd Fischer,3,55,16.0
299,T299,T299,Robin Freeman,5,55,28.0
300,T301,T301,Craig Barlow,5,54,30.0
301,T301,T301,Erik Compton,5,54,10.0
302,T303,T303,Mark Brown,2,53,8.0
303,T303,T303,Mike Grob,1,53,4.0
304,T303,T303,Francesco Molinari,4,53,12.0
305,306,306,Greg Norman,3,52,21.0
306,T307,T307,Fredrik Andersson Hed,1,51,
307,T307,T307,Ian Leggatt,2,51,20.0
308,T307,T307,Andrew Magee,2,51,8.0
309,T307,T307,Matteo Manassero,1,51,2.0
310,T307,T307,Joel Sjöholm,1,51,2.0
311,T312,T312,Richard Finch,2,50,18.0
312,T312,T312,Sandy Lyle,2,50,50.0
313,T312,T312,Mark O'Meara,2,50,50.0
314,T312,T312,Chris Wood,2,50,21.0
315,316,316,Junpei Takayama,1,49,8.0
316,T317,T317,Fred Funk,6,48,22.0
317,T317,T317,Robert Gamez,11,48,14.0
318,T317,T317,Kenichi Kuboya,1,48,19.0
319,T317,T317,Drew Weaver,1,48,1.0
320,T321,T321,Louis Oosthuizen,6,47,15.0
321,T321,T321,Steve Pate,4,47,23.0
