,Consecutive_Fairways_Hit_RANK THIS WEEK,Consecutive_Fairways_Hit_RANK LAST WEEK,Consecutive_Fairways_Hit_PLAYER NAME,Consecutive_Fairways_Hit_EVENTS,Consecutive_Fairways_Hit_BEST STREAK,Consecutive_Fairways_Hit_CURRENT STREAK
0,1,1,Jeff Maggert,28,45,2.0
1,T2,T2,Chris Riley,22,35,1.0
2,T2,T2,Mike Weir,24,35,1.0
3,4,4,Martin Laird,24,33,5.0
4,5,5,Jeff Quinney,26,30,
5,6,6,Peter Lonard,30,29,1.0
6,7,7,Kent Jones,24,28,3.0
7,T8,T8,Rich Beem,26,27,4.0
8,T8,T8,Ben Crane,27,27,
9,T8,T8,Matt Kuchar,24,27,1.0
10,T11,T11,Joe Durant,20,25,6.0
11,T11,T11,David Toms,27,25,7.0
12,T13,T13,Michael Allen,22,24,1.0
13,T13,T13,Stephen Ames,23,24,4.0
14,T13,T13,Greg Chalmers,26,24,
15,T13,T13,Rocco Mediate,22,24,
16,T13,T13,Francesco Molinari,4,24,1.0
17,T13,T13,Tim Wilkinson,14,24,7.0
18,T19,T19,Billy Andrade,17,23,
19,T19,T19,Bart Bryant,17,23,2.0
20,T19,T19,Hunter Mahan,25,23,
21,T19,T19,Ryan Moore,27,23,2.0
22,T19,T19,Kirk Triplett,20,23,13.0
23,T19,T19,Bo Van Pelt,30,23,
24,T19,T19,Scott Verplank,24,23,4.0
25,T26,T26,K.J. Choi,22,22,3.0
26,T26,T26,Tim Clark,23,22,7.0
27,T26,T26,Glen Day,26,22,2.0
28,T26,T26,Colt Knost,24,22,1.0
29,T26,T26,Billy Mayfair,28,22,1.0
30,T26,T26,Sean O'Hair,23,22,2.0
31,T26,T26,John Rollins,27,22,4.0
32,T26,T26,Patrick Sheehan,15,22,
33,T26,T26,Steve Stricker,22,22,
34,T35,T35,Jason Bohn,25,21,1.0
35,T35,T35,Mark Brooks,17,21,1.0
36,T35,T35,Steve Elkington,23,21,2.0
37,T35,T35,Brian Gay,27,21,6.0
38,T35,T35,Jerry Kelly,26,21,1.0
39,T35,T35,Scott McCarron,27,21,7.0
40,T35,T35,Vaughn Taylor,28,21,1.0
41,T42,T42,Robert Allenby,21,20,1.0
42,T42,T42,Chris DiMarco,29,20,2.0
43,T42,T42,Jonathan Kaye,17,20,
44,T42,T42,Marc Leishman,28,20,2.0
45,T42,T42,Kevin Na,26,20,
46,T42,T42,Ryan Palmer,26,20,5.0
47,T42,T42,Tim Petrovic,31,20,2.0
48,T42,T42,Grant Waite,2,20,7.0
49,T42,T42,Jay Williamson,22,20,8.0
50,T42,T42,Mark Wilson,28,20,2.0
51,T52,T52,Shane Bertsch,2,19,4.0
52,T52,T52,Olin Browne,9,19,3.0
53,T52,T52,Jason Day,18,19,
54,T52,T52,Paul Goydos,25,19,4.0
55,T52,T52,David Mathis,27,19,2.0
56,T52,T52,Bryce Molder,21,19,5.0
57,T52,T52,Rod Pampling,23,19,4.0
58,T52,T52,Carl Pettersson,29,19,
59,T52,T52,D.A. Points,29,19,4.0
60,T52,T52,Scott Sterling,16,19,2.0
61,T52,T52,Camilo Villegas,21,19,2.0
62,T52,T52,Boo Weekley,22,19,4.0
63,T64,T64,Tommy Armour III,19,18,
64,T64,T64,Ben Curtis,18,18,1.0
65,T64,T64,Jim Furyk,23,18,5.0
66,T64,T64,Lee Janzen,23,18,1.0
67,T64,T64,Justin Leonard,26,18,10.0
68,T64,T64,Steve Lowery,27,18,
69,T64,T64,Tom Pernice Jr.,26,18,6.0
70,T64,T64,Kenny Perry,24,18,2.0
71,T64,T64,Aron Price,27,18,
72,T64,T64,D.J. Trahan,30,18,
73,T64,T64,Tiger Woods,17,18,1.0
74,T75,T75,Kris Blanks,20,17,6.0
75,T75,T75,Chad Campbell,26,17,3.0
76,T75,T75,Stewart Cink,22,17,
77,T75,T75,Ross Fisher,10,17,3.0
78,T75,T75,Lucas Glover,26,17,
79,T75,T75,Mathew Goggin,26,17,8.0
80,T75,T75,Jason Gore,24,17,
81,T75,T75,Bob Heintz,20,17,1.0
82,T75,T75,J.J. Henry,28,17,6.0
83,T75,T75,Richard Johnson,26,17,3.0
84,T75,T75,Martin Kaymer,11,17,2.0
85,T75,T75,Cliff Kresge,28,17,1.0
86,T75,T75,Tom Lehman,16,17,7.0
87,T75,T75,John Merrick,28,17,
88,T75,T75,Ian Poulter,17,17,
89,T75,T75,Charl Schwartzel,6,17,
90,T75,T75,Heath Slocum,30,17,1.0
91,T75,T75,Brandt Snedeker,26,17,4.0
92,T75,T75,Darron Stiles,20,17,
93,T75,T75,Dean Wilson,29,17,
94,T75,T75,Casey Wittenberg,25,17,5.0
95,T96,T96,Woody Austin,24,16,2.0
96,T96,T96,Cameron Beckman,26,16,
97,T96,T96,Jonathan Byrd,25,16,4.0
98,T96,T96,Mark Calcavecchia,23,16,4.0
99,T96,T96,Alex Cejka,25,16,1.0
100,T96,T96,Jason Dufner,26,16,2.0
101,T96,T96,Ernie Els,19,16,
102,T96,T96,Derek Fathauer,25,16,4.0
103,T96,T96,Fred Funk,6,16,2.0
104,T96,T96,Jeff Klauk,29,16,
105,T96,T96,Mauricio Molina,1,16,5.0
106,T96,T96,Chez Reavie,27,16,2.0
107,T96,T96,John Senden,29,16,9.0
108,T96,T96,Webb Simpson,30,16,2.0
109,T96,T96,Johnson Wagner,26,16,5.0
110,T111,T111,Stuart Appleby,25,15,1.0
111,T111,T111,Jason Buha,1,15,
112,T111,T111,Brendon de Jonge,29,15,2.0
113,T111,T111,Bob Estes,23,15,
114,T111,T111,Billy Horschel,2,15,
115,T111,T111,Zach Johnson,26,15,1.0
116,T111,T111,Shingo Katayama,6,15,
117,T111,T111,Spencer Levin,25,15,1.0
118,T111,T111,Will MacKenzie,24,15,4.0
119,T111,T111,Shaun Micheel,16,15,1.0
120,T111,T111,James Nitties,27,15,2.0
121,T111,T111,Nick O'Hern,27,15,2.0
122,T111,T111,Jesper Parnevik,14,15,
123,T111,T111,Corey Pavin,23,15,
124,T111,T111,Chris Smith,3,15,1.0
125,T111,T111,Chris Stroud,28,15,4.0
126,T111,T111,Marc Turnesa,30,15,
127,T111,T111,Charles Warren,20,15,
128,T111,T111,Bubba Watson,24,15,1.0
129,T130,T130,Brad Adamonis,25,14,1.0
130,T130,T130,Guy Boros,7,14,1.0
131,T130,T130,Michael Bradley,17,14,1.0
132,T130,T130,Tom Byrum,4,14,8.0
133,T130,T130,Bobby Clampett,2,14,
134,T130,T130,Chris Couch,8,14,1.0
135,T130,T130,Carlos Franco,10,14,4.0
136,T130,T130,Robert Gamez,11,14,5.0
137,T130,T130,Retief Goosen,20,14,
138,T130,T130,Nathan Green,30,14,
139,T130,T130,Mathias Grönberg,13,14,1.0
140,T130,T130,Todd Hamilton,29,14,5.0
141,T130,T130,Tim Herron,27,14,5.0
142,T130,T130,Charles Howell III,29,14,7.0
143,T130,T130,Freddie Jacobson,25,14,
144,T130,T130,Greg Kraft,21,14,
145,T130,T130,Danny Lee,12,14,3.0
146,T130,T130,Michael Letzig,28,14,
147,T130,T130,Bill Lunde,27,14,2.0
148,T130,T130,Pat Perez,22,14,2.0
149,T130,T130,Scott Piercy,28,14,
150,T130,T130,Brett Quigley,28,14,
151,T130,T130,Vijay Singh,21,14,
152,T130,T130,Kyle Stanley,7,14,3.0
153,T130,T130,Henrik Stenson,10,14,2.0
154,T130,T130,Nicholas Thompson,31,14,
155,T130,T130,Brendon Todd,21,14,1.0
156,T130,T130,Peter Tomasulo,25,14,1.0
157,T158,T158,Tyler Aldridge,17,13,1.0
158,T158,T158,Clint Avret,1,13,
159,T158,T158,Paul Azinger,8,13,5.0
160,T158,T158,Briny Baird,28,13,5.0
161,T158,T158,Craig Barlow,5,13,1.0
162,T158,T158,Notah Begay III,15,13,6.0
163,T158,T158,Martin Catalioto,1,13,6.0
164,T158,T158,Brian Davis,32,13,1.0
165,T158,T158,Marco Dawson,6,13,
166,T158,T158,Jay Delsing,7,13,13.0
167,T158,T158,David Duval,22,13,
168,T158,T158,Sergio Garcia,17,13,8.0
169,T158,T158,Scott Gutschewski,19,13,3.0
170,T158,T158,Bill Haas,29,13,
171,T158,T158,Charley Hoffman,27,13,2.0
172,T158,T158,Ryuji Imada,25,13,
173,T158,T158,Trevor Immelman,13,13,
174,T158,T158,Matt Jones,17,13,1.0
175,T158,T158,Davis Love III,27,13,
176,T158,T158,John Mallinger,27,13,6.0
177,T158,T158,Troy Matteson,30,13,1.0
178,T158,T158,George McNeill,26,13,5.0
179,T158,T158,Joe Ogilvie,29,13,
180,T158,T158,Greg Owen,30,13,
181,T158,T158,Rick Price,21,13,
182,T158,T158,Ted Purdy,30,13,6.0
183,T158,T158,Justin Rose,22,13,1.0
184,T158,T158,"Wes Short, Jr.",3,13,
185,T158,T158,Michael Sim,3,13,1.0
186,T158,T158,Jeev Milkha Singh,15,13,
187,T158,T158,Kevin Stadler,20,13,7.0
188,T158,T158,Kevin Streelman,29,13,2.0
189,T158,T158,Kevin Sutherland,27,13,
190,T158,T158,Omar Uresti,9,13,1.0
191,T158,T158,Jimmy Walker,24,13,
192,T158,T158,Aaron Watkins,18,13,2.0
193,T194,T194,Eric Axley,30,12,1.0
194,T194,T194,Rich Barcelo,1,12,2.0
195,T194,T194,Matthew Borchert,19,12,1.0
196,T194,T194,Luke Donald,21,12,
197,T194,T194,Ken Duke,29,12,
198,T194,T194,Steve Flesch,27,12,
199,T194,T194,Rickie Fowler,6,12,
200,T194,T194,Robert Garrigus,25,12,4.0
201,T194,T194,Soren Hansen,8,12,
202,T194,T194,Padraig Harrington,20,12,3.0
203,T194,T194,J.P. Hayes,15,12,2.0
204,T194,T194,Miguel Angel Jiménez,8,12,2.0
205,T194,T194,Brandt Jobe,8,12,3.0
206,T194,T194,Troy Kelly,17,12,3.0
207,T194,T194,Anthony Kim,22,12,
208,T194,T194,Graeme McDowell,11,12,1.0
209,T194,T194,Parker McLachlin,25,12,1.0
210,T194,T194,Adam Scott,19,12,1.0
211,T194,T194,David Smail,3,12,
212,T194,T194,Matt Weibring,22,12,1.0
213,T194,T194,Lee Westwood,8,12,
214,T194,T194,Garrett Willis,6,12,
215,T216,T216,Steve Allan,17,11,
216,T216,T216,Fulton Allem,1,11,1.0
217,T216,T216,Arjun Atwal,12,11,5.0
218,T216,T216,Brian Bateman,25,11,
219,T216,T216,"David Berganio, Jr.",15,11,
220,T216,T216,Matt Bettencourt,31,11,
221,T216,T216,Daniel Chopra,28,11,1.0
222,T216,T216,Wil Collins,18,11,2.0
223,T216,T216,Fred Couples,16,11,1.0
224,T216,T216,Brad Faxon,23,11,4.0
225,T216,T216,Peter Hanson,5,11,5.0
226,T216,T216,Dudley Hart,13,11,1.0
227,T216,T216,John Huston,13,11,1.0
228,T216,T216,Robert Karlsson,6,11,
229,T216,T216,Tony Kelley,1,11,11.0
230,T216,T216,Skip Kendall,3,11,2.0
231,T216,T216,Thomas Levet,3,11,2.0
232,T216,T216,Scott Lewis,1,11,1.0
233,T216,T216,Jean-Francois Lucquin,1,11,4.0
234,T216,T216,Jarrod Lyle,21,11,
235,T216,T216,Andrew Magee,2,11,
236,T216,T216,Spike McRoy,1,11,11.0
237,T216,T216,Mike Miles,3,11,
238,T216,T216,Jeff Overton,28,11,
239,T216,T216,Steve Pate,4,11,1.0
240,T216,T216,Dicky Pride,10,11,1.0
241,T216,T216,Tag Ridings,16,11,1.0
242,T216,T216,Rory Sabbatini,25,11,1.0
243,T216,T216,Jeff Sluman,2,11,3.0
244,T216,T216,Roland Thatcher,16,11,1.0
245,T216,T216,Bob Tway,13,11,1.0
246,T216,T216,Brian Vranesh,20,11,
247,T216,T216,Charlie Wi,28,11,
248,T216,T216,Oliver Wilson,9,11,
249,T216,T216,Gary Woodland,18,11,1.0
250,T216,T216,Y.E. Yang,23,11,
251,T252,T252,Thomas Aiken,3,10,
252,T252,T252,Aaron Baddeley,23,10,1.0
253,T252,T252,Ricky Barnes,23,10,1.0
254,T252,T252,Chris Baryla,3,10,1.0
255,T252,T252,Ángel Cabrera,17,10,
256,T252,T252,José Coceres,6,10,1.0
257,T252,T252,Robert Damron,5,10,5.0
258,T252,T252,James Driscoll,17,10,6.0
259,T252,T252,Rafael Echenique,1,10,1.0
260,T252,T252,Harrison Frazar,28,10,
261,T252,T252,Tommy Gainey,15,10,
262,T252,T252,Mark Hensby,5,10,
263,T252,T252,David Howell,1,10,2.0
264,T252,T252,Thongchai Jaidee,4,10,4.0
265,T252,T252,Dustin Johnson,25,10,1.0
266,T252,T252,Søren Kjeldsen,7,10,4.0
267,T252,T252,Frank Lickliter II,14,10,
268,T252,T252,Wen-Tang Lin,3,10,6.0
269,T252,T252,Cortland Lowe,2,10,10.0
270,T252,T252,Steve Marino,29,10,1.0
271,T252,T252,Prayad Marksaeng,6,10,
272,T252,T252,Geoff Ogilvy,20,10,
273,T252,T252,José María Olazábal,4,10,
274,T252,T252,Leif Olson,21,10,
275,T252,T252,Alvaro Quiros,9,10,1.0
276,T252,T252,Dustin Risdon,1,10,
277,T252,T252,Andres Romero,20,10,2.0
278,T252,T252,Richard Sterne,8,10,
279,T252,T252,Stan Utley,1,10,
280,T252,T252,Nick Watney,24,10,
281,T252,T252,Drew Weaver,1,10,10.0
282,T283,T283,Russ Cochran,1,9,
283,T283,T283,Graham DeLaet,1,9,1.0
284,T283,T283,Robin Freeman,5,9,1.0
285,T283,T283,Richard Green,2,9,
286,T283,T283,Donnie Hammond,1,9,1.0
287,T283,T283,Scott Hoch,1,9,
288,T283,T283,Chih-Bing Lam,1,9,5.0
289,T283,T283,Todd Lancaster,1,9,
290,T283,T283,José Manuel Lara,2,9,3.0
291,T283,T283,J.L. Lewis,4,9,4.0
292,T283,T283,Rory McIlroy,11,9,3.0
293,T283,T283,Andrew McLardy,2,9,
294,T283,T283,Larry Mize,1,9,6.0
295,T283,T283,Jack Newman,2,9,
296,T283,T283,Arron Oberholser,4,9,1.0
297,T283,T283,Gary Player,1,9,
298,T283,T283,Andrew Ruthkoski,2,9,
299,T283,T283,Tom Scherrer,2,9,
300,T283,T283,Nick Taylor,2,9,
301,T283,T283,Kyle Thompson,1,9,8.0
302,T283,T283,Mike Van Sickle,2,9,
303,T283,T283,Tom Watson,2,9,1.0
304,T283,T283,Chris Wilson,1,9,
305,T283,T283,Chris Wood,2,9,2.0
306,T283,T283,Azuma Yano,4,9,1.0
307,T308,T308,Ryan Benzel,1,8,2.0
308,T308,T308,Ronnie Black,3,8,8.0
309,T308,T308,Craig Bowden,1,8,1.0
310,T308,T308,Paul Broadhurst,1,8,
311,T308,T308,Bob Burns,2,8,2.0
312,T308,T308,Paul Casey,12,8,
313,T308,T308,Keoke Cotner,1,8,
314,T308,T308,John Daly,6,8,1.0
315,T308,T308,Nick Dougherty,3,8,
316,T308,T308,John Ellis,1,8,
317,T308,T308,Tadd Fujikawa,4,8,2.0
318,T308,T308,Hiroyuki Fujita,1,8,3.0
319,T308,T308,Brent Geiberger,6,8,3.0
320,T308,T308,Andres Gonzales,1,8,
321,T308,T308,Anders Hansen,4,8,2.0
