,Approaches_100-125_yards-Rgh_RTP_RANK THIS WEEK,Approaches_100-125_yards-Rgh_RTP_RANK LAST WEEK,Approaches_100-125_yards-Rgh_RTP_PLAYER NAME,Approaches_100-125_yards-Rgh_RTP_ROUNDS,Approaches_100-125_yards-Rgh_RTP_AVG RTP
0,1,1,Brian Vranesh,51,-.353
1,2,2,Steve Stricker,81,-.296
2,3,3,Parker McLachlin,71,-.292
3,4,4,Nick O'Hern,90,-.226
4,5,5,Robert Allenby,71,-.211
5,6,6,Rocco Mediate,79,-.200
6,7,7,Greg Kraft,51,-.174
7,8,8,Richard Johnson,85,-.160
8,T9,T9,Briny Baird,89,-.150
9,T9,T9,Brandt Snedeker,81,-.150
10,T11,T11,Matt Jones,56,-.133
11,T11,T11,Tiger Woods,64,-.133
12,13,13,Tom Pernice Jr.,82,-.130
13,14,14,Charles Warren,63,-.129
14,T15,T15,Bryce Molder,69,-.125
15,T15,T15,Aron Price,89,-.125
16,17,17,Peter Lonard,86,-.121
17,18,18,Mike Weir,85,-.120
18,19,19,Glen Day,79,-.115
19,T20,T20,Jason Bohn,88,-.100
20,T20,T20,Ben Crane,93,-.100
21,22,22,Tag Ridings,50,-.091
22,23,23,Joe Ogilvie,85,-.088
23,24,24,Andres Romero,58,-.087
24,25,25,Derek Fathauer,63,-.083
25,26,26,Steve Marino,98,-.081
26,27,27,Geoff Ogilvy,78,-.080
27,T28,T28,Lee Janzen,74,-.077
28,T28,T28,James Nitties,86,-.077
29,30,30,Brendon de Jonge,90,-.074
30,31,31,Bill Haas,91,-.071
31,32,32,Zach Johnson,94,-.069
32,T33,T33,Jim Furyk,86,-.067
33,T33,T33,Padraig Harrington,66,-.067
34,35,35,Rory Sabbatini,81,-.065
35,T36,T36,Kris Blanks,60,-.063
36,T36,T36,Mark Wilson,99,-.063
37,T38,T38,Greg Chalmers,85,-.061
38,T38,T38,Kenny Perry,92,-.061
39,40,40,Scott Sterling,51,-.059
40,41,41,Patrick Sheehan,51,-.053
41,42,42,Bob Estes,78,-.050
42,43,43,Anthony Kim,76,-.048
43,T44,T44,Stephen Ames,77,-.045
44,T44,T44,Ken Duke,87,-.045
45,T46,T46,Chez Reavie,81,-.042
46,T46,T46,Bubba Watson,73,-.042
47,48,48,Jason Dufner,90,-.040
48,49,49,Woody Austin,84,-.038
49,50,50,Boo Weekley,79,-.037
50,51,51,Phil Mickelson,66,-.036
51,T52,T52,Hunter Mahan,94,-.033
52,T52,T52,John Mallinger,90,-.033
53,54,54,Carl Pettersson,86,-.029
54,55,55,Charley Hoffman,97,-.024
55,56,56,Kevin Streelman,97,-.019
56,T57,T57,Brian Bateman,55,E
57,T57,T57,Rich Beem,77,E
58,T57,T57,Ángel Cabrera,55,E
59,T57,T57,Stewart Cink,79,E
60,T57,T57,Ben Curtis,63,E
61,T57,T57,Paul Goydos,79,E
62,T57,T57,Jeff Klauk,97,E
63,T57,T57,Colt Knost,71,E
64,T57,T57,Cliff Kresge,78,E
65,T57,T57,Tom Lehman,55,E
66,T57,T57,Justin Leonard,95,E
67,T57,T57,Jeff Maggert,79,E
68,T57,T57,Ryan Moore,89,E
69,T57,T57,Heath Slocum,95,E
70,T57,T57,Darron Stiles,52,E
71,T57,T57,Vaughn Taylor,88,E
72,T57,T57,D.J. Trahan,96,E
73,T57,T57,Kirk Triplett,60,E
74,T57,T57,Marc Turnesa,77,E
75,T57,T57,Jay Williamson,69,E
76,T57,T57,Dean Wilson,81,E
77,78,78,Dustin Johnson,85,+.024
78,79,79,Scott Piercy,85,+.026
79,80,80,Charlie Wi,92,+.029
80,T81,T81,Retief Goosen,74,+.030
81,T81,T81,Marc Leishman,91,+.030
82,T83,T83,Kevin Na,91,+.031
83,T83,T83,Y.E. Yang,83,+.031
84,T85,T85,Todd Hamilton,83,+.032
85,T85,T85,Nick Watney,86,+.032
86,87,87,David Mathis,82,+.036
87,88,88,David Toms,98,+.038
88,89,89,Chris Stroud,88,+.040
89,T90,T90,Luke Donald,79,+.042
90,T90,T90,Matt Weibring,65,+.042
91,T92,T92,Nicholas Thompson,96,+.043
92,T92,T92,Scott Verplank,88,+.043
93,T92,T92,Jimmy Walker,74,+.043
94,T95,T95,Stuart Appleby,79,+.045
95,T95,T95,Jason Gore,74,+.045
96,97,97,Robert Garrigus,83,+.048
97,98,98,Fred Couples,54,+.050
98,T99,T99,Tim Petrovic,97,+.056
99,T99,T99,Camilo Villegas,76,+.056
100,T101,T101,Brian Davis,103,+.057
101,T101,T101,Tim Herron,87,+.057
102,103,103,J.B. Holmes,74,+.060
103,T104,T104,Alex Cejka,82,+.061
104,T104,T104,Jerry Kelly,90,+.061
105,106,106,John Rollins,92,+.064
106,T107,T107,Daniel Chopra,89,+.068
107,T107,T107,Troy Matteson,95,+.068
108,109,109,D.A. Points,99,+.069
109,T110,T110,Jonathan Byrd,89,+.077
110,T110,T110,Chad Campbell,90,+.077
111,T110,T110,John Merrick,91,+.077
112,T110,T110,Chris Riley,77,+.077
113,114,114,Brad Faxon,59,+.083
114,115,115,Brian Gay,96,+.087
115,116,116,John Senden,100,+.089
116,T117,T117,Bart Bryant,58,+.091
117,T117,T117,Ryuji Imada,85,+.091
118,T119,T119,Steve Elkington,70,+.100
119,T119,T119,Spencer Levin,75,+.100
120,T121,T121,Ted Purdy,101,+.103
121,T121,T121,Kevin Sutherland,96,+.103
122,T123,T123,Sergio Garcia,59,+.105
123,T123,T123,Bob Heintz,59,+.105
124,T123,T123,George McNeill,82,+.105
125,126,126,Webb Simpson,94,+.107
126,T127,T127,Martin Laird,72,+.111
127,T127,T127,Jarrod Lyle,65,+.111
128,129,129,Harrison Frazar,93,+.115
129,130,130,Matt Kuchar,82,+.120
130,T131,T131,Jason Day,61,+.125
131,T131,T131,Nathan Green,104,+.125
132,T131,T131,Kevin Stadler,65,+.125
133,134,134,Bill Lunde,83,+.129
134,T135,T135,David Duval,56,+.130
135,T135,T135,Will MacKenzie,69,+.130
136,T137,T137,Greg Owen,97,+.138
137,T137,T137,Brett Quigley,92,+.138
138,T137,T137,Vijay Singh,71,+.138
139,140,140,Michael Letzig,96,+.140
140,T141,T141,Tommy Armour III,58,+.143
141,T141,T141,Sean O'Hair,80,+.143
142,T143,T143,Cameron Beckman,87,+.147
143,T143,T143,Chris DiMarco,97,+.147
144,145,145,Mark Brooks,55,+.154
145,146,146,Steve Flesch,77,+.160
146,147,147,Charles Howell III,99,+.163
147,T148,T148,Freddie Jacobson,83,+.167
148,T148,T148,Davis Love III,89,+.167
149,T148,T148,Pat Perez,74,+.167
150,T148,T148,Casey Wittenberg,71,+.167
151,152,152,Lucas Glover,93,+.176
152,153,153,Steve Lowery,83,+.182
153,T154,T154,Ernie Els,70,+.190
154,T154,T154,Jeff Quinney,78,+.190
155,156,156,Adam Scott,53,+.207
156,157,157,Peter Tomasulo,61,+.211
157,T158,T158,K.J. Choi,65,+.214
158,T158,T158,J.J. Henry,97,+.214
159,T158,T158,Billy Mayfair,83,+.214
160,161,161,Corey Pavin,73,+.222
161,162,162,Mathew Goggin,76,+.227
162,T163,T163,Matt Bettencourt,98,+.231
163,T163,T163,Ian Poulter,59,+.231
164,T165,T165,Ryan Palmer,78,+.233
165,T165,T165,Bo Van Pelt,100,+.233
166,167,167,Mark Calcavecchia,72,+.240
167,168,168,Jeff Overton,92,+.244
168,T169,T169,Brad Adamonis,70,+.250
169,T169,T169,Leif Olson,51,+.250
170,171,171,Brendon Todd,53,+.263
171,172,172,Ricky Barnes,67,+.273
172,173,173,Gary Woodland,53,+.278
173,174,174,Aaron Baddeley,66,+.308
174,175,175,Johnson Wagner,81,+.310
175,176,176,Eric Axley,71,+.333
176,177,177,Scott McCarron,91,+.348
177,178,178,Justin Rose,71,+.350
178,179,179,Kent Jones,73,+.364
179,180,180,Rod Pampling,72,+.368
180,T181,T181,Tim Clark,81,+.467
181,T181,T181,Rick Price,54,+.467
182,183,183,Joe Durant,62,+.625
183,184,184,Michael Allen,73,+.667
