,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
0,1,1,Steve Stricker,81,-0.301
1,2,2,Brian Davis,103,-0.252
2,3,3,John Mallinger,90,-0.251
3,4,4,Geoff Ogilvy,78,-0.22699999999999998
4,T5,T5,Tim Clark,81,-0.217
5,T5,T5,Bryce Molder,69,-0.217
6,T7,T7,Justin Leonard,95,-0.212
7,T7,T7,Webb Simpson,94,-0.212
8,9,9,Dean Wilson,81,-0.209
9,10,10,David Mathis,82,-0.20800000000000002
10,11,11,Steve Elkington,70,-0.20600000000000002
11,12,12,Bob Estes,78,-0.203
12,13,13,Tiger Woods,64,-0.195
13,14,14,Paul Goydos,79,-0.193
14,15,15,Derek Fathauer,63,-0.191
15,T16,T16,Chad Campbell,90,-0.187
16,T16,T16,Glen Day,79,-0.187
17,18,18,Luke Donald,79,-0.185
18,T19,T19,Ken Duke,87,-0.184
19,T19,T19,Sergio Garcia,59,-0.184
20,T19,T19,Patrick Sheehan,51,-0.184
21,22,22,Greg Chalmers,85,-0.182
22,T23,T23,Daniel Chopra,89,-0.18100000000000002
23,T23,T23,Jimmy Walker,74,-0.18100000000000002
24,25,25,John Rollins,92,-0.17800000000000002
25,26,26,Joe Ogilvie,85,-0.17600000000000002
26,27,27,Mike Weir,85,-0.175
27,T28,T28,Woody Austin,84,-0.172
28,T28,T28,Jason Day,61,-0.172
29,30,30,Charles Howell III,99,-0.17
30,T31,T31,Jim Furyk,86,-0.16899999999999998
31,T31,T31,Heath Slocum,95,-0.16899999999999998
32,33,33,Chris Stroud,88,-0.168
33,T34,T34,Scott Piercy,85,-0.16699999999999998
34,T34,T34,Charlie Wi,92,-0.16699999999999998
35,36,36,Ryuji Imada,85,-0.166
36,37,37,Brian Gay,96,-0.165
37,38,38,Bill Haas,91,-0.163
38,T39,T39,Ben Curtis,63,-0.161
39,T39,T39,Joe Durant,62,-0.161
40,T39,T39,John Senden,100,-0.161
41,42,42,Kevin Na,91,-0.159
42,T43,T43,Tim Petrovic,97,-0.158
43,T43,T43,Matt Weibring,65,-0.158
44,45,45,Charley Hoffman,97,-0.156
45,46,46,Kevin Sutherland,96,-0.155
46,T47,T47,Anthony Kim,76,-0.152
47,T47,T47,Y.E. Yang,83,-0.152
48,49,49,Jerry Kelly,90,-0.151
49,50,50,Scott Verplank,88,-0.149
50,51,51,Zach Johnson,94,-0.14800000000000002
51,T52,T52,Jason Dufner,90,-0.147
52,T52,T52,Greg Owen,97,-0.147
53,T52,T52,David Toms,98,-0.147
54,T55,T55,Stewart Cink,79,-0.146
55,T55,T55,Bob Heintz,59,-0.146
56,T55,T55,Corey Pavin,73,-0.146
57,58,58,Jeff Overton,92,-0.145
58,59,59,Tim Herron,87,-0.14400000000000002
59,60,60,Kevin Streelman,97,-0.142
60,T61,T61,Chris DiMarco,97,-0.14
61,T61,T61,Vaughn Taylor,88,-0.14
62,63,63,Mark Brooks,55,-0.138
63,64,64,Tommy Armour III,58,-0.13699999999999998
64,T65,T65,Troy Matteson,95,-0.136
65,T65,T65,George McNeill,82,-0.136
66,67,67,Mathew Goggin,76,-0.135
67,68,68,Ian Poulter,59,-0.133
68,T69,T69,Hunter Mahan,94,-0.132
69,T69,T69,Steve Marino,98,-0.132
70,T69,T69,Sean O'Hair,80,-0.132
71,T69,T69,D.A. Points,99,-0.132
72,T73,T73,Scott McCarron,91,-0.131
73,T73,T73,James Nitties,86,-0.131
74,T73,T73,Kenny Perry,92,-0.131
75,T73,T73,Chris Riley,77,-0.131
76,77,77,Ben Crane,93,-0.125
77,T78,T78,Briny Baird,89,-0.124
78,T78,T78,Spencer Levin,75,-0.124
79,T78,T78,Ryan Moore,89,-0.124
80,81,81,Alex Cejka,82,-0.122
81,T82,T82,John Merrick,91,-0.12
82,T82,T82,Brandt Snedeker,81,-0.12
83,T82,T82,Marc Turnesa,77,-0.12
84,85,85,Ryan Palmer,78,-0.11900000000000001
85,T86,T86,Freddie Jacobson,83,-0.11800000000000001
86,T86,T86,Matt Kuchar,82,-0.11800000000000001
87,T86,T86,Jeff Maggert,79,-0.11800000000000001
88,89,89,Adam Scott,53,-0.11699999999999999
89,T90,T90,Martin Laird,72,-0.11599999999999999
90,T90,T90,D.J. Trahan,96,-0.11599999999999999
91,92,92,Chez Reavie,81,-0.115
92,93,93,Stephen Ames,77,-0.114
93,T94,T94,Michael Allen,73,-0.11199999999999999
94,T94,T94,Gary Woodland,53,-0.11199999999999999
95,T96,T96,Retief Goosen,74,-0.11
96,T96,T96,Rory Sabbatini,81,-0.11
97,T96,T96,Nick Watney,86,-0.11
98,99,99,Brendon Todd,53,-0.109
99,T100,T100,Fred Couples,54,-0.107
100,T100,T100,Mark Wilson,99,-0.107
101,T102,T102,Eric Axley,71,-0.105
102,T102,T102,Mark Calcavecchia,72,-0.105
103,T102,T102,Tag Ridings,50,-0.105
104,105,105,Jeff Klauk,97,-0.10400000000000001
105,T106,T106,Padraig Harrington,66,-0.10300000000000001
106,T106,T106,Richard Johnson,85,-0.10300000000000001
107,T106,T106,Vijay Singh,71,-0.10300000000000001
108,109,109,Nick O'Hern,90,-0.102
109,110,110,Ricky Barnes,67,-0.10099999999999999
110,T111,T111,Jason Bohn,88,-0.1
111,T111,T111,Ted Purdy,101,-0.1
112,T113,T113,Lucas Glover,93,-0.098
113,T113,T113,Kent Jones,73,-0.098
114,T113,T113,Brett Quigley,92,-0.098
115,T116,T116,Brian Bateman,55,-0.09699999999999999
116,T116,T116,Bo Van Pelt,100,-0.09699999999999999
117,T118,T118,Phil Mickelson,66,-0.096
118,T118,T118,Rod Pampling,72,-0.096
119,120,120,Rich Beem,77,-0.095
120,T121,T121,K.J. Choi,65,-0.094
121,T121,T121,Ernie Els,70,-0.094
122,T121,T121,Peter Lonard,86,-0.094
123,T121,T121,Tom Pernice Jr.,82,-0.094
124,T125,T125,Robert Allenby,71,-0.092
125,T125,T125,Boo Weekley,79,-0.092
126,T127,T127,Steve Flesch,77,-0.091
127,T127,T127,Lee Janzen,74,-0.091
128,129,129,Kris Blanks,60,-0.09
129,130,130,Andres Romero,58,-0.08900000000000001
130,T131,T131,Rick Price,54,-0.087
131,T131,T131,Aron Price,89,-0.087
132,T133,T133,Jarrod Lyle,65,-0.086
133,T133,T133,Johnson Wagner,81,-0.086
134,135,135,Jonathan Byrd,89,-0.085
135,136,136,Robert Garrigus,83,-0.08199999999999999
136,137,137,Kevin Stadler,65,-0.081
137,T138,T138,Brendon de Jonge,90,-0.08
138,T138,T138,Scott Sterling,51,-0.08
139,T140,T140,Dustin Johnson,85,-0.077
140,T140,T140,Cliff Kresge,78,-0.077
141,142,142,Nicholas Thompson,96,-0.076
142,143,143,Kirk Triplett,60,-0.07400000000000001
143,T144,T144,Aaron Baddeley,66,-0.073
144,T144,T144,Darron Stiles,52,-0.073
145,146,146,Pat Perez,74,-0.07200000000000001
146,147,147,Cameron Beckman,87,-0.067
147,T148,T148,Matt Bettencourt,98,-0.065
148,T148,T148,Ángel Cabrera,55,-0.065
149,150,150,Justin Rose,71,-0.06
150,T151,T151,Todd Hamilton,83,-0.055999999999999994
151,T151,T151,Casey Wittenberg,71,-0.055999999999999994
152,153,153,Carl Pettersson,86,-0.054000000000000006
153,T154,T154,Colt Knost,71,-0.053
154,T154,T154,Tom Lehman,55,-0.053
155,T156,T156,Stuart Appleby,79,-0.051
156,T156,T156,Jeff Quinney,78,-0.051
157,158,158,Harrison Frazar,93,-0.05
158,159,159,Davis Love III,89,-0.046
159,160,160,Bubba Watson,73,-0.045
160,161,161,Brad Adamonis,70,-0.043
161,162,162,J.J. Henry,97,-0.040999999999999995
162,163,163,Nathan Green,104,-0.038
163,T164,T164,Marc Leishman,91,-0.035
164,T164,T164,Rocco Mediate,79,-0.035
165,166,166,Peter Tomasulo,61,-0.034
166,T167,T167,Michael Letzig,96,-0.031
167,T167,T167,Will MacKenzie,69,-0.031
168,169,169,Brian Vranesh,51,-0.03
169,T170,T170,Jason Gore,74,-0.027000000000000003
170,T170,T170,Jay Williamson,69,-0.027000000000000003
171,172,172,Billy Mayfair,83,-0.025
172,173,173,Matt Jones,56,-0.024
173,174,174,Bart Bryant,58,-0.022000000000000002
174,T175,T175,J.B. Holmes,74,-0.021
175,T175,T175,Camilo Villegas,76,-0.021
176,T175,T175,Charles Warren,63,-0.021
177,178,178,Steve Lowery,83,-0.019
178,179,179,Bill Lunde,83,-0.016
179,180,180,Greg Kraft,51,-0.015
180,181,181,David Duval,56,-0.01
181,182,182,Leif Olson,51,0.025
182,183,183,Parker McLachlin,71,0.037000000000000005
183,184,184,Brad Faxon,59,0.081
