,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
89,T89,T89,Paul Goydos,79,43.2,19,44,-7.00
90,T91,T91,Jonathan Byrd,89,43.1,25,58,-5.00
91,T91,T91,Scott Verplank,88,43.1,25,58,-5.00
92,T93,T93,Tim Clark,81,42.9,18,42,-3.00
93,T93,T93,Sergio Garcia,59,42.9,18,42,-6.00
94,T93,T93,Charles Warren,63,42.9,12,28,-3.00
95,T96,T96,Harrison Frazar,93,42.7,32,75,-9.00
96,T96,T96,Nathan Green,104,42.7,35,82,-10.00
97,T98,T98,Daniel Chopra,89,42.6,26,61,-7.00
98,T98,T98,Billy Mayfair,83,42.6,20,47,+1.00
99,T98,T98,Ryan Moore,89,42.6,26,61,-11.00
100,101,101,K.J. Choi,65,42.5,17,40,-6.00
101,T102,T102,Davis Love III,89,42.4,28,66,-10.00
102,T102,T102,Rick Price,54,42.4,14,33,E
103,104,104,Rory Sabbatini,81,42.3,30,71,-8.00
104,105,105,Fred Couples,54,42.2,19,45,-5.00
105,106,106,Jerry Kelly,90,42.0,21,50,-5.00
106,107,107,Ben Curtis,63,41.9,18,43,+1.00
107,108,108,Parker McLachlin,71,41.8,23,55,-8.00
108,109,109,Dean Wilson,81,41.7,20,48,-9.00
109,T110,T110,Steve Elkington,70,41.4,12,29,E
110,T110,T110,Tim Petrovic,97,41.4,24,58,-5.00
111,112,112,Stephen Ames,77,41.3,19,46,-7.00
112,T113,T113,Jason Bohn,88,41.2,21,51,-4.00
113,T113,T113,Tom Lehman,55,41.2,7,17,E
114,T115,T115,Chris DiMarco,97,41.1,30,73,-8.00
115,T115,T115,Kevin Streelman,97,41.1,30,73,-2.00
116,117,117,Marc Turnesa,77,41.0,16,39,E
117,118,118,Cliff Kresge,78,40.8,20,49,-5.00
118,119,119,Heath Slocum,95,40.7,24,59,-3.00
119,120,120,John Senden,100,40.6,28,69,-3.00
120,T121,T121,Phil Mickelson,66,40.5,17,42,-4.00
121,T121,T121,Matt Weibring,65,40.5,17,42,E
122,123,123,Geoff Ogilvy,78,40.4,23,57,-6.00
123,124,124,Bob Heintz,59,40.0,16,40,E
124,125,125,Zach Johnson,94,39.7,23,58,-3.00
125,T126,T126,Cameron Beckman,87,39.3,22,56,-3.00
126,T126,T126,Tag Ridings,50,39.3,11,28,-1.00
127,T128,T128,Tim Herron,87,39.1,27,69,-8.00
128,T128,T128,Jeff Klauk,97,39.1,27,69,-6.00
129,130,130,Kevin Sutherland,96,39.0,30,77,-7.00
130,T131,T131,Glen Day,79,38.9,14,36,-1.00
131,T131,T131,Hunter Mahan,94,38.9,28,72,-5.00
132,133,133,Justin Leonard,95,38.8,19,49,E
133,T134,T134,Robert Garrigus,83,38.7,24,62,-2.00
134,T134,T134,J.J. Henry,97,38.7,29,75,-5.00
135,T134,T134,Kenny Perry,92,38.7,24,62,-9.00
136,137,137,Kent Jones,73,38.6,17,44,-1.00
137,138,138,John Rollins,92,38.3,23,60,-6.00
138,139,139,Brett Quigley,92,38.2,21,55,-3.00
139,140,140,Padraig Harrington,66,37.8,17,45,-2.00
140,T141,T141,Eric Axley,71,37.7,20,53,E
141,T141,T141,Bill Lunde,83,37.7,20,53,-2.00
142,T141,T141,Joe Ogilvie,85,37.7,26,69,-4.00
143,T144,T144,Luke Donald,79,37.5,24,64,-7.00
144,T144,T144,Lucas Glover,93,37.5,21,56,-6.00
145,T144,T144,Anthony Kim,76,37.5,21,56,-4.00
146,147,147,Mathew Goggin,76,37.2,16,43,+2.00
147,148,148,Robert Allenby,71,37.0,17,46,-1.00
148,149,149,Kevin Stadler,65,36.6,15,41,-2.00
149,T150,T150,Kris Blanks,60,36.4,16,44,-5.00
150,T150,T150,Ángel Cabrera,55,36.4,12,33,+1.00
151,T150,T150,Martin Laird,72,36.4,16,44,+2.00
152,153,153,Nick O'Hern,90,36.1,22,61,-2.00
153,154,154,Lee Janzen,74,36.0,18,50,+1.00
154,155,155,Chez Reavie,81,35.8,19,53,-1.00
155,156,156,Pat Perez,74,35.7,20,56,-1.00
156,157,157,Bubba Watson,73,35.6,16,45,-4.00
157,158,158,Peter Tomasulo,61,35.5,11,31,+4.00
158,T159,T159,Brian Davis,103,35.3,24,68,-5.00
159,T159,T159,Bob Estes,78,35.3,18,51,-2.00
160,T159,T159,Bryce Molder,69,35.3,12,34,-3.00
161,T162,T162,Brad Faxon,59,35.1,13,37,-4.00
162,T162,T162,Aron Price,89,35.1,20,57,-5.00
163,164,164,Boo Weekley,79,35.0,14,40,-6.00
164,165,165,Derek Fathauer,63,34.8,16,46,-6.00
165,166,166,Retief Goosen,74,34.5,19,55,-5.00
166,167,167,Rocco Mediate,79,34.1,15,44,-2.00
167,168,168,D.A. Points,99,33.8,22,65,-3.00
168,169,169,Ken Duke,87,33.3,22,66,-4.00
169,170,170,Sean O'Hair,80,32.7,17,52,E
170,171,171,Bart Bryant,58,32.3,10,31,-2.00
171,172,172,Steve Lowery,83,32.0,16,50,-1.00
172,173,173,Brian Gay,96,31.3,15,48,-6.00
173,174,174,Todd Hamilton,83,31.1,14,45,-3.00
174,175,175,Darron Stiles,52,30.8,8,26,+1.00
175,176,176,Vaughn Taylor,88,30.6,15,49,-1.00
176,177,177,Jeff Quinney,78,29.5,13,44,-2.00
177,178,178,Patrick Sheehan,51,28.6,6,21,-1.00
178,179,179,Tiger Woods,64,25.7,9,35,-2.00
179,180,180,Mark Brooks,55,23.5,4,17,-1.00
180,181,181,James Nitties,86,22.0,13,59,-4.00
181,T182,T182,Richard Johnson,85,20.0,8,40,-3.00
182,T182,T182,Brian Vranesh,51,20.0,4,20,+1.00
183,184,184,Corey Pavin,73,15.4,4,26,-1.00
