,GIR_Percentage_-_100-125_yards_RANK THIS WEEK,GIR_Percentage_-_100-125_yards_RANK LAST WEEK,GIR_Percentage_-_100-125_yards_PLAYER NAME,GIR_Percentage_-_100-125_yards_ROUNDS,GIR_Percentage_-_100-125_yards_%,GIR_Percentage_-_100-125_yards_GREENS HIT,GIR_Percentage_-_100-125_yards_TOTAL HOLES,GIR_Percentage_-_100-125_yards_RELATIVE TO PAR
133,T133,T133,Mark Wilson,99,72.66,101,139,-0.29
134,135,135,Matt Kuchar,82,72.65,85,117,-0.31
135,136,136,Rich Beem,77,72.55,74,102,-0.24
136,137,137,Kevin Stadler,65,72.5,87,120,-0.29
137,138,138,Jeff Quinney,78,72.17,83,115,-0.33
138,139,139,Bo Van Pelt,100,72.11,106,147,-0.25
139,140,140,Gary Woodland,53,71.83,51,71,-0.29
140,141,141,Kenny Perry,92,71.76,94,131,-0.38
141,142,142,Padraig Harrington,66,71.6,58,81,-0.33
142,143,143,Chris Riley,77,71.57,73,102,-0.23
143,144,144,Retief Goosen,74,71.55,83,116,-0.3
144,145,145,Kevin Na,91,71.54,88,123,-0.25
145,146,146,Sergio Garcia,59,71.43,55,77,-0.27
146,147,147,Brandt Snedeker,81,71.3,77,108,-0.38
147,T148,T148,Bob Heintz,59,71.28,67,94,-0.27
148,T148,T148,Tag Ridings,50,71.28,67,94,-0.21
149,150,150,Carl Pettersson,86,71.22,99,139,-0.27
150,151,151,Nick Watney,86,71.21,94,132,-0.26
151,T152,T152,Lucas Glover,93,71.07,113,159,-0.27
152,T152,T152,Freddie Jacobson,83,71.07,86,121,-0.28
153,154,154,Scott McCarron,91,70.97,88,124,-0.18
154,155,155,Eric Axley,71,70.93,61,86,-0.23
155,156,156,Woody Austin,84,70.92,100,141,-0.34
156,157,157,Ryan Moore,89,70.77,92,130,-0.33
157,T158,T158,Aaron Baddeley,66,70.71,70,99,-0.34
158,T158,T158,Jeff Overton,92,70.71,99,140,-0.31
159,T158,T158,Pat Perez,74,70.71,70,99,-0.21
160,161,161,Bubba Watson,73,70.59,84,119,-0.27
161,T162,T162,Daniel Chopra,89,70.45,124,176,-0.29
162,T162,T162,Peter Tomasulo,61,70.45,62,88,-0.18
163,164,164,Ryan Palmer,78,70.37,95,135,-0.23
164,165,165,Parker McLachlin,71,70.1,68,97,-0.35
165,166,166,Vijay Singh,71,69.9,72,103,-0.31
166,167,167,Anthony Kim,76,69.83,81,116,-0.36
167,168,168,Kris Blanks,60,69.23,63,91,-0.32
168,169,169,Matt Jones,56,69.14,56,81,-0.27
169,170,170,Boo Weekley,79,69.03,78,113,-0.27
170,171,171,Rick Price,54,68.85,42,61,-0.14
171,172,172,Chris DiMarco,97,68.06,98,144,-0.28
172,173,173,Mark Calcavecchia,72,67.59,73,108,-0.3
173,174,174,J.B. Holmes,74,67.48,83,123,-0.25
174,175,175,Brad Faxon,59,67.11,51,76,-0.33
175,176,176,Tim Herron,87,67.09,106,158,-0.29
176,177,177,Steve Lowery,83,67.08,108,161,-0.3
177,178,178,Webb Simpson,94,66.86,117,175,-0.32
178,179,179,Michael Letzig,96,65.96,93,141,-0.22
179,180,180,Stewart Cink,79,65.52,76,116,-0.33
180,181,181,George McNeill,82,64.94,100,154,-0.35
181,182,182,Matt Bettencourt,98,63.91,108,169,-0.26
182,183,183,Justin Rose,71,62.35,53,85,-0.23
183,184,184,Leif Olson,51,60.92,53,87,-0.17
