,GIR_Percentage_-_150-175_yards_RANK THIS WEEK,GIR_Percentage_-_150-175_yards_RANK LAST WEEK,GIR_Percentage_-_150-175_yards_PLAYER NAME,GIR_Percentage_-_150-175_yards_ROUNDS,GIR_Percentage_-_150-175_yards_%,GIR_Percentage_-_150-175_yards_GREENS HIT,GIR_Percentage_-_150-175_yards_TOTAL HOLES,GIR_Percentage_-_150-175_yards_RELATIVE TO PAR
0,1,1,Tom Lehman,55,76.09,105,138,-0.19
1,2,2,Jason Bohn,88,73.31,239,326,-0.21
2,3,3,D.J. Trahan,96,71.95,236,328,-0.17
3,4,4,Chad Campbell,90,71.9,197,274,-0.2
4,5,5,Casey Wittenberg,71,71.78,145,202,-0.18
5,6,6,Rick Price,54,71.52,108,151,-0.07
6,7,7,Zach Johnson,94,71.33,214,300,-0.19
7,8,8,Joe Durant,62,71.21,141,198,-0.22
8,9,9,Jonathan Byrd,89,71.2,220,309,-0.17
9,10,10,Steve Flesch,77,70.54,182,258,-0.09
10,11,11,Hunter Mahan,94,70.48,191,271,-0.19
11,12,12,Greg Owen,97,70.34,230,327,-0.13
12,13,13,Robert Garrigus,83,70.33,173,246,-0.1
13,14,14,Jay Williamson,69,70.25,170,242,-0.09
14,15,15,Scott McCarron,91,70.11,244,348,-0.2
15,16,16,Richard Johnson,85,69.9,202,289,-0.21
16,17,17,Jeff Klauk,97,69.89,253,362,-0.17
17,18,18,Mark Calcavecchia,72,69.83,169,242,-0.18
18,19,19,Steve Elkington,70,69.71,191,274,-0.2
19,20,20,David Toms,98,69.31,210,303,-0.2
20,21,21,Robert Allenby,71,69.11,170,246,-0.12
21,22,22,Scott Sterling,51,69.09,114,165,-0.19
22,23,23,Scott Verplank,88,69.07,230,333,-0.24
23,24,24,Fred Couples,54,69.01,98,142,-0.26
24,T25,T25,Greg Kraft,51,68.94,111,161,-0.16
25,T25,T25,Tag Ridings,50,68.94,111,161,-0.14
26,27,27,Briny Baird,89,68.93,213,309,-0.19
27,28,28,Troy Matteson,95,68.9,226,328,-0.16
28,29,29,Spencer Levin,75,68.7,180,262,-0.15
29,30,30,Stephen Ames,77,68.44,154,225,-0.11
30,31,31,Chris Riley,77,68.25,187,274,-0.23
